Date,Open_IP,High_IP,Low_IP,Close_IP,Volume_IP,AdjClose_IP
2013-08-05,49.369998,49.500005,48.54,48.640002,2558300,43.366617
2013-08-06,48.54,48.799998,48.080009,48.250008,2147100,43.018905
2013-08-07,48.120001,48.589999,47.659999,47.97,2247900,42.769255
2013-08-08,48.260003,48.589999,47.920001,47.979999,2706100,42.77817
2013-08-09,47.910002,48.360005,47.619999,48.019999,2500700,42.813833
2013-08-12,47.880009,48.370004,47.630005,48.220003,2142000,42.992154
2013-08-13,48.060003,48.260003,47.530007,48.120001,2222600,43.171587
2013-08-14,48.010004,49.490006,47.990006,48.9,4010900,43.871375
2013-08-15,48.349999,48.349999,47.340002,47.340002,4047100,42.471798
2013-08-16,47.310009,48.189998,47.049999,47.97,3545300,43.037011
2013-08-19,48.010004,48.010004,46.970003,46.990001,2503300,42.157789
2013-08-20,47.010006,47.430005,46.740009,47.2,2662600,42.346193
2013-08-21,46.900005,47.130003,46.340005,46.540009,3133500,41.754072
2013-08-22,46.689998,46.750008,46.230007,46.490006,3047100,41.709211
2013-08-23,46.67,46.930002,46.000002,46.860005,2465600,42.041162
2013-08-26,46.930002,47.700003,46.679999,47.2,3422800,42.346193
2013-08-27,46.910004,47.089999,46.290005,46.500005,2683400,41.718182
2013-08-28,46.460001,47.030001,46.210001,47.0,2869100,42.16676
2013-08-29,46.849999,48.38,46.689998,47.700003,3846500,42.794778
2013-08-30,47.779999,47.880009,46.960007,47.209999,2334600,42.355164
2013-09-03,47.800005,48.200005,47.020006,47.470009,1605900,42.588436
2013-09-04,47.440004,48.179999,47.24,47.800005,2064400,42.884497
2013-09-05,47.720008,48.150006,47.600001,47.650003,1331600,42.749921
2013-09-06,47.77,48.120001,46.980002,47.860003,1661800,42.938325
2013-09-09,47.960001,49.290006,47.960001,49.150004,2922900,44.095669
2013-09-10,49.350004,49.960008,49.119999,49.27,3669300,44.203325
2013-09-11,49.740009,49.750008,48.410005,49.360003,4222600,44.284073
2013-09-12,49.100001,49.100001,48.000005,48.13,4406200,43.180557
2013-09-13,48.17,48.709999,48.029998,48.670007,2281300,43.665032
2013-09-16,49.88,49.930003,49.260001,49.410002,4007600,44.32893
2013-09-17,49.390008,49.400003,47.920001,48.110002,4986400,43.162616
2013-09-18,48.210004,48.430003,47.340002,48.100007,5520600,43.153648
2013-09-19,48.17,48.620004,47.800005,47.819999,4593900,42.902435
2013-09-20,48.060003,48.250008,47.640004,47.790006,3466100,42.875526
2013-09-23,47.730007,47.730007,46.910004,47.089999,3340000,42.247504
2013-09-24,46.920003,47.61,46.860005,47.04,3004800,42.202647
2013-09-25,47.080004,47.180002,46.639999,46.700005,2933700,41.897615
2013-09-26,46.710004,47.580006,46.710004,47.290003,2170800,42.426941
2013-09-27,46.06,46.06,45.220003,45.439998,7380800,40.767181
2013-09-30,44.409999,45.100007,43.950008,44.800004,7144200,40.193001
2013-10-01,44.779999,45.530001,44.619998,45.280001,4088800,40.623637
2013-10-02,44.819999,45.13,44.320008,44.6,5332400,40.013564
2013-10-03,44.640004,44.640004,43.67,43.860005,6098400,39.349666
2013-10-04,44.020005,44.020005,43.250001,43.700005,5806700,39.20612
2013-10-07,43.350003,43.950008,43.050001,43.689998,5402200,39.197142
2013-10-08,43.729998,43.800007,43.119998,43.159998,6204500,38.721645
2013-10-09,43.210001,43.490005,42.919998,43.169997,3290400,38.730616
2013-10-10,43.930002,44.350001,43.450005,44.280004,4889700,39.726475
2013-10-11,44.209999,45.090008,43.900009,44.890007,4822200,40.273749
2013-10-14,44.449999,45.620004,44.4,45.339999,5115900,40.677466
2013-10-15,45.410004,45.770005,44.459998,44.580006,4931700,39.995626
2013-10-16,44.790005,45.100007,44.500002,44.97,2931000,40.345515
2013-10-17,44.850003,45.460007,44.850003,45.280001,3908500,40.623637
2013-10-18,45.549999,45.730005,45.000005,45.470002,2668800,40.7941
2013-10-21,45.349998,45.349998,44.280004,44.459998,4534900,39.887959
2013-10-22,44.730007,44.750001,44.24,44.540002,4089400,39.959736
2013-10-23,44.419998,44.750001,43.860005,44.390001,3256800,39.82516
2013-10-24,44.769999,45.970009,44.449999,44.979999,5995000,40.354486
2013-10-25,45.410004,45.599998,45.070002,45.570004,4106100,40.883818
2013-10-28,45.5,45.530001,44.960001,45.060003,3359200,40.426263
2013-10-29,45.100007,45.370004,44.299998,44.500002,3496200,39.923849
2013-10-30,44.540002,44.740006,44.220005,44.459998,4310300,39.887959
2013-10-31,44.480004,44.990006,44.390001,44.609999,3679000,40.022535
2013-11-01,44.81,45.029998,44.619998,44.960001,2794200,40.336544
2013-11-04,45.080009,45.360005,44.800004,45.339999,3195500,40.677466
2013-11-05,44.940006,44.979999,43.550004,43.570002,7187300,39.089486
2013-11-06,43.760003,43.879999,43.300004,43.430007,4057100,38.963888
2013-11-07,43.650006,43.820001,43.069999,43.1,3902800,38.667817
2013-11-08,43.109999,43.980001,43.050001,43.960007,3597500,39.439385
2013-11-11,44.160007,44.850003,44.130002,44.509997,4208100,39.932817
2013-11-12,44.449999,44.680008,44.140002,44.430005,3366700,39.86105
2013-11-13,43.889998,44.6,43.790008,44.550001,3463500,40.286065
2013-11-14,44.619998,45.210004,44.4,45.100007,4428200,40.783429
2013-11-15,45.389998,45.74,45.13,45.530001,3591000,41.172267
2013-11-18,45.759998,45.890001,45.200005,45.280001,3131300,40.946196
2013-11-19,45.310006,45.690001,45.13,45.200005,4074200,40.873856
2013-11-20,45.150006,45.560005,45.040009,45.220003,2861300,40.89194
2013-11-21,45.280001,47.0,45.280001,46.710004,6704000,42.239331
2013-11-22,46.740009,46.990001,46.140004,46.889999,3767900,42.402098
2013-11-25,46.889999,47.220006,46.450006,46.900005,4127000,42.411147
2013-11-26,46.930002,47.249999,46.479999,46.920003,3238500,42.429231
2013-11-27,47.190001,47.270005,46.510004,46.729998,2383800,42.257412
2013-11-29,46.800007,47.04,46.560003,46.650006,1344800,42.185076
2013-12-02,46.63,47.330003,46.600007,46.790008,3761200,42.311678
2013-12-03,46.660005,46.920003,45.759998,46.27,3734200,41.84144
2013-12-04,46.140004,46.380008,45.379999,46.009997,3983500,41.606323
2013-12-05,45.9,46.190003,45.759998,46.069999,2910600,41.660582
2013-12-06,46.450006,46.540009,46.130005,46.440007,4841000,41.995176
2013-12-09,46.540009,46.970003,46.450006,46.820001,2676300,42.338801
2013-12-10,46.760003,47.170007,46.550004,46.870004,3967500,42.384018
2013-12-11,47.0,47.249999,46.090005,46.230007,2761000,41.805276
2013-12-12,46.1,46.450006,45.810009,46.180008,2129400,41.760062
2013-12-13,46.400003,48.240009,46.27,47.830006,7785000,43.252136
2013-12-16,48.080009,48.749999,47.470009,48.38,7644700,43.74949
2013-12-17,48.220003,48.589999,47.760001,48.360005,5407800,43.731409
2013-12-18,48.690001,49.519999,48.260003,49.490006,6266000,44.753256
2013-12-19,49.230008,49.319999,48.490001,48.850001,4514500,44.174507
2013-12-20,49.050002,49.200003,48.300007,48.349999,5911500,43.72236
2013-12-23,48.560006,49.420001,48.480002,48.880006,2736300,44.20164
2013-12-24,48.850001,49.400003,48.759998,49.119999,1207100,44.418662
2013-12-26,49.230008,49.360003,49.009998,49.240007,1469200,44.527184
2013-12-27,49.460001,49.460001,48.9,49.040003,1401300,44.346323
2013-12-30,48.990003,49.140005,48.680002,49.000002,1380900,44.310151
2013-12-31,48.990003,49.410002,48.830003,49.030007,1723600,44.337284
2014-01-02,48.580004,49.150004,48.54,48.799998,2182800,44.12929
2014-01-03,48.799998,48.940004,48.470003,48.620004,2358900,43.966523
2014-01-06,48.9,49.150004,48.470003,48.490001,2307400,43.848962
2014-01-07,48.530001,49.180009,48.530001,48.959999,2846100,44.273976
2014-01-08,48.9,49.020008,48.530001,49.009998,2433500,44.31919
2014-01-09,49.030007,49.360003,48.229999,49.200003,3671500,44.491009
2014-01-10,49.200003,49.350004,48.5,48.930005,3460500,44.246853
2014-01-13,48.759998,49.060001,48.019999,48.13,3411900,43.523418
2014-01-14,48.240009,48.780004,48.110002,48.709999,2531100,44.047904
2014-01-15,48.880006,49.000002,48.520006,48.840002,2360500,44.165465
2014-01-16,48.799998,49.030007,48.670007,48.859996,1864100,44.183545
2014-01-17,48.970009,49.009998,48.220003,48.34,2397600,43.713318
2014-01-21,48.799998,48.799998,48.050004,48.179999,2346800,43.568632
2014-01-22,48.189998,48.450008,47.730007,47.750002,4219200,43.179789
2014-01-23,47.449999,47.819999,47.259998,47.490003,4418000,42.944676
2014-01-24,47.190001,47.310009,45.549999,45.560005,5874600,41.1994
2014-01-27,45.74,46.090005,45.320001,45.74,3778900,41.362167
2014-01-28,46.570002,46.67,45.620004,46.130005,4080900,41.714845
2014-01-29,45.720006,47.530007,45.560005,46.910004,6540000,42.420189
2014-01-30,47.099998,47.520008,46.500005,47.110009,2669100,42.601051
2014-01-31,46.510004,48.310006,46.479999,47.740007,5762200,43.170751
2014-02-03,47.640004,47.97,45.799998,46.06,5526200,41.65154
2014-02-04,45.549999,46.479999,44.669997,45.820008,5896200,41.434518
2014-02-05,45.7,47.070005,45.430002,46.839999,6551600,42.356885
2014-02-06,46.950008,47.070005,46.560003,46.990001,2534100,42.492529
2014-02-07,47.209999,47.640004,46.849999,47.419998,2533700,42.881371
2014-02-10,47.409999,48.38,47.310009,48.050004,5333500,43.451078
2014-02-11,48.010004,48.680002,47.819999,48.439998,3595600,43.803745
2014-02-12,48.360005,48.830003,48.019999,48.770005,4082600,44.423146
2014-02-13,48.290008,49.210002,48.270002,49.100001,2878900,44.72373
2014-02-14,49.000002,49.350004,48.859996,49.180009,3057900,44.796606
2014-02-18,49.090006,49.350004,49.009998,49.210002,2548800,44.823926
2014-02-19,48.980004,49.710004,48.670007,48.709999,3413000,44.368489
2014-02-20,48.749999,49.380009,48.470003,49.369998,4122400,44.969662
2014-02-21,49.140005,49.390008,48.660008,49.159999,4507900,44.77838
2014-02-24,48.930005,49.369998,48.880006,48.890001,2417500,44.532448
2014-02-25,48.919998,49.450006,48.730005,49.080006,2909100,44.705518
2014-02-26,49.130006,49.330006,48.730005,49.040003,2574000,44.669079
2014-02-27,48.919998,49.119999,48.530001,48.850001,3666100,44.496013
2014-02-28,48.890001,49.220009,48.589999,48.890001,3185900,44.532448
2014-03-03,47.840005,48.17,47.440004,47.779999,4844500,43.521379
2014-03-04,48.510007,48.759998,47.990006,48.220003,4262600,43.922166
2014-03-05,48.220003,48.549999,48.000005,48.430003,2445900,44.113448
2014-03-06,48.530001,48.830003,48.080009,48.13,2530200,43.840185
2014-03-07,48.400006,48.630003,47.740007,48.150006,2759100,43.858408
2014-03-10,48.13,48.150006,47.509997,47.880009,1961300,43.612475
2014-03-11,47.869998,47.979999,47.150009,47.249999,2622500,43.038618
2014-03-12,47.080004,47.669998,47.0,47.080004,3050900,42.883775
2014-03-13,47.24,47.330003,46.360003,46.43,4225600,42.291705
2014-03-14,46.380008,46.560003,46.040002,46.130005,6225700,42.018449
2014-03-17,46.290005,46.369998,45.520005,45.930005,6227500,41.836275
2014-03-18,46.06,46.1,45.630003,45.749999,5435400,41.672313
2014-03-19,45.709999,45.850001,45.270002,45.570004,4575800,41.508361
2014-03-20,45.460007,45.620004,45.360005,45.439998,6044500,41.389942
2014-03-21,45.690001,46.080006,45.450008,45.780004,5913100,41.699643
2014-03-24,45.870007,46.040002,45.260003,45.549999,4294600,41.490138
2014-03-25,45.850001,46.180008,45.680002,46.090005,5323600,41.982014
2014-03-26,46.27,46.400003,45.000005,45.000005,4544600,40.989165
2014-03-27,44.97,45.660007,44.430005,45.580004,4534600,41.517469
2014-03-28,45.799998,46.1,45.589999,45.799998,3500900,41.717855
2014-03-31,46.159999,46.260001,45.640002,45.880006,4902300,41.790732
2014-04-01,46.069999,46.109999,45.610008,45.860008,3382800,41.772517
2014-04-02,45.909999,46.820001,45.780004,46.639999,4517000,42.482988
2014-04-03,46.88,46.88,46.150003,46.479999,3861400,42.337248
2014-04-04,46.700005,46.939998,45.780004,45.810009,3820400,41.726974
2014-04-07,45.890001,45.990003,44.869998,45.570004,5623500,41.508361
2014-04-08,45.5,45.599998,44.97,45.339999,3717800,41.298856
2014-04-09,45.589999,46.220008,45.270002,46.030007,3410700,41.927364
2014-04-10,46.009997,46.350004,45.450008,45.530001,3198400,41.471923
2014-04-11,45.339999,45.640002,44.869998,44.979999,4161100,40.970943
2014-04-14,45.13,45.250008,44.76,45.120001,4029800,41.098466
2014-04-15,44.700002,45.000005,44.24,44.880008,4161600,40.879864
2014-04-16,45.189998,45.640002,44.800004,45.5,4187900,41.444596
2014-04-17,45.520005,45.799998,45.360005,45.460007,2633500,41.408168
2014-04-21,45.630003,45.980004,45.420003,45.890001,2725800,41.799837
2014-04-22,46.06,46.240006,45.7,46.119998,3104300,42.009334
2014-04-23,46.130005,46.300005,45.880006,46.090005,1601400,41.982014
2014-04-24,46.1,46.1,45.530001,46.000002,2300900,41.900033
2014-04-25,45.850001,45.980004,45.54,45.630003,2090400,41.563012
2014-04-28,45.830003,46.580009,45.510006,46.390008,5760300,42.255278
2014-04-29,46.31,46.400003,45.74,45.9,4254600,41.808944
2014-04-30,46.920003,47.57,46.240006,46.650006,5561800,42.492102
2014-05-01,46.519999,46.63,45.870007,46.030007,3680000,41.927364
2014-05-02,46.240006,46.290005,45.759998,45.890001,2695800,41.799837
2014-05-05,45.7,45.909999,45.5,45.880006,2254100,41.790732
2014-05-06,45.9,46.159999,45.770005,45.850001,2274800,41.763402
2014-05-07,45.919998,46.800007,45.919998,46.590008,2576400,42.437452
2014-05-08,46.500005,47.080004,46.350004,46.519999,2866800,42.373683
2014-05-09,46.510004,46.740009,46.180008,46.740009,2220700,42.574083
2014-05-12,46.930002,47.449999,46.870004,47.350001,2417000,43.129707
2014-05-13,47.330003,47.440004,46.939998,47.120004,2120800,42.920209
2014-05-14,47.150009,47.480004,47.0,47.089999,1799400,42.892879
2014-05-15,47.089999,47.500002,46.540009,46.839999,2902100,42.665162
2014-05-16,46.590008,46.740009,46.260001,46.570002,2272200,42.419229
2014-05-19,46.450006,46.930002,46.420001,46.839999,2050300,42.665162
2014-05-20,46.740009,46.810006,46.479999,46.560003,2327800,42.410121
2014-05-21,46.290005,46.660005,46.109999,46.400003,2186800,42.5845
2014-05-22,46.319999,46.610002,46.140004,46.580009,3213000,42.749704
2014-05-23,46.580009,46.860005,46.460001,46.770002,1715800,42.924074
2014-05-27,46.920003,46.980002,46.660005,46.740009,2654700,42.896547
2014-05-28,46.780001,46.860005,46.440007,46.760003,3620000,42.914897
2014-05-29,46.800007,47.04,46.660005,46.849999,2052700,42.997492
2014-05-30,46.790008,47.659999,46.729998,47.630005,3664300,43.713358
2014-06-02,47.550001,47.669998,46.939998,47.140002,3499300,43.263648
2014-06-03,46.980002,47.790006,46.870004,47.740007,2308000,43.814314
2014-06-04,47.550001,48.100007,47.190001,47.380006,3115800,43.483917
2014-06-05,47.480004,47.990006,47.220006,47.850004,1936200,43.915266
2014-06-06,48.000005,48.17,47.760001,47.890008,1856500,43.951981
2014-06-09,47.800005,48.349999,47.790006,48.189998,2197000,44.227303
2014-06-10,48.080009,48.480002,48.080009,48.470003,2752900,44.484282
2014-06-11,48.000005,48.320002,48.000005,48.139999,1838400,44.181415
2014-06-12,48.019999,48.34,47.910002,48.070002,2193100,44.117174
2014-06-13,48.000005,48.120001,47.800005,48.080009,1786500,44.126358
2014-06-16,48.029998,48.610009,48.010004,48.480002,2370600,44.493459
2014-06-17,48.250008,48.690001,47.910002,48.630003,2372500,44.631126
2014-06-18,48.520006,48.880006,48.290008,48.799998,2010100,44.787142
2014-06-19,48.749999,48.959999,48.670007,48.820008,1718700,44.805506
2014-06-20,48.909999,49.290006,48.799998,48.990003,3040800,44.961523
2014-06-23,49.030007,49.119999,48.560006,48.599998,4076600,44.603588
2014-06-24,48.599998,49.000002,48.280001,48.549999,2473700,44.5577
2014-06-25,48.510007,48.990003,48.450008,48.7,1761600,44.695367
2014-06-26,48.7,48.880006,48.510007,48.749999,2088200,44.741254
2014-06-27,48.599998,49.150004,48.580004,49.050002,6875400,45.016587
2014-06-30,50.060006,50.650004,49.500005,50.470005,7645500,46.319823
2014-07-01,50.850004,51.070002,50.57,50.81,5696300,46.63186
2014-07-02,50.389999,50.98,49.599998,49.639999,5354200,46.195882
2014-07-03,49.810001,50.299999,49.799999,50.049999,1628700,46.577436
2014-07-07,49.93,50.049999,49.139999,49.450001,3537000,46.019066
2014-07-08,49.450001,49.560001,48.950001,49.040001,2463300,45.637513
2014-07-09,49.200001,49.98,49.139999,49.830002,4345900,46.372702
2014-07-10,49.310001,49.849998,49.18,49.779999,3449200,46.326168
2014-07-11,49.84,50.25,49.73,50.07,2291600,46.596048
2014-07-14,49.68,50.450001,49.639999,50.060001,3070000,46.586744
2014-07-15,50.07,50.490002,49.740002,49.759998,2344000,46.307555
2014-07-16,49.98,50.139999,49.310001,50.09,4464100,46.614661
2014-07-17,49.630001,49.75,49.32,49.43,5428800,46.000453
2014-07-18,49.610001,50.139999,49.5,49.700001,3331200,46.251721
2014-07-21,48.68,48.939999,48.220001,48.349998,6688100,44.995384
2014-07-22,48.439999,48.560001,47.060001,47.110001,12432500,43.84142
2014-07-23,47.16,48.110001,47.150002,47.990002,5203000,44.660365
2014-07-24,48.169998,51.98,48.150002,50.650002,19274900,47.135809
2014-07-25,50.259998,50.549999,49.68,49.919998,5028700,46.456454
2014-07-28,49.75,50.009998,49.439999,49.970001,5131600,46.502988
2014-07-29,50.060001,50.060001,48.860001,48.860001,6116500,45.470001
2014-07-30,48.580002,49.02,48.049999,48.220001,4809200,44.874406
2014-07-31,48.02,48.029999,47.299999,47.5,3978600,44.20436
2014-08-01,47.459999,47.799999,47.259998,47.450001,3193200,44.15783
2014-08-04,47.790001,47.990002,47.349998,47.849998,2536300,44.530075
2014-08-05,47.509998,47.68,47.25,47.57,3361400,44.269503
2014-08-06,47.580002,48.009998,47.389999,47.75,2117200,44.437015
2014-08-07,47.740002,48.09,47.290001,47.360001,2525500,44.074074
2014-08-08,47.52,48.049999,47.259998,48.02,2412300,44.688282
2014-08-11,48.060001,48.240002,47.779999,48.09,2399900,44.753425
2014-08-12,47.77,48.02,47.490002,47.799999,2114300,44.483545
2014-08-13,47.560001,47.66,46.77,47.0,3524400,44.061679
2014-08-14,47.16,48.07,47.16,47.830002,2918500,44.839791
2014-08-15,47.810001,47.970001,47.110001,47.32,3271300,44.361673
2014-08-18,47.709999,47.759998,47.349998,47.639999,3424900,44.661667
2014-08-19,47.639999,48.34,47.529999,47.57,2444900,44.596044
2014-08-20,47.32,47.540001,46.939999,47.060001,3264100,44.117929
2014-08-21,47.049999,47.709999,47.049999,47.619999,2200300,44.642917
2014-08-22,47.549999,47.610001,47.049999,47.119999,2210800,44.174176
2014-08-25,47.290001,47.470001,47.09,47.209999,1579600,44.25855
2014-08-26,47.299999,47.869999,47.220001,47.810001,2662300,44.821041
2014-08-27,47.790001,48.200001,47.790001,48.139999,2688800,45.130409
2014-08-28,47.919998,48.360001,47.66,48.25,2208700,45.233532
2014-08-29,48.41,48.52,48.150002,48.450001,2215600,45.42103
2014-09-02,48.360001,48.669998,48.130001,48.459999,2300300,45.430403
2014-09-03,48.650002,49.18,48.599998,49.060001,3824800,45.992894
2014-09-04,49.110001,49.43,48.849998,48.869999,2889800,45.814771
2014-09-05,49.060001,49.299999,48.439999,49.299999,2342400,46.217888
2014-09-08,49.290001,49.709999,48.84,49.049999,2139800,45.983518
2014-09-09,48.889999,48.970001,48.27,48.380001,2076200,45.355406
2014-09-10,48.57,48.650002,47.779999,48.34,2360600,45.317906
2014-09-11,48.259998,50.43,48.169998,50.360001,7674800,47.211621
2014-09-12,50.25,50.34,49.369999,49.790001,5933300,46.677256
2014-09-15,49.759998,50.27,49.529999,49.799999,4393100,46.68663
2014-09-16,49.689999,49.700001,49.009998,49.080002,5386500,46.011645
2014-09-17,49.150002,49.360001,48.330002,48.599998,3268600,45.56165
2014-09-18,48.650002,49.060001,48.610001,49.0,2281200,45.936644
2014-09-19,49.299999,49.349998,48.75,48.93,3065400,45.871021
2014-09-22,49.900002,50.0,49.09,49.130001,5357900,46.058518
2014-09-23,48.970001,49.099998,48.52,48.599998,2918900,45.56165
2014-09-24,48.68,48.77,48.18,48.59,3753200,45.552277
2014-09-25,48.459999,48.560001,47.610001,47.849998,3239000,44.858538
2014-09-26,47.810001,48.43,47.810001,48.25,2167500,45.233532
2014-09-29,47.93,48.150002,47.509998,47.880001,2626400,44.886665
2014-09-30,47.849998,48.380001,47.68,47.740002,3357900,44.755418
2014-10-01,47.59,47.84,46.990002,47.209999,4432800,44.25855
2014-10-02,47.119999,47.23,46.549999,46.73,5403700,43.808558
2014-10-03,47.169998,48.060001,47.169998,47.790001,3572000,44.802291
2014-10-06,47.830002,47.98,47.189999,47.369999,3117200,44.408547
2014-10-07,47.91,48.049999,46.91,46.919998,4017100,43.986679
2014-10-08,47.09,47.84,46.59,47.799999,3861200,44.811664
2014-10-09,47.970001,48.25,46.91,46.98,3388800,44.042929
2014-10-10,46.75,47.369999,46.139999,46.139999,3751700,43.255444
2014-10-13,45.849998,46.470001,45.419998,45.459999,3518300,42.617955
2014-10-14,45.650002,45.880001,45.080002,45.25,4570300,42.421085
2014-10-15,44.919998,46.150002,44.5,45.720001,5997900,42.861703
2014-10-16,45.09,46.400002,45.080002,46.130001,4544700,43.24607
2014-10-17,46.43,47.130001,46.23,46.66,3695800,43.742935
2014-10-20,46.43,48.48,46.389999,48.389999,3522800,45.364779
2014-10-21,48.41,49.82,48.080002,49.82,6252600,46.70538
2014-10-22,49.98,50.150002,48.880001,48.889999,4519400,45.833521
2014-10-23,49.540001,50.099998,49.240002,49.580002,3609100,46.480386
2014-10-24,49.84,50.049999,49.389999,49.919998,2239000,46.799126
2014-10-27,49.41,49.509998,48.630001,48.959999,3382200,45.899144
2014-10-28,49.279999,49.830002,49.279999,49.77,2378200,46.658506
2014-10-29,49.779999,49.849998,48.66,49.139999,5300800,46.067891
2014-10-30,49.009998,51.080002,48.200001,50.299999,4194600,47.155371
2014-10-31,50.919998,51.099998,50.439999,50.619999,2976100,47.455365
2014-11-03,50.619999,50.950001,50.169998,50.619999,2540500,47.455365
2014-11-04,50.779999,53.139999,50.779999,52.599998,5918800,49.31158
2014-11-05,52.77,52.98,51.82,52.380001,3041400,49.105336
2014-11-06,52.5,52.57,51.66,52.470001,3434000,49.18971
2014-11-07,52.619999,52.970001,52.549999,52.869999,3433200,49.564701
2014-11-10,52.84,53.669998,52.650002,53.66,2583700,50.305313
2014-11-11,53.66,53.830002,53.400002,53.619999,2676500,50.267813
2014-11-12,53.619999,54.150002,53.529999,54.049999,2410900,50.67093
2014-11-13,53.720001,54.849998,53.720001,54.720001,5215200,51.681516
2014-11-14,54.290001,54.66,54.220001,54.43,2882100,51.407619
2014-11-17,54.529999,54.959999,54.490002,54.84,1652000,51.794852
2014-11-18,54.799999,55.130001,54.599998,54.98,3586700,51.927078
2014-11-19,54.759998,54.84,54.16,54.32,4245200,51.303726
2014-11-20,53.939999,54.240002,53.639999,53.740002,3112300,50.755934
2014-11-21,54.349998,54.720001,53.540001,53.619999,3414100,50.642595
2014-11-24,53.779999,54.240002,53.639999,53.650002,2992700,50.670931
2014-11-25,53.75,54.209999,53.57,53.939999,2752500,50.944826
2014-11-26,53.939999,53.959999,53.049999,53.369999,1968800,50.406477
2014-11-28,53.48,54.110001,53.48,53.82,1183600,50.83149
2014-12-01,53.669998,53.759998,52.68,52.950001,2524900,50.0098
2014-12-02,53.310001,54.18,53.130001,54.009998,3006600,51.010938
2014-12-03,53.810001,54.48,53.759998,54.310001,2359700,51.294283
2014-12-04,54.290001,55.150002,54.240002,54.779999,2655800,51.738182
2014-12-05,54.619999,55.139999,54.619999,55.07,2270200,52.01208
2014-12-08,55.02,55.48,54.5,54.720001,2974400,51.681516
2014-12-09,53.950001,55.279999,53.950001,55.25,2348000,52.182085
2014-12-10,55.259998,55.73,54.540001,54.59,3527700,51.558734
2014-12-11,54.700001,55.389999,54.279999,54.419998,2133500,51.398172
2014-12-12,54.060001,54.459999,53.130001,53.150002,2386400,50.198695
2014-12-15,53.200001,53.48,52.560001,52.66,3237300,49.735902
2014-12-16,52.779999,53.639999,52.099998,52.459999,4248800,49.547007
2014-12-17,52.5,53.639999,52.349998,53.459999,3150200,50.491479
2014-12-18,54.189999,54.380001,53.799999,54.150002,2940900,51.143168
2014-12-19,54.27,54.360001,53.490002,53.98,4250700,50.982605
2014-12-22,53.990002,54.459999,53.880001,54.130001,1856200,51.124278
2014-12-23,54.43,54.790001,54.130001,54.540001,1577200,51.511511
2014-12-24,54.549999,54.599998,54.150002,54.16,694300,51.152611
2014-12-26,54.419998,54.419998,53.950001,54.279999,1194000,51.265946
2014-12-29,54.110001,54.52,53.939999,54.310001,1391000,51.294283
2014-12-30,54.290001,54.66,54.080002,54.220001,1525800,51.20928
2014-12-31,54.490002,54.549999,53.549999,53.580002,1483600,50.604819
2015-01-02,53.860001,54.009998,52.849998,53.240002,2627300,50.283698
2015-01-05,52.75,53.02,52.16,52.400002,4069400,49.490341
