Date,Open_MAC,High_MAC,Low_MAC,Close_MAC,Volume_MAC,AdjClose_MAC
2013-09-18,57.98,60.0,57.220001,59.959999,780500,51.700715
2013-09-19,60.029999,60.52,59.560001,59.610001,610200,51.398927
2013-09-20,59.43,60.009998,58.080002,58.119999,1175800,50.114168
2013-09-23,58.02,58.630001,57.669998,57.91,432900,49.933096
2013-09-24,57.990002,58.119999,57.389999,57.470001,867100,49.553706
2013-09-25,57.610001,57.91,56.68,57.060001,635100,49.200182
2013-09-26,57.110001,57.810001,57.049999,57.799999,620000,49.838247
2013-09-27,57.549999,57.75,56.830002,57.259998,632900,49.37263
2013-09-30,56.84,57.400002,56.279999,56.439999,954800,48.665582
2013-10-01,56.389999,57.549999,56.360001,56.91,1306500,49.070842
2013-10-02,56.689999,57.450001,56.59,57.049999,744600,49.191557
2013-10-03,56.990002,57.099998,55.93,56.290001,988900,48.536246
2013-10-04,56.259998,56.490002,55.41,55.68,878700,48.010271
2013-10-07,55.240002,56.220001,55.130001,55.799999,1353700,48.113741
2013-10-08,55.84,56.119999,55.27,55.32,821500,47.699859
2013-10-09,55.330002,55.830002,55.189999,55.25,801100,47.639502
2013-10-10,55.630001,56.360001,55.599998,56.23,1288900,48.48451
2013-10-11,56.23,56.419998,55.720001,56.25,1521300,48.501755
2013-10-14,55.919998,56.75,55.860001,56.59,960100,48.794922
2013-10-15,56.48,56.84,55.869999,55.880001,1291500,48.182722
2013-10-16,56.189999,57.849998,56.009998,57.790001,1561600,49.829626
2013-10-17,57.900002,59.32,57.68,59.200001,854700,51.045404
2013-10-18,59.310001,59.389999,58.639999,59.09,762200,50.950555
2013-10-21,59.060001,59.080002,58.07,58.32,761200,50.28662
2013-10-22,58.470001,59.27,58.060001,59.240002,638600,51.079894
2013-10-23,58.900002,59.360001,58.639999,59.07,541000,50.93331
2013-10-24,59.009998,59.540001,58.66,59.509998,493200,51.3127
2013-10-25,59.720001,60.43,59.0,59.759998,917800,51.528263
2013-10-28,59.610001,59.610001,58.540001,59.099998,695400,50.959176
2013-10-29,57.919998,59.049999,57.849998,58.560001,994700,50.493562
2013-10-30,58.650002,58.709999,57.950001,58.509998,979200,50.450447
2013-10-31,58.599998,59.400002,58.41,59.209999,1527600,51.054025
2013-11-01,59.27,60.0,58.709999,59.93,1654300,51.674848
2013-11-04,60.009998,60.360001,59.200001,59.77,877400,51.536888
2013-11-05,59.32,59.810001,58.639999,58.849998,726200,50.743613
2013-11-06,58.860001,59.110001,58.07,58.360001,774900,50.321111
2013-11-07,57.849998,57.880001,56.82,56.950001,785700,49.632616
2013-11-08,56.529999,56.669998,55.57,56.560001,814000,49.292726
2013-11-11,56.759998,57.150002,56.490002,56.91,504900,49.597754
2013-11-12,56.900002,57.16,56.330002,56.68,525000,49.397307
2013-11-13,56.57,57.27,56.18,57.150002,595500,49.806919
2013-11-14,57.700001,58.279999,57.540001,58.009998,753800,50.556416
2013-11-15,57.889999,58.919998,57.630001,58.889999,2019100,51.323348
2013-11-18,58.810001,58.900002,58.169998,58.25,875900,50.765581
2013-11-19,58.0,58.889999,57.310001,57.790001,609700,50.364686
2013-11-20,57.810001,58.619999,57.09,57.380001,614900,50.007366
2013-11-21,57.450001,57.689999,57.130001,57.68,561400,50.268819
2013-11-22,57.700001,57.740002,57.240002,57.669998,372500,50.260102
2013-11-25,57.580002,57.830002,57.16,57.299999,541400,49.937644
2013-11-26,57.25,57.389999,56.77,56.849998,1081800,49.545462
2013-11-27,57.060001,57.580002,56.93,57.57,599900,50.172952
2013-11-29,57.77,57.77,56.919998,56.939999,348000,49.623899
2013-12-02,57.080002,57.16,56.459999,56.740002,857100,49.449599
2013-12-03,56.509998,57.330002,56.009998,57.27,1090300,49.911499
2013-12-04,56.790001,58.509998,56.0,58.360001,1858400,50.861448
2013-12-05,58.209999,59.349998,57.970001,59.279999,1820900,51.663237
2013-12-06,59.700001,60.549999,59.52,60.490002,1314900,52.717769
2013-12-09,60.48,60.759998,59.93,60.34,1161700,52.587041
2013-12-10,60.279999,60.580002,59.810001,60.009998,712800,52.299441
2013-12-11,60.009998,60.27,58.619999,58.650002,1078200,51.114187
2013-12-12,58.529999,58.779999,57.950001,58.5,1272000,50.983459
2013-12-13,58.720001,59.32,58.209999,58.509998,1005600,50.992172
2013-12-16,58.509998,58.869999,58.119999,58.490002,618400,50.974745
2013-12-17,58.369999,59.220001,58.259998,58.709999,973500,51.166475
2013-12-18,58.93,59.720001,57.709999,59.540001,1218900,51.889832
2013-12-19,59.330002,59.459999,58.290001,58.639999,651300,51.10547
2013-12-20,58.66,59.110001,58.43,58.959999,1561600,51.384354
2013-12-23,59.330002,59.75,59.18,59.360001,972700,51.73296
2013-12-24,59.330002,59.57,59.25,59.400002,266200,51.767821
2013-12-26,59.700001,60.0,59.07,59.439999,426700,51.802679
2013-12-27,59.349998,59.349998,58.599998,59.169998,446400,51.56737
2013-12-30,59.16,59.419998,59.09,59.349998,393500,51.724243
2013-12-31,59.330002,59.540001,58.650002,58.889999,737600,51.323348
2014-01-02,58.689999,58.830002,57.84,58.380001,767800,50.878878
2014-01-03,58.240002,59.0,58.150002,58.689999,1028800,51.149045
2014-01-06,58.900002,59.029999,58.389999,58.740002,1063000,51.192623
2014-01-07,58.790001,59.330002,58.549999,58.990002,835400,51.410501
2014-01-08,58.959999,59.360001,58.209999,59.02,818700,51.436645
2014-01-09,59.049999,59.299999,58.32,58.82,763800,51.262342
2014-01-10,59.240002,59.470001,58.540001,58.91,1351100,51.340779
2014-01-13,58.799999,59.0,58.32,58.459999,938200,50.948597
2014-01-14,58.66,58.959999,58.52,58.799999,629400,51.244912
2014-01-15,58.880001,59.220001,58.790001,59.0,936100,51.419215
2014-01-16,59.009998,59.209999,58.400002,58.900002,838400,51.332065
2014-01-17,58.959999,58.959999,57.990002,58.040001,694100,50.582564
2014-01-21,58.330002,58.48,57.77,58.25,875100,50.765581
2014-01-22,58.740002,59.110001,58.419998,58.919998,1070900,51.349492
2014-01-23,58.630001,58.889999,58.130001,58.34,1274400,50.844017
2014-01-24,58.060001,58.369999,56.900002,57.099998,1309100,49.76334
2014-01-27,57.09,57.32,56.119999,56.16,865700,48.94412
2014-01-28,56.220001,56.669998,56.130001,56.240002,797000,49.013843
2014-01-29,55.77,56.25,55.209999,55.580002,951900,48.438645
2014-01-30,55.970001,56.32,55.709999,56.130001,825700,48.917976
2014-01-31,55.439999,56.990002,55.290001,56.599998,1093700,49.327584
2014-02-03,56.700001,56.799999,55.509998,55.740002,1337500,48.578087
2014-02-04,56.080002,56.790001,55.810001,56.619999,1278300,49.345015
2014-02-05,56.580002,57.549999,56.060001,57.490002,1129900,50.103233
2014-02-06,57.68,58.52,57.549999,58.439999,733400,50.931167
2014-02-07,58.73,59.32,58.470001,59.23,834300,51.619662
2014-02-10,59.110001,59.950001,58.950001,59.82,513400,52.133854
2014-02-11,59.59,60.610001,59.59,60.189999,592000,52.456313
2014-02-12,60.220001,60.419998,59.849998,60.139999,447100,52.412738
2014-02-13,59.830002,60.77,59.669998,60.490002,579600,52.717769
2014-02-14,60.34,60.939999,60.34,60.900002,483200,53.075089
2014-02-18,60.93,61.27,60.450001,61.259998,599600,53.388831
2014-02-19,60.389999,61.209999,60.200001,60.59,803100,53.344812
2014-02-20,60.630001,61.080002,59.889999,60.119999,587600,52.931012
2014-02-21,60.130001,60.889999,59.959999,60.669998,677100,53.415244
2014-02-24,60.82,61.349998,60.740002,60.759998,614900,53.494482
2014-02-25,60.75,61.029999,60.459999,60.540001,1002700,53.300792
2014-02-26,60.52,60.73,60.330002,60.48,671800,53.247965
2014-02-27,60.52,60.880001,59.799999,60.029999,576300,52.851774
2014-02-28,60.09,60.48,59.830002,60.130001,1279700,52.939819
2014-03-03,59.919998,60.32,59.369999,60.119999,761200,52.931012
2014-03-04,60.689999,61.810001,60.689999,61.759998,924600,54.374905
2014-03-05,61.720001,61.939999,61.099998,61.799999,720900,54.410123
2014-03-06,61.759998,61.970001,60.939999,61.119999,767300,53.811435
2014-03-07,61.049999,61.259998,59.900002,60.25,613400,53.045468
2014-03-10,60.299999,60.299999,59.27,59.580002,670400,52.455587
2014-03-11,59.779999,60.07,59.52,59.880001,650200,52.719713
2014-03-12,59.720001,60.18,59.610001,60.099998,656400,52.913404
2014-03-13,60.310001,60.32,59.619999,59.709999,651200,52.570039
2014-03-14,59.709999,60.150002,59.709999,59.970001,506400,52.798951
2014-03-17,60.139999,60.610001,60.040001,60.52,768400,53.283183
2014-03-18,60.560001,60.93,60.299999,60.860001,590500,53.582527
2014-03-19,61.0,61.119999,59.380001,59.57,686100,52.446781
2014-03-20,59.880001,60.25,58.869999,59.549999,947700,52.429172
2014-03-21,59.93,60.919998,59.869999,60.560001,1490200,53.318401
2014-03-24,60.709999,60.709999,59.77,60.110001,585900,52.92221
2014-03-25,60.380001,61.080002,60.080002,61.0,657100,53.705785
2014-03-26,61.650002,61.650002,60.580002,60.630001,902900,53.38003
2014-03-27,60.48,61.240002,60.209999,61.110001,463300,53.802632
2014-03-28,61.189999,62.07,61.169998,61.689999,423500,54.313276
2014-03-31,62.040001,62.41,61.41,62.330002,621400,54.876749
2014-04-01,62.259998,62.68,61.66,62.450001,683600,54.982399
2014-04-02,62.459999,62.790001,62.25,62.48,536200,55.008811
2014-04-03,62.529999,62.650002,62.130001,62.32,575500,54.867943
2014-04-04,62.810001,63.080002,62.41,62.669998,474100,55.17609
2014-04-07,62.73,63.580002,62.73,63.259998,727900,55.695539
2014-04-08,63.16,63.48,62.66,63.43,656600,55.845213
2014-04-09,63.580002,63.799999,63.209999,63.490002,673300,55.898039
2014-04-10,63.59,63.66,62.73,63.009998,924200,55.475434
2014-04-11,62.84,63.360001,62.84,63.09,1071800,55.545869
2014-04-14,63.360001,63.68,63.09,63.639999,667200,56.030101
2014-04-15,63.560001,65.019997,63.529999,65.0,1698400,57.227476
2014-04-16,65.410004,66.360001,64.889999,66.080002,1349200,58.178334
2014-04-17,65.839996,65.959999,65.160004,65.580002,1908800,57.738123
2014-04-21,65.419998,65.610001,64.610001,65.25,1496300,57.447582
2014-04-22,65.129997,65.300003,64.309998,64.739998,1292000,56.998564
2014-04-23,64.809998,64.809998,63.720001,64.0,1124100,56.347054
2014-04-24,64.129997,64.419998,63.939999,64.260002,483800,56.575965
2014-04-25,64.120003,64.449997,63.720001,63.919998,512700,56.276618
2014-04-28,64.330002,64.75,64.010002,64.650002,680900,56.91933
2014-04-29,64.809998,65.120003,64.080002,64.370003,525700,56.672812
2014-04-30,63.869999,64.949997,63.849998,64.910004,642400,57.148241
2014-05-01,64.760002,65.110001,63.84,65.050003,600400,57.2715
2014-05-02,64.860001,65.610001,64.339996,65.110001,561200,57.324323
2014-05-05,64.839996,65.129997,64.580002,65.010002,366400,57.236282
2014-05-06,64.879997,65.150002,64.629997,64.970001,506300,57.201065
2014-05-07,64.519997,65.449997,64.459999,65.43,758100,58.161081
2014-05-08,65.410004,65.940002,65.260002,65.760002,756700,58.454421
2014-05-09,65.809998,66.050003,65.0,65.879997,605100,58.561086
2014-05-12,66.029999,66.209999,65.639999,65.849998,541800,58.53442
2014-05-13,65.910004,66.419998,65.190002,65.25,486600,58.001078
2014-05-14,65.260002,65.699997,64.870003,65.489998,421300,58.214413
2014-05-15,65.459999,65.459999,64.599998,65.25,501900,58.001078
2014-05-16,65.099998,66.110001,64.68,66.07,711400,58.72998
2014-05-19,66.029999,66.029999,65.32,65.720001,452900,58.418864
2014-05-20,65.82,66.019997,64.970001,65.360001,447500,58.098858
2014-05-21,65.489998,65.870003,65.07,65.25,408500,58.001078
2014-05-22,65.300003,65.639999,65.019997,65.040001,458800,57.814408
2014-05-23,65.139999,65.559998,65.019997,65.559998,350600,58.276636
2014-05-27,65.720001,65.959999,65.43,65.800003,312700,58.489978
2014-05-28,65.68,65.75,65.029999,65.57,524100,58.285527
2014-05-29,65.57,65.800003,65.260002,65.720001,571200,58.418864
2014-05-30,65.690002,66.209999,65.449997,66.040001,684400,58.703314
2014-06-02,66.059998,66.629997,65.940002,66.410004,496300,59.032211
2014-06-03,66.279999,66.580002,66.080002,66.459999,342500,59.076652
2014-06-04,66.309998,66.730003,66.239998,66.550003,472400,59.156657
2014-06-05,66.620003,68.0,66.339996,67.910004,505400,60.365569
2014-06-06,67.970001,68.279999,67.290001,67.540001,486300,60.036672
2014-06-09,67.360001,67.709999,66.269997,66.470001,444700,59.085543
2014-06-10,66.269997,66.639999,65.580002,65.93,463100,58.605534
2014-06-11,65.839996,66.029999,64.980003,65.43,561000,58.161081
2014-06-12,65.370003,65.449997,64.610001,65.089996,871600,57.85885
2014-06-13,65.239998,65.370003,64.370003,65.360001,367600,58.098858
2014-06-16,65.300003,65.730003,64.970001,65.32,522600,58.063301
2014-06-17,65.129997,65.580002,64.800003,65.5,411100,58.223304
2014-06-18,65.5,66.57,65.330002,66.360001,652800,58.987763
2014-06-19,66.239998,66.82,66.059998,66.800003,568500,59.378884
2014-06-20,66.589996,67.220001,66.25,67.18,963600,59.716665
2014-06-23,67.019997,67.57,66.639999,66.690002,388400,59.281104
2014-06-24,66.550003,66.93,66.489998,66.599998,431900,59.201099
2014-06-25,66.489998,66.870003,66.370003,66.440002,429900,59.058877
2014-06-26,66.5,66.610001,65.760002,66.010002,342900,58.676648
2014-06-27,65.889999,66.879997,65.879997,66.800003,568200,59.378884
2014-06-30,66.849998,67.07,66.050003,66.75,735700,59.334436
2014-07-01,66.959999,67.449997,66.410004,67.220001,456600,59.752222
2014-07-02,67.07,67.199997,66.480003,66.769997,501700,59.352211
2014-07-03,66.68,66.68,65.870003,66.25,553300,58.889983
2014-07-07,66.139999,66.82,66.139999,66.769997,805300,59.352211
2014-07-08,66.730003,67.129997,66.449997,66.900002,494900,59.467773
2014-07-09,67.010002,67.050003,66.220001,66.940002,377000,59.50333
2014-07-10,66.68,67.360001,66.68,67.050003,435300,59.60111
2014-07-11,67.120003,67.400002,66.739998,67.32,379300,59.841112
2014-07-14,67.5,67.93,67.220001,67.900002,564900,60.356678
2014-07-15,67.800003,68.199997,67.349998,67.730003,735300,60.205566
2014-07-16,67.800003,68.059998,67.620003,68.019997,480200,60.463343
2014-07-17,67.629997,68.160004,67.389999,67.830002,1041600,60.294455
2014-07-18,68.050003,68.660004,67.800003,68.410004,666500,60.810022
2014-07-21,68.360001,68.43,67.93,68.260002,423800,60.676685
2014-07-22,68.400002,68.790001,68.309998,68.580002,501700,60.961134
2014-07-23,68.459999,68.809998,68.309998,68.769997,533600,61.130022
2014-07-24,68.389999,68.669998,66.809998,67.279999,1046400,59.805555
2014-07-25,67.309998,67.779999,66.769997,66.919998,1354200,59.485548
2014-07-28,67.120003,67.779999,66.949997,67.510002,674900,60.010006
2014-07-29,67.529999,67.779999,66.580002,66.610001,855100,59.20999
2014-07-30,66.639999,66.940002,65.650002,66.110001,813200,58.765537
2014-07-31,65.860001,66.07,64.970001,65.010002,1103000,57.787742
2014-08-01,65.010002,65.529999,64.290001,64.809998,827700,57.609957
2014-08-04,64.809998,65.029999,64.18,64.910004,796300,57.698853
2014-08-05,64.629997,64.949997,64.25,64.349998,954800,57.201062
2014-08-06,64.290001,64.339996,63.68,63.759998,1115600,56.676607
2014-08-07,63.849998,64.639999,63.77,64.239998,782800,57.103281
2014-08-08,64.519997,64.879997,64.0,64.860001,786200,57.654405
2014-08-11,64.839996,65.589996,64.809998,65.339996,628600,58.081076
2014-08-12,65.18,65.519997,64.989998,65.139999,392900,57.903298
2014-08-13,65.300003,66.269997,65.220001,66.269997,603300,58.907758
2014-08-14,66.300003,66.389999,65.709999,65.739998,539300,58.436639
2014-08-15,66.059998,66.18,65.290001,65.459999,805900,58.187747
2014-08-18,65.190002,65.480003,64.980003,65.269997,862200,58.573631
2014-08-19,65.389999,65.559998,65.139999,65.32,1041500,58.618504
2014-08-20,65.25,65.650002,64.949997,65.480003,887600,58.762092
2014-08-21,65.650002,66.029999,65.449997,65.470001,510500,58.753116
2014-08-22,65.32,65.470001,64.699997,64.889999,375500,58.232619
2014-08-25,65.209999,65.220001,64.550003,64.790001,429500,58.14288
2014-08-26,65.050003,65.5,65.019997,65.389999,714000,58.681322
2014-08-27,65.379997,65.599998,65.050003,65.199997,469500,58.510813
2014-08-28,65.18,65.32,64.830002,64.959999,587600,58.295438
2014-08-29,65.160004,65.389999,64.919998,65.290001,969500,58.591583
2014-09-02,65.419998,65.57,65.050003,65.519997,972500,58.797982
2014-09-03,65.559998,65.879997,65.43,65.839996,773100,59.085152
2014-09-04,65.769997,66.360001,65.580002,66.0,927000,59.22874
2014-09-05,65.989998,66.540001,65.790001,66.519997,756900,59.695387
2014-09-08,66.32,66.529999,66.110001,66.239998,943400,59.444115
2014-09-09,66.059998,66.290001,65.860001,66.120003,889900,59.336431
2014-09-10,65.940002,66.080002,65.690002,65.82,1668300,59.067207
2014-09-11,65.419998,66.360001,65.419998,65.940002,1098000,59.174898
2014-09-12,65.690002,65.839996,63.790001,64.110001,1635000,57.532645
2014-09-15,64.089996,64.690002,63.919998,64.25,899500,57.658281
2014-09-16,64.370003,65.599998,64.260002,65.400002,1381800,58.690298
2014-09-17,65.580002,65.959999,65.0,65.199997,939800,58.510813
2014-09-18,65.190002,65.269997,64.690002,64.870003,1615700,58.214674
2014-09-19,65.199997,65.330002,64.889999,65.07,1502400,58.394153
2014-09-22,64.879997,64.940002,64.290001,64.43,1077400,57.819814
2014-09-23,64.440002,64.669998,63.810001,63.810001,938100,57.263424
2014-09-24,63.799999,64.489998,63.299999,63.34,1284700,56.841642
2014-09-25,63.32,63.450001,62.799999,62.830002,579400,56.383967
2014-09-26,62.740002,63.959999,62.619999,63.830002,746900,57.281372
2014-09-29,63.48,63.740002,63.0,63.700001,830800,57.164709
2014-09-30,63.849998,63.990002,63.259998,63.830002,1075200,57.281372
2014-10-01,63.709999,64.330002,63.5,63.82,988500,57.272396
2014-10-02,63.669998,64.019997,63.25,63.82,750500,57.272396
2014-10-03,64.029999,64.480003,63.709999,64.32,642800,57.721099
2014-10-06,64.440002,64.839996,64.220001,64.540001,649700,57.918529
2014-10-07,64.349998,64.779999,64.089996,64.089996,751400,57.514693
2014-10-08,64.150002,65.629997,64.07,65.610001,985700,58.878752
2014-10-09,65.580002,66.599998,65.360001,65.5,895100,58.780037
2014-10-10,65.730003,66.800003,65.610001,66.040001,846900,59.264637
2014-10-13,66.190002,66.620003,65.57,65.610001,1113800,58.878752
2014-10-14,65.910004,66.839996,65.879997,66.370003,1323200,59.560782
2014-10-15,65.919998,66.559998,65.339996,65.949997,1138600,59.183867
2014-10-16,65.370003,65.709999,64.68,65.18,1100600,58.492868
2014-10-17,65.629997,66.040001,64.760002,65.959999,843500,59.192843
2014-10-20,66.019997,66.889999,65.830002,66.879997,416000,60.018454
2014-10-21,67.050003,67.779999,66.639999,67.639999,820600,60.700484
2014-10-22,67.720001,68.220001,67.519997,67.639999,553600,60.700484
2014-10-23,68.010002,68.449997,67.660004,68.279999,539300,61.274822
2014-10-24,68.470001,68.720001,67.699997,68.300003,652500,61.292774
2014-10-27,68.32,68.830002,68.199997,68.709999,640100,61.660707
2014-10-28,68.760002,69.139999,68.379997,69.139999,686900,62.046591
2014-10-29,69.129997,69.480003,67.879997,68.519997,882700,61.490198
2014-10-30,68.269997,69.25,68.080002,69.25,618400,62.145306
2014-10-31,69.75,70.529999,69.25,70.5,942700,63.267063
2014-11-03,70.559998,71.360001,70.360001,71.279999,735200,63.967038
2014-11-04,71.239998,71.440002,70.489998,71.330002,740000,64.011911
2014-11-05,71.610001,71.610001,70.330002,70.739998,896800,63.482438
2014-11-06,70.900002,71.07,69.360001,69.470001,994100,62.342737
2014-11-07,69.019997,69.120003,68.389999,68.480003,2058600,62.034737
2014-11-10,68.339996,69.57,68.169998,69.550003,845400,63.00403
2014-11-11,69.620003,69.68,68.879997,69.370003,477600,62.840971
2014-11-12,69.379997,69.599998,68.480003,68.599998,750000,62.143438
2014-11-13,68.809998,69.269997,68.290001,68.349998,900200,61.916968
2014-11-14,68.260002,68.510002,67.870003,68.07,855300,61.663323
2014-11-17,67.980003,68.690002,67.589996,68.550003,609800,62.098149
2014-11-18,68.889999,69.919998,68.480003,69.879997,1200400,63.302965
2014-11-19,73.650002,79.43,72.529999,76.580002,5644100,69.372372
2014-11-20,76.260002,76.900002,75.809998,76.489998,2735900,69.290839
2014-11-21,77.150002,77.769997,76.790001,77.739998,3911400,70.423191
2014-11-24,77.989998,78.529999,77.800003,78.059998,1428300,70.713072
2014-11-25,78.300003,78.650002,77.769997,78.309998,1560900,70.939543
2014-11-26,78.279999,79.120003,78.099998,79.059998,949600,71.618953
2014-11-28,79.059998,80.029999,78.860001,79.080002,386000,71.637075
2014-12-01,79.0,80.089996,78.669998,79.0,1285600,71.564603
2014-12-02,78.849998,80.169998,78.709999,80.160004,1397100,72.615428
2014-12-03,80.099998,80.309998,79.440002,79.910004,976000,72.388958
2014-12-04,79.830002,80.220001,79.389999,80.080002,686200,72.542956
2014-12-05,79.870003,80.43,79.459999,80.199997,946800,72.651657
2014-12-08,80.470001,81.199997,80.07,80.480003,899100,72.90531
2014-12-09,80.220001,81.540001,80.019997,81.279999,636200,73.63001
2014-12-10,81.160004,82.339996,80.720001,82.110001,1411900,74.381893
2014-12-11,81.68,82.349998,80.769997,81.139999,1717900,73.503188
2014-12-12,80.769997,81.440002,80.260002,80.290001,1156200,72.73319
2014-12-15,80.620003,81.050003,79.730003,79.989998,1775500,72.461423
2014-12-16,80.040001,80.709999,79.519997,80.220001,1406900,72.669779
2014-12-17,80.269997,82.400002,80.269997,82.370003,1251600,74.617424
2014-12-18,82.209999,82.879997,81.769997,82.839996,1049700,75.043183
2014-12-19,83.169998,83.279999,82.120003,82.309998,1872900,74.563067
2014-12-22,82.360001,83.529999,82.360001,83.510002,732600,75.650128
2014-12-23,83.540001,83.970001,83.110001,83.540001,586300,75.677304
2014-12-24,83.709999,83.959999,82.949997,83.330002,292400,75.487069
2014-12-26,83.239998,83.989998,83.239998,83.760002,371500,75.876598
2014-12-29,83.699997,84.769997,83.370003,84.0,641800,76.094008
2014-12-30,84.0,85.07,83.849998,84.870003,1395500,76.882127
2014-12-31,84.870003,85.550003,83.160004,83.410004,1196300,75.559541
2015-01-02,83.75,84.43,83.330002,84.139999,765000,76.220831
2015-01-05,83.980003,85.230003,83.839996,84.559998,881300,76.601299
2015-01-06,84.989998,85.940002,84.779999,85.489998,914800,77.443769
2015-01-07,85.949997,87.489998,85.330002,87.43,1886600,79.20118
2015-01-08,87.040001,87.220001,86.190002,87.0,960000,78.811651
2015-01-09,87.019997,87.510002,86.419998,86.959999,1427800,78.775415
2015-01-12,87.199997,88.370003,87.089996,88.190002,952900,79.889652
2015-01-13,88.269997,88.589996,87.459999,88.260002,785600,79.953063
2015-01-14,87.910004,89.360001,87.230003,89.349998,878700,80.94047
2015-01-15,89.43,89.550003,87.690002,88.110001,1377300,79.81718
2015-01-16,87.870003,88.849998,87.470001,88.720001,887500,80.369768
2015-01-20,89.190002,89.559998,87.199997,87.610001,911600,79.364239
2015-01-21,86.68,87.839996,86.139999,87.669998,542800,79.41859
