Date,IBM,Lag1_IBM,Lag2_IBM,Lag3_IBM,Lag4_IBM,Lag5_IBM,Bollinger_IBM,Momentum_IBM,Volatility_IBM,SMA_IBM,EMA_IBM,Returns_IBM
2004-01-21,85.83,85.3,83.74,83.74,83.74,83.74,1.01674654034,0.0249582039647,0.205621716768,0.0494653632412,0.0391144846896,0.0220202726319
2004-01-22,85.66,85.83,85.3,83.74,83.74,83.74,0.844373697695,0.0229281108192,0.206167036944,0.0440484606197,0.0329575344664,0.0133084286715
2004-01-23,86.01,85.66,85.83,85.3,83.74,83.74,0.808967520735,0.027107714354,0.205826781437,0.0447616155481,0.0331133501379,-0.0053482153238
2004-01-24,86.01,86.01,85.66,85.83,85.3,83.74,0.717652852503,0.027107714354,0.205826781437,0.0412328700789,0.0295433097113,0.00104638995466
2004-01-25,86.01,86.01,86.01,85.66,85.83,85.3,0.643476880282,0.00832356389215,0.2002762742,0.0385548860741,0.0263977196841,0.0136030694105
2004-01-26,87.72,86.01,86.01,86.01,85.66,85.83,0.85402515559,0.0220202726319,0.209070227185,0.0553988124959,0.0417884485944,-0.00615595075239
2004-01-27,86.8,87.72,86.01,86.01,86.01,85.66,0.613366854168,0.0133084286715,0.213870784686,0.0410170304629,0.02762470824,0.00437788018433
2004-01-28,85.55,86.8,87.72,86.01,86.01,86.01,0.35347277581,-0.0053482153238,0.222860130186,0.0236865879706,0.0115105825985,0.0206896551724
2004-01-29,86.1,85.55,86.8,87.72,86.01,86.01,0.408403223534,0.00104638995466,0.207296840837,0.026601008716,0.016169006709,0.020325203252
2004-01-30,87.18,86.1,85.55,86.8,87.72,86.01,0.552406323854,0.0136030694105,0.209117603328,0.0351276099333,0.025942447196,0.00963523743978
2004-01-31,87.18,87.18,86.1,85.55,86.8,87.72,0.506441678913,-0.00615595075239,0.209117603328,0.0308132522998,0.023295235551,-0.00378527185134
2004-02-01,87.18,87.18,87.18,86.1,85.55,86.8,0.464869184235,0.00437788018433,0.209672783057,0.0267160514182,0.0209342133886,-0.0013764624914
2004-02-02,87.32,87.18,87.18,87.18,86.1,85.55,0.489439274539,0.0206896551724,0.189320410335,0.0232312875348,0.0202964305436,-0.00297755382501
2004-02-03,87.85,87.32,87.18,87.18,87.18,86.1,0.680667605941,0.020325203252,0.189250844585,0.024334503224,0.0238174655253,-0.00899260102447
2004-02-04,88.02,87.85,87.32,87.18,87.18,87.18,0.699625654341,0.00963523743978,0.133530344793,0.023083897064,0.0232065906858,-0.0107930015905
2004-02-05,86.85,88.02,87.85,87.32,87.18,87.18,0.249851154482,-0.00378527185134,0.139542628289,0.00766334646332,0.00865709698435,0.00921128382268
2004-02-06,87.06,86.85,88.02,87.85,87.32,87.18,0.293317181602,-0.0013764624914,0.139378665335,0.00815813700343,0.0100016894355,0.0103376981392
2004-02-07,87.06,87.06,86.85,88.02,87.85,87.32,0.259172749239,-0.00297755382501,0.139378665335,0.00622388654843,0.00901863490321,0.00367562600505
2004-02-08,87.06,87.06,87.06,86.85,88.02,87.85,0.229547536062,-0.00899260102447,0.139378665335,0.00429704397981,0.00813489972585,0.00781070526074
2004-02-09,87.07,87.06,87.06,87.06,86.85,88.02,0.197059548626,-0.0107930015905,0.124779786551,0.00338803355767,0.00744434751388,0.00769495807971
2004-02-10,87.65,87.07,87.06,87.06,87.06,86.85,0.532343395276,0.00921128382268,0.125035178022,0.00901377968619,0.0127669851823,0.00102681118083
2004-02-11,87.96,87.65,87.07,87.06,87.06,87.06,0.682643630505,0.0103376981392,0.124777979495,0.0112437055943,0.0147449653827,-0.0025011368804
2004-02-12,87.38,87.96,87.65,87.07,87.06,87.06,0.241133568736,0.00367562600505,0.127408891839,0.00378515918921,0.00727063491235,0.000686655985351
