Date,Open_GT,High_GT,Low_GT,Close_GT,Volume_GT,AdjClose_GT
2015-08-17,32.169998,32.599998,31.99,32.580002,2307000,32.35718
2015-08-18,32.5,32.950001,32.5,32.66,3193600,32.436631
2015-08-19,32.369999,32.59,31.700001,32.220001,4169500,31.999642
2015-08-20,31.780001,31.92,31.08,31.139999,3343500,30.927026
2015-08-21,30.809999,30.860001,29.280001,29.280001,4888900,29.079748
2015-08-24,27.15,29.25,25.5,28.09,5918900,27.897887
2015-08-25,28.879999,29.34,27.82,27.83,4495100,27.639665
2015-08-26,28.629999,29.0,27.52,28.48,4514100,28.285219
2015-08-27,28.85,29.16,28.18,28.940001,5985400,28.742074
2015-08-28,28.700001,29.639999,28.57,29.52,2801200,29.318107
2015-08-31,29.4,30.18,29.299999,29.77,3471300,29.566397
2015-09-01,29.01,29.440001,28.459999,28.67,3074500,28.47392
2015-09-02,29.200001,29.389999,28.709999,29.299999,3015700,29.09961
2015-09-03,29.379999,30.09,29.110001,29.700001,2855700,29.496876
2015-09-04,29.33,29.440001,28.92,29.219999,2106800,29.020157
2015-09-08,29.93,30.280001,29.700001,30.09,2942800,29.884208
2015-09-09,30.370001,30.629999,29.82,29.889999,3306400,29.685575
2015-09-10,29.73,30.18,29.6,29.92,3132300,29.715371
2015-09-11,29.77,29.85,29.030001,29.58,2794000,29.377696
2015-09-14,29.6,29.68,29.110001,29.309999,2512500,29.109542
2015-09-15,29.469999,29.790001,29.0,29.639999,3364700,29.437285
2015-09-16,29.639999,30.950001,29.459999,30.9,3745400,30.688668
2015-09-17,30.799999,31.620001,30.66,31.1,3008600,30.887301
2015-09-18,30.709999,30.790001,30.25,30.459999,3773800,30.251677
2015-09-21,30.459999,30.98,30.209999,30.68,1949700,30.470173
2015-09-22,30.120001,30.34,29.24,29.559999,3745000,29.357832
2015-09-23,29.559999,29.66,29.02,29.57,3046300,29.367764
2015-09-24,29.280001,29.389999,28.34,29.190001,2869100,28.990364
2015-09-25,29.459999,29.98,29.26,29.73,3450000,29.52667
2015-09-28,29.48,29.75,28.290001,28.370001,3178900,28.175972
2015-09-29,28.1,28.67,27.99,28.32,2881500,28.126313
2015-09-30,28.700001,29.450001,28.59,29.33,3945400,29.129406
2015-10-01,29.58,29.889999,28.870001,29.42,3672300,29.21879
2015-10-02,28.82,29.389999,28.610001,29.23,3157100,29.030089
2015-10-05,29.42,30.309999,29.27,30.23,2985500,30.02325
2015-10-06,30.040001,30.629999,29.68,30.389999,3149100,30.182156
2015-10-07,30.6,31.530001,30.51,31.23,3504400,31.016411
2015-10-08,31.07,31.959999,31.07,31.82,2819700,31.602376
2015-10-09,31.9,32.290001,31.75,31.879999,2309600,31.661965
2015-10-12,31.959999,32.200001,31.74,31.780001,2193400,31.56265
2015-10-13,31.620001,32.279999,31.5,31.65,2704500,31.433538
2015-10-14,31.75,32.09,31.639999,32.0,3935400,31.781145
2015-10-15,32.029999,32.400002,31.77,32.369999,2631100,32.148614
2015-10-16,32.389999,32.720001,31.92,32.68,2368800,32.456495
2015-10-19,32.580002,32.619999,32.119999,32.299999,2169800,32.079093
2015-10-20,31.299999,32.709999,31.129999,32.580002,2577300,32.35718
2015-10-21,32.5,33.02,32.41,32.490002,2682600,32.267796
2015-10-22,32.810001,32.91,32.330002,32.57,2625500,32.347246
2015-10-23,32.830002,33.220001,32.810001,32.970001,3381500,32.744512
2015-10-26,33.040001,33.25,32.84,33.130001,2235800,32.903418
2015-10-27,32.799999,33.169998,32.360001,32.470001,3638100,32.247932
2015-10-28,32.549999,33.419998,31.969999,33.400002,5293500,33.171572
2015-10-29,33.32,33.349998,30.530001,31.790001,6568900,31.638892
2015-10-30,31.790001,33.419998,31.52,32.84,4523200,32.6839
2015-11-02,32.84,33.75,32.84,33.490002,5132400,33.330812
2015-11-03,33.560001,33.75,33.09,33.27,2896000,33.111856
2015-11-04,33.389999,33.599998,32.810001,32.91,3007900,32.753567
2015-11-05,32.919998,33.16,32.650002,32.709999,2557200,32.554517
2015-11-06,32.759998,33.18,32.549999,32.98,2593500,32.823234
2015-11-09,33.049999,33.139999,32.43,32.549999,2338100,32.395278
2015-11-10,32.639999,32.700001,31.83,32.439999,3130400,32.2858
2015-11-11,32.57,33.040001,32.360001,32.77,2489500,32.614233
2015-11-12,32.57,32.970001,32.220001,32.25,2358600,32.096704
2015-11-13,32.310001,32.650002,31.719999,31.889999,3355400,31.738415
2015-11-16,31.77,32.349998,31.77,32.310001,2632600,32.156421
2015-11-17,32.48,33.490002,32.349998,32.490002,3694800,32.335565
2015-11-18,32.68,33.509998,32.419998,33.450001,3972300,33.291001
2015-11-19,33.34,34.009998,33.34,33.810001,2974100,33.649291
2015-11-20,33.93,34.349998,33.790001,34.25,3330600,34.087198
2015-11-23,34.099998,34.639999,33.970001,34.080002,2606700,33.918008
2015-11-24,33.98,34.52,33.84,34.470001,2061200,34.306153
2015-11-25,34.450001,34.849998,34.369999,34.619999,1589000,34.455438
2015-11-27,34.639999,34.970001,34.43,34.810001,1023300,34.644537
2015-11-30,34.900002,35.040001,34.720001,34.880001,2224600,34.714204
2015-12-01,34.880001,35.139999,34.82,35.0,2913200,34.833633
2015-12-02,35.119999,35.299999,34.59,34.849998,3313100,34.684344
2015-12-03,34.830002,35.0,34.34,34.52,2778600,34.355915
2015-12-04,34.52,35.02,34.369999,34.880001,2328700,34.714204
2015-12-07,34.849998,35.09,34.169998,34.34,2302600,34.17677
2015-12-08,34.040001,34.360001,33.650002,34.27,1966200,34.107103
2015-12-09,34.130001,34.610001,33.259998,33.490002,2949500,33.330812
2015-12-10,33.150002,34.189999,33.049999,33.41,2430100,33.25119
2015-12-11,33.150002,33.150002,32.080002,32.16,3910200,32.007132
2015-12-14,32.290001,32.299999,31.16,31.780001,4176600,31.628939
2015-12-15,32.189999,32.98,32.0,32.73,3770300,32.574422
2015-12-16,32.990002,33.41,32.66,33.330002,2718900,33.171573
2015-12-17,33.200001,33.509998,32.400002,32.5,2067300,32.345516
2015-12-18,32.470001,32.59,31.83,31.870001,8378200,31.718512
2015-12-21,32.099998,32.34,31.67,31.879999,2184000,31.728462
2015-12-22,32.130001,32.310001,31.57,32.290001,2752600,32.136515
2015-12-23,32.549999,33.16,32.380001,33.0,2385600,32.843139
2015-12-24,32.98,33.25,32.650002,32.799999,852800,32.644089
2015-12-28,32.66,32.790001,32.299999,32.73,1332400,32.574422
2015-12-29,32.889999,33.43,32.880001,33.259998,1657000,33.101902
2015-12-30,33.240002,33.470001,33.07,33.310001,1576800,33.151667
2015-12-31,33.169998,33.23,32.560001,32.669998,2095400,32.514706
2016-01-04,32.009998,32.389999,31.040001,32.009998,3940700,31.857844
2016-01-05,31.969999,32.02,30.65,30.700001,4884000,30.554073
2016-01-06,30.190001,30.440001,29.76,30.35,4748500,30.205736
2016-01-07,29.530001,29.76,28.559999,28.709999,4364500,28.57353
2016-01-08,29.01,29.17,28.030001,28.139999,4578400,28.00624
2016-01-11,28.389999,28.719999,27.950001,28.59,4805900,28.454102
2016-01-12,29.16,29.59,28.15,29.120001,5360800,28.981583
2016-01-13,29.280001,29.440001,27.48,27.690001,6345800,27.55838
2016-01-14,27.709999,28.790001,26.68,28.41,5435200,28.274957
2016-01-15,27.48,27.75,27.01,27.549999,4200400,27.419044
2016-01-19,28.049999,28.129999,27.030001,27.57,4269200,27.43895
2016-01-20,26.969999,28.440001,26.469999,27.93,5274000,27.797239
2016-01-21,28.040001,28.65,27.629999,27.92,4271800,27.787287
2016-01-22,28.559999,29.5,27.83,28.49,5837700,28.354577
2016-01-25,28.33,28.42,27.459999,27.809999,2963500,27.677809
2016-01-26,28.02,29.09,27.82,28.790001,3579800,28.653152
2016-01-27,28.67,29.719999,28.389999,28.549999,3733500,28.414291
2016-01-28,29.08,29.389999,27.709999,27.76,4341100,27.695953
2016-01-29,27.860001,28.59,27.620001,28.41,5763000,28.344453
2016-02-01,28.26,29.15,27.83,28.959999,4894700,28.893183
2016-02-02,28.66,28.85,28.25,28.459999,3717000,28.394337
2016-02-03,28.700001,28.83,26.629999,27.91,5353200,27.845607
2016-02-04,27.950001,28.290001,27.4,27.610001,5494700,27.546299
2016-02-05,27.6,28.33,27.120001,27.190001,4327400,27.127268
2016-02-08,26.9,27.059999,26.07,26.34,7774100,26.279229
2016-02-09,27.23,28.68,26.32,27.450001,8545900,27.386669
2016-02-10,28.200001,29.370001,28.07,28.58,7167500,28.514061
2016-02-11,27.98,29.08,27.700001,28.610001,4447400,28.543992
2016-02-12,29.129999,30.120001,28.65,29.690001,5673900,29.6215
2016-02-16,30.129999,30.4,29.41,30.35,4665500,30.279978
2016-02-17,30.57,31.08,30.379999,30.780001,3621200,30.708986
2016-02-18,30.809999,31.0,30.110001,30.23,2575600,30.160254
2016-02-19,29.92,30.0,29.18,29.610001,4085700,29.541685
2016-02-22,29.92,30.290001,29.49,29.9,3647100,29.831015
2016-02-23,29.799999,30.299999,29.440001,29.57,3745700,29.501776
2016-02-24,29.27,29.51,28.540001,29.42,3500600,29.352123
2016-02-25,29.610001,29.950001,29.209999,29.950001,2501700,29.880901
2016-02-26,30.16,30.5,29.83,30.25,3213900,30.180208
2016-02-29,30.17,30.719999,30.07,30.120001,3192700,30.050509
2016-03-01,30.67,31.290001,30.6,31.23,3138400,31.157946
2016-03-02,31.08,31.5,31.02,31.41,2557700,31.337531
2016-03-03,31.280001,32.169998,31.110001,32.07,3604100,31.996009
2016-03-04,31.780001,32.549999,31.559999,32.529999,3522200,32.454946
2016-03-07,32.25,32.689999,32.220001,32.470001,3000200,32.395087
2016-03-08,32.150002,32.490002,31.870001,32.23,4587400,32.155639
2016-03-09,32.450001,32.790001,32.310001,32.470001,2832200,32.395087
2016-03-10,32.5,32.689999,31.719999,31.9,3718200,31.826401
2016-03-11,32.220001,33.040001,32.009998,33.029999,2999100,32.953793
2016-03-14,32.810001,33.0,32.220001,32.41,3030300,32.335224
2016-03-15,32.259998,32.779999,31.93,32.73,3031800,32.654486
2016-03-16,32.639999,33.169998,32.560001,33.07,3244000,32.993701
2016-03-17,32.82,33.110001,32.549999,32.560001,3717200,32.48488
2016-03-18,32.5,32.799999,32.32,32.41,7064400,32.335224
2016-03-21,32.25,32.91,32.23,32.790001,2293900,32.714349
2016-03-22,32.740002,32.98,32.48,32.759998,2157700,32.684415
2016-03-23,32.669998,32.73,32.200001,32.209999,2421800,32.135685
2016-03-24,32.0,32.349998,31.719999,32.18,1924300,32.105755
2016-03-28,32.18,32.27,31.860001,32.0,1513400,31.92617
2016-03-29,31.799999,32.740002,31.73,32.619999,2215900,32.544739
2016-03-30,32.860001,33.330002,32.57,32.77,2149800,32.694394
2016-03-31,32.720001,33.040001,32.599998,32.98,3066100,32.903909
2016-04-01,32.669998,32.830002,32.220001,32.490002,2197600,32.415042
2016-04-04,32.369999,32.450001,31.280001,31.389999,2861500,31.317577
2016-04-05,31.139999,31.51,30.809999,31.25,4906200,31.177901
2016-04-06,31.27,31.33,30.82,31.219999,3691200,31.147969
2016-04-07,31.75,31.799999,30.98,31.139999,4379100,31.068154
2016-04-08,31.41,31.5,30.74,30.959999,2700300,30.888569
2016-04-11,31.17,31.6,31.02,31.110001,2315400,31.038224
2016-04-12,31.120001,31.51,30.93,31.23,2479500,31.157946
2016-04-13,31.49,32.240002,31.32,32.110001,3105900,32.035917
2016-04-14,32.119999,32.279999,31.77,31.940001,1679900,31.866309
2016-04-15,31.99,32.040001,31.530001,32.0,2004000,31.92617
2016-04-18,31.780001,32.279999,31.780001,31.99,1638400,31.916193
2016-04-19,32.220001,32.599998,31.809999,32.150002,2643700,32.075826
2016-04-20,32.150002,32.549999,32.049999,32.299999,1990100,32.225477
2016-04-21,32.310001,32.630001,32.09,32.290001,1467400,32.215502
2016-04-22,32.279999,32.560001,32.09,32.380001,2115600,32.305295
2016-04-25,32.380001,32.380001,31.879999,32.220001,1469200,32.145664
2016-04-26,32.23,32.919998,32.130001,32.779999,2390500,32.70437
2016-04-27,29.67,31.139999,29.469999,30.34,12536400,30.27
2016-04-28,30.02,30.68,29.76,29.889999,4693300,29.889999
2016-04-29,29.74,29.940001,28.52,28.969999,6996800,28.969999
2016-05-02,29.209999,29.209999,28.57,28.77,4475800,28.77
2016-05-03,28.42,28.59,27.74,28.43,3583800,28.43
2016-05-04,28.15,28.290001,27.6,27.73,6425000,27.73
2016-05-05,27.99,28.190001,27.68,27.889999,4408900,27.889999
2016-05-06,27.809999,28.209999,27.629999,28.190001,4761800,28.190001
2016-05-09,28.290001,28.620001,28.17,28.18,3182500,28.18
2016-05-10,28.299999,28.629999,28.24,28.41,2949800,28.41
2016-05-11,28.389999,28.66,27.940001,27.950001,2299700,27.950001
2016-05-12,28.059999,28.49,27.799999,27.99,2173500,27.99
2016-05-13,27.85,28.41,27.59,27.65,2285900,27.65
2016-05-16,27.75,28.0,27.469999,27.559999,3945100,27.559999
2016-05-17,27.450001,27.969999,27.33,27.49,3523000,27.49
2016-05-18,27.440001,27.83,27.190001,27.41,2528800,27.41
2016-05-19,27.190001,27.42,26.85,27.059999,3307200,27.059999
2016-05-20,27.25,27.629999,27.07,27.17,2888300,27.17
2016-05-23,27.200001,27.35,26.84,26.93,2448400,26.93
2016-05-24,27.42,27.99,27.190001,27.889999,3783600,27.889999
2016-05-25,27.959999,28.120001,27.530001,27.59,4607800,27.59
2016-05-26,27.559999,27.790001,27.370001,27.370001,2895600,27.370001
2016-05-27,27.4,27.799999,27.4,27.790001,2308100,27.790001
2016-05-31,27.91,28.049999,27.790001,27.969999,3401000,27.969999
2016-06-01,27.780001,27.91,27.190001,27.379999,3326400,27.379999
2016-06-02,27.379999,27.74,27.32,27.49,1808100,27.49
2016-06-03,27.32,27.370001,26.709999,27.120001,2756800,27.120001
