Date,Open_MCHP,High_MCHP,Low_MCHP,Close_MCHP,Volume_MCHP,AdjClose_MCHP
2015-09-01,41.450001,41.75,40.16,40.34,3447000,39.07888
2015-09-02,40.84,41.119999,40.220001,41.09,3783200,39.805433
2015-09-03,41.290001,41.849998,41.139999,41.740002,2512100,40.435114
2015-09-04,41.099998,41.470001,40.849998,41.0,1895800,39.718247
2015-09-08,43.52,45.0,42.630001,44.860001,5631300,43.457575
2015-09-09,45.029999,45.75,44.279999,44.369999,5766200,43.328673
2015-09-10,44.23,44.630001,43.369999,44.200001,3348200,43.162664
2015-09-11,43.849998,44.650002,43.630001,43.889999,2968000,42.859938
2015-09-14,44.049999,44.32,43.77,43.919998,2685100,42.889233
2015-09-15,44.169998,44.349998,43.779999,44.009998,3024400,42.977121
2015-09-16,43.970001,44.029999,43.709999,43.91,2986700,42.879469
2015-09-17,43.889999,44.0,43.09,43.330002,3183300,42.313084
2015-09-18,42.810001,43.32,42.5,42.799999,2524200,41.79552
2015-09-21,43.200001,43.369999,42.560001,42.73,1241000,41.727163
2015-09-22,42.040001,42.880001,41.759998,41.990002,1339800,41.004532
2015-09-23,41.919998,42.290001,41.25,41.349998,1951400,40.379549
2015-09-24,40.98,41.509998,40.09,41.279999,1530900,40.311192
2015-09-25,41.599998,41.950001,41.02,41.380001,947500,40.408848
2015-09-28,41.48,41.740002,40.830002,40.860001,2716800,39.901051
2015-09-29,41.0,41.77,40.740002,41.669998,1943800,40.692039
2015-09-30,42.189999,43.16,41.68,43.09,1997100,42.078714
2015-10-01,43.09,43.259998,41.580002,42.189999,2546200,41.199835
2015-10-02,41.610001,43.389999,41.349998,43.380001,2696200,42.361909
2015-10-05,43.700001,45.509998,43.689999,45.080002,2957200,44.022013
2015-10-06,44.889999,45.48,44.52,45.360001,2226200,44.29544
2015-10-07,45.5,46.299999,45.119999,45.98,1886700,44.900888
2015-10-08,45.889999,46.700001,45.599998,46.650002,2123000,45.555166
2015-10-09,46.5,47.099998,46.139999,46.27,1205000,45.184083
2015-10-12,46.09,46.540001,45.75,46.279999,1405400,45.193847
2015-10-13,46.02,46.209999,45.77,46.060001,1670700,44.979012
2015-10-14,45.970001,48.169998,45.970001,47.310001,3620400,46.199676
2015-10-15,47.73,48.369999,47.209999,47.330002,2689200,46.219207
2015-10-16,47.349998,47.419998,46.68,46.939999,1807000,45.838357
2015-10-19,46.880001,47.5,46.779999,47.23,1450600,46.121552
2015-10-20,47.0,47.560001,46.950001,47.400002,1173000,46.287564
2015-10-21,47.68,48.240002,47.09,47.16,2050300,46.053195
2015-10-22,47.93,48.970001,47.52,48.860001,3525600,47.713298
2015-10-23,49.389999,49.549999,48.59,49.110001,2292200,47.957431
2015-10-26,49.009998,49.599998,48.360001,48.509998,1601000,47.37151
2015-10-27,48.130001,49.25,47.790001,47.93,2168800,46.805124
2015-10-28,47.959999,48.599998,47.529999,48.560001,1893700,47.420339
2015-10-29,48.029999,48.23,47.200001,47.389999,1927400,46.277796
2015-10-30,47.41,48.419998,47.41,48.290001,2555100,47.156676
2015-11-02,48.200001,48.950001,48.09,48.889999,1679400,47.742593
2015-11-03,48.919998,48.990002,48.369999,48.82,1404600,47.674236
2015-11-04,48.75,49.119999,48.419998,48.990002,2184000,47.840248
2015-11-05,49.75,49.84,47.32,47.91,2690400,46.785593
2015-11-06,47.580002,48.169998,47.400002,47.849998,2955500,46.727
2015-11-09,47.540001,47.880001,46.919998,47.82,2909700,46.697705
2015-11-10,47.509998,47.580002,46.939999,47.16,1611200,46.053195
2015-11-11,47.220001,47.619999,47.080002,47.099998,1072400,45.994602
2015-11-12,46.790001,47.389999,46.349998,46.369999,1877700,45.281734
2015-11-13,46.349998,46.959999,45.529999,45.639999,1535000,44.568867
2015-11-16,44.009998,45.98,44.009998,45.950001,1761800,44.871593
2015-11-17,45.849998,46.310001,45.630001,46.080002,1433000,44.998543
2015-11-18,45.68,47.07,45.669998,46.98,1671100,46.237646
2015-11-19,47.07,47.580002,46.43,47.18,1142000,46.434486
2015-11-20,47.349998,47.610001,47.029999,47.380001,1086000,46.631326
2015-11-23,47.490002,47.490002,46.43,46.599998,1197600,45.863649
2015-11-24,46.48,47.279999,45.630001,47.23,1579900,46.483695
2015-11-25,47.189999,47.419998,46.880001,47.150002,1092000,46.404961
2015-11-27,47.16,47.799999,46.880001,47.689999,720900,46.936426
2015-11-30,47.709999,48.529999,47.66,48.279999,2167000,47.517103
2015-12-01,48.549999,48.68,47.919998,48.490002,1684600,47.723787
2015-12-02,48.09,48.400002,46.5,46.66,3008300,45.922702
2015-12-03,47.049999,47.419998,46.07,46.43,1825600,45.696337
2015-12-04,46.490002,47.490002,46.150002,47.369999,2850100,46.621482
2015-12-07,47.240002,47.48,46.549999,46.68,1439200,45.942387
2015-12-08,46.169998,46.349998,45.75,46.209999,1677900,45.479812
2015-12-09,46.009998,46.279999,45.310001,45.509998,1768100,44.790873
2015-12-10,45.48,45.669998,45.0,45.349998,1520100,44.633401
2015-12-11,44.880001,45.419998,44.580002,44.639999,2164100,43.934621
2015-12-14,44.82,44.98,44.16,44.610001,1680100,43.905096
2015-12-15,44.900002,46.299999,44.900002,46.07,3321000,45.342025
2015-12-16,46.389999,47.299999,45.830002,47.110001,3240400,46.365592
2015-12-17,47.549999,47.900002,46.439999,46.439999,2358100,45.706177
2015-12-18,46.040001,46.330002,45.529999,46.09,6160200,45.36171
2015-12-21,46.200001,46.880001,46.200001,46.849998,1906600,46.109699
2015-12-22,47.07,47.259998,46.75,47.169998,1145400,46.424642
2015-12-23,47.34,47.560001,47.07,47.310001,914700,46.562433
2015-12-24,47.150002,47.599998,47.150002,47.259998,371100,46.51322
2015-12-28,47.119999,47.560001,46.529999,47.529999,1793000,46.778954
2015-12-29,47.740002,48.349998,47.529999,48.119999,1042600,47.359631
2015-12-30,48.009998,48.18,47.599998,47.740002,996900,46.985639
2015-12-31,47.650002,47.849998,46.540001,46.540001,1158100,45.8046
2016-01-04,45.66,46.09,45.259998,45.98,2470200,45.253447
2016-01-05,45.98,46.310001,45.439999,45.639999,1801400,44.918819
2016-01-06,44.759998,45.34,44.509998,44.93,1827900,44.220039
2016-01-07,43.990002,44.709999,42.389999,42.66,3370500,41.985908
2016-01-08,43.0,43.0,41.450001,41.529999,2815300,40.873763
2016-01-11,41.900002,42.150002,41.060001,41.5,2618800,40.844238
2016-01-12,41.990002,42.200001,41.32,41.849998,2091400,41.188706
2016-01-13,42.119999,43.869999,41.259998,41.310001,5039100,40.657242
2016-01-14,41.459999,42.52,41.0,42.040001,4195300,41.375706
2016-01-15,40.970001,41.310001,39.639999,40.52,4213400,39.879724
2016-01-19,42.18,44.110001,40.939999,41.700001,5098500,41.041079
2016-01-20,42.830002,43.59,41.540001,42.849998,8805300,42.172905
2016-01-21,43.32,44.41,42.830002,43.610001,4516000,42.920898
2016-01-22,44.290001,44.549999,42.369999,43.139999,4085300,42.458323
2016-01-25,43.02,43.849998,42.580002,43.200001,2710700,42.517376
2016-01-26,43.110001,44.790001,43.110001,44.25,3686300,43.550784
2016-01-27,44.07,44.580002,43.130001,43.330002,2908500,42.645323
2016-01-28,43.68,43.869999,42.650002,43.16,2366800,42.478008
2016-01-29,43.310001,44.91,43.310001,44.810001,4028100,44.101937
2016-02-01,44.459999,45.009998,43.919998,44.43,2548800,43.72794
2016-02-02,43.669998,43.880001,43.130001,43.18,2399400,42.497692
2016-02-03,42.060001,43.220001,41.779999,42.32,5908000,41.651281
2016-02-04,42.439999,43.799999,40.529999,42.740002,6018900,42.064646
2016-02-05,42.639999,43.700001,42.060001,42.220001,3388400,41.552862
2016-02-08,41.77,42.0,40.779999,41.220001,3525700,40.568664
2016-02-09,40.939999,42.049999,40.82,41.259998,2683300,40.608029
2016-02-10,41.330002,41.75,40.240002,40.27,3097100,39.633674
2016-02-11,39.68,39.990002,39.009998,39.650002,2958100,39.023472
2016-02-12,40.0,40.549999,39.369999,40.41,1747000,39.771462
2016-02-16,41.029999,42.07,40.810001,41.630001,3858600,40.972185
2016-02-17,41.77,42.709999,41.77,42.66,2267300,41.985908
2016-02-18,42.419998,42.740002,41.900002,41.98,2013100,41.667299
2016-02-19,41.950001,42.610001,41.700001,42.369999,2032800,42.054394
2016-02-22,42.68,43.41,42.580002,43.07,2231200,42.74918
2016-02-23,42.790001,43.310001,42.189999,42.259998,1584200,41.945212
2016-02-24,41.549999,44.009998,41.529999,43.68,3910100,43.354637
2016-02-25,43.869999,43.919998,43.080002,43.810001,1775600,43.48367
2016-02-26,44.040001,44.950001,43.860001,44.880001,2578200,44.545699
2016-02-29,44.68,45.18,44.25,44.490002,2891400,44.158605
2016-03-01,44.599998,45.27,44.080002,45.220001,2949200,44.883167
2016-03-02,44.900002,45.849998,44.779999,45.740002,2500800,45.399294
2016-03-03,45.790001,46.16,45.490002,46.119999,1657300,45.776461
2016-03-04,46.189999,47.32,45.900002,46.830002,2921500,46.481175
2016-03-07,46.860001,47.889999,46.810001,47.720001,2841800,47.364545
2016-03-08,47.279999,47.689999,46.59,46.669998,2317300,46.322363
2016-03-09,47.029999,47.509998,46.740002,47.509998,2413400,47.156106
2016-03-10,47.560001,47.799999,46.549999,47.099998,2040400,46.74916
2016-03-11,47.599998,48.709999,47.330002,48.610001,2199000,48.247915
2016-03-14,48.599998,48.610001,47.799999,48.099998,1646700,47.741712
2016-03-15,47.720001,48.09,47.290001,48.09,1967500,47.731788
2016-03-16,47.98,48.310001,47.389999,48.029999,2252100,47.672233
2016-03-17,48.0,48.490002,47.549999,48.43,2699300,48.069255
2016-03-18,48.459999,49.25,48.18,49.110001,4880400,48.74419
2016-03-21,48.889999,48.990002,48.209999,48.75,2160800,48.386871
2016-03-22,48.450001,48.91,48.130001,48.310001,1829800,47.95015
2016-03-23,48.369999,48.549999,47.889999,47.959999,1371600,47.602755
2016-03-24,47.57,48.27,47.330002,48.119999,1183200,47.761563
2016-03-28,48.349998,48.400002,47.950001,48.009998,1663800,47.652382
2016-03-29,47.810001,48.919998,47.610001,48.810001,1741100,48.446426
2016-03-30,49.040001,49.48,48.759998,48.84,1723200,48.476201
2016-03-31,48.84,48.84,48.169998,48.200001,2788300,47.840969
2016-04-01,47.91,48.330002,47.540001,48.279999,2130100,47.920371
2016-04-04,48.18,48.610001,47.84,48.380001,2298300,48.019628
2016-04-05,48.0,49.290001,47.889999,48.650002,3769100,48.287618
2016-04-06,48.549999,48.919998,47.52,48.639999,5008400,48.27769
2016-04-07,48.490002,48.490002,47.799999,47.880001,2344700,47.523353
2016-04-08,48.200001,48.810001,48.110001,48.450001,1887300,48.089107
2016-04-11,48.779999,49.119999,48.369999,48.400002,2009500,48.03948
2016-04-12,48.580002,48.68,47.939999,48.299999,1467700,47.940223
2016-04-13,48.380001,49.25,48.32,49.220001,1164900,48.853372
2016-04-14,49.110001,49.459999,48.66,49.27,1699600,48.902998
2016-04-15,49.18,49.200001,48.619999,48.759998,2612100,48.396795
2016-04-18,48.669998,49.049999,48.509998,48.900002,2242500,48.535756
2016-04-19,49.080002,49.290001,48.41,48.52,2067800,48.158585
2016-04-20,48.459999,49.720001,48.34,49.59,2264900,49.220615
2016-04-21,49.470001,50.0,49.360001,49.43,1930900,49.061806
2016-04-22,49.380001,50.540001,49.369999,49.709999,2096300,49.33972
2016-04-25,49.689999,49.889999,49.5,49.57,1561300,49.200763
2016-04-26,49.759998,50.68,49.639999,50.080002,2693200,49.706966
2016-04-27,49.650002,50.52,49.32,50.34,2331400,49.965028
2016-04-28,50.0,50.639999,49.400002,49.509998,3001500,49.141209
2016-04-29,49.34,49.34,48.130001,48.59,2316600,48.228063
2016-05-02,48.860001,49.43,48.369999,49.349998,1713700,48.982401
2016-05-03,49.07,49.130001,48.57,48.799999,2119200,48.436498
2016-05-04,48.52,48.91,48.259998,48.419998,1965200,48.059328
2016-05-05,48.830002,48.830002,47.200001,47.82,2799300,47.463798
2016-05-06,47.459999,47.950001,47.07,47.950001,2492300,47.592831
2016-05-09,47.880001,48.189999,47.5,47.57,1479000,47.215661
2016-05-10,47.810001,48.360001,47.549999,48.34,1546200,47.979926
2016-05-11,48.060001,48.830002,47.91,48.32,1176900,47.960074
2016-05-12,48.389999,48.66,47.200001,47.330002,2311800,46.97745
2016-05-13,47.349998,47.799999,46.98,47.16,2534100,46.808715
2016-05-16,47.150002,48.349998,47.029999,47.950001,1670100,47.592831
2016-05-17,48.02,48.209999,47.619999,47.779999,1518100,47.424095
2016-05-18,47.549999,48.73,47.549999,48.330002,1735500,47.970002
2016-05-19,47.52,48.029999,47.139999,47.639999,1158900,47.639999
2016-05-20,47.919998,49.02,47.919998,48.82,1749100,48.82
2016-05-23,48.709999,49.43,48.669998,48.860001,1264700,48.860001
2016-05-24,49.049999,50.119999,49.029999,49.959999,2004600,49.959999
2016-05-25,50.130001,50.59,50.049999,50.169998,2036700,50.169998
2016-05-26,50.07,50.740002,50.07,50.66,1694400,50.66
2016-05-27,50.759998,51.049999,50.509998,50.990002,1494700,50.990002
2016-05-31,51.130001,51.740002,50.34,51.68,2591000,51.68
2016-06-01,51.380001,51.779999,51.150002,51.709999,1408400,51.709999
2016-06-02,51.540001,51.939999,51.48,51.720001,1544400,51.720001
2016-06-03,51.700001,51.990002,51.330002,51.810001,1759800,51.810001
