Date,Open_EQT,High_EQT,Low_EQT,Close_EQT,Volume_EQT,AdjClose_EQT
2015-06-05,83.339996,85.510002,83.269997,84.050003,930300,83.89961
2015-06-08,83.980003,84.860001,83.199997,84.040001,957900,83.889625
2015-06-09,84.779999,87.379997,84.779999,86.07,1307400,85.915992
2015-06-10,87.080002,87.220001,85.160004,85.779999,829700,85.62651
2015-06-11,85.690002,86.0,84.980003,85.209999,1109600,85.05753
2015-06-12,84.709999,84.849998,84.07,84.330002,563100,84.179108
2015-06-15,83.849998,84.620003,83.389999,84.169998,717200,84.01939
2015-06-16,84.18,85.150002,83.849998,84.639999,634200,84.48855
2015-06-17,85.360001,85.980003,84.489998,84.839996,1296800,84.688189
2015-06-18,85.040001,85.650002,82.199997,82.550003,1692400,82.402294
2015-06-19,82.059998,82.769997,81.18,81.82,2261100,81.673597
2015-06-22,82.160004,82.959999,80.860001,82.18,1417400,82.032953
2015-06-23,82.099998,84.309998,81.860001,84.139999,1506600,83.989445
2015-06-24,84.199997,85.019997,83.459999,83.940002,959500,83.789806
2015-06-25,83.889999,83.889999,82.690002,83.059998,1991900,82.911376
2015-06-26,82.669998,83.120003,81.82,81.989998,4058100,81.843291
2015-06-29,81.230003,82.620003,81.050003,81.279999,1323500,81.134562
2015-06-30,81.949997,82.550003,81.059998,81.339996,847700,81.194452
2015-07-01,81.370003,81.669998,79.709999,80.209999,1171300,80.066477
2015-07-02,80.379997,81.18,80.050003,80.160004,959500,80.016571
2015-07-06,79.160004,79.669998,77.93,78.089996,1370600,77.950267
2015-07-07,78.389999,78.82,76.75,78.489998,1937700,78.349553
2015-07-08,78.360001,78.830002,76.93,77.160004,1568900,77.021939
2015-07-09,78.529999,79.440002,77.489998,77.540001,1633000,77.401256
2015-07-10,77.830002,78.470001,76.440002,76.550003,1346200,76.41303
2015-07-13,76.860001,77.779999,76.5,77.629997,1881200,77.491091
2015-07-14,77.580002,78.760002,77.449997,78.620003,827700,78.479326
2015-07-15,78.32,78.900002,76.089996,76.330002,1498300,76.193422
2015-07-16,76.879997,77.190002,76.18,76.720001,1447000,76.582724
2015-07-17,76.379997,76.769997,75.050003,75.239998,1319100,75.105369
2015-07-20,74.860001,75.25,72.730003,72.870003,1691000,72.739614
2015-07-21,73.5,73.849998,73.040001,73.5,1271200,73.368484
2015-07-22,72.800003,74.190002,72.300003,72.360001,1853900,72.230525
2015-07-23,71.349998,76.989998,71.349998,76.269997,4084700,76.133524
2015-07-24,75.239998,76.410004,73.370003,74.279999,3033700,74.147087
2015-07-27,73.419998,77.779999,72.559998,75.75,3113100,75.614458
2015-07-28,76.25,78.589996,75.139999,77.699997,2246300,77.560966
2015-07-29,77.540001,78.760002,76.75,77.760002,1607700,77.620864
2015-07-30,77.309998,78.0,76.389999,77.419998,1471700,77.281468
2015-07-31,76.839996,78.239998,76.709999,76.849998,1183000,76.712488
2015-08-03,75.940002,76.769997,74.75,74.93,1879300,74.795926
2015-08-04,75.540001,75.599998,74.07,74.690002,1500400,74.556357
2015-08-05,75.730003,76.849998,74.300003,74.440002,1374800,74.306805
2015-08-06,73.839996,76.389999,73.120003,75.809998,1447300,75.674348
2015-08-07,75.400002,76.510002,74.0,74.279999,1275900,74.147087
2015-08-10,74.809998,76.809998,74.580002,76.690002,922300,76.552779
2015-08-11,74.889999,76.5,73.480003,76.110001,1220400,75.973815
2015-08-12,76.050003,78.730003,75.389999,78.68,1258300,78.570186
2015-08-13,77.879997,79.209999,76.940002,78.360001,1122300,78.250633
2015-08-14,78.32,79.419998,77.800003,78.239998,830800,78.130798
2015-08-17,77.349998,78.870003,76.720001,78.470001,626000,78.36048
2015-08-18,77.720001,78.900002,76.93,77.639999,933500,77.531637
2015-08-19,76.870003,77.370003,74.489998,75.419998,1066500,75.314734
2015-08-20,75.309998,76.019997,74.209999,74.209999,905100,74.106424
2015-08-21,73.970001,75.660004,73.199997,74.25,1310900,74.146369
2015-08-24,70.550003,74.650002,70.239998,70.93,1858600,70.831003
2015-08-25,73.900002,74.239998,71.169998,71.18,1528100,71.080654
2015-08-26,72.860001,74.400002,71.389999,74.339996,1498400,74.23624
2015-08-27,75.779999,77.800003,75.139999,76.949997,2588300,76.842598
2015-08-28,76.610001,79.160004,76.110001,77.709999,1537300,77.601539
2015-08-31,77.120003,78.57,75.769997,77.82,1245900,77.711386
2015-09-01,75.239998,77.510002,75.0,75.459999,1885300,75.354679
2015-09-02,76.290001,77.419998,73.900002,75.389999,1179400,75.284777
2015-09-03,75.720001,77.25,74.300003,75.07,1492700,74.965224
2015-09-04,74.449997,74.639999,73.040001,73.160004,1437400,73.057894
2015-09-08,73.849998,74.989998,73.07,74.82,1104000,74.715573
2015-09-09,75.150002,76.470001,72.769997,72.900002,993000,72.798255
2015-09-10,72.730003,73.800003,71.699997,73.0,1631200,72.898114
