Date,Open_DD,High_DD,Low_DD,Close_DD,Volume_DD,AdjClose_DD
2015-12-31,67.199997,67.639999,66.580002,66.599998,2777900,65.78472
2016-01-04,65.309998,65.309998,62.529999,63.07,5570700,62.297933
2016-01-05,62.73,64.290001,62.310001,64.279999,7794500,63.49312
2016-01-06,63.310001,63.549999,62.900002,63.380001,6876700,62.60414
2016-01-07,62.459999,62.810001,60.720001,61.5,7790100,60.747152
2016-01-08,62.5,62.759998,60.990002,61.169998,5970000,60.42119
2016-01-11,61.009998,61.48,58.630001,59.18,6389500,58.455553
2016-01-12,59.549999,59.869999,57.849998,58.599998,4839500,57.882651
2016-01-13,58.939999,59.029999,56.700001,56.790001,5658300,56.09481
2016-01-14,56.889999,57.880001,56.0,57.400002,4107600,56.697344
2016-01-15,55.709999,56.389999,53.93,54.09,7919200,53.427862
2016-01-19,54.810001,54.869999,52.549999,53.220001,7560000,52.568513
2016-01-20,52.799999,53.18,50.880001,52.790001,6660300,52.143776
2016-01-21,52.439999,53.779999,51.650002,53.560001,5515500,52.904351
2016-01-22,54.599998,55.25,53.720001,54.740002,4411100,54.069906
2016-01-25,54.330002,54.919998,52.860001,52.990002,3781000,52.341329
2016-01-26,52.98,54.099998,52.150002,53.459999,4981800,52.805573
2016-01-27,53.610001,54.02,51.369999,51.459999,5112200,50.830055
2016-01-28,52.049999,52.490002,50.950001,52.009998,4214800,51.373322
2016-01-29,52.16,52.889999,50.709999,52.759998,6322500,52.114141
2016-02-01,52.240002,53.459999,51.639999,53.299999,4442000,52.647531
2016-02-02,54.790001,56.310001,53.48,56.18,8772200,55.492277
2016-02-03,57.09,58.900002,57.02,58.759998,7898400,58.040692
2016-02-04,58.720001,59.68,58.459999,59.099998,5948000,58.37653
2016-02-05,59.290001,59.610001,58.540001,58.889999,5314300,58.169102
2016-02-08,58.599998,59.279999,56.84,58.150002,6803600,57.438163
2016-02-09,57.82,59.689999,57.57,59.080002,6834200,58.356779
2016-02-10,58.48,59.41,57.59,57.91,2958900,57.571398
2016-02-11,56.720001,57.369999,55.939999,56.619999,5375100,56.28894
2016-02-12,56.77,58.48,56.450001,58.400002,5399500,58.058535
2016-02-16,58.950001,59.0,57.990002,58.860001,3559800,58.515844
2016-02-17,59.200001,60.75,59.18,60.599998,3669700,60.245668
2016-02-18,60.619999,60.700001,59.73,59.970001,3224200,59.619354
2016-02-19,59.939999,60.200001,59.400002,59.970001,4358400,59.619354
2016-02-22,59.970001,61.41,59.91,60.23,3694900,59.877833
2016-02-23,59.810001,59.869999,58.459999,58.830002,3555500,58.486021
2016-02-24,58.23,59.099998,57.759998,59.02,4413900,58.674908
2016-02-25,59.349998,60.439999,58.779999,60.419998,4599600,60.06672
2016-02-26,60.860001,61.830002,60.689999,61.509998,4193100,61.150347
2016-02-29,61.41,62.439999,60.810001,60.869999,4048100,60.51409
2016-03-01,61.779999,63.029999,61.43,62.939999,3279000,62.571986
2016-03-02,61.810001,62.610001,61.16,62.150002,7647200,61.786608
2016-03-03,61.810001,62.5,61.5,61.91,5891500,61.54801
2016-03-04,61.580002,63.189999,61.459999,63.18,8679900,62.810585
2016-03-07,64.400002,65.169998,63.759998,64.709999,11407500,64.331637
2016-03-08,64.080002,64.360001,62.689999,63.529999,5527300,63.158537
2016-03-09,63.959999,64.139999,63.290001,63.450001,2606000,63.079006
2016-03-10,63.459999,64.150002,61.759998,62.16,3211600,61.796548
2016-03-11,62.779999,63.990002,62.779999,63.830002,2349000,63.456785
2016-03-14,63.75,63.84,63.119999,63.299999,2969800,62.929882
2016-03-15,62.939999,63.0,62.450001,62.830002,3083600,62.462632
2016-03-16,62.259998,63.490002,62.16,63.16,2936000,62.790701
2016-03-17,62.970001,64.629997,62.869999,64.589996,4570000,64.212336
2016-03-18,64.989998,65.699997,64.470001,64.860001,7037600,64.480762
2016-03-21,64.540001,64.779999,63.73,64.57,3623900,64.192457
2016-03-22,64.010002,64.389999,63.740002,63.93,2826900,63.556199
2016-03-23,63.950001,64.540001,63.73,63.75,2921000,63.377251
2016-03-24,63.459999,63.98,63.130001,63.950001,3204200,63.576083
2016-03-28,64.220001,64.620003,64.029999,64.190002,1666100,63.814681
2016-03-29,63.790001,63.939999,63.049999,63.639999,2823100,63.267894
2016-03-30,64.029999,64.580002,63.869999,64.169998,2285600,63.794794
2016-03-31,64.349998,64.510002,63.18,63.32,3483500,62.949765
2016-04-01,62.970001,64.050003,62.27,63.91,3593500,63.536316
2016-04-04,63.639999,64.110001,63.380001,63.799999,1819400,63.426958
2016-04-05,63.240002,64.080002,63.130001,63.169998,2679200,62.800641
2016-04-06,63.009998,63.639999,62.360001,63.5,3297200,63.128713
2016-04-07,62.860001,63.049999,62.310001,62.810001,2500600,62.442749
2016-04-08,63.400002,63.84,62.939999,63.200001,1588100,62.830468
2016-04-11,63.34,63.869999,63.080002,63.220001,1704200,62.850352
2016-04-12,63.380001,64.43,63.040001,64.309998,2289600,63.933975
2016-04-13,64.699997,65.169998,64.360001,64.800003,2170000,64.421115
2016-04-14,65.050003,65.580002,64.720001,65.18,1933100,64.79889
2016-04-15,65.209999,65.519997,64.589996,65.269997,2752600,64.888361
2016-04-18,64.870003,65.050003,64.510002,64.699997,3923400,64.321694
2016-04-19,64.830002,66.019997,64.57,65.68,3158000,65.295967
2016-04-20,66.150002,66.150002,64.669998,64.730003,2726100,64.351525
2016-04-21,64.839996,65.449997,64.449997,65.089996,2040500,64.709413
2016-04-22,65.550003,66.18,65.360001,65.970001,2642000,65.584272
2016-04-25,65.720001,65.980003,64.68,65.970001,2572600,65.584272
2016-04-26,66.779999,67.82,66.650002,67.550003,4712300,67.155036
2016-04-27,67.440002,67.790001,66.860001,67.470001,2493600,67.075502
2016-04-28,66.900002,67.220001,65.82,66.410004,4036900,66.021702
2016-04-29,66.400002,66.860001,65.190002,65.910004,2716000,65.524625
2016-05-02,66.339996,66.360001,65.57,66.07,1580200,65.683686
2016-05-03,65.120003,65.220001,64.559998,64.830002,2726600,64.450938
2016-05-04,63.889999,64.599998,63.73,64.260002,1721000,63.884272
2016-05-05,64.620003,65.099998,63.549999,63.669998,2331500,63.297717
2016-05-06,63.580002,64.279999,63.5,64.260002,1830600,63.884272
2016-05-09,64.029999,64.349998,63.669998,64.089996,3221300,63.71526
2016-05-10,64.449997,65.040001,64.190002,64.989998,2097800,64.609999
2016-05-11,64.849998,65.029999,64.25,64.309998,1792800,64.309998
2016-05-12,65.199997,65.550003,64.110001,64.279999,2337100,64.279999
2016-05-13,64.339996,64.519997,62.810001,62.91,2195100,62.91
2016-05-16,62.889999,64.379997,62.889999,64.339996,3173100,64.339996
2016-05-17,64.139999,65.209999,64.040001,64.529999,2510600,64.529999
2016-05-18,64.230003,64.940002,63.610001,63.990002,2712000,63.990002
2016-05-19,63.630001,64.410004,63.009998,64.410004,3893900,64.410004
2016-05-20,64.870003,65.790001,64.510002,65.75,3892300,65.75
2016-05-23,65.879997,67.150002,65.790001,67.0,5790600,67.0
2016-05-24,67.290001,68.019997,67.0,67.919998,5643900,67.919998
2016-05-25,67.93,68.790001,67.900002,68.230003,6267800,68.230003
2016-05-26,68.400002,68.470001,66.900002,66.959999,2842000,66.959999
2016-05-27,66.959999,67.410004,66.650002,67.169998,2733500,67.169998
2016-05-31,67.300003,67.489998,65.339996,65.410004,4664600,65.410004
2016-06-01,65.220001,66.410004,64.559998,66.400002,2895100,66.400002
2016-06-02,66.239998,68.110001,65.989998,68.099998,5450500,68.099998
2016-06-03,68.019997,68.959999,67.690002,68.779999,4349500,68.779999
