Date,Open_PCAR,High_PCAR,Low_PCAR,Close_PCAR,Volume_PCAR,AdjClose_PCAR
2015-09-01,57.77,58.09,56.68,57.029999,2824900,54.611043
2015-09-02,57.900002,58.150002,56.860001,58.150002,2713100,55.68354
2015-09-03,58.27,58.759998,57.939999,58.07,2502600,55.606932
2015-09-04,57.200001,57.450001,56.630001,56.84,2310600,54.429103
2015-09-08,57.82,57.82,57.02,57.599998,2586800,55.156866
2015-09-09,58.110001,58.400002,57.25,57.380001,2065700,54.9462
2015-09-10,57.209999,57.830002,57.009998,57.34,2242500,54.907895
2015-09-11,57.200001,57.509998,56.790001,57.470001,1714600,55.032382
2015-09-14,57.41,57.57,56.970001,57.060001,1337300,54.639773
2015-09-15,57.360001,58.330002,56.869999,58.27,2100700,55.798449
2015-09-16,58.400002,58.77,58.209999,58.650002,1165900,56.162332
2015-09-17,58.470001,58.82,57.599998,57.75,2212000,55.300505
2015-09-18,57.02,57.150002,55.810001,56.310001,2895500,53.921585
2015-09-21,56.459999,57.119999,56.09,56.549999,1434700,54.151403
2015-09-22,55.540001,56.259998,54.459999,55.040001,2436600,52.705452
2015-09-23,54.990002,55.400002,54.450001,54.98,2226200,52.647995
2015-09-24,54.470001,54.860001,53.630001,54.490002,2903500,52.178781
2015-09-25,54.380001,54.709999,52.970001,53.16,3462800,50.905192
2015-09-28,52.650002,53.16,51.560001,51.77,3515600,49.57415
2015-09-29,51.860001,52.82,51.759998,52.209999,3276200,49.995486
2015-09-30,52.549999,52.779999,51.509998,52.169998,3307300,49.957182
2015-10-01,52.27,52.709999,51.02,51.66,2844800,49.468815
2015-10-02,50.66,52.169998,50.0,52.060001,6356800,49.85185
2015-10-05,52.540001,54.509998,52.009998,54.25,2822700,51.948959
2015-10-06,53.990002,54.5,53.66,54.09,2211000,51.795746
2015-10-07,54.389999,55.66,54.16,55.049999,3233500,52.715026
2015-10-08,54.869999,55.970001,54.650002,55.799999,1893800,53.433214
2015-10-09,55.310001,56.049999,54.919998,55.279999,1926100,52.93527
2015-10-12,55.349998,55.799999,54.75,54.860001,1480100,52.533086
2015-10-13,54.630001,54.709999,53.73,53.91,2184000,51.62338
2015-10-14,54.209999,54.209999,53.169998,53.299999,1871200,51.039253
2015-10-15,53.560001,54.5,52.709999,53.48,2354900,51.211619
2015-10-16,53.689999,53.689999,51.939999,52.529999,4392400,50.301913
2015-10-19,52.439999,52.970001,51.939999,52.259998,2824500,50.043364
2015-10-20,51.540001,53.189999,51.279999,53.02,3300900,50.771131
2015-10-21,53.259998,53.709999,52.599998,52.77,2485500,50.531735
2015-10-22,53.830002,54.25,52.880001,53.93,2675800,51.642532
2015-10-23,54.060001,55.040001,53.73,54.849998,3016900,52.523508
2015-10-26,54.900002,55.169998,54.599998,54.889999,4122200,52.561813
2015-10-27,51.43,53.990002,49.459999,51.200001,7052400,49.028327
2015-10-28,51.549999,53.799999,50.529999,53.73,4675800,51.451015
2015-10-29,53.619999,53.759998,52.740002,53.139999,1852400,50.88604
2015-10-30,53.169998,53.240002,52.07,52.650002,2284300,50.416825
2015-11-02,52.860001,54.0,52.599998,53.709999,1933200,51.431863
2015-11-03,53.549999,53.939999,52.73,53.23,2516900,50.972223
2015-11-04,52.610001,53.389999,52.360001,52.759998,2166800,50.522157
2015-11-05,52.880001,53.549999,52.389999,53.48,1988100,51.211619
2015-11-06,53.470001,54.23,53.099998,53.950001,2525100,51.661685
2015-11-09,53.580002,54.5,51.790001,52.07,2073800,49.861425
2015-11-10,51.689999,52.189999,51.049999,51.400002,2483100,49.447758
2015-11-11,51.66,51.720001,51.0,51.23,1479500,49.284213
2015-11-12,50.869999,51.110001,49.900002,49.98,2087000,48.08169
2015-11-13,49.91,50.5,49.740002,50.009998,1345900,48.110549
2015-11-16,49.970001,50.470001,49.560001,50.360001,1862700,48.447258
2015-11-17,50.369999,50.509998,49.919998,50.009998,1575600,48.110549
2015-11-18,50.049999,51.580002,49.889999,51.5,2202100,49.543958
2015-11-19,51.450001,51.5,50.560001,51.060001,1948500,49.120671
2015-11-20,51.369999,51.790001,51.060001,51.439999,2578000,49.486236
2015-11-23,51.580002,51.959999,51.240002,51.34,1312800,49.390036
2015-11-24,50.869999,51.75,50.73,51.459999,1602100,49.505477
2015-11-25,51.459999,51.959999,51.450001,51.599998,1558400,49.640159
2015-11-27,51.580002,52.080002,51.43,51.84,678200,49.871045
2015-11-30,51.669998,52.099998,51.02,51.959999,2763500,49.986486
2015-12-01,51.209999,51.68,50.91,51.59,3113400,49.63054
2015-12-02,51.52,51.970001,51.169998,51.25,2599400,49.303454
2015-12-03,49.889999,49.889999,48.27,48.790001,6483800,46.936889
2015-12-04,48.860001,50.310001,48.630001,49.779999,4978500,47.889285
2015-12-07,49.59,49.689999,48.740002,49.02,2449800,47.158153
2015-12-08,48.639999,48.900002,47.990002,48.450001,3250100,46.609802
2015-12-09,48.380001,49.689999,48.23,48.84,3053800,46.984989
2015-12-10,48.700001,49.299999,48.549999,48.880001,1799100,47.023471
2015-12-11,47.959999,49.0,46.91,47.25,2700600,45.455379
2015-12-14,47.509998,47.919998,46.799999,47.509998,2525200,45.705503
2015-12-15,47.740002,48.48,47.709999,47.880001,2360100,46.061452
2015-12-16,47.200001,47.48,45.990002,46.720001,2735700,46.29929
2015-12-17,46.720001,46.84,45.419998,45.439999,2893400,45.030814
2015-12-18,45.150002,45.610001,45.040001,45.16,5239400,44.753336
2015-12-21,45.549999,46.220001,45.360001,45.77,2947700,45.357844
2015-12-22,46.110001,47.790001,46.09,47.490002,2727000,47.062357
2015-12-23,47.830002,48.75,47.830002,48.650002,2415800,48.211911
2015-12-24,48.580002,48.880001,48.310001,48.450001,723500,48.013711
2015-12-28,48.400002,48.549999,47.619999,48.0,1386400,47.567762
2015-12-29,48.330002,48.610001,47.869999,48.380001,1363100,47.944342
2015-12-30,48.32,48.73,47.98,48.02,1068500,47.587583
2015-12-31,47.779999,48.049999,47.389999,47.400002,1329700,46.973167
2016-01-04,46.5,47.389999,45.869999,47.16,2879000,46.735326
2016-01-05,47.400002,47.560001,46.470001,47.169998,2156800,46.745235
2016-01-06,46.639999,47.84,46.52,47.18,2856900,46.755147
2016-01-07,45.790001,46.52,45.57,45.75,2955900,45.338024
2016-01-08,46.080002,46.439999,45.07,45.23,2798400,44.822706
2016-01-11,45.59,45.759998,44.57,45.23,2619000,44.822706
2016-01-12,45.639999,46.02,44.509998,45.189999,1644900,44.783065
2016-01-13,45.27,45.66,44.119999,44.299999,2652400,43.90108
2016-01-14,44.689999,46.02,43.779999,45.709999,3136600,45.298383
2016-01-15,45.23,45.490002,43.939999,45.310001,3230100,44.901987
2016-01-19,45.759998,45.84,44.299999,45.029999,2389100,44.624506
2016-01-20,44.279999,45.880001,43.459999,45.330002,4069600,44.921807
2016-01-21,45.529999,46.419998,44.950001,45.810001,2995400,45.397485
2016-01-22,46.68,47.529999,46.18,46.529999,2810300,46.110998
2016-01-25,46.41,46.41,45.610001,45.709999,2193100,45.298383
2016-01-26,46.119999,47.580002,46.080002,47.549999,2359000,47.121814
2016-01-27,47.650002,47.990002,46.580002,46.91,2381500,46.487578
2016-01-28,47.689999,47.990002,46.009998,47.360001,3144800,46.933526
2016-01-29,45.240002,49.57,45.009998,49.07,5947000,48.628127
2016-02-01,48.459999,48.880001,47.360001,48.540001,3796400,48.102901
2016-02-02,47.84,48.07,47.279999,47.529999,2447900,47.101993
2016-02-03,47.77,48.09,45.919998,47.790001,3358800,47.359654
2016-02-04,47.919998,50.209999,47.810001,50.0,3522900,49.549752
2016-02-05,50.0,51.369999,49.599998,50.110001,2843700,49.658763
2016-02-08,49.689999,50.32,49.099998,49.889999,3070800,49.440742
2016-02-09,49.220001,50.529999,49.220001,49.84,2711600,49.391193
2016-02-10,49.77,50.32,48.549999,48.73,2553500,48.524855
2016-02-11,47.869999,49.099998,47.529999,48.290001,1827000,48.086709
2016-02-12,48.830002,50.09,48.34,50.0,2142100,49.789509
2016-02-16,50.549999,51.380001,50.0,51.360001,1953700,51.143784
2016-02-17,51.720001,53.209999,51.139999,52.049999,2746000,51.830878
2016-02-18,51.900002,52.349998,50.700001,51.279999,2446700,51.064119
2016-02-19,51.07,51.200001,50.32,50.900002,1999600,50.685722
2016-02-22,51.549999,52.310001,51.549999,52.240002,1649300,52.020081
2016-02-23,51.869999,52.27,51.209999,51.5,2141900,51.283194
2016-02-24,50.869999,51.310001,49.400002,51.169998,2301300,50.954582
2016-02-25,51.529999,51.82,50.73,51.82,1925300,51.601847
2016-02-26,52.32,52.669998,51.119999,51.950001,1851700,51.731301
2016-02-29,51.919998,52.23,51.459999,51.5,1945000,51.283194
2016-03-01,52.09,52.740002,51.490002,52.709999,2092300,52.4881
2016-03-02,52.580002,52.75,51.93,52.27,2218800,52.049953
2016-03-03,52.169998,54.16,52.09,54.060001,3819500,53.832419
2016-03-04,54.099998,54.23,53.060001,53.419998,2913700,53.19511
2016-03-07,53.029999,53.939999,53.009998,53.650002,2239700,53.424145
2016-03-08,53.150002,53.490002,52.150002,52.32,2909200,52.099742
2016-03-09,52.630001,53.0,52.040001,52.220001,2294400,52.000165
2016-03-10,52.560001,52.68,51.259998,51.779999,2064700,51.562014
2016-03-11,52.43,52.830002,51.299999,52.73,1988100,52.508016
2016-03-14,52.48,53.849998,52.369999,53.720001,2903800,53.49385
2016-03-15,53.400002,53.41,52.869999,53.41,1650000,53.185154
2016-03-16,53.189999,54.27,52.990002,54.02,1911200,53.792586
2016-03-17,54.110001,55.349998,53.950001,54.939999,2302400,54.708711
2016-03-18,55.130001,55.599998,54.48,55.18,7565200,54.947703
2016-03-21,55.130001,55.259998,54.389999,54.93,1867700,54.698755
2016-03-22,54.5,54.830002,54.169998,54.459999,1292800,54.230732
2016-03-23,54.450001,54.450001,53.599998,53.68,1560300,53.454017
2016-03-24,53.009998,53.459999,51.93,53.450001,1503300,53.224986
2016-03-28,53.48,54.09,53.349998,53.779999,1463100,53.553595
2016-03-29,53.490002,54.779999,53.009998,54.759998,1871800,54.529469
2016-03-30,55.040001,55.25,54.279999,54.57,1434500,54.34027
2016-03-31,54.66,54.799999,54.139999,54.689999,2050800,54.459764
2016-04-01,54.41,54.41,53.130001,54.209999,2073200,53.981785
2016-04-04,54.110001,54.209999,53.580002,53.669998,1670200,53.444057
2016-04-05,53.209999,53.279999,52.549999,52.830002,2333000,52.607597
2016-04-06,52.880001,53.189999,51.990002,53.139999,2174200,52.91629
2016-04-07,52.709999,53.0,52.209999,52.419998,1616500,52.19932
2016-04-08,52.939999,53.759998,52.450001,52.650002,1567100,52.428355
2016-04-11,52.459999,53.580002,52.439999,52.720001,2168300,52.49806
2016-04-12,53.060001,53.82,52.669998,53.650002,2070900,53.424145
2016-04-13,54.110001,55.610001,53.5,55.560001,2001200,55.326104
2016-04-14,55.799999,56.029999,55.099998,55.810001,1903100,55.575052
2016-04-15,56.009998,56.080002,55.639999,55.779999,1548700,55.545175
2016-04-18,55.650002,56.080002,55.439999,55.919998,2521800,55.684585
2016-04-19,56.220001,56.77,55.73,56.119999,2498300,55.883744
2016-04-20,56.360001,57.09,56.009998,56.43,2617300,56.19244
2016-04-21,56.57,56.720001,55.810001,55.91,1436200,55.674629
2016-04-22,55.990002,56.799999,55.77,56.490002,2315900,56.252189
2016-04-25,56.470001,56.490002,55.77,56.049999,2485900,55.814039
2016-04-26,57.98,59.119999,56.32,58.93,4825700,58.681916
2016-04-27,59.93,60.860001,59.27,60.23,4410600,59.976442
2016-04-28,59.91,60.639999,59.34,59.580002,2200400,59.329181
2016-04-29,59.110001,60.0,58.59,58.91,2334300,58.662
2016-05-02,59.169998,59.360001,58.389999,58.669998,2326400,58.423008
2016-05-03,58.099998,58.220001,57.450001,57.860001,2056400,57.616421
2016-05-04,57.400002,57.400002,55.470001,55.889999,3389100,55.654713
2016-05-05,55.98,56.43,55.330002,55.610001,1928700,55.375893
2016-05-06,55.18,55.740002,54.75,55.540001,2644300,55.306188
2016-05-09,57.48,57.5,55.720001,55.84,2436600,55.604924
2016-05-10,56.66,57.669998,56.18,57.610001,2201400,57.367473
2016-05-11,57.509998,57.810001,56.889999,56.939999,1921600,56.700292
2016-05-12,57.189999,57.77,56.48,56.93,1695100,56.690335
2016-05-13,56.720001,57.290001,55.84,56.02,1321200,55.784167
2016-05-16,56.130001,57.23,56.130001,57.009998,1964900,56.769997
2016-05-17,56.700001,57.360001,56.220001,56.400002,1305200,56.400002
2016-05-18,56.09,56.389999,54.93,55.23,2151300,55.23
2016-05-19,54.75,54.919998,52.98,53.34,4511000,53.34
2016-05-20,53.52,53.98,53.27,53.389999,2295100,53.389999
2016-05-23,53.459999,53.650002,53.0,53.189999,1380800,53.189999
2016-05-24,53.540001,54.380001,53.450001,54.169998,1733100,54.169998
2016-05-25,54.59,55.669998,54.490002,55.470001,2064600,55.470001
2016-05-26,55.43,55.849998,55.25,55.470001,1608500,55.470001
2016-05-27,55.59,55.889999,55.25,55.630001,1037100,55.630001
2016-05-31,55.540001,56.16,55.27,55.75,1832500,55.75
2016-06-01,55.529999,55.799999,54.869999,55.669998,1636500,55.669998
2016-06-02,55.59,56.259998,55.029999,56.25,1479200,56.25
2016-06-03,55.389999,55.630001,54.52,54.900002,2998300,54.900002
