Date,Open_SPG,High_SPG,Low_SPG,Close_SPG,Volume_SPG,AdjClose_SPG
2015-11-10,192.169998,195.059998,191.710007,194.460007,1010300,189.629319
2015-11-11,194.960007,195.429993,193.029999,193.559998,858300,188.751668
2015-11-12,191.800003,192.649994,190.0,191.080002,1133300,187.886386
2015-11-13,191.080002,191.399994,185.539993,186.339996,2038800,183.225603
2015-11-16,185.389999,187.880005,184.589996,187.639999,1373000,184.503878
2015-11-17,187.259995,188.899994,186.800003,186.830002,998500,183.707419
2015-11-18,187.240005,190.490005,187.039993,190.240005,1174600,187.060429
2015-11-19,190.710007,192.720001,189.830002,191.039993,937600,187.847046
2015-11-20,192.410004,192.699997,191.110001,192.229996,1228100,189.01716
2015-11-23,192.330002,192.850006,190.600006,191.089996,926000,187.896214
2015-11-24,190.0,190.509995,185.690002,187.240005,1892900,184.11057
2015-11-25,188.130005,189.110001,187.539993,188.490005,944900,185.339678
2015-11-27,188.199997,190.850006,188.100006,190.0,475800,186.824435
2015-11-30,191.0,191.039993,185.869995,186.240005,2237900,183.127283
2015-12-01,187.039993,188.690002,185.009995,188.660004,1520200,185.506835
2015-12-02,188.520004,188.610001,182.830002,183.020004,1671600,179.961099
2015-12-03,182.690002,183.990005,180.550003,181.690002,2135100,178.653327
2015-12-04,183.240005,187.860001,182.130005,187.360001,1760700,184.228559
2015-12-07,186.630005,188.130005,186.139999,187.830002,936800,184.690705
2015-12-08,187.669998,188.639999,186.440002,187.960007,1545300,184.818537
2015-12-09,187.160004,189.360001,186.300003,187.25,1053300,184.120397
2015-12-10,187.410004,188.389999,184.929993,185.029999,955800,181.9375
2015-12-11,183.990005,185.419998,182.860001,184.600006,1296900,181.514694
2015-12-14,184.0,186.169998,183.470001,185.970001,1026000,182.861792
2015-12-15,187.520004,192.139999,187.520004,189.699997,1716400,186.529446
2015-12-16,190.509995,194.080002,190.149994,193.339996,1831700,190.108608
2015-12-17,193.240005,194.029999,192.300003,193.470001,1053200,190.23644
2015-12-18,192.949997,193.929993,190.490005,190.520004,2252300,187.335748
2015-12-21,192.259995,192.949997,190.229996,191.839996,1148700,188.633679
2015-12-22,192.529999,194.190002,192.199997,192.600006,1500000,189.380986
2015-12-23,193.369995,194.190002,192.889999,194.029999,1243500,190.787078
2015-12-24,193.610001,195.350006,193.259995,194.350006,379500,191.101737
2015-12-28,193.880005,194.279999,192.929993,194.080002,834000,190.836246
2015-12-29,195.360001,195.899994,194.470001,195.789993,1083900,192.517657
2015-12-30,195.720001,196.289993,194.970001,195.160004,598900,191.898197
2015-12-31,195.270004,196.330002,193.570007,194.440002,1013500,191.190229
2016-01-04,192.309998,192.899994,190.279999,192.339996,1445500,189.125322
2016-01-05,193.0,196.759995,192.630005,196.169998,1236500,192.891311
2016-01-06,194.690002,196.520004,194.669998,195.690002,941800,192.419338
2016-01-07,192.919998,193.839996,191.389999,191.559998,1285800,188.35836
2016-01-08,191.75,192.850006,185.600006,186.100006,1397800,182.989624
2016-01-11,187.220001,187.940002,185.75,186.710007,1211300,183.589429
2016-01-12,187.460007,187.460007,184.570007,185.539993,1380000,182.438971
2016-01-13,185.789993,189.300003,183.850006,184.270004,1262200,181.190208
2016-01-14,184.710007,187.929993,183.550003,185.660004,1376400,182.556975
2016-01-15,182.339996,185.100006,180.869995,184.169998,2418000,181.091873
2016-01-19,186.0,187.229996,184.729996,186.399994,1138600,183.284598
2016-01-20,184.820007,185.119995,178.039993,180.639999,2188800,177.620873
2016-01-21,182.759995,184.039993,180.110001,182.699997,1456800,179.646441
2016-01-22,185.100006,188.130005,184.520004,187.320007,1208900,184.189234
2016-01-25,187.369995,189.059998,185.050003,185.149994,1239100,182.055489
2016-01-26,185.619995,190.139999,185.029999,190.139999,1420500,186.962095
2016-01-27,189.5,189.5,184.839996,186.039993,1495300,182.930614
2016-01-28,187.110001,188.589996,185.610001,186.789993,1282700,183.668079
2016-01-29,189.229996,189.610001,177.550003,186.279999,3488400,183.166608
2016-02-01,185.580002,189.5,185.470001,187.929993,1524900,184.789025
2016-02-02,188.089996,188.419998,184.929993,186.110001,1450900,182.999451
2016-02-03,187.210007,188.779999,184.380005,188.300003,1387800,185.152851
2016-02-04,187.960007,188.679993,186.050003,187.580002,1191000,184.444883
2016-02-05,186.229996,187.110001,182.850006,183.979996,1447700,180.905046
2016-02-08,184.550003,184.550003,178.649994,182.479996,1839300,179.430116
2016-02-09,179.949997,181.179993,176.110001,178.929993,2102600,175.939446
2016-02-10,177.809998,182.960007,177.809998,181.210007,1445700,179.789033
2016-02-11,178.529999,182.25,178.130005,181.490005,1943200,180.066836
2016-02-12,183.419998,184.669998,181.440002,183.529999,1633200,182.090832
2016-02-16,185.649994,187.050003,183.550003,186.350006,1538800,184.888726
2016-02-17,187.970001,189.490005,187.039993,187.110001,1302800,185.642761
2016-02-18,186.520004,189.979996,186.429993,189.259995,863800,187.775896
2016-02-19,187.979996,190.039993,186.419998,189.449997,1341000,187.964408
2016-02-22,189.449997,192.429993,188.949997,189.429993,1122500,187.944561
2016-02-23,189.360001,191.710007,189.059998,189.679993,832400,188.1926
2016-02-24,188.960007,190.360001,186.940002,189.169998,776100,187.686605
2016-02-25,190.669998,192.149994,189.910004,191.940002,899100,190.434888
2016-02-26,192.029999,192.910004,190.350006,190.399994,979300,188.906956
2016-02-29,190.789993,192.820007,189.029999,189.729996,1734300,188.242211
2016-03-01,190.770004,194.660004,190.699997,194.559998,1226200,193.034338
2016-03-02,194.380005,195.729996,193.669998,195.289993,1099500,193.75861
2016-03-03,196.270004,197.550003,193.350006,197.410004,1366100,195.861996
2016-03-04,197.270004,198.589996,195.330002,198.520004,1503800,196.963292
2016-03-07,198.059998,200.080002,197.25,199.649994,1193100,198.084421
2016-03-08,198.320007,199.470001,197.039993,197.690002,1003800,196.139799
2016-03-09,198.139999,199.470001,197.350006,197.770004,1000600,196.219174
2016-03-10,198.869995,199.880005,195.990005,198.020004,1029000,196.467213
2016-03-11,200.520004,201.309998,198.179993,201.309998,1527700,199.731408
2016-03-14,200.259995,201.570007,197.639999,199.089996,1433900,197.528815
2016-03-15,198.380005,199.940002,198.080002,199.639999,888900,198.074505
2016-03-16,198.759995,201.270004,197.169998,200.539993,915000,198.967441
2016-03-17,200.789993,206.0,200.039993,205.130005,1702300,203.52146
2016-03-18,205.050003,206.880005,203.440002,204.960007,2486800,203.352795
2016-03-21,205.580002,205.779999,202.369995,203.0,1082600,201.408158
2016-03-22,202.559998,203.399994,201.389999,202.369995,1011700,200.783093
2016-03-23,201.080002,203.179993,200.910004,201.5,1068200,199.91992
2016-03-24,200.369995,201.729996,199.779999,201.440002,731600,199.860393
2016-03-28,201.940002,203.729996,200.949997,203.070007,625800,201.477616
2016-03-29,203.820007,207.059998,203.520004,206.940002,1085100,205.317264
2016-03-30,207.380005,207.679993,205.649994,205.729996,929200,204.116746
2016-03-31,206.240005,208.119995,205.929993,207.690002,1442300,206.061383
2016-04-01,207.5,209.919998,206.899994,209.100006,1256800,207.46033
2016-04-04,209.429993,210.410004,207.419998,208.759995,823300,207.122985
2016-04-05,207.970001,208.509995,206.610001,207.050003,966900,205.426402
2016-04-06,206.429993,208.949997,205.889999,208.660004,939400,207.023778
2016-04-07,208.520004,208.869995,205.580002,206.789993,902300,205.168432
2016-04-08,207.320007,208.160004,206.729996,207.100006,1050000,205.476013
2016-04-11,207.990005,208.169998,206.619995,206.679993,943100,205.059294
2016-04-12,207.279999,208.940002,206.660004,208.110001,885900,206.478088
2016-04-13,209.149994,209.149994,206.699997,207.639999,800700,206.011772
2016-04-14,207.720001,208.369995,205.800003,207.949997,1033600,206.319339
2016-04-15,207.759995,208.210007,206.059998,207.869995,1066700,206.239964
2016-04-18,207.869995,209.429993,207.440002,209.070007,861100,207.430567
2016-04-19,209.419998,209.449997,208.0,208.259995,1007600,206.626906
2016-04-20,206.5,207.050003,203.350006,203.720001,2636900,202.122513
2016-04-21,203.559998,204.479996,199.110001,199.289993,1704600,197.727243
2016-04-22,199.789993,202.690002,199.789993,202.139999,1397800,200.554901
2016-04-25,201.649994,203.669998,201.169998,203.669998,1245500,202.072902
2016-04-26,204.410004,204.610001,202.029999,203.949997,1439000,202.350705
2016-04-27,204.720001,205.470001,202.880005,204.570007,1407900,202.965854
2016-04-28,202.970001,205.169998,202.919998,203.660004,759700,202.062986
2016-04-29,203.0,203.369995,200.119995,201.169998,1504900,199.592506
2016-05-02,202.779999,205.0,202.679993,204.520004,872800,202.916243
2016-05-03,203.270004,205.089996,203.169998,204.960007,758100,203.352795
2016-05-04,203.270004,207.809998,203.270004,207.619995,1107800,205.991925
2016-05-05,206.619995,208.529999,205.949997,208.440002,1106000,206.805502
2016-05-06,208.25,210.880005,207.729996,210.820007,1091000,209.166844
2016-05-09,210.699997,213.089996,209.300003,213.039993,1206100,211.369422
2016-05-10,213.690002,214.800003,213.089996,213.919998,1133500,212.242526
2016-05-11,213.429993,213.470001,202.300003,203.240005,4023100,201.646281
2016-05-12,204.009995,205.330002,199.75,204.039993,3067600,202.439996
2016-05-13,200.800003,200.800003,195.119995,196.490005,3369700,196.490005
2016-05-16,196.529999,200.229996,195.470001,199.380005,1797400,199.380005
2016-05-17,198.149994,199.179993,194.350006,195.470001,1921900,195.470001
2016-05-18,194.639999,195.869995,190.820007,193.490005,2431800,193.490005
2016-05-19,191.970001,194.259995,191.25,193.850006,1913900,193.850006
2016-05-20,194.919998,196.869995,194.039993,195.130005,2263300,195.130005
2016-05-23,195.449997,196.759995,194.179993,195.75,1280800,195.75
2016-05-24,196.880005,199.410004,196.25,197.630005,1488500,197.630005
2016-05-25,197.940002,198.380005,194.770004,196.089996,1531800,196.089996
2016-05-26,196.289993,198.149994,195.0,197.130005,812900,197.130005
2016-05-27,197.190002,198.580002,196.679993,197.770004,880300,197.770004
2016-05-31,198.75,198.889999,196.070007,197.639999,1429800,197.639999
2016-06-01,196.589996,199.259995,196.589996,198.259995,1203400,198.259995
2016-06-02,197.259995,198.300003,196.110001,197.399994,1103700,197.399994
2016-06-03,198.649994,199.820007,197.619995,199.490005,1361400,199.490005
