Date,Open_ES,High_ES,Low_ES,Close_ES,Volume_ES,AdjClose_ES
2015-11-20,51.43,51.900002,51.189999,51.439999,2653800,50.187858
2015-11-23,51.5,51.689999,50.98,51.130001,1167100,49.885407
2015-11-24,50.84,50.91,50.380001,50.650002,1671600,49.417091
2015-11-25,50.630001,50.630001,50.209999,50.360001,1021200,49.134149
2015-11-27,50.549999,50.91,50.299999,50.529999,951000,49.30001
2015-11-30,50.700001,51.540001,50.41,50.950001,3832000,49.709788
2015-12-01,50.779999,51.189999,50.189999,50.77,2199700,49.534169
2015-12-02,50.619999,50.790001,49.66,49.73,981600,48.519484
2015-12-03,49.529999,49.720001,49.150002,49.32,2017100,48.119464
2015-12-04,49.650002,50.669998,49.509998,50.630001,1300600,49.397578
2015-12-07,50.419998,51.200001,50.299999,51.18,1915200,49.934189
2015-12-08,51.099998,51.299999,50.73,51.110001,1210900,49.865893
2015-12-09,50.900002,51.68,50.66,50.84,1450000,49.602465
2015-12-10,50.32,50.349998,48.740002,48.860001,2467900,48.065853
2015-12-11,48.59,49.330002,48.18,48.91,1351500,48.11504
2015-12-14,48.950001,49.209999,48.599998,49.189999,1118100,48.390487
2015-12-15,49.470001,50.029999,49.279999,49.720001,1873500,48.911876
2015-12-16,49.900002,51.310001,49.720001,51.150002,1773700,50.318633
2015-12-17,51.110001,51.919998,51.110001,51.720001,1806100,50.879369
2015-12-18,51.490002,51.549999,50.400002,50.450001,2540700,49.63001
2015-12-21,50.59,50.73,49.84,50.07,1550300,49.256185
2015-12-22,50.299999,50.830002,49.73,50.689999,1022900,49.866107
2015-12-23,50.91,51.810001,50.610001,51.639999,1169000,50.800667
2015-12-24,51.610001,51.919998,51.459999,51.740002,672600,50.899044
2015-12-28,51.709999,51.860001,51.389999,51.84,718600,50.997417
2015-12-29,52.080002,52.240002,51.849998,51.900002,1020300,51.056443
2015-12-30,51.970001,52.240002,51.84,51.849998,708300,51.007253
2015-12-31,51.889999,51.900002,50.549999,51.07,2081200,50.239932
2016-01-04,50.650002,50.889999,50.23,50.880001,1590300,50.053021
2016-01-05,50.849998,51.43,50.009998,51.349998,1087100,50.51538
2016-01-06,51.040001,51.650002,50.73,51.459999,1265500,50.623592
2016-01-07,50.799999,51.290001,50.759998,51.139999,2141700,50.308794
2016-01-08,51.169998,51.490002,50.720001,50.82,1290200,49.993995
2016-01-11,50.91,51.32,50.580002,51.029999,1097500,50.200581
2016-01-12,51.27,51.439999,50.400002,51.119999,1555400,50.289118
2016-01-13,51.27,51.73,51.060001,51.299999,2202100,50.466193
2016-01-14,51.279999,52.220001,50.57,51.860001,4149300,51.017092
2016-01-15,51.299999,51.720001,50.82,51.389999,3195700,50.55473
2016-01-19,51.450001,52.75,51.380001,52.59,2777800,51.735227
2016-01-20,52.369999,52.650002,50.52,51.150002,3408700,50.318633
2016-01-21,51.27,51.470001,50.209999,50.580002,2350200,49.757898
2016-01-22,50.630001,51.630001,50.16,51.580002,1836500,50.741645
2016-01-25,51.619999,51.970001,51.220001,51.639999,1950700,50.800667
2016-01-26,51.77,52.68,51.740002,52.150002,1538600,51.30238
2016-01-27,52.23,52.68,51.84,52.32,1753400,51.469615
2016-01-28,52.189999,53.52,51.759998,53.09,1850500,52.2271
2016-01-29,53.630001,54.150002,53.369999,53.799999,3007800,52.925559
2016-02-01,53.599998,54.919998,53.490002,54.57,2791300,53.683045
2016-02-02,54.27,55.23,54.029999,55.080002,1859500,54.184757
2016-02-03,55.470001,55.970001,55.34,55.720001,1939300,54.814354
2016-02-04,55.630001,55.91,54.84,54.93,3347600,54.037194
2016-02-05,54.41,54.860001,53.389999,54.66,3111400,53.771582
2016-02-08,54.139999,54.779999,53.43,54.09,3262400,53.210847
2016-02-09,54.0,54.900002,53.84,54.689999,3068300,53.801093
2016-02-10,54.48,55.279999,53.810001,54.939999,2036700,54.04703
2016-02-11,54.790001,55.130001,53.790001,53.900002,2151300,53.023936
2016-02-12,53.880001,54.07,52.93,53.509998,2236500,52.640272
2016-02-16,53.849998,53.98,53.119999,53.860001,1781800,52.984585
2016-02-17,53.810001,53.900002,53.290001,53.540001,1368000,52.669787
2016-02-18,53.650002,54.740002,53.529999,54.459999,1803900,53.574832
2016-02-19,54.419998,54.740002,53.830002,54.669998,2494800,53.781418
2016-02-22,54.830002,55.509998,54.66,55.34,1283500,54.44053
2016-02-23,55.02,56.0,55.02,55.84,1595600,54.932403
2016-02-24,55.540001,56.490002,55.540001,56.23,1720300,55.316064
2016-02-25,56.450001,56.919998,56.25,56.66,1060500,55.739075
2016-02-26,56.419998,56.470001,54.75,54.77,1570300,53.879795
2016-02-29,54.279999,54.84,53.93,54.299999,1808600,53.854999
2016-03-01,54.5,54.869999,53.799999,54.23,2106500,53.785573
2016-03-02,53.959999,54.380001,52.619999,54.34,1800700,53.894672
2016-03-03,54.439999,54.66,53.59,54.630001,1185200,54.182296
2016-03-04,54.330002,55.689999,54.130001,55.540001,1839900,55.084838
2016-03-07,55.32,56.27,55.32,56.110001,2661600,55.650167
2016-03-08,56.349998,57.029999,55.889999,56.689999,1955800,56.225412
2016-03-09,56.59,57.16,56.400002,56.869999,1648700,56.403937
2016-03-10,56.919998,57.25,56.07,56.5,2157900,56.03697
2016-03-11,56.720001,57.0,56.360001,56.549999,1655400,56.086559
2016-03-14,56.59,56.830002,56.150002,56.740002,1581400,56.275005
2016-03-15,56.73,57.349998,56.459999,56.75,1990900,56.284921
2016-03-16,56.5,57.580002,56.049999,57.389999,1406500,56.919676
2016-03-17,57.540001,58.09,57.32,57.84,2626700,57.365989
2016-03-18,57.82,58.07,57.18,57.189999,3055300,56.721314
2016-03-21,57.099998,57.82,56.740002,57.349998,1657600,56.880003
2016-03-22,57.349998,57.669998,57.07,57.48,2030800,57.008938
2016-03-23,57.490002,58.080002,57.130001,57.93,1344200,57.455251
2016-03-24,57.740002,58.290001,57.650002,57.830002,1284300,57.356072
2016-03-28,58.099998,58.419998,57.630001,57.77,681800,57.296563
2016-03-29,58.0,58.599998,57.700001,58.529999,1309600,58.050332
2016-03-30,58.650002,58.810001,58.259998,58.389999,1204200,57.91148
2016-03-31,58.060001,58.509998,58.029999,58.34,2432400,57.861891
2016-04-01,57.900002,58.939999,57.900002,58.799999,1515600,58.31812
2016-04-04,58.869999,59.09,58.279999,58.59,1290200,58.109842
2016-04-05,58.509998,58.66,57.029999,57.080002,2299900,56.612219
2016-04-06,57.0,57.169998,56.540001,56.889999,2047000,56.423773
2016-04-07,56.759998,57.330002,56.540001,56.799999,1801500,56.334511
2016-04-08,57.060001,57.599998,56.950001,57.049999,1788200,56.582462
2016-04-11,57.060001,57.43,56.610001,56.630001,1699900,56.165906
2016-04-12,56.669998,56.799999,56.43,56.669998,1764300,56.205575
2016-04-13,56.860001,56.860001,55.950001,56.07,1752200,55.610494
2016-04-14,55.98,56.220001,55.84,56.099998,1695000,55.640247
2016-04-15,56.060001,56.959999,55.950001,56.720001,1892700,56.255168
2016-04-18,56.630001,57.130001,56.5,57.119999,1609300,56.651888
2016-04-19,57.23,57.330002,56.700001,57.040001,1477600,56.572545
2016-04-20,57.139999,57.330002,55.560001,55.639999,1668200,55.184017
2016-04-21,55.41,55.610001,54.509998,55.02,2802500,54.569099
2016-04-22,55.189999,55.52,55.169998,55.400002,1693600,54.945986
2016-04-25,55.18,55.580002,55.060001,55.5,1223600,55.045165
2016-04-26,55.57,55.810001,55.150002,55.360001,1337000,54.906313
2016-04-27,55.459999,56.27,55.139999,56.049999,1662900,55.590657
2016-04-28,55.419998,56.330002,55.299999,56.060001,1486300,55.600577
2016-04-29,55.869999,56.560001,55.389999,56.439999,1394000,55.97746
2016-05-02,56.599998,57.32,56.490002,57.07,1329800,56.602298
2016-05-03,57.080002,57.25,56.630001,56.970001,1128800,56.503119
2016-05-04,57.0,58.060001,56.830002,57.509998,1617700,57.038691
2016-05-05,55.639999,58.259998,55.639999,57.400002,2212100,56.929596
2016-05-06,57.41,57.419998,56.48,57.16,2007600,56.691561
2016-05-09,57.209999,57.68,56.919998,57.580002,1340200,57.108121
2016-05-10,57.799999,57.860001,57.32,57.540001,1287000,57.068448
2016-05-11,57.639999,57.84,56.990002,57.360001,2016400,56.889923
2016-05-12,57.299999,58.07,57.169998,57.630001,2605800,57.15771
2016-05-13,57.66,57.740002,57.080002,57.389999,1351400,56.919676
2016-05-16,57.279999,57.450001,56.950001,57.380001,1361600,56.909759
2016-05-17,57.209999,57.27,55.619999,55.82,2676900,55.362542
2016-05-18,55.48,56.040001,54.57,54.790001,2533700,54.340985
2016-05-19,54.509998,55.32,54.279999,55.290001,1894200,54.836887
2016-05-20,55.48,55.490002,54.450001,54.91,2698000,54.46
2016-05-23,54.91,55.0,54.130001,54.16,1795800,53.716147
2016-05-24,54.200001,54.73,53.950001,54.669998,1649600,54.221965
2016-05-25,54.509998,54.779999,54.189999,54.299999,1505600,53.854999
2016-05-26,53.900002,54.830002,53.900002,54.799999,2818900,54.799999
2016-05-27,54.849998,55.080002,54.669998,55.009998,1296500,55.009998
2016-05-31,54.869999,55.310001,54.669998,55.240002,2213200,55.240002
2016-06-01,55.169998,55.529999,55.07,55.52,2421600,55.52
2016-06-02,55.5,55.549999,54.860001,55.349998,1827800,55.349998
2016-06-03,55.93,56.599998,55.93,56.16,1302800,56.16
