Date,Open_WHR,High_WHR,Low_WHR,Close_WHR,Volume_WHR,AdjClose_WHR
2016-01-13,134.820007,135.800003,129.679993,129.960007,1157900,128.419965
2016-01-14,131.039993,135.070007,129.899994,134.029999,1223000,132.441727
2016-01-15,129.970001,130.720001,125.690002,128.639999,1461300,127.1156
2016-01-19,130.0,131.5,125.790001,127.209999,1373500,125.702546
2016-01-20,124.989998,132.050003,123.599998,130.630005,1627800,129.082024
2016-01-21,131.630005,136.729996,131.479996,133.369995,1218300,131.789545
2016-01-22,135.970001,137.460007,130.990005,133.580002,1581200,131.997063
2016-01-25,132.740005,134.539993,131.050003,133.220001,1268400,131.641328
2016-01-26,133.759995,136.679993,132.940002,134.25,1071100,132.659122
2016-01-27,133.270004,135.279999,131.339996,132.369995,1312800,130.801395
2016-01-28,134.0,136.070007,131.529999,132.020004,1945400,130.455552
2016-01-29,134.669998,139.050003,132.039993,134.389999,2871800,132.797462
2016-02-01,134.520004,138.229996,132.259995,135.419998,1975300,133.815255
2016-02-02,134.5,134.850006,131.770004,132.190002,1433100,130.623535
2016-02-03,133.839996,135.119995,131.559998,135.080002,1310800,133.479288
2016-02-04,136.860001,141.080002,136.720001,139.800003,1416800,138.143356
2016-02-05,139.710007,141.509995,137.100006,137.820007,898900,136.186824
2016-02-08,136.729996,137.080002,132.800003,135.240005,1119600,133.637395
2016-02-09,133.339996,138.080002,133.339996,137.039993,1185800,135.416053
2016-02-10,138.220001,138.479996,134.289993,134.360001,796800,132.767819
2016-02-11,131.449997,133.070007,128.240005,129.740005,1182900,128.202571
2016-02-12,131.800003,132.779999,130.279999,132.190002,1128500,130.623535
2016-02-16,134.0,135.960007,131.339996,135.449997,1382500,133.844898
2016-02-17,136.600006,139.75,136.270004,138.850006,906000,137.204617
2016-02-18,138.899994,140.679993,137.470001,140.479996,841900,138.815291
2016-02-19,139.289993,143.5,139.289993,142.910004,1254700,141.216503
2016-02-22,145.110001,148.839996,144.800003,148.210007,1247600,146.453701
2016-02-23,148.0,150.940002,147.360001,150.139999,1217800,148.360823
2016-02-24,148.220001,151.619995,146.199997,151.279999,1129200,150.388805
2016-02-25,151.919998,152.619995,148.919998,151.869995,1123800,150.975325
2016-02-26,152.119995,155.75,151.880005,154.550003,924400,153.639545
2016-02-29,154.509995,157.789993,153.880005,155.320007,1148200,154.405013
2016-03-01,156.490005,158.070007,155.320007,157.520004,684900,156.59205
2016-03-02,157.300003,159.0,157.029999,158.820007,748900,157.884395
2016-03-03,158.970001,159.039993,155.800003,158.050003,1012800,157.118927
2016-03-04,158.679993,162.179993,157.220001,161.160004,1106500,160.210606
2016-03-07,160.5,161.440002,158.509995,159.149994,1048200,158.212437
2016-03-08,158.490005,159.779999,155.899994,158.550003,946100,157.615981
2016-03-09,158.649994,159.779999,156.929993,158.580002,718000,157.645803
2016-03-10,159.570007,160.800003,156.619995,158.330002,879400,157.397276
2016-03-11,160.380005,165.839996,160.240005,164.699997,1373700,163.729745
2016-03-14,163.649994,167.699997,163.0,166.039993,963900,165.061848
2016-03-15,166.449997,170.550003,165.309998,168.839996,1545100,167.845356
2016-03-16,167.050003,175.0,166.039993,174.220001,1388000,173.193667
2016-03-17,173.839996,177.990005,173.059998,176.649994,1053000,175.609344
2016-03-18,177.179993,179.649994,176.699997,177.929993,1640800,176.881803
2016-03-21,178.220001,179.539993,176.300003,177.460007,739900,176.414585
2016-03-22,177.190002,178.160004,175.300003,177.169998,734100,176.126285
2016-03-23,176.699997,177.050003,174.830002,175.009995,673800,173.979006
2016-03-24,174.0,175.220001,172.220001,175.089996,809500,174.058537
2016-03-28,175.630005,178.070007,175.509995,176.990005,577800,175.947353
2016-03-29,176.509995,177.800003,173.759995,177.289993,874600,176.245573
2016-03-30,178.600006,178.880005,176.699997,177.350006,961400,176.305233
2016-03-31,177.0,180.589996,176.570007,180.339996,1198200,179.277609
2016-04-01,180.119995,183.740005,179.199997,183.309998,1567900,182.230114
2016-04-04,183.940002,184.690002,182.070007,182.979996,1010700,181.902056
2016-04-05,181.800003,184.160004,180.029999,181.160004,858400,180.092786
2016-04-06,181.660004,183.410004,180.830002,182.350006,682700,181.275778
2016-04-07,181.509995,182.509995,178.5,180.440002,912500,179.377026
2016-04-08,182.240005,183.570007,181.270004,182.589996,600000,181.514354
2016-04-11,182.240005,185.559998,181.820007,183.520004,700200,182.438883
2016-04-12,183.710007,185.990005,182.589996,185.169998,503700,184.079157
2016-04-13,185.949997,187.699997,185.309998,187.330002,677300,186.226436
2016-04-14,187.460007,187.580002,183.610001,186.130005,858200,185.033508
2016-04-15,186.360001,187.460007,184.970001,186.399994,793900,185.301907
2016-04-18,186.600006,190.679993,186.509995,190.0,896400,188.880705
2016-04-19,192.270004,193.589996,187.050003,190.149994,1137100,189.029816
2016-04-20,190.460007,192.039993,188.059998,188.460007,1031000,187.349784
2016-04-21,188.869995,189.669998,187.210007,187.449997,612900,186.345724
2016-04-22,187.449997,188.009995,186.279999,187.309998,878700,186.20655
2016-04-25,187.320007,188.5,185.119995,186.039993,1002500,184.944027
2016-04-26,174.800003,179.639999,171.199997,179.429993,3337200,178.372966
2016-04-27,180.169998,182.0,175.860001,178.25,1311600,177.199925
2016-04-28,176.809998,178.639999,174.089996,174.779999,852800,173.750365
2016-04-29,174.779999,175.289993,173.080002,174.139999,883100,173.114136
2016-05-02,175.0,178.029999,174.410004,176.809998,920200,175.768405
2016-05-03,175.130005,178.210007,174.089996,176.889999,991400,175.847936
2016-05-04,175.440002,178.059998,174.009995,175.179993,960000,174.148003
2016-05-05,175.309998,177.630005,175.070007,176.289993,729500,175.251465
2016-05-06,175.070007,177.470001,174.820007,176.699997,564500,175.659053
2016-05-09,176.5,177.419998,174.009995,175.089996,732800,174.058537
2016-05-10,176.360001,178.320007,175.25,177.279999,726800,176.235638
2016-05-11,176.229996,176.839996,172.009995,172.369995,745900,171.354559
2016-05-12,172.559998,174.169998,169.330002,171.539993,796700,170.529447
2016-05-13,171.690002,172.889999,168.320007,168.720001,789100,167.726067
2016-05-16,168.559998,168.860001,165.059998,167.580002,1760100,166.592784
2016-05-17,167.139999,171.279999,166.660004,169.75,1172300,168.749998
2016-05-18,168.229996,170.050003,166.029999,166.979996,785600,166.979996
2016-05-19,165.979996,167.880005,164.589996,167.669998,819800,167.669998
2016-05-20,168.539993,169.270004,166.539993,168.100006,888700,168.100006
2016-05-23,167.979996,169.029999,166.610001,166.869995,538400,166.869995
2016-05-24,167.979996,175.169998,167.979996,174.25,1543900,174.25
2016-05-25,174.559998,176.460007,173.589996,174.389999,691900,174.389999
2016-05-26,173.860001,175.210007,171.559998,172.25,625700,172.25
2016-05-27,172.279999,175.389999,172.279999,174.610001,503800,174.610001
2016-05-31,174.809998,174.940002,173.179993,174.619995,749900,174.619995
2016-06-01,173.360001,175.389999,172.289993,175.229996,499000,175.229996
2016-06-02,175.220001,175.800003,173.25,175.029999,526300,175.029999
2016-06-03,173.759995,174.740005,172.199997,173.809998,608300,173.809998
