Date,Open_WHR,High_WHR,Low_WHR,Close_WHR,Volume_WHR,AdjClose_WHR
2015-06-05,187.490005,188.350006,185.800003,187.770004,485700,183.485653
2015-06-08,187.860001,188.910004,185.240005,185.399994,639800,181.169719
2015-06-09,185.639999,185.639999,182.720001,182.990005,1138800,178.81472
2015-06-10,184.139999,186.429993,183.440002,185.979996,828600,181.736487
2015-06-11,186.850006,189.5,186.220001,186.729996,674700,182.469374
2015-06-12,185.479996,187.070007,184.770004,185.990005,481800,181.746269
2015-06-15,184.800003,185.309998,183.0,184.009995,628200,179.811436
2015-06-16,183.449997,185.289993,182.669998,183.889999,644100,179.694178
2015-06-17,183.990005,185.889999,183.339996,185.550003,465200,181.316306
2015-06-18,185.960007,188.399994,185.880005,187.25,542900,182.977514
2015-06-19,188.179993,189.580002,187.240005,187.570007,1032300,183.29022
2015-06-22,187.949997,188.009995,184.039993,184.929993,799900,180.710442
2015-06-23,185.25,187.179993,184.570007,185.259995,497900,181.032914
2015-06-24,185.130005,186.729996,182.580002,182.720001,900300,178.550876
2015-06-25,183.660004,183.660004,178.190002,178.270004,1298600,174.202415
2015-06-26,178.889999,179.979996,176.919998,177.809998,1033900,173.752904
2015-06-29,176.869995,178.419998,173.520004,173.770004,746500,169.805091
2015-06-30,175.160004,175.600006,172.850006,173.050003,845300,169.101518
2015-07-01,174.869995,175.0,169.399994,171.0,1611800,167.09829
2015-07-02,170.990005,170.990005,168.190002,169.729996,1282600,165.857264
2015-07-06,169.410004,171.240005,167.789993,168.740005,1329600,164.889862
2015-07-07,169.149994,171.429993,166.639999,171.229996,1420000,167.323038
2015-07-08,169.75,172.690002,169.330002,170.740005,1263300,166.844228
2015-07-09,172.770004,172.770004,170.089996,170.520004,730700,166.629247
2015-07-10,172.279999,174.809998,171.279999,174.419998,901600,170.440254
2015-07-13,175.529999,176.410004,174.399994,175.360001,651700,171.358809
2015-07-14,175.360001,176.770004,174.990005,175.679993,566600,171.6715
2015-07-15,174.820007,175.229996,172.149994,173.5,1056000,169.541248
2015-07-16,174.559998,174.919998,169.919998,170.0,942800,166.121107
2015-07-17,170.190002,171.889999,167.990005,168.720001,956300,164.870314
2015-07-20,168.470001,168.889999,159.210007,163.139999,3575300,159.417631
2015-07-21,163.139999,166.610001,162.479996,166.210007,1631700,162.41759
2015-07-22,173.5,180.75,172.979996,178.360001,3137100,174.290358
2015-07-23,176.960007,180.5,176.300003,179.429993,1940700,175.335936
2015-07-24,179.899994,180.160004,175.830002,176.100006,1299900,172.08193
2015-07-27,174.639999,174.949997,170.889999,171.839996,1391100,167.91912
2015-07-28,173.410004,176.910004,173.089996,176.720001,964300,172.687778
2015-07-29,177.009995,179.669998,176.020004,178.75,619100,174.671458
2015-07-30,178.270004,179.899994,176.559998,178.119995,557700,174.055828
2015-07-31,178.75,179.279999,177.289993,177.729996,477500,173.674728
2015-08-03,177.669998,178.309998,174.869995,175.970001,568100,171.954891
2015-08-04,175.979996,176.259995,174.350006,174.880005,741700,170.889765
2015-08-05,175.770004,176.369995,172.910004,173.839996,917900,169.873486
2015-08-06,174.529999,175.240005,169.729996,170.520004,898000,166.629247
2015-08-07,170.850006,171.929993,169.600006,170.410004,660000,166.521756
2015-08-10,172.050003,176.089996,171.0,174.860001,652100,170.870217
2015-08-11,173.490005,174.0,170.580002,171.470001,674900,167.557568
2015-08-12,170.039993,172.929993,168.669998,172.789993,843800,168.847441
2015-08-13,172.800003,176.149994,172.800003,174.570007,910600,170.586841
2015-08-14,174.520004,177.660004,174.240005,177.220001,713700,173.17637
2015-08-17,176.020004,179.279999,175.300003,178.490005,603300,174.417396
2015-08-18,178.490005,183.339996,177.559998,182.949997,1414300,178.775624
2015-08-19,182.660004,186.820007,180.529999,184.580002,1397300,180.368437
2015-08-20,182.729996,185.720001,181.809998,183.100006,1063600,178.92221
2015-08-21,181.600006,182.5,176.509995,177.600006,1503000,173.547704
2015-08-24,168.0,173.550003,163.300003,167.690002,1920600,163.863817
2015-08-25,173.149994,173.850006,166.449997,166.460007,1195500,162.661886
2015-08-26,169.029999,169.639999,162.929993,168.089996,1254100,165.147593
2015-08-27,169.850006,175.289993,168.350006,170.649994,1470700,167.662778
2015-08-28,170.669998,171.0,167.399994,168.490005,1150500,165.5406
2015-08-31,168.809998,170.949997,167.039993,168.100006,701300,165.157427
2015-09-01,164.610001,167.160004,159.289993,160.199997,1446100,157.395707
2015-09-02,162.0,166.259995,161.050003,166.25,1132400,163.339805
2015-09-03,167.199997,168.490005,164.75,165.339996,995400,162.445731
2015-09-04,163.779999,165.259995,162.5,163.869995,557500,161.001462
2015-09-08,166.449997,167.179993,164.759995,165.669998,851200,162.769956
2015-09-09,167.589996,168.490005,164.679993,165.070007,903300,162.180468
2015-09-10,164.809998,164.970001,160.289993,162.130005,967600,159.29193
2015-09-11,161.649994,163.610001,161.279999,163.039993,683700,160.18599
2015-09-14,162.690002,163.570007,160.779999,161.550003,459100,158.722081
2015-09-15,164.100006,168.759995,163.550003,167.460007,969300,164.528631
2015-09-16,168.229996,168.339996,164.929993,168.080002,696200,165.137773
2015-09-17,168.100006,171.289993,167.119995,168.460007,740400,165.511126
2015-09-18,166.160004,168.020004,163.360001,164.100006,1050100,161.227447
2015-09-21,164.949997,165.270004,161.279999,162.660004,668500,159.812652
2015-09-22,161.020004,161.600006,156.279999,157.929993,1108400,155.165439
2015-09-23,158.070007,159.699997,156.649994,157.929993,707500,155.165439
2015-09-24,156.899994,157.429993,153.410004,156.479996,1057200,153.740824
2015-09-25,158.300003,158.770004,153.729996,154.949997,735100,152.237608
2015-09-28,153.080002,153.639999,146.979996,147.190002,1159600,144.613452
2015-09-29,146.509995,148.139999,143.75,145.460007,1081500,142.913739
2015-09-30,146.490005,147.75,143.779999,147.259995,926000,144.682219
2015-10-01,147.210007,148.679993,145.270004,148.089996,972700,145.497691
2015-10-02,146.479996,148.839996,144.470001,148.600006,900900,145.998773
2015-10-05,149.979996,156.639999,149.979996,156.110001,1439900,153.377306
2015-10-06,154.919998,156.289993,151.559998,154.240005,991000,151.540045
2015-10-07,154.970001,159.100006,154.289993,157.699997,740300,154.939469
2015-10-08,157.089996,160.979996,156.639999,160.229996,508100,157.425181
2015-10-09,159.830002,160.960007,156.809998,158.649994,648200,155.872837
2015-10-12,158.979996,159.169998,157.460007,158.869995,253200,156.088987
2015-10-13,157.0,158.919998,155.080002,155.220001,949600,152.502886
2015-10-14,155.279999,156.020004,150.160004,151.509995,868100,148.857823
2015-10-15,151.75,154.729996,149.190002,154.649994,955100,151.942857
2015-10-16,155.710007,157.320007,153.050003,156.770004,844900,154.025756
2015-10-19,156.309998,156.690002,154.169998,156.270004,712600,153.534509
2015-10-20,155.919998,156.639999,153.149994,155.559998,808700,152.836931
2015-10-21,156.570007,158.5,152.440002,152.860001,933000,150.184197
2015-10-22,153.259995,160.520004,152.869995,159.809998,1626400,157.012535
2015-10-23,166.169998,167.660004,140.5,145.899994,6520100,143.346025
2015-10-26,147.690002,151.869995,146.330002,150.169998,2037600,147.541283
2015-10-27,149.899994,154.550003,148.039993,153.690002,1479800,150.99967
2015-10-28,153.800003,158.089996,153.419998,157.839996,1629100,155.077018
2015-10-29,157.330002,163.029999,156.360001,162.699997,2076200,159.851945
2015-10-30,162.490005,164.889999,160.089996,160.139999,1604400,157.33676
2015-11-02,160.940002,162.020004,159.449997,161.199997,943900,158.378202
2015-11-03,161.220001,161.949997,158.729996,160.889999,759400,158.073631
2015-11-04,160.940002,161.520004,158.75,160.990005,714900,158.171887
2015-11-05,161.020004,161.479996,156.710007,158.660004,1027700,155.882671
2015-11-06,158.0,158.600006,152.350006,156.449997,1239100,153.711351
2015-11-09,155.330002,156.990005,153.550003,155.5,698000,152.777983
2015-11-10,155.050003,157.029999,153.240005,156.850006,478900,154.104358
2015-11-11,156.619995,159.350006,156.050003,158.919998,646100,156.138115
2015-11-12,157.160004,157.160004,155.100006,155.5,800800,152.777983
2015-11-13,154.429993,156.029999,150.410004,151.070007,803100,148.425537
2015-11-16,151.289993,155.100006,150.440002,154.699997,1043900,151.991984
2015-11-17,156.830002,161.080002,156.169998,157.270004,935000,154.517004
2015-11-18,157.279999,158.660004,155.509995,158.050003,753800,156.177092
2015-11-19,158.75,160.089996,158.089996,159.720001,635000,157.8273
2015-11-20,160.389999,162.449997,159.210007,162.270004,843100,160.347085
2015-11-23,165.080002,166.899994,163.630005,164.479996,1044400,162.530888
2015-11-24,163.380005,165.669998,163.059998,164.690002,665700,162.738406
2015-11-25,164.889999,167.380005,164.050003,166.820007,592300,164.84317
2015-11-27,166.5,167.720001,165.520004,166.289993,305400,164.319437
2015-11-30,166.490005,167.380005,162.240005,162.520004,731700,160.594123
2015-12-01,163.649994,164.610001,161.449997,163.259995,659300,161.325344
2015-12-02,163.800003,164.050003,160.589996,161.410004,753000,159.497276
2015-12-03,162.210007,162.210007,155.009995,157.610001,916800,155.742303
2015-12-04,157.729996,161.0,157.440002,160.190002,1005700,158.291732
2015-12-07,159.479996,160.210007,155.039993,157.860001,877100,155.989341
2015-12-08,156.5,159.429993,156.5,157.660004,758300,155.791714
2015-12-09,155.940002,156.270004,147.5,148.25,1776600,146.49322
2015-12-10,148.75,150.440002,146.759995,149.169998,991400,147.402316
2015-12-11,146.740005,148.589996,145.839996,146.100006,1012700,144.368704
2015-12-14,146.610001,147.929993,142.789993,144.029999,990700,142.323226
2015-12-15,145.100006,146.889999,143.860001,145.039993,824100,143.321252
2015-12-16,146.729996,153.630005,146.009995,153.100006,1462500,151.285753
2015-12-17,153.350006,154.350006,146.970001,147.029999,811000,145.287676
2015-12-18,146.089996,146.75,142.179993,142.270004,1805300,140.584088
2015-12-21,142.990005,146.690002,142.990005,146.580002,941100,144.843011
2015-12-22,147.080002,147.320007,143.029999,146.940002,958000,145.198746
2015-12-23,148.059998,150.279999,146.759995,150.139999,681500,148.360823
2015-12-24,150.039993,150.720001,148.880005,149.570007,313900,147.797585
2015-12-28,149.059998,149.770004,146.449997,148.979996,601300,147.214565
2015-12-29,150.059998,150.529999,147.460007,150.160004,643300,148.38059
2015-12-30,149.369995,150.179993,147.5,148.570007,444700,146.809435
2015-12-31,148.119995,148.75,146.850006,146.869995,379300,145.129568
2016-01-04,144.399994,148.190002,142.600006,148.089996,1097700,146.335112
2016-01-05,148.649994,149.660004,144.639999,144.899994,984100,143.182912
2016-01-06,142.789993,144.470001,140.399994,141.199997,892400,139.52676
2016-01-07,138.279999,140.669998,137.529999,137.649994,1274600,136.018825
2016-01-08,139.119995,139.869995,135.259995,135.559998,815300,133.953596
2016-01-11,136.490005,137.449997,132.449997,134.410004,937100,132.817229
2016-01-12,135.759995,136.350006,131.380005,134.309998,801000,132.718408
