Date,Open_MNK,High_MNK,Low_MNK,Close_MNK,Volume_MNK,AdjClose_MNK
2015-09-03,85.019997,85.879997,82.169998,82.779999,1541100,82.779999
2015-09-04,82.220001,83.93,81.800003,82.860001,1264300,82.860001
2015-09-08,84.730003,85.699997,83.93,85.5,1359800,85.5
2015-09-09,86.169998,87.279999,83.379997,83.620003,1362500,83.620003
2015-09-10,83.620003,84.919998,82.800003,83.0,1002600,83.0
2015-09-11,82.739998,82.849998,80.779999,82.080002,1374800,82.080002
2015-09-14,82.269997,82.610001,81.029999,81.690002,871600,81.690002
2015-09-15,82.0,83.5,81.199997,83.300003,982400,83.300003
2015-09-16,83.089996,84.279999,82.239998,83.610001,1383400,83.610001
2015-09-17,83.68,86.059998,83.029999,84.949997,1526800,84.949997
2015-09-18,83.919998,83.919998,81.68,82.099998,2580800,82.099998
2015-09-21,81.75,81.75,72.809998,73.870003,6822200,73.870003
2015-09-22,72.839996,75.510002,72.0,72.900002,3532100,72.900002
2015-09-23,73.25,73.919998,71.440002,71.639999,1282200,71.639999
2015-09-24,70.690002,70.959999,67.309998,70.139999,3066900,70.139999
2015-09-25,71.080002,71.099998,67.57,68.449997,2480300,68.449997
2015-09-28,68.190002,68.760002,58.279999,59.799999,8874400,59.799999
2015-09-29,59.57,61.689999,56.57,57.959999,6621400,57.959999
2015-09-30,59.709999,64.220001,59.450001,63.939999,4831200,63.939999
2015-10-01,63.93,64.199997,61.369999,63.48,4081800,63.48
2015-10-02,61.75,65.879997,61.630001,65.870003,3937900,65.870003
2015-10-05,66.309998,66.860001,61.259998,61.41,3862500,61.41
2015-10-06,63.139999,66.5,59.720001,62.98,6270200,62.98
2015-10-07,63.200001,66.279999,61.849998,65.269997,3871900,65.269997
2015-10-08,64.870003,69.379997,64.589996,68.540001,3795700,68.540001
2015-10-09,69.0,69.18,66.129997,66.730003,2360000,66.730003
2015-10-12,66.75,67.25,64.629997,65.889999,1379600,65.889999
2015-10-13,65.699997,67.349998,64.839996,64.989998,2555200,64.989998
2015-10-14,65.879997,67.370003,64.260002,65.580002,2089400,65.580002
2015-10-15,62.889999,67.190002,62.400002,66.900002,2425200,66.900002
2015-10-16,67.290001,68.68,66.779999,68.129997,1736900,68.129997
2015-10-19,67.699997,68.489998,66.5,67.620003,2229500,67.620003
2015-10-20,67.190002,67.470001,63.450001,64.07,3911200,64.07
2015-10-21,64.389999,64.709999,55.299999,60.48,5930300,60.48
2015-10-22,60.57,60.970001,56.16,58.610001,4354500,58.610001
2015-10-23,59.57,69.690002,59.57,65.75,4520400,65.75
2015-10-26,65.110001,67.720001,63.689999,66.959999,3311700,66.959999
2015-10-27,67.089996,68.389999,65.300003,67.900002,2148200,67.900002
2015-10-28,67.57,73.279999,67.029999,70.089996,2962800,70.089996
2015-10-29,70.089996,73.68,69.43,69.989998,2276200,69.989998
2015-10-30,69.910004,70.709999,65.550003,65.669998,2714200,65.669998
2015-11-02,66.480003,69.099998,66.410004,67.790001,2231800,67.790001
2015-11-03,67.919998,70.510002,67.059998,70.309998,1562400,70.309998
2015-11-04,70.410004,73.360001,69.599998,70.629997,2187100,70.629997
2015-11-05,70.339996,71.419998,65.459999,66.510002,2715700,66.510002
2015-11-06,67.349998,70.349998,65.769997,69.889999,2433700,69.889999
2015-11-09,70.0,70.209999,52.009998,58.009998,12305200,58.009998
2015-11-10,57.57,64.68,54.169998,62.580002,14017300,62.580002
2015-11-11,61.759998,62.939999,56.25,57.119999,5374100,57.119999
2015-11-12,56.189999,56.360001,52.59,53.41,7330800,53.41
2015-11-13,53.220001,57.68,53.07,56.939999,3865500,56.939999
2015-11-16,56.5,58.959999,55.369999,57.220001,2891500,57.220001
2015-11-17,57.130001,60.709999,55.23,57.5,2504500,57.5
2015-11-18,56.450001,57.799999,55.560001,57.610001,3080400,57.610001
2015-11-19,58.150002,60.540001,56.459999,60.080002,3360100,60.080002
2015-11-20,59.810001,62.990002,59.599998,61.0,2474500,61.0
2015-11-23,65.800003,66.93,63.389999,66.099998,6017100,66.099998
2015-11-24,65.040001,67.620003,65.0,66.089996,2495100,66.089996
2015-11-25,65.989998,67.980003,65.910004,66.059998,1654100,66.059998
2015-11-27,66.32,67.300003,66.150002,66.290001,735700,66.290001
2015-11-30,66.400002,68.519997,65.199997,67.910004,2237600,67.910004
2015-12-01,68.449997,71.510002,67.419998,71.480003,3026600,71.480003
2015-12-02,71.239998,74.480003,71.120003,72.360001,3872700,72.360001
2015-12-03,74.339996,76.5,71.730003,72.199997,6093200,72.199997
2015-12-04,72.300003,74.830002,71.949997,74.730003,2255200,74.730003
2015-12-07,74.980003,75.93,71.349998,74.730003,3243900,74.730003
2015-12-08,73.440002,73.760002,69.769997,72.150002,3154500,72.150002
2015-12-09,71.830002,73.199997,69.919998,70.879997,2700900,70.879997
2015-12-10,70.919998,71.919998,70.080002,71.239998,1464900,71.239998
2015-12-11,70.150002,71.010002,67.459999,69.370003,2069600,69.370003
2015-12-14,69.699997,71.540001,66.980003,69.220001,1618300,69.220001
2015-12-15,70.870003,74.279999,70.699997,73.639999,2573900,73.639999
2015-12-16,73.949997,74.82,72.32,74.449997,1619900,74.449997
2015-12-17,74.43,74.790001,70.279999,71.620003,1798400,71.620003
2015-12-18,71.620003,73.220001,70.870003,71.239998,1680500,71.239998
2015-12-21,71.940002,72.389999,70.550003,71.639999,1266200,71.639999
2015-12-22,72.529999,74.940002,72.019997,74.760002,1235100,74.760002
2015-12-23,75.260002,77.57,75.029999,76.660004,1389200,76.660004
2015-12-24,76.169998,77.190002,76.080002,76.400002,631900,76.400002
2015-12-28,75.610001,76.660004,73.82,74.279999,1081800,74.279999
2015-12-29,74.800003,74.940002,73.730003,74.129997,728000,74.129997
2015-12-30,74.230003,77.239998,74.150002,75.879997,897800,75.879997
2015-12-31,75.129997,76.0,74.25,74.629997,1100700,74.629997
2016-01-04,73.239998,74.089996,71.410004,72.610001,1901900,72.610001
2016-01-05,72.959999,74.389999,72.120003,73.199997,1432900,73.199997
2016-01-06,71.989998,73.260002,69.110001,70.269997,1832000,70.269997
2016-01-07,68.190002,69.510002,66.040001,66.849998,1757400,66.849998
2016-01-08,67.599998,68.709999,64.82,65.099998,2268400,65.099998
2016-01-11,65.230003,66.389999,62.040001,65.169998,3104200,65.169998
2016-01-12,65.669998,69.010002,63.41,65.970001,2244300,65.970001
2016-01-13,66.440002,67.93,61.630001,61.830002,1873500,61.830002
2016-01-14,62.049999,66.650002,58.549999,65.720001,2406600,65.720001
2016-01-15,63.849998,66.080002,62.549999,65.800003,2309500,65.800003
2016-01-19,67.190002,67.449997,62.150002,64.43,1926100,64.43
2016-01-20,62.689999,65.940002,61.25,64.639999,1547800,64.639999
2016-01-21,64.879997,66.720001,63.139999,63.66,1244600,63.66
2016-01-22,65.099998,66.370003,63.5,64.300003,1329000,64.300003
2016-01-25,64.209999,64.989998,62.689999,63.470001,1150600,63.470001
2016-01-26,63.669998,64.830002,61.5,64.309998,1176100,64.309998
2016-01-27,64.279999,65.970001,61.889999,62.360001,1698500,62.360001
2016-01-28,63.439999,63.490002,56.490002,57.299999,2881000,57.299999
2016-01-29,58.099998,59.389999,56.950001,58.09,2877200,58.09
2016-02-01,57.720001,63.049999,57.5,62.16,2530700,62.16
2016-02-02,65.0,68.18,62.68,65.709999,6043900,65.709999
2016-02-03,66.830002,68.849998,64.269997,68.32,3971000,68.32
2016-02-04,68.0,71.18,67.610001,68.800003,2262400,68.800003
2016-02-05,69.220001,71.419998,68.830002,69.480003,2827500,69.480003
2016-02-08,68.599998,68.669998,63.099998,65.139999,2504600,65.139999
2016-02-09,64.260002,66.610001,60.630001,63.009998,3591200,63.009998
2016-02-10,63.919998,65.419998,62.110001,62.490002,2365900,62.490002
2016-02-11,61.130001,61.740002,59.400002,60.52,2375500,60.52
2016-02-12,60.52,63.009998,58.860001,62.349998,1935100,62.349998
2016-02-16,63.889999,64.290001,62.400002,64.220001,1622700,64.220001
2016-02-17,65.639999,68.080002,64.839996,67.330002,1708400,67.330002
2016-02-18,67.089996,67.32,64.629997,66.199997,1368100,66.199997
2016-02-19,66.209999,66.889999,64.0,64.739998,1426600,64.739998
2016-02-22,65.639999,65.980003,63.68,65.269997,2061100,65.269997
2016-02-23,65.0,67.559998,64.980003,65.339996,1137500,65.339996
2016-02-24,64.32,66.400002,63.119999,66.260002,1636900,66.260002
2016-02-25,66.519997,68.690002,65.900002,67.32,1212200,67.32
2016-02-26,67.830002,70.57,67.309998,69.239998,1848400,69.239998
2016-02-29,68.050003,68.879997,64.610001,65.029999,3438300,65.029999
2016-03-01,65.620003,65.879997,63.369999,65.650002,3064200,65.650002
2016-03-02,65.580002,66.82,64.809998,66.470001,1499400,66.470001
2016-03-03,65.470001,65.550003,62.900002,63.59,1711300,63.59
2016-03-04,63.540001,64.309998,61.540001,62.150002,1720100,62.150002
2016-03-07,62.099998,67.230003,61.130001,64.919998,1769500,64.919998
2016-03-08,64.839996,64.839996,61.779999,61.919998,2018500,61.919998
2016-03-09,62.189999,64.300003,61.919998,63.43,1905600,63.43
2016-03-10,63.459999,64.360001,62.099998,63.5,1537800,63.5
2016-03-11,64.790001,69.080002,64.459999,68.970001,2817100,68.970001
2016-03-14,68.779999,69.860001,67.580002,69.610001,1788700,69.610001
2016-03-15,67.779999,67.779999,57.689999,59.509998,9927400,59.509998
2016-03-16,58.25,59.139999,50.900002,55.689999,18441900,55.689999
2016-03-17,56.360001,56.709999,51.040001,53.419998,8545700,53.419998
2016-03-18,53.310001,57.0,51.139999,54.619999,8880400,54.619999
2016-03-21,54.93,59.779999,54.529999,58.959999,4499000,58.959999
2016-03-22,57.830002,61.830002,57.209999,61.049999,3062200,61.049999
2016-03-23,60.970001,61.939999,59.610001,60.439999,1975700,60.439999
2016-03-24,59.68,61.459999,58.66,60.060001,2265300,60.060001
2016-03-28,60.669998,61.25,58.43,58.98,2256500,58.98
2016-03-29,58.389999,61.470001,57.619999,61.360001,2097900,61.360001
2016-03-30,61.73,62.369999,59.830002,59.91,1526300,59.91
2016-03-31,60.650002,62.0,58.93,61.279999,1793100,61.279999
2016-04-01,60.23,64.919998,60.23,64.309998,2552100,64.309998
2016-04-04,64.18,64.589996,63.040001,63.75,2466100,63.75
2016-04-05,63.650002,65.199997,62.380001,62.5,2309600,62.5
2016-04-06,62.5,65.400002,61.349998,65.230003,2317700,65.230003
2016-04-07,65.400002,66.419998,63.380001,64.260002,2053600,64.260002
2016-04-08,64.93,65.5,63.099998,63.290001,1766600,63.290001
2016-04-11,63.450001,63.450001,61.009998,61.150002,1933900,61.150002
2016-04-12,60.25,60.360001,56.849998,58.400002,3103400,58.400002
2016-04-13,58.790001,60.66,57.68,60.130001,2459800,60.130001
2016-04-14,59.950001,60.470001,58.66,58.919998,1511600,58.919998
2016-04-15,59.119999,60.360001,59.0,59.110001,2011100,59.110001
2016-04-18,58.669998,60.490002,58.16,60.369999,1759400,60.369999
2016-04-19,60.669998,62.959999,60.529999,61.860001,2063100,61.860001
2016-04-20,61.84,63.490002,60.849998,61.779999,2011400,61.779999
2016-04-21,61.610001,65.709999,61.610001,64.699997,3223700,64.699997
2016-04-22,65.220001,68.0,65.019997,66.269997,2338100,66.269997
2016-04-25,65.440002,65.720001,64.019997,64.089996,1789400,64.089996
2016-04-26,64.410004,65.620003,63.490002,65.370003,1292400,65.370003
2016-04-27,65.349998,66.139999,65.0,65.389999,1176800,65.389999
2016-04-28,65.239998,66.360001,63.57,63.810001,1469700,63.810001
2016-04-29,63.669998,63.740002,60.880001,62.52,2021700,62.52
2016-05-02,62.439999,62.959999,59.970001,60.709999,3194600,60.709999
2016-05-03,67.489998,68.400002,63.470001,64.839996,5548900,64.839996
2016-05-04,64.080002,64.389999,61.869999,63.080002,2599400,63.080002
2016-05-05,62.630001,62.66,59.959999,60.82,2395600,60.82
2016-05-06,59.02,59.529999,54.52,56.400002,6798400,56.400002
2016-05-09,57.290001,60.27,57.139999,59.849998,2676700,59.849998
2016-05-10,60.369999,62.029999,58.93,59.790001,2729000,59.790001
2016-05-11,59.630001,61.689999,57.720001,57.75,2360700,57.75
2016-05-12,58.139999,58.959999,56.32,57.419998,2388700,57.419998
2016-05-13,57.27,58.790001,56.849998,58.400002,1449800,58.400002
2016-05-16,58.400002,59.869999,57.450001,59.740002,1590200,59.740002
2016-05-17,59.439999,62.389999,58.799999,61.990002,6278000,61.990002
2016-05-18,61.75,63.119999,60.200001,60.57,2023200,60.57
2016-05-19,59.93,61.299999,58.419998,58.970001,1818900,58.970001
2016-05-20,59.43,61.119999,58.639999,61.029999,1699100,61.029999
2016-05-23,61.209999,61.790001,59.110001,59.23,1649700,59.23
2016-05-24,59.580002,61.220001,58.959999,60.869999,1153800,60.869999
2016-05-25,60.91,61.43,59.700001,60.610001,1846600,60.610001
2016-05-26,60.790001,61.73,60.279999,61.48,1438500,61.48
2016-05-27,61.959999,63.560001,61.889999,62.830002,1369500,62.830002
2016-05-31,63.07,64.190002,62.82,63.360001,1933900,63.360001
2016-06-01,63.330002,65.660004,62.57,65.190002,1684200,65.190002
2016-06-02,65.300003,67.050003,64.760002,65.900002,1573600,65.900002
2016-06-03,65.559998,65.559998,63.610001,65.110001,1005100,65.110001
