Date,Open_NSC,High_NSC,Low_NSC,Close_NSC,Volume_NSC,AdjClose_NSC
2016-02-24,72.529999,74.239998,72.010002,73.940002,781400,73.450609
2016-02-25,74.230003,74.970001,72.639999,73.669998,977900,73.182391
2016-02-26,73.949997,76.150002,73.790001,74.699997,1333000,74.205573
2016-02-29,74.690002,75.379997,73.160004,73.169998,1536800,72.685701
2016-03-01,73.690002,75.68,73.309998,75.309998,1852600,74.811536
2016-03-02,76.07,77.43,75.650002,76.400002,1730500,75.894325
2016-03-03,76.470001,78.470001,76.470001,77.0,1616500,76.490353
2016-03-04,77.25,78.690002,77.239998,77.400002,1116300,76.887707
2016-03-07,77.040001,79.989998,76.699997,79.720001,3191600,79.192351
2016-03-08,79.370003,79.720001,75.959999,76.360001,5996200,75.854589
2016-03-09,76.970001,77.5,75.269997,75.75,2479000,75.248626
2016-03-10,76.860001,77.050003,74.699997,75.760002,2232000,75.258562
2016-03-11,76.669998,79.309998,76.209999,79.010002,1851400,78.487051
2016-03-14,78.309998,80.040001,78.239998,78.970001,1538100,78.447315
2016-03-15,78.269997,79.089996,77.300003,79.0,987200,78.477115
2016-03-16,78.599998,81.410004,77.580002,80.989998,1461000,80.453941
2016-03-17,80.970001,82.989998,80.290001,82.800003,1670500,82.251967
2016-03-18,83.110001,84.57,83.110001,84.019997,3346500,83.463885
2016-03-21,83.739998,85.239998,83.230003,84.040001,1019800,83.483757
2016-03-22,83.370003,85.25,83.269997,84.300003,1808700,83.742038
2016-03-23,84.370003,84.540001,82.739998,82.860001,1101200,82.311567
2016-03-24,82.190002,83.919998,81.400002,83.870003,640200,83.314884
2016-03-28,83.779999,83.779999,80.870003,81.75,1539100,81.208913
2016-03-29,81.139999,83.330002,80.489998,82.800003,874900,82.251967
2016-03-30,83.32,86.660004,83.239998,84.75,1814900,84.189057
2016-03-31,84.410004,84.410004,83.150002,83.25,1576100,82.698985
2016-04-01,82.43,83.449997,81.839996,82.970001,1391700,82.42084
2016-04-04,83.129997,84.089996,82.419998,82.489998,935200,81.944013
2016-04-05,81.75,82.110001,80.82,81.199997,1119600,80.662551
2016-04-06,80.940002,81.489998,79.519997,81.150002,1065600,80.612886
2016-04-07,80.690002,81.870003,79.75,80.099998,1657100,79.569833
2016-04-08,80.650002,82.57,80.650002,81.489998,1805400,80.950632
2016-04-11,79.120003,81.18,78.150002,79.279999,3142900,78.75526
2016-04-12,79.440002,79.690002,78.220001,78.720001,2634100,78.198969
2016-04-13,79.440002,81.760002,79.309998,81.139999,4334200,80.60295
2016-04-14,81.489998,82.43,81.199997,82.139999,1877400,81.596331
2016-04-15,82.32,82.599998,81.379997,81.629997,1476100,81.089705
2016-04-18,81.599998,82.220001,80.699997,81.540001,1769200,81.000304
2016-04-19,82.43,83.389999,82.139999,82.769997,2321200,82.222159
2016-04-20,82.959999,83.540001,82.129997,83.160004,1608300,82.609584
2016-04-21,83.269997,84.0,82.57,82.629997,2020300,82.083086
2016-04-22,89.309998,91.43,88.330002,91.330002,6173300,90.725507
2016-04-25,91.25,91.370003,89.449997,91.370003,2571300,90.765243
2016-04-26,91.160004,93.910004,90.910004,93.050003,2475300,92.434124
2016-04-27,92.989998,94.099998,92.199997,93.230003,1742800,92.612933
2016-04-28,92.790001,93.720001,91.75,91.980003,1085500,91.371206
2016-04-29,91.57,91.970001,89.5,90.110001,2555900,89.513581
2016-05-02,90.82,91.050003,89.910004,90.720001,1390100,90.119544
2016-05-03,90.519997,90.519997,88.089996,89.139999,1828000,88.55
2016-05-04,87.980003,89.480003,87.980003,88.870003,1608000,88.870003
2016-05-05,89.150002,90.239998,88.68,88.949997,1217800,88.949997
2016-05-06,87.959999,89.940002,87.82,89.660004,1292500,89.660004
2016-05-09,89.169998,89.790001,87.989998,88.279999,1641600,88.279999
2016-05-10,88.720001,90.699997,88.290001,90.309998,1197200,90.309998
2016-05-11,90.07,90.5,88.800003,88.82,1426800,88.82
2016-05-12,89.220001,89.629997,87.629997,88.18,1313300,88.18
2016-05-13,87.809998,88.629997,85.290001,85.970001,1825000,85.970001
2016-05-16,86.0,87.629997,86.0,86.239998,1585000,86.239998
2016-05-17,86.110001,88.0,85.699997,85.860001,2169500,85.860001
2016-05-18,85.650002,87.769997,84.599998,85.510002,2083100,85.510002
2016-05-19,85.519997,85.839996,83.669998,84.330002,1598900,84.330002
2016-05-20,84.790001,85.75,84.540001,85.440002,1418800,85.440002
2016-05-23,85.360001,85.790001,84.440002,84.690002,1669600,84.690002
2016-05-24,85.0,85.440002,81.480003,82.230003,3320100,82.230003
2016-05-25,82.300003,83.75,82.150002,83.309998,3812500,83.309998
2016-05-26,83.459999,84.279999,82.849998,83.830002,1603700,83.830002
2016-05-27,83.940002,84.349998,83.220001,84.0,999400,84.0
2016-05-31,83.970001,85.650002,83.160004,84.059998,1582400,84.059998
2016-06-01,83.300003,83.410004,81.790001,83.010002,1525700,83.010002
2016-06-02,82.599998,83.230003,82.059998,83.169998,1003600,83.169998
2016-06-03,82.580002,83.470001,81.910004,83.110001,1554800,83.110001
