Date,Open_LYB,High_LYB,Low_LYB,Close_LYB,Volume_LYB,AdjClose_LYB
2015-08-06,91.400002,92.099998,90.010002,90.18,3443100,86.802946
2015-08-07,89.800003,90.519997,86.870003,86.989998,4421800,83.732403
2015-08-10,87.5,91.5,86.360001,91.419998,4384200,87.996509
2015-08-11,89.269997,89.550003,88.150002,89.360001,3525400,86.013654
2015-08-12,87.93,89.82,87.300003,89.379997,3899300,86.032901
2015-08-13,89.489998,89.879997,88.489998,89.279999,3137300,85.936648
2015-08-14,89.089996,90.099998,86.550003,87.110001,4581000,83.847911
2015-08-17,86.760002,87.699997,85.5,87.32,3411200,84.050047
2015-08-18,87.190002,87.690002,85.919998,86.18,3215300,82.952738
2015-08-19,85.309998,85.690002,82.800003,84.93,5802000,81.749548
2015-08-20,84.480003,85.760002,83.790001,83.910004,4695800,80.767748
2015-08-21,82.860001,83.470001,80.150002,80.25,6246500,77.969584
2015-08-24,75.0,80.690002,72.760002,77.25,7916800,75.054833
2015-08-25,81.75,82.230003,77.650002,77.720001,7428200,75.511479
2015-08-26,80.769997,81.580002,79.739998,80.900002,7122200,78.601115
2015-08-27,83.0,85.940002,82.610001,85.260002,6441000,82.83722
2015-08-28,84.019997,86.349998,84.019997,85.43,4249100,83.002388
2015-08-31,83.239998,86.169998,82.5,85.379997,3472500,82.953806
2015-09-01,82.309998,84.82,81.110001,81.550003,4562700,79.232646
2015-09-02,82.980003,82.980003,80.940002,82.760002,3565800,80.408261
2015-09-03,83.339996,84.129997,82.150002,82.690002,3706800,80.340251
2015-09-04,80.82,81.760002,79.779999,80.25,4031700,77.969584
2015-09-08,81.889999,83.5,81.699997,83.169998,3429000,80.806607
2015-09-09,85.010002,86.080002,82.660004,83.120003,5653900,80.758032
2015-09-10,82.879997,85.029999,82.779999,84.110001,3701000,81.719898
2015-09-11,83.489998,83.970001,82.620003,83.769997,3845200,81.389555
2015-09-14,83.68,83.730003,81.650002,82.389999,3496100,80.048773
2015-09-15,82.800003,84.410004,82.650002,83.779999,3989700,81.399273
2015-09-16,84.300003,87.419998,83.669998,87.300003,3935700,84.819252
2015-09-17,86.269997,87.620003,85.860001,86.199997,4302200,83.750504
2015-09-18,84.529999,85.769997,84.010002,85.690002,6854800,83.255001
2015-09-21,86.220001,87.510002,85.739998,86.760002,3102100,84.294596
2015-09-22,85.019997,85.690002,84.019997,84.93,3770900,82.516596
2015-09-23,84.93,85.860001,83.089996,83.199997,3066200,80.835753
2015-09-24,82.160004,84.300003,80.82,83.849998,4057700,81.467284
2015-09-25,85.050003,85.230003,83.669998,84.510002,2758900,82.108533
2015-09-28,83.489998,83.660004,80.220001,80.599998,3504700,78.309637
2015-09-29,80.839996,81.900002,80.139999,80.959999,3733000,78.659408
2015-09-30,82.330002,84.059998,81.959999,83.360001,3580500,80.99121
2015-10-01,84.720001,87.040001,84.129997,85.980003,5318500,83.536762
2015-10-02,83.93,88.470001,83.839996,88.43,2967800,85.917138
2015-10-05,89.489998,91.290001,89.370003,90.550003,4334000,87.976898
2015-10-06,90.879997,94.57,90.529999,93.629997,4996400,90.96937
2015-10-07,95.230003,96.629997,92.769997,95.589996,5468700,92.873673
2015-10-08,95.57,97.510002,95.160004,97.5,3712300,94.729401
2015-10-09,98.150002,98.25,94.730003,95.449997,5172600,92.737652
2015-10-12,94.709999,94.790001,91.959999,92.68,4156200,90.046369
2015-10-13,92.129997,94.440002,91.739998,92.279999,4469500,89.657734
2015-10-14,92.5,94.529999,92.0,94.150002,2982000,91.474598
2015-10-15,93.75,94.150002,91.489998,93.400002,4289700,90.74591
2015-10-16,94.660004,95.239998,92.529999,94.160004,3310700,91.484316
2015-10-19,93.449997,93.709999,92.400002,93.360001,3647900,90.707046
2015-10-20,93.330002,95.400002,92.739998,93.339996,3158600,90.68761
2015-10-21,93.93,94.0,90.839996,91.25,4963400,88.657004
2015-10-22,93.269997,94.610001,92.919998,94.510002,5116200,91.824369
2015-10-23,95.160004,95.5,90.75,94.160004,5286700,91.484316
2015-10-26,93.839996,94.540001,92.400002,92.410004,3254700,89.784044
2015-10-27,91.389999,92.389999,89.650002,90.43,5199200,87.860306
2015-10-28,90.910004,92.980003,90.239998,92.150002,5376500,89.531431
2015-10-29,91.580002,92.470001,91.559998,92.0,3095500,89.385692
2015-10-30,92.279999,93.57,91.629997,92.910004,5478900,90.269836
2015-11-02,92.690002,94.290001,92.260002,93.620003,3314700,90.95966
2015-11-03,93.589996,96.199997,93.5,95.309998,4619900,92.601631
2015-11-04,95.580002,96.5,94.970001,95.419998,4021000,92.708506
2015-11-05,94.830002,95.82,93.879997,94.989998,3028900,92.290725
2015-11-06,94.550003,96.220001,94.199997,96.18,3653000,93.446911
2015-11-09,95.779999,96.779999,94.230003,94.489998,2484700,91.804933
2015-11-10,94.330002,94.720001,92.129997,93.470001,2729800,90.813921
2015-11-11,93.779999,94.43,92.339996,92.529999,2149900,89.90063
2015-11-12,90.75,91.0,88.769997,90.050003,4101900,87.491107
2015-11-13,90.099998,92.279999,90.080002,91.779999,3130500,89.171942
2015-11-16,91.849998,94.519997,91.629997,94.419998,2861700,91.736922
2015-11-17,94.0,95.370003,93.0,93.989998,2828000,91.319141
2015-11-18,94.379997,95.120003,93.989998,95.07,2870300,92.368453
2015-11-19,94.849998,95.099998,92.900002,93.120003,2332300,91.222298
2015-11-20,93.449997,94.93,93.139999,93.290001,2252500,91.388832
2015-11-23,93.620003,95.089996,93.599998,94.419998,2672200,92.495801
2015-11-24,94.269997,96.82,93.93,96.32,3666000,94.357082
2015-11-25,96.019997,96.870003,95.269997,95.949997,2031800,93.99462
2015-11-27,94.480003,95.889999,94.480003,95.160004,1115100,93.220726
2015-11-30,95.610001,96.800003,95.410004,95.82,2828400,93.867272
2015-12-01,96.0,97.199997,95.709999,97.080002,3352500,95.101596
2015-12-02,96.370003,96.82,94.5,95.080002,2541500,93.142354
2015-12-03,95.660004,96.300003,94.279999,95.169998,3879900,93.230517
2015-12-04,94.940002,96.639999,93.889999,96.330002,3582900,94.366881
2015-12-07,95.5,95.629997,89.57,90.489998,5429100,88.645891
2015-12-08,88.699997,89.370003,85.82,87.370003,7115000,85.589478
2015-12-09,88.25,90.970001,87.410004,88.830002,6489800,87.019724
2015-12-10,88.300003,88.949997,87.139999,87.5,2526100,85.716826
2015-12-11,86.0,87.230003,85.199997,85.580002,4169100,83.835956
2015-12-14,85.339996,85.809998,83.220001,85.720001,4247300,83.973103
2015-12-15,86.959999,89.309998,86.809998,88.050003,4147100,86.255621
2015-12-16,88.610001,90.129997,87.559998,88.93,3632400,87.117685
2015-12-17,89.300003,89.360001,87.360001,87.690002,2498600,85.902957
2015-12-18,87.440002,89.589996,87.059998,87.529999,6437700,85.746214
2015-12-21,87.970001,88.629997,86.309998,86.980003,3024700,85.207427
2015-12-22,88.059998,88.059998,86.629997,87.089996,2816800,85.315178
2015-12-23,88.169998,89.800003,87.720001,89.75,2862600,87.920973
2015-12-24,89.449997,89.889999,88.169998,88.169998,1314900,86.373171
2015-12-28,87.709999,87.870003,86.769997,86.919998,2168900,85.148645
2015-12-29,87.769997,89.0,87.769997,88.660004,2085100,86.85319
2015-12-30,88.07,88.790001,87.550003,87.760002,1240100,85.97153
2015-12-31,87.0,87.900002,86.879997,86.900002,1804400,85.129055
2016-01-04,86.279999,87.269997,85.550003,87.18,2657300,85.403348
2016-01-05,87.82,88.339996,86.25,87.639999,2333600,85.853973
2016-01-06,85.110001,85.57,82.660004,83.510002,3824000,81.808141
2016-01-07,82.379997,82.57,79.620003,80.089996,5271000,78.457832
2016-01-08,80.519997,81.529999,79.150002,79.589996,4011900,77.968022
2016-01-11,78.830002,78.980003,75.529999,76.330002,6074900,74.774463
2016-01-12,77.440002,78.269997,75.839996,78.150002,4539500,76.557373
2016-01-13,79.75,79.75,74.82,74.940002,5040500,73.412791
2016-01-14,74.910004,77.669998,73.940002,76.370003,4797900,74.813649
2016-01-15,74.720001,75.93,74.139999,74.980003,4970400,73.451976
2016-01-19,75.019997,75.970001,72.18,73.980003,5176100,72.472356
2016-01-20,71.739998,73.410004,69.099998,72.339996,5215700,70.86577
2016-01-21,72.43,74.790001,71.550003,74.589996,4437500,73.069917
2016-01-22,77.43,80.0,77.129997,78.489998,6191400,76.89044
2016-01-25,78.5,78.580002,75.800003,75.839996,4050100,74.294443
2016-01-26,76.440002,77.669998,75.550003,77.620003,3629700,76.038175
2016-01-27,77.209999,78.620003,76.019997,76.709999,2994100,75.146716
2016-01-28,78.75,80.190002,77.160004,77.389999,3831900,75.812859
2016-01-29,77.510002,78.510002,76.080002,77.970001,5172200,76.381041
2016-02-01,77.589996,77.959999,76.0,77.25,5507600,75.675713
2016-02-02,75.230003,76.279999,73.82,75.199997,5035900,73.667487
2016-02-03,75.389999,76.449997,71.5,75.480003,6170100,73.941787
2016-02-04,75.82,80.459999,75.82,79.660004,5640500,78.036602
2016-02-05,78.839996,81.349998,78.629997,79.75,5351900,78.124765
2016-02-08,78.309998,78.339996,73.139999,75.720001,5161600,74.176894
2016-02-09,75.0,76.470001,74.07,75.720001,3909400,74.176894
2016-02-10,75.589996,77.610001,74.550003,75.019997,2236800,73.491155
2016-02-11,73.300003,74.739998,72.150002,73.43,4018800,71.933561
2016-02-12,74.870003,76.529999,73.440002,76.459999,3533100,74.901811
2016-02-16,77.610001,78.389999,76.900002,77.93,3706600,76.341855
2016-02-17,79.0,81.040001,78.550003,79.099998,3789400,77.48801
2016-02-18,79.5,80.25,78.720001,80.199997,3711600,78.565591
2016-02-19,79.660004,80.0,77.93,78.139999,3250100,76.547574
2016-02-22,78.139999,81.389999,78.139999,80.559998,2729500,78.918255
2016-02-23,80.089996,80.309998,76.589996,77.0,2662100,75.430807
2016-02-24,76.0,78.410004,75.040001,78.25,3358200,76.655333
2016-02-25,77.459999,78.559998,76.330002,78.18,2567100,77.35787
2016-02-26,80.639999,81.160004,79.470001,80.169998,3526800,79.326941
2016-02-29,80.519997,82.010002,79.940002,80.209999,4193300,79.366521
2016-03-01,81.089996,81.610001,79.75,80.889999,3816800,80.039371
2016-03-02,81.360001,81.57,79.389999,80.43,3638600,79.584209
2016-03-03,80.169998,80.900002,79.720001,79.900002,3608300,79.059784
2016-03-04,80.389999,83.239998,79.75,82.0,5472400,81.137699
2016-03-07,82.120003,84.260002,81.93,84.239998,3567300,83.354141
2016-03-08,83.190002,84.080002,80.540001,80.580002,6366400,79.732633
2016-03-09,81.949997,82.919998,80.889999,82.589996,7156100,81.721491
2016-03-10,82.68,85.040001,82.360001,84.980003,4738600,84.086365
2016-03-11,86.489998,87.830002,86.25,87.480003,4436600,86.560075
2016-03-14,86.809998,87.449997,84.639999,84.75,4337400,83.85878
2016-03-15,83.699997,84.650002,82.519997,84.220001,4304400,83.334355
2016-03-16,83.300003,86.419998,83.300003,86.330002,3289100,85.422167
2016-03-17,86.550003,89.18,86.540001,88.599998,4898200,87.668293
2016-03-18,89.720001,89.989998,86.790001,87.620003,9606400,86.698602
2016-03-21,87.620003,88.160004,85.529999,86.199997,3486000,85.293529
2016-03-22,85.790001,86.699997,84.849998,86.07,2974800,85.164899
2016-03-23,85.849998,85.919998,84.260002,84.709999,3714200,83.8192
2016-03-24,83.610001,85.400002,83.290001,85.370003,2736400,84.472263
2016-03-28,85.529999,85.580002,84.660004,85.110001,1805400,84.214995
2016-03-29,84.379997,85.309998,83.650002,85.190002,2963100,84.294156
2016-03-30,85.900002,86.910004,85.389999,85.900002,2704600,84.996688
2016-03-31,86.07,87.230003,85.400002,85.580002,2413200,84.680054
2016-04-01,84.5,86.910004,83.580002,86.830002,2740600,85.916909
2016-04-04,86.739998,87.68,85.970001,86.160004,2082000,85.253956
2016-04-05,84.870003,85.290001,84.239998,84.870003,2559400,83.977521
2016-04-06,85.110001,86.339996,84.029999,86.230003,2850600,85.32322
2016-04-07,85.389999,86.099998,84.110001,84.389999,2166500,83.502565
2016-04-08,85.769997,86.769997,82.239998,83.870003,6172900,82.988037
2016-04-11,84.690002,86.650002,84.470001,85.190002,2582200,84.294156
2016-04-12,85.82,88.160004,85.449997,87.879997,3389800,86.955863
2016-04-13,88.690002,89.669998,87.610001,88.400002,3205200,87.470399
2016-04-14,89.370003,89.370003,87.900002,88.400002,1838000,87.470399
2016-04-15,88.75,89.309998,88.07,88.150002,2541100,87.223028
2016-04-18,88.150002,88.790001,85.330002,88.480003,2151500,87.549559
2016-04-19,89.129997,91.239998,89.129997,91.099998,3483400,90.142003
2016-04-20,90.809998,91.410004,90.129997,90.440002,2584300,89.488947
2016-04-21,90.889999,93.75,90.489998,90.690002,4673300,89.736318
2016-04-22,93.150002,93.150002,88.309998,90.199997,5242000,89.251466
2016-04-25,89.169998,90.0,87.949997,88.25,3272300,87.321975
2016-04-26,88.849998,90.07,88.580002,89.639999,2597900,88.697357
2016-04-27,89.550003,90.279999,88.010002,89.160004,3680800,88.222409
2016-04-28,88.360001,89.0,86.110001,86.360001,3555700,85.45185
2016-04-29,85.660004,86.059998,81.599998,82.669998,6077700,81.800651
2016-05-02,83.0,84.18,82.0,83.82,3874400,82.93856
2016-05-03,82.610001,83.339996,81.150002,82.970001,3860200,82.0975
2016-05-04,82.099998,82.980003,81.18,81.400002,3237400,80.54401
2016-05-05,81.919998,82.93,81.300003,81.620003,2786500,80.761698
2016-05-06,81.440002,82.5,81.209999,82.099998,1922000,81.236646
2016-05-09,81.540001,82.5,80.050003,81.160004,2623400,80.306536
2016-05-10,81.360001,82.629997,81.0,82.32,2940900,81.454333
2016-05-11,82.330002,83.0,81.260002,81.870003,2386900,81.009069
2016-05-12,83.230003,83.5,81.080002,81.25,2590700,80.395586
2016-05-13,81.029999,82.349998,80.389999,80.720001,2549300,79.87116
2016-05-16,81.050003,83.790001,80.800003,83.269997,3504300,82.39434
2016-05-17,83.059998,85.0,83.0,83.889999,3539900,83.007823
2016-05-18,83.150002,83.769997,81.209999,81.620003,2727100,80.761698
2016-05-19,81.57,81.660004,80.010002,80.830002,3164500,79.980004
2016-05-20,80.699997,81.589996,80.07,80.440002,2224200,80.440002
2016-05-23,80.120003,81.019997,79.839996,80.099998,2187700,80.099998
2016-05-24,80.389999,80.580002,79.800003,80.449997,3095300,80.449997
2016-05-25,81.209999,82.989998,81.099998,82.709999,3050300,82.709999
2016-05-26,82.989998,83.699997,81.339996,81.370003,1774200,81.370003
2016-05-27,81.120003,81.970001,80.699997,81.400002,1913800,81.400002
2016-05-31,81.870003,82.199997,81.0,81.360001,2851200,81.360001
2016-06-01,80.699997,82.75,80.089996,82.5,2619700,82.5
2016-06-02,81.889999,81.989998,80.099998,80.580002,3652400,80.580002
2016-06-03,80.309998,80.389999,78.650002,79.760002,3448700,79.760002
