Date,Open_DOV,High_DOV,Low_DOV,Close_DOV,Volume_DOV,AdjClose_DOV
2015-11-25,65.510002,65.809998,64.830002,65.099998,1035900,64.235395
2015-11-27,64.870003,65.230003,64.610001,65.089996,542000,64.225525
2015-11-30,65.199997,66.160004,65.040001,65.900002,1667500,65.024773
2015-12-01,65.699997,66.879997,65.68,66.57,1804500,65.685872
2015-12-02,66.379997,66.559998,64.800003,65.050003,1471200,64.186063
2015-12-03,65.139999,66.080002,64.540001,65.660004,2773800,64.787962
2015-12-04,64.769997,65.82,64.029999,64.75,2644300,63.890044
2015-12-07,64.040001,64.519997,63.209999,64.220001,1968300,63.367085
2015-12-08,63.34,63.869999,61.91,63.099998,1956100,62.261957
2015-12-09,62.84,64.400002,62.68,63.400002,1485800,62.557976
2015-12-10,63.34,64.309998,63.200001,63.779999,1384500,62.932926
2015-12-11,62.939999,63.119999,61.619999,61.740002,1474100,60.920022
2015-12-14,61.82,62.080002,60.720001,62.049999,1671700,61.225903
2015-12-15,62.549999,62.810001,61.889999,62.110001,1294300,61.285107
2015-12-16,60.68,62.810001,60.150002,61.450001,2544700,60.633873
2015-12-17,61.209999,61.540001,59.25,59.459999,2100500,58.670301
2015-12-18,59.080002,59.860001,58.450001,58.5,2488200,57.723052
2015-12-21,58.830002,59.380001,58.529999,59.169998,1272000,58.384152
2015-12-22,59.380001,60.290001,59.139999,59.849998,1226500,59.055121
2015-12-23,60.450001,62.5,60.450001,62.07,1499200,61.245638
2015-12-24,62.029999,62.73,61.970001,62.400002,1096900,61.571257
2015-12-28,62.200001,62.459999,61.799999,62.310001,2066400,61.482452
2015-12-29,62.700001,63.349998,61.75,62.169998,1196800,61.344308
2015-12-30,61.810001,62.470001,61.549999,61.68,802600,60.860818
2015-12-31,61.27,62.029999,61.009998,61.310001,580100,60.495733
2016-01-04,60.119999,61.66,59.830002,61.639999,1962000,60.821348
2016-01-05,61.66,61.880001,59.970001,60.470001,1078400,59.666889
2016-01-06,59.439999,60.049999,58.900002,59.189999,1237500,58.403886
2016-01-07,58.099998,59.16,57.73,58.34,1624500,57.565177
2016-01-08,58.560001,58.84,57.630001,57.84,2166000,57.071817
2016-01-11,58.0,58.279999,56.549999,56.970001,2210100,56.213373
2016-01-12,57.950001,58.23,55.080002,56.470001,4214900,55.720014
2016-01-13,55.720001,57.509998,55.23,55.32,2024600,54.585286
2016-01-14,55.380001,56.419998,54.240002,55.709999,3115400,54.970105
2016-01-15,53.740002,53.900002,52.700001,52.900002,3017300,52.197428
2016-01-19,53.5,53.970001,52.66,53.240002,2087000,52.532912
2016-01-20,52.5,52.970001,50.91,52.650002,1952200,51.950748
2016-01-21,52.509998,53.91,52.0,52.849998,1469300,52.148089
2016-01-22,54.099998,54.599998,52.75,53.290001,2183100,52.582248
2016-01-25,53.18,53.639999,52.490002,53.060001,2471100,52.355303
2016-01-26,53.709999,57.18,53.540001,56.060001,4152500,55.315459
2016-01-27,55.77,56.919998,54.919998,55.310001,2106500,54.57542
2016-01-28,56.610001,56.98,55.580002,56.619999,2072800,55.868019
2016-01-29,56.880001,58.5,56.880001,58.450001,2142000,57.673717
2016-02-01,57.169998,58.110001,56.950001,57.82,2012800,57.052083
2016-02-02,57.150002,57.380001,56.380001,56.82,3151000,56.065364
2016-02-03,57.459999,58.560001,55.779999,58.240002,2513900,57.466507
2016-02-04,58.25,61.279999,58.23,59.669998,2011400,58.877511
2016-02-05,59.459999,60.380001,59.080002,59.939999,1496600,59.143926
2016-02-08,59.150002,59.849998,58.700001,59.669998,1256000,58.877511
2016-02-09,58.889999,59.5,57.450001,58.130001,2379500,57.357967
2016-02-10,58.259998,59.02,56.900002,57.009998,1876700,56.252839
2016-02-11,55.919998,57.419998,55.299999,57.25,2246400,56.489653
2016-02-12,57.970001,59.470001,57.389999,59.189999,1597000,58.403886
2016-02-16,59.84,60.299999,58.759998,60.290001,1556300,59.489279
2016-02-17,60.919998,62.32,60.610001,61.650002,1571300,60.831218
2016-02-18,61.529999,62.279999,61.09,61.650002,1465200,60.831218
2016-02-19,61.470001,61.52,60.209999,60.619999,2187900,59.814895
2016-02-22,61.48,62.060001,61.16,61.450001,2515400,60.633873
2016-02-23,61.349998,61.799999,60.25,60.380001,1140800,59.578084
2016-02-24,59.34,60.049999,58.150002,59.779999,1746100,58.986051
2016-02-25,59.77,60.650002,59.209999,60.540001,1410200,60.158619
2016-02-26,61.259998,61.59,60.84,61.110001,948900,60.725027
2016-02-29,61.27,61.73,60.73,60.779999,1168300,60.397105
2016-03-01,61.490002,62.27,60.75,62.27,1109800,61.87772
2016-03-02,61.650002,62.82,61.630001,62.560001,2584700,62.165894
2016-03-03,62.650002,63.09,62.189999,62.450001,1521100,62.056586
2016-03-04,62.73,63.84,62.18,63.200001,1130100,62.801861
2016-03-07,62.950001,65.370003,62.950001,65.220001,1766100,64.809136
2016-03-08,64.419998,64.620003,63.060001,63.119999,1825600,62.722363
2016-03-09,63.150002,63.369999,61.349998,62.110001,1876100,61.718728
2016-03-10,62.049999,62.080002,60.369999,61.009998,1708500,60.625655
2016-03-11,61.810001,62.970001,61.560001,62.779999,1488700,62.384505
2016-03-14,62.400002,62.959999,62.009998,62.34,976000,61.947278
2016-03-15,59.0,61.630001,58.91,61.490002,2404500,61.102635
2016-03-16,61.48,63.82,61.41,63.720001,1771100,63.318586
2016-03-17,63.810001,66.43,63.810001,65.589996,3184200,65.176801
2016-03-18,65.690002,66.589996,65.519997,66.019997,1719900,65.604092
2016-03-21,65.220001,66.220001,64.980003,66.150002,1020800,65.733278
2016-03-22,65.629997,66.519997,65.510002,66.300003,1439300,65.882335
2016-03-23,66.0,66.199997,64.620003,64.739998,987100,64.332157
2016-03-24,64.370003,64.610001,63.639999,64.610001,889400,64.202979
2016-03-28,64.639999,64.830002,63.860001,64.239998,614900,63.835307
2016-03-29,63.75,64.660004,63.540001,64.639999,1047000,64.232788
2016-03-30,65.25,65.5,64.07,64.330002,1026100,63.924744
2016-03-31,64.440002,64.620003,63.73,64.330002,1031500,63.924744
2016-04-01,63.689999,64.260002,62.540001,64.139999,1129200,63.735938
2016-04-04,64.059998,64.360001,62.830002,62.939999,1533800,62.543497
2016-04-05,62.32,62.580002,61.68,62.310001,1454000,61.917469
2016-04-06,62.279999,63.119999,61.639999,63.040001,1087800,62.642869
2016-04-07,62.630001,63.25,62.349998,62.720001,1435400,62.324886
2016-04-08,63.540001,64.57,62.759998,62.91,898900,62.513687
2016-04-11,63.169998,64.300003,63.110001,63.740002,1069600,63.33846
2016-04-12,64.080002,66.029999,63.900002,65.279999,1725300,64.868756
2016-04-13,65.610001,66.239998,65.309998,66.120003,1368200,65.703468
2016-04-14,66.529999,66.910004,65.830002,66.059998,1132400,65.643841
2016-04-15,65.970001,66.220001,65.709999,65.980003,971900,65.564351
2016-04-18,65.330002,66.860001,65.150002,66.669998,865200,66.249999
2016-04-19,67.190002,68.360001,66.779999,67.970001,1405600,67.541812
2016-04-20,68.019997,68.269997,67.120003,67.800003,1149400,67.372885
2016-04-21,66.519997,67.830002,65.0,66.68,2080600,66.259938
2016-04-22,66.720001,67.900002,66.720001,67.349998,1244700,66.925715
2016-04-25,67.580002,68.139999,66.480003,66.790001,1130800,66.369246
2016-04-26,66.849998,67.110001,66.190002,66.699997,1553100,66.279809
2016-04-27,66.709999,67.129997,66.32,66.75,1754900,66.329497
2016-04-28,66.379997,67.029999,65.830002,66.040001,1513400,65.62397
2016-04-29,65.949997,66.709999,65.260002,65.699997,1952800,65.286108
2016-05-02,65.239998,65.959999,64.75,65.5,1088700,65.087371
2016-05-03,65.07,65.209999,64.150002,64.769997,1368900,64.361967
2016-05-04,64.489998,65.050003,63.279999,63.5,911200,63.099971
2016-05-05,64.0,64.400002,63.299999,63.41,1366700,63.010537
2016-05-06,63.09,64.0,63.09,63.919998,862600,63.517323
2016-05-09,63.490002,63.599998,62.889999,63.110001,1336300,62.712428
2016-05-10,64.239998,66.07,63.779999,65.93,1532300,65.514663
2016-05-11,65.809998,66.449997,65.449997,66.050003,1269000,65.63391
2016-05-12,66.209999,66.800003,65.349998,66.129997,1165800,65.7134
2016-05-13,65.949997,66.43,64.800003,64.93,1045200,64.520962
2016-05-16,65.260002,66.839996,65.160004,66.5,1119600,66.081072
2016-05-17,66.360001,67.099998,66.099998,66.629997,1542300,66.21025
2016-05-18,66.290001,66.519997,65.099998,65.519997,1457700,65.107242
2016-05-19,65.080002,65.080002,63.380001,64.110001,1747300,63.706128
2016-05-20,64.620003,65.059998,64.129997,64.650002,1031500,64.242728
2016-05-23,64.459999,64.940002,64.019997,64.57,613000,64.16323
2016-05-24,64.989998,65.860001,64.669998,65.75,757000,65.335796
2016-05-25,66.059998,66.830002,66.029999,66.669998,1391400,66.249999
2016-05-26,66.730003,67.370003,66.419998,66.690002,995700,66.690002
2016-05-27,66.529999,66.900002,66.360001,66.739998,516900,66.739998
2016-05-31,66.800003,67.18,66.349998,66.75,1062800,66.75
2016-06-01,66.18,67.050003,65.839996,66.980003,1269000,66.980003
2016-06-02,66.809998,67.099998,66.32,67.0,954100,67.0
2016-06-03,66.919998,67.339996,66.099998,66.760002,736000,66.760002
