Date,Open_WMB,High_WMB,Low_WMB,Close_WMB,Volume_WMB,AdjClose_WMB
2015-08-24,45.900002,48.889999,43.330002,46.740002,14258600,43.407915
2015-08-25,48.330002,48.509998,44.639999,44.669998,10094500,41.485481
2015-08-26,45.830002,46.150002,44.5,45.669998,9124500,42.414191
2015-08-27,46.619999,47.810001,46.380001,47.68,12760900,44.280901
2015-08-28,47.5,49.5,47.189999,48.919998,7964900,45.432499
2015-08-31,48.290001,49.110001,47.540001,48.200001,6625400,44.763831
2015-09-01,46.869999,47.779999,45.66,46.009998,8615900,42.729953
2015-09-02,46.639999,47.23,45.23,47.209999,8015100,43.844406
2015-09-03,47.470001,48.470001,47.049999,47.349998,7266800,43.974425
2015-09-04,46.650002,47.330002,46.16,46.419998,5117800,43.110724
2015-09-08,47.200001,47.279999,46.34,47.07,4604700,43.714387
2015-09-09,47.48,47.790001,45.91,46.009998,6767300,42.729953
2015-09-10,45.41,45.869999,43.189999,44.27,14694200,41.113999
2015-09-11,43.66,43.77,41.610001,42.970001,13822000,39.906677
2015-09-14,42.919998,42.970001,41.619999,42.27,8120600,39.256579
2015-09-15,42.5,43.759998,42.439999,43.57,6790300,40.463902
2015-09-16,44.029999,46.439999,43.330002,45.860001,15726100,42.590649
2015-09-17,46.419998,47.049999,45.32,45.709999,9227600,42.451341
2015-09-18,45.959999,46.939999,44.98,46.139999,16578000,42.850686
2015-09-21,46.139999,46.849998,45.779999,46.369999,8946700,43.064289
2015-09-22,45.009998,45.830002,44.32,44.52,7616200,41.924823
2015-09-23,44.779999,45.150002,42.279999,42.470001,9137100,39.994323
2015-09-24,42.68,42.880001,39.619999,41.82,13031400,39.382212
2015-09-25,42.27,42.880001,41.029999,41.599998,6449400,39.175035
2015-09-28,39.57,40.0,36.279999,36.560001,31172900,34.428832
2015-09-29,36.82,37.169998,34.639999,34.93,19871800,32.893847
2015-09-30,35.740002,37.18,35.009998,36.849998,17620600,34.701924
2015-10-01,37.240002,39.099998,36.880001,38.98,13848600,36.707762
2015-10-02,38.200001,41.119999,37.77,41.02,9374300,38.628847
2015-10-05,41.41,42.279999,40.950001,41.560001,9150900,39.13737
2015-10-06,41.650002,42.900002,41.400002,42.119999,10089300,39.664724
2015-10-07,42.599998,43.630001,42.200001,43.560001,12978700,41.020785
2015-10-08,43.18,44.509998,43.09,43.799999,10213500,41.246793
2015-10-09,44.139999,44.209999,43.099998,43.830002,8062300,41.275046
2015-10-12,43.919998,44.139999,42.310001,42.540001,6248800,40.060243
2015-10-13,42.209999,43.029999,41.34,41.400002,6764600,38.986697
2015-10-14,41.490002,41.98,40.73,40.970001,10312400,38.581762
2015-10-15,41.080002,41.799999,40.5,41.650002,8209600,39.222123
2015-10-16,41.970001,42.610001,41.52,42.279999,5049900,39.815397
2015-10-19,41.630001,42.48,40.93,41.93,4977200,39.4858
2015-10-20,41.470001,42.169998,41.299999,41.459999,5247600,39.043197
2015-10-21,41.459999,41.66,40.099998,40.48,5873000,38.120324
2015-10-22,40.41,40.639999,39.470001,39.810001,9198900,37.489381
2015-10-23,39.639999,40.16,39.049999,39.200001,6829000,36.914939
2015-10-26,39.23,39.23,37.41,37.57,8646100,35.379955
2015-10-27,37.029999,37.529999,36.599998,37.470001,7152200,35.285785
2015-10-28,37.560001,39.18,37.459999,38.299999,9034700,36.067401
2015-10-29,38.029999,38.790001,37.650002,38.299999,6413700,36.067401
2015-10-30,38.509998,39.98,38.169998,39.439999,8266600,37.140947
2015-11-02,39.099998,40.310001,39.049999,39.57,6542500,37.26337
2015-11-03,39.77,40.759998,39.549999,40.279999,4931000,37.931981
2015-11-04,40.25,40.290001,38.369999,38.93,11144300,36.660678
2015-11-05,38.830002,39.029999,37.240002,38.25,8281100,36.020316
2015-11-06,37.880001,38.099998,37.130001,37.98,4950500,35.766055
2015-11-09,37.810001,38.299999,36.84,36.950001,5565400,34.796097
2015-11-10,36.810001,37.139999,36.189999,36.810001,3488300,34.664258
2015-11-11,36.77,36.869999,35.59,36.349998,6219200,34.23107
2015-11-12,35.860001,36.0,34.84,35.099998,5755200,33.053936
2015-11-13,34.860001,35.470001,33.48,35.099998,7550600,33.053936
2015-11-16,35.099998,37.419998,34.919998,37.310001,6843500,35.135112
2015-11-17,37.259998,38.240002,36.450001,37.560001,7904900,35.370539
2015-11-18,37.709999,38.43,37.41,38.099998,5445400,35.879059
2015-11-19,37.73,38.330002,36.990002,37.720001,10321800,35.521212
2015-11-20,37.580002,38.110001,36.549999,36.82,10599600,34.673674
2015-11-23,36.740002,37.540001,36.439999,36.650002,11006800,34.513585
2015-11-24,36.68,37.59,36.650002,37.139999,13254700,34.97502
2015-11-25,36.900002,37.18,36.060001,36.439999,5348000,34.315824
2015-11-27,36.09,36.380001,35.849998,36.139999,2312300,34.033312
2015-11-30,36.209999,36.650002,35.900002,36.560001,5604400,34.428832
2015-12-01,36.689999,36.970001,36.119999,36.66,6501600,34.523001
2015-12-02,36.290001,36.380001,34.82,35.400002,8632600,33.336451
2015-12-03,35.610001,35.619999,33.139999,33.259998,11994800,31.321194
2015-12-04,33.09,33.09,30.76,31.110001,16569500,29.296524
2015-12-07,29.549999,29.709999,25.629999,26.969999,25801400,25.397854
2015-12-08,26.120001,28.43,25.52,27.24,18099100,25.652115
2015-12-09,26.969999,29.16,26.709999,28.940001,16909200,27.908731
2015-12-10,28.57,29.940001,28.5,29.68,11899100,28.622361
2015-12-11,28.889999,29.01,26.24,26.42,12372700,25.47853
2015-12-14,26.219999,26.309999,25.08,25.57,8904700,24.658819
2015-12-15,25.84,26.610001,25.690001,25.84,12860800,24.919198
2015-12-16,25.42,26.15,25.360001,25.809999,9425100,24.890266
2015-12-17,25.76,25.99,23.57,23.700001,13430400,22.855457
2015-12-18,23.92,24.190001,21.5,21.540001,31978000,20.772428
2015-12-21,21.639999,22.09,20.950001,22.0,20453800,21.216035
2015-12-22,21.99,23.4,21.969999,22.57,25095000,21.765723
2015-12-23,23.02,25.440001,23.0,25.34,27406800,24.437015
2015-12-24,25.43,25.799999,24.75,24.91,10222100,24.022338
2015-12-28,24.66,25.02,23.969999,24.809999,10681300,23.925901
2015-12-29,25.110001,25.709999,24.4,24.870001,9578200,23.983764
2015-12-30,24.26,24.889999,23.83,24.41,10638100,23.540155
2015-12-31,24.120001,25.82,24.049999,25.700001,10001200,24.784188
2016-01-04,25.52,26.59,25.32,26.24,10992700,25.304944
2016-01-05,26.41,26.68,25.91,26.33,12394300,25.391737
2016-01-06,25.540001,25.74,22.9,22.9,16953300,22.083964
2016-01-07,22.209999,22.799999,20.6,20.610001,12550600,19.875568
2016-01-08,21.059999,21.23,19.469999,20.309999,18822000,19.586258
2016-01-11,20.309999,20.49,18.309999,18.690001,17669600,18.023987
2016-01-12,18.93,19.219999,15.19,16.540001,49491600,15.950602
2016-01-13,16.48,16.540001,12.77,13.61,52053600,13.125011
2016-01-14,13.42,18.440001,13.24,18.290001,42552100,17.638241
2016-01-15,15.78,18.0,15.62,16.1,24055800,15.526281
2016-01-19,16.559999,17.65,15.41,15.78,23623400,15.217683
2016-01-20,15.19,15.71,14.13,15.49,15921800,14.938017
2016-01-21,15.44,16.790001,15.25,16.040001,17366200,15.468419
2016-01-22,16.91,19.85,16.870001,19.74,29937000,19.03657
2016-01-25,19.309999,21.790001,18.24,18.309999,20556900,17.657527
2016-01-26,18.940001,20.66,18.280001,20.42,18496800,19.692338
2016-01-27,20.27,20.43,18.25,19.27,24832100,18.583319
2016-01-28,20.41,21.08,19.030001,19.290001,17344800,18.602606
2016-01-29,19.450001,19.84,18.58,19.299999,14964300,18.612248
2016-02-01,18.889999,19.85,18.110001,19.51,14102100,18.814766
2016-02-02,18.85,19.459999,18.5,18.690001,10517900,18.023987
2016-02-03,19.02,19.23,16.98,18.41,15426500,17.753964
2016-02-04,18.530001,19.110001,17.799999,18.75,11564700,18.081848
2016-02-05,18.51,18.57,16.950001,17.120001,11478000,16.509934
2016-02-08,14.93,15.0,10.22,11.16,62368000,10.762316
2016-02-09,11.26,12.15,11.0,11.98,27066200,11.553095
2016-02-10,11.56,13.78,11.29,12.85,18373600,12.392094
2016-02-11,12.08,13.98,11.76,13.29,16261500,12.816414
2016-02-12,13.6,14.5,13.0,13.47,8546300,12.99
2016-02-16,13.88,15.05,13.81,15.01,12197900,14.475123
2016-02-17,15.43,16.0,15.06,15.69,9776300,15.13089
2016-02-18,15.72,16.290001,14.81,15.92,12024500,15.352695
2016-02-19,15.59,15.75,15.0,15.51,8547000,14.957305
2016-02-22,15.95,16.389999,15.64,16.15,8700300,15.574498
2016-02-23,16.049999,16.129999,15.41,15.6,8999400,15.044098
2016-02-24,15.29,16.700001,14.7,16.629999,7289700,16.037393
2016-02-25,15.75,16.85,14.92,16.030001,19206600,15.458776
2016-02-26,16.35,16.790001,15.5,15.64,10844700,15.082673
2016-02-29,15.75,16.549999,15.55,15.99,11488400,15.4202
2016-03-01,16.139999,16.59,15.78,16.549999,6202200,15.960244
2016-03-02,16.59,17.24,16.32,17.129999,7216400,16.519576
2016-03-03,17.08,18.15,17.07,18.09,7095700,17.445367
2016-03-04,18.629999,19.35,18.5,19.15,17004800,18.467594
2016-03-07,19.32,19.9,18.799999,19.059999,14092700,18.380801
2016-03-08,18.889999,18.950001,17.15,17.26,17389300,16.644944
2016-03-09,17.68,18.200001,17.299999,17.959999,13623600,17.319999
2016-03-10,17.25,17.299999,14.84,15.89,36169600,15.89
2016-03-11,16.41,16.66,15.92,16.01,12225400,16.01
2016-03-14,15.92,16.77,15.71,16.5,9264100,16.5
2016-03-15,16.139999,16.18,15.53,16.15,9076500,16.15
2016-03-16,16.200001,17.540001,16.200001,17.440001,9897500,17.440001
2016-03-17,17.780001,18.209999,17.17,17.76,9429500,17.76
2016-03-18,18.120001,18.379999,17.82,18.15,15331000,18.15
2016-03-21,17.99,18.02,17.209999,17.35,6444800,17.35
2016-03-22,17.17,17.709999,16.950001,17.629999,6730000,17.629999
2016-03-23,17.74,17.879999,15.95,16.26,9435600,16.26
2016-03-24,15.79,15.8,14.85,15.35,16641600,15.35
2016-03-28,15.77,15.88,15.08,15.14,9696600,15.14
2016-03-29,14.91,15.79,14.65,15.7,6489000,15.7
2016-03-30,15.9,16.49,15.65,15.66,7705400,15.66
2016-03-31,15.69,16.120001,15.41,16.07,7404500,16.07
2016-04-01,15.7,16.32,15.4,15.52,8530700,15.52
2016-04-04,15.42,15.71,15.2,15.21,7161800,15.21
2016-04-05,15.09,15.2,14.62,14.81,7645500,14.81
2016-04-06,14.99,15.8,14.6,15.49,12888400,15.49
2016-04-07,15.39,16.02,15.37,15.71,11928000,15.71
2016-04-08,16.15,16.75,15.93,16.24,16672800,16.24
2016-04-11,16.370001,17.51,16.370001,17.059999,28290100,17.059999
2016-04-12,17.190001,17.860001,16.799999,17.709999,10688000,17.709999
2016-04-13,17.629999,18.389999,17.42,18.35,9295300,18.35
2016-04-14,18.58,18.58,17.6,17.77,8657900,17.77
2016-04-15,17.57,17.940001,17.360001,17.549999,6250900,17.549999
2016-04-18,16.959999,17.879999,15.32,16.68,34662600,16.68
2016-04-19,16.9,18.049999,16.84,18.01,15833700,18.01
2016-04-20,17.83,19.15,17.57,18.83,20928000,18.83
2016-04-21,18.9,19.59,18.620001,19.139999,15652700,19.139999
2016-04-22,19.27,19.82,19.139999,19.540001,10057400,19.540001
2016-04-25,19.59,19.799999,18.610001,19.059999,5929600,19.059999
2016-04-26,19.25,19.700001,18.969999,19.389999,8524700,19.389999
2016-04-27,19.559999,20.57,19.559999,20.0,16131100,20.0
2016-04-28,20.110001,20.57,19.58,19.639999,7938600,19.639999
2016-04-29,19.879999,20.139999,18.65,19.389999,8823300,19.389999
2016-05-02,19.370001,19.370001,18.459999,18.809999,9288300,18.809999
2016-05-03,18.85,19.459999,18.450001,19.389999,9144900,19.389999
2016-05-04,19.110001,19.43,18.35,19.24,9639800,19.24
2016-05-05,18.42,20.629999,18.41,20.57,14714800,20.57
2016-05-06,20.52,21.0,19.690001,19.700001,9332400,19.700001
2016-05-09,19.360001,19.450001,18.549999,18.940001,9197600,18.940001
2016-05-10,19.02,19.58,18.84,19.139999,5362600,19.139999
2016-05-11,19.32,19.9,18.82,19.5,5533900,19.5
2016-05-12,19.83,19.98,18.889999,19.049999,6429900,19.049999
2016-05-13,18.92,19.870001,18.85,19.35,13751300,19.35
2016-05-16,19.450001,20.65,19.450001,20.59,17288800,20.59
2016-05-17,20.59,21.969999,20.440001,21.51,11816300,21.51
2016-05-18,21.5,21.76,20.66,20.83,7499600,20.83
2016-05-19,20.43,21.59,20.110001,21.540001,10949100,21.540001
2016-05-20,21.85,22.26,21.66,22.15,12585100,22.15
2016-05-23,21.959999,22.209999,20.9,21.950001,11311900,21.950001
2016-05-24,22.030001,22.299999,21.450001,22.129999,14953500,22.129999
2016-05-25,22.299999,22.33,20.940001,21.25,15269800,21.25
2016-05-26,21.43,21.51,20.67,20.809999,8993200,20.809999
2016-05-27,20.690001,21.559999,20.52,21.48,7883500,21.48
2016-05-31,21.66,23.0,21.66,22.16,10345100,22.16
2016-06-01,21.84,22.700001,21.66,22.59,7194500,22.59
2016-06-02,22.26,22.870001,22.01,22.6,5441400,22.6
2016-06-03,22.709999,22.91,22.219999,22.83,4752700,22.83
