Date,Open_WM,High_WM,Low_WM,Close_WM,Volume_WM,AdjClose_WM
2015-07-17,48.830002,48.889999,48.509998,48.68,1602100,47.296412
2015-07-20,48.639999,48.73,48.439999,48.529999,1022900,47.150673
2015-07-21,48.509998,48.610001,48.02,48.23,1269500,46.859201
2015-07-22,48.220001,48.470001,47.549999,47.799999,2750100,46.441422
2015-07-23,47.759998,49.360001,47.759998,49.080002,4709200,47.685044
2015-07-24,49.209999,49.560001,48.73,48.830002,3129700,47.44215
2015-07-27,48.73,49.540001,48.689999,49.060001,3871600,47.665612
2015-07-28,49.709999,50.25,49.52,50.16,3520500,48.734346
2015-07-29,50.27,50.790001,50.209999,50.700001,3278900,49.258999
2015-07-30,50.540001,51.380001,50.540001,51.200001,2769400,49.744788
2015-07-31,51.43,51.459999,51.040001,51.130001,1658300,49.676778
2015-08-03,51.049999,51.130001,50.669998,50.799999,2178600,49.356156
2015-08-04,50.869999,51.380001,50.790001,50.970001,1853900,49.521326
2015-08-05,51.209999,51.830002,51.18,51.599998,2052200,50.133417
2015-08-06,51.599998,51.799999,50.950001,50.98,1820400,49.53104
2015-08-07,50.959999,51.119999,50.560001,50.759998,2308000,49.317292
2015-08-10,51.029999,51.43,50.950001,51.389999,1606800,49.929387
2015-08-11,51.009998,51.57,50.939999,51.52,1590600,50.055693
2015-08-12,51.240002,51.91,51.150002,51.849998,2420400,50.376312
2015-08-13,51.720001,52.27,51.610001,51.900002,1872900,50.424894
2015-08-14,51.959999,52.290001,51.830002,52.25,1104600,50.764944
2015-08-17,51.919998,52.700001,51.630001,52.639999,1428300,51.143859
2015-08-18,52.540001,53.060001,52.5,52.700001,2028000,51.202155
2015-08-19,52.43,52.950001,52.169998,52.599998,2285100,51.104995
2015-08-20,52.290001,53.040001,52.099998,52.57,3257100,51.075849
2015-08-21,52.060001,52.360001,51.630001,51.639999,3558700,50.172281
2015-08-24,49.18,50.68,48.790001,49.470001,4431600,48.063959
2015-08-25,50.369999,50.77,49.119999,49.150002,3039200,47.753054
2015-08-26,50.32,50.34,49.119999,49.5,4369600,48.093105
2015-08-27,50.029999,50.310001,49.310001,50.029999,3857000,48.60804
2015-08-28,50.080002,50.5,49.93,50.209999,2510000,48.782925
2015-08-31,50.130001,50.27,49.919998,50.060001,2074700,48.63719
2015-09-01,49.32,49.84,48.900002,49.310001,2870900,47.908507
2015-09-02,49.740002,49.959999,49.290001,49.779999,1701900,48.365146
2015-09-03,49.880001,50.549999,49.880001,50.279999,1934800,48.850935
2015-09-04,49.689999,50.189999,49.57,49.93,2295300,48.510884
2015-09-08,50.580002,50.900002,50.25,50.700001,2922600,49.258999
2015-09-09,51.02,51.18,50.029999,50.130001,3217000,48.7052
2015-09-10,49.779999,50.139999,49.509998,49.799999,2729400,48.759048
2015-09-11,49.68,50.049999,49.549999,50.0,1889200,48.954868
2015-09-14,50.009998,50.029999,49.450001,49.889999,2187000,48.847167
2015-09-15,50.049999,50.330002,49.880001,50.150002,2945900,49.101734
2015-09-16,50.290001,50.290001,49.990002,50.16,2214900,49.111524
2015-09-17,50.240002,50.509998,49.939999,50.07,2119500,49.023405
2015-09-18,49.459999,50.049999,49.439999,49.889999,3756400,48.847167
2015-09-21,50.259998,50.349998,49.970001,50.110001,2083600,49.06257
2015-09-22,49.650002,49.93,49.32,49.869999,1972800,48.827585
2015-09-23,49.880001,50.060001,49.439999,49.950001,2004200,48.905914
2015-09-24,49.66,49.919998,49.419998,49.799999,3534500,48.759048
2015-09-25,50.220001,50.66,49.939999,50.369999,3294400,49.317133
2015-09-28,50.18,50.279999,49.68,49.779999,2076200,48.739466
2015-09-29,49.720001,49.77,48.98,49.220001,5423500,48.191174
2015-09-30,49.580002,49.860001,49.07,49.810001,3399600,48.768841
2015-10-01,49.849998,50.240002,49.52,50.099998,2361600,49.052777
2015-10-02,49.700001,50.529999,49.490002,50.529999,1761200,49.473789
2015-10-05,50.84,51.529999,50.790001,51.459999,1556500,50.38435
2015-10-06,51.41,51.639999,51.139999,51.43,1857800,50.354978
2015-10-07,51.560001,51.990002,51.48,51.82,1582900,50.736825
2015-10-08,51.799999,52.98,51.490002,52.950001,2472200,51.843206
2015-10-09,52.950001,53.549999,52.849998,53.16,1482800,52.048816
2015-10-12,53.07,53.560001,53.009998,53.41,894000,52.29359
2015-10-13,53.240002,53.419998,52.98,53.060001,1393400,51.950908
2015-10-14,52.970001,53.029999,52.43,52.450001,1412500,51.353658
2015-10-15,52.549999,52.700001,52.23,52.5,1829900,51.402612
2015-10-16,52.66,53.099998,52.189999,52.450001,2384500,51.353658
2015-10-19,52.369999,52.650002,52.040001,52.509998,2003000,51.412401
2015-10-20,52.450001,52.869999,52.380001,52.709999,1727700,51.608221
2015-10-21,53.279999,53.779999,53.279999,53.439999,3239200,52.322962
2015-10-22,53.860001,53.970001,53.459999,53.509998,2538500,52.391498
2015-10-23,53.599998,53.810001,52.970001,53.189999,2839600,52.078188
2015-10-26,53.259998,53.630001,53.099998,53.189999,2226200,52.078188
2015-10-27,52.939999,54.5,52.799999,54.34,3126200,53.204151
2015-10-28,54.59,54.849998,54.060001,54.610001,2812800,53.468508
2015-10-29,54.669998,54.689999,54.200001,54.459999,1523800,53.321642
2015-10-30,54.439999,54.689999,53.759998,53.759998,3320700,52.636273
2015-11-02,53.860001,54.610001,53.860001,54.439999,2193200,53.302059
2015-11-03,54.310001,54.610001,53.880001,54.049999,2082200,52.920212
2015-11-04,54.09,55.279999,53.93,54.139999,2343700,53.008331
2015-11-05,54.360001,54.57,54.23,54.43,1829300,53.29227
2015-11-06,54.43,54.439999,53.970001,54.43,1399700,53.29227
2015-11-09,54.27,54.41,53.5,53.689999,1556100,52.567736
2015-11-10,53.57,54.029999,53.529999,53.650002,1526000,52.528575
2015-11-11,53.740002,54.080002,53.610001,53.630001,1525400,52.508993
2015-11-12,53.459999,53.57,52.77,52.77,1882100,51.666968
2015-11-13,52.650002,52.849998,52.02,52.16,2404400,51.069718
2015-11-16,52.049999,52.57,52.040001,52.560001,2935800,51.461359
2015-11-17,52.619999,52.849998,52.439999,52.68,1492200,51.57885
2015-11-18,52.77,53.630001,52.560001,53.580002,1900000,52.460039
2015-11-19,53.77,53.900002,53.509998,53.630001,1181500,52.508993
2015-11-20,53.860001,54.169998,53.779999,54.119999,1223800,52.988748
2015-11-23,54.119999,54.450001,53.939999,54.139999,1422200,53.008331
2015-11-24,53.869999,54.080002,53.540001,53.98,1541100,52.851675
2015-11-25,54.02,54.16,53.91,54.029999,1038700,52.90063
2015-11-27,53.990002,54.240002,53.700001,53.919998,780700,52.792928
2015-11-30,54.029999,54.169998,53.75,53.77,1809400,52.646066
2015-12-01,54.049999,54.57,53.599998,53.919998,1980500,52.792928
2015-12-02,53.549999,53.84,53.380001,53.509998,1695200,52.768274
2015-12-03,53.52,53.669998,51.630001,51.84,3821900,51.121424
2015-12-04,52.009998,52.700001,52.009998,52.66,4590600,51.930058
2015-12-07,52.459999,52.669998,51.799999,52.099998,2420300,51.377819
2015-12-08,51.849998,52.630001,51.700001,52.529999,2426300,51.801859
2015-12-09,52.299999,52.630001,51.650002,51.889999,1916800,51.17073
2015-12-10,51.970001,52.400002,51.740002,52.02,1450300,51.298929
2015-12-11,51.630001,51.84,51.169998,51.34,2142500,50.628355
2015-12-14,51.490002,51.880001,51.080002,51.830002,3198800,51.111565
2015-12-15,52.099998,53.419998,52.099998,53.34,3423400,52.600632
2015-12-16,53.700001,54.240002,53.16,53.93,2270100,53.182454
2015-12-17,53.91,54.099998,53.27,53.279999,3178800,52.541462
2015-12-18,53.0,53.09,52.389999,52.73,4070400,51.999087
2015-12-21,52.98,53.259998,52.490002,52.810001,1383600,52.07798
2015-12-22,52.990002,53.400002,52.52,53.200001,1412300,52.462573
2015-12-23,53.41,53.740002,53.290001,53.66,1229900,52.916196
2015-12-24,53.470001,53.619999,53.200001,53.43,529500,52.689385
2015-12-28,53.400002,53.970001,53.34,53.91,986000,53.162731
2015-12-29,54.02,54.439999,54.02,54.349998,849000,53.59663
2015-12-30,54.330002,54.48,53.919998,53.98,825100,53.23176
2015-12-31,53.830002,53.970001,53.349998,53.369999,1055200,52.630215
2016-01-04,52.599998,52.610001,52.0,52.450001,2067400,51.722969
2016-01-05,52.419998,52.700001,52.23,52.650002,2401400,51.920198
2016-01-06,52.169998,53.32,52.119999,53.299999,3277400,52.561186
2016-01-07,52.580002,53.049999,52.419998,52.669998,3309900,51.939917
2016-01-08,52.689999,53.150002,52.23,52.349998,2617400,51.624353
2016-01-11,52.349998,53.040001,52.25,52.860001,2127700,52.127286
2016-01-12,52.970001,53.32,52.66,53.200001,2299900,52.462573
2016-01-13,53.189999,53.349998,52.0,52.259998,2445100,51.535601
2016-01-14,52.439999,53.009998,51.939999,52.779999,2786600,52.048393
2016-01-15,51.919998,52.110001,51.049999,51.52,3406100,50.80586
2016-01-19,51.990002,52.73,51.84,52.619999,2156700,51.890611
2016-01-20,51.959999,52.369999,50.360001,51.919998,4118900,51.200313
2016-01-21,51.900002,52.580002,51.630001,51.98,2414100,51.259483
2016-01-22,52.529999,53.139999,52.290001,52.98,2244600,52.245622
2016-01-25,52.919998,52.919998,52.09,52.240002,1748200,51.515881
2016-01-26,52.189999,52.57,51.98,52.290001,1990900,51.565187
2016-01-27,52.130001,52.490002,51.459999,51.889999,2885400,51.17073
2016-01-28,52.0,52.380001,51.639999,52.07,1450800,51.348236
2016-01-29,52.310001,53.07,52.18,52.950001,3446600,52.216039
2016-02-01,52.689999,53.470001,52.389999,53.259998,1741700,52.521739
2016-02-02,52.700001,52.959999,51.75,52.119999,2529200,51.397542
2016-02-03,52.470001,53.27,51.790001,53.080002,2225200,52.344238
2016-02-04,52.919998,53.549999,52.73,53.189999,1682700,52.45271
2016-02-05,52.93,53.189999,52.290001,52.57,2150900,51.841305
2016-02-08,52.23,52.880001,51.68,52.700001,1916800,51.969504
2016-02-09,52.23,53.580002,52.200001,53.279999,2733900,52.541462
2016-02-10,53.490002,54.200001,53.369999,53.52,1686300,52.778137
2016-02-11,52.57,53.150002,52.23,52.959999,3380900,52.225898
2016-02-12,53.240002,54.23,53.049999,53.98,2457200,53.23176
2016-02-16,54.720001,54.869999,54.029999,54.790001,2896800,54.030534
2016-02-17,54.869999,55.25,54.580002,54.900002,2775400,54.13901
2016-02-18,54.799999,55.580002,54.34,55.310001,3123300,54.543326
2016-02-19,55.25,55.720001,54.860001,55.5,3046100,54.730691
2016-02-22,55.759998,56.25,55.639999,56.18,2599900,55.401266
2016-02-23,56.18,56.799999,56.139999,56.299999,1801000,55.519601
2016-02-24,56.040001,56.259998,55.110001,56.09,2669500,55.312513
2016-02-25,56.25,56.5,55.970001,56.169998,2458200,55.391402
2016-02-26,56.48,56.5,55.970001,56.040001,2227700,55.263207
2016-02-29,56.110001,56.169998,55.5,55.849998,2960900,55.075838
2016-03-01,56.189999,57.18,56.060001,57.049999,2357600,56.259205
2016-03-02,56.849998,57.09,56.52,57.080002,2188300,56.288792
2016-03-03,56.720001,57.310001,56.380001,57.27,1773000,56.884757
2016-03-04,57.25,57.490002,56.91,57.150002,2129800,56.765565
2016-03-07,56.970001,57.09,56.639999,56.950001,1442400,56.566909
2016-03-08,56.75,57.610001,56.400002,57.32,3068200,56.934419
2016-03-09,57.439999,57.959999,57.439999,57.66,1745500,57.272132
2016-03-10,57.779999,57.970001,57.18,57.669998,2180400,57.282064
2016-03-11,58.0,58.419998,57.93,58.400002,1854900,58.007156
2016-03-14,58.389999,58.540001,57.970001,58.220001,2242900,57.828367
2016-03-15,57.82,58.849998,57.700001,58.669998,2149700,58.275337
2016-03-16,58.59,59.060001,58.209999,58.830002,2421500,58.434264
2016-03-17,58.900002,58.970001,58.549999,58.779999,2832800,58.384597
2016-03-18,58.860001,59.009998,58.439999,58.599998,6734600,58.205808
2016-03-21,58.419998,58.900002,58.389999,58.73,2433500,58.334934
2016-03-22,58.509998,58.759998,58.279999,58.459999,2594100,58.06675
2016-03-23,58.450001,58.990002,58.25,58.91,2234700,58.513724
2016-03-24,58.75,59.119999,58.580002,59.110001,2112200,58.712379
2016-03-28,59.110001,59.490002,59.09,59.380001,1685100,58.980564
2016-03-29,59.139999,59.990002,59.139999,59.709999,3088200,59.308342
2016-03-30,59.740002,59.82,59.419998,59.630001,1363600,59.228882
2016-03-31,59.52,59.82,58.950001,59.0,2030500,58.603119
2016-04-01,58.84,59.27,58.75,59.169998,3369200,58.771973
2016-04-04,59.060001,59.130001,58.52,58.68,2558200,58.285272
2016-04-05,58.25,58.419998,58.130001,58.25,4811300,57.858164
2016-04-06,58.220001,58.439999,57.459999,57.709999,5144800,57.321795
2016-04-07,57.5,57.720001,57.369999,57.59,2807300,57.202604
2016-04-08,57.84,58.080002,57.580002,57.669998,1707500,57.282064
2016-04-11,57.84,58.0,57.27,57.290001,1900200,56.904622
2016-04-12,57.369999,57.5,57.080002,57.209999,1534600,56.825159
2016-04-13,57.349998,57.470001,56.459999,57.009998,2357500,56.626503
2016-04-14,57.009998,57.240002,56.849998,56.959999,1370900,56.57684
2016-04-15,57.080002,57.130001,56.830002,56.900002,1944400,56.517247
2016-04-18,56.900002,57.259998,56.82,57.169998,1859500,56.785427
2016-04-19,57.259998,57.529999,57.09,57.130001,1430400,56.745699
2016-04-20,57.279999,57.450001,56.73,56.740002,3854800,56.358323
2016-04-21,56.599998,56.889999,56.34,56.349998,1920300,55.970943
2016-04-22,56.32,56.619999,56.18,56.389999,2810800,56.010675
2016-04-25,56.200001,56.43,56.049999,56.349998,1742600,55.970943
2016-04-26,56.450001,56.950001,56.380001,56.529999,1834600,56.149733
2016-04-27,56.59,56.759998,56.07,56.400002,5057300,56.02061
2016-04-28,56.400002,58.959999,56.400002,58.310001,5062800,57.917762
2016-04-29,58.400002,58.939999,58.009998,58.790001,2691000,58.394532
2016-05-02,59.0,59.98,58.93,59.98,3067300,59.576526
2016-05-03,59.740002,59.98,59.470001,59.84,2558700,59.437468
2016-05-04,59.84,60.459999,59.439999,60.41,2219700,60.003634
2016-05-05,60.68,60.950001,60.220001,60.299999,2954900,59.894373
2016-05-06,60.290001,60.709999,60.130001,60.689999,2979700,60.281749
2016-05-09,60.700001,61.27,60.52,61.200001,2992100,60.788321
2016-05-10,61.220001,61.490002,61.029999,61.349998,1499500,60.937309
2016-05-11,61.299999,61.549999,61.07,61.310001,1533600,60.897581
2016-05-12,61.299999,61.860001,61.130001,61.779999,1548100,61.364417
2016-05-13,61.66,62.049999,61.259998,61.459999,1842600,61.04657
2016-05-16,61.25,61.630001,61.0,61.450001,1463500,61.036639
2016-05-17,61.27,61.689999,60.560001,60.73,1572200,60.321481
2016-05-18,60.759998,61.220001,60.41,60.799999,1391800,60.39101
2016-05-19,60.630001,60.84,60.470001,60.759998,1626900,60.351278
2016-05-20,61.07,61.240002,60.560001,60.73,1630700,60.321481
2016-05-23,60.73,60.790001,60.419998,60.490002,1140700,60.083097
2016-05-24,60.959999,61.279999,60.880001,61.040001,2209800,60.629397
2016-05-25,61.049999,61.189999,60.549999,60.639999,2277000,60.232086
2016-05-26,60.689999,61.23,60.639999,61.110001,2179100,60.698926
2016-05-27,61.119999,61.450001,61.040001,61.330002,1540200,60.917447
2016-05-31,61.34,61.630001,60.599998,60.950001,3144100,60.540002
2016-06-01,60.610001,61.099998,60.59,60.98,1926300,60.98
2016-06-02,61.0,61.41,60.950001,61.41,1385400,61.41
2016-06-03,61.400002,61.650002,61.049999,61.470001,1307100,61.470001
