Date,Open_SYK,High_SYK,Low_SYK,Close_SYK,Volume_SYK,AdjClose_SYK
2015-11-27,97.559998,98.330002,97.169998,98.089996,775400,97.339898
2015-11-30,98.379997,98.779999,96.459999,96.459999,4376200,95.722366
2015-12-01,97.339996,97.860001,96.459999,96.790001,1476300,96.049844
2015-12-02,96.949997,97.169998,96.110001,96.260002,1221900,95.523898
2015-12-03,96.260002,96.559998,92.43,92.580002,2564300,91.872039
2015-12-04,92.849998,94.379997,92.669998,94.339996,1388100,93.618575
2015-12-07,94.370003,94.790001,93.550003,94.139999,1009000,93.420107
2015-12-08,93.68,93.940002,93.010002,93.519997,1045000,92.804846
2015-12-09,93.040001,93.93,92.160004,92.32,1722500,91.614025
2015-12-10,92.379997,93.620003,92.370003,92.93,937000,92.219361
2015-12-11,92.010002,92.639999,91.559998,92.199997,1325100,91.49494
2015-12-14,90.300003,92.0,90.300003,91.410004,2001600,90.710988
2015-12-15,92.129997,92.989998,91.660004,92.440002,1707500,91.73311
2015-12-16,93.059998,94.120003,92.5,93.93,1534700,93.211714
2015-12-17,93.919998,94.260002,92.699997,92.709999,1735500,92.001042
2015-12-18,92.239998,92.290001,91.260002,91.260002,2083900,90.562133
2015-12-21,91.669998,92.290001,90.839996,91.419998,1192900,90.720906
2015-12-22,91.940002,92.870003,91.120003,92.730003,952600,92.020894
2015-12-23,93.269997,94.190002,92.860001,94.120003,956600,93.400264
2015-12-24,94.07,94.879997,94.0,94.360001,466400,93.638426
2015-12-28,93.849998,94.220001,93.639999,93.949997,860900,93.231558
2015-12-29,94.349998,95.18,93.720001,94.809998,926100,94.467071
2015-12-30,94.720001,95.110001,94.07,94.25,1226100,93.909099
2015-12-31,93.629997,93.940002,92.919998,92.940002,912900,92.60384
2016-01-04,91.470001,91.540001,89.559998,90.019997,2089900,89.694395
2016-01-05,90.120003,91.019997,89.980003,90.889999,1533500,90.561251
2016-01-06,89.690002,91.110001,89.690002,90.75,2083800,90.421758
2016-01-07,89.529999,90.080002,88.010002,88.440002,2030000,88.120116
2016-01-08,89.0,89.699997,87.68,87.889999,1577100,87.572102
2016-01-11,88.150002,88.470001,86.68,87.529999,1763100,87.213404
2016-01-12,88.029999,89.099998,87.639999,88.730003,1536400,88.409068
2016-01-13,89.57,91.75,88.800003,89.309998,3088700,88.986964
2016-01-14,89.489998,91.519997,89.339996,90.919998,1982800,90.591142
2016-01-15,89.150002,91.290001,88.730003,91.110001,2818300,90.780457
2016-01-19,91.959999,92.760002,90.57,91.559998,2683900,91.228826
2016-01-20,90.410004,91.720001,88.57,91.0,1968100,90.670854
2016-01-21,91.43,92.260002,90.300003,91.889999,2072100,91.557634
2016-01-22,92.589996,93.949997,92.43,93.910004,1731100,93.570332
2016-01-25,93.769997,95.019997,93.410004,94.410004,2693900,94.068524
2016-01-26,94.5,96.160004,94.010002,96.019997,2651400,95.672693
2016-01-27,97.82,101.18,97.82,98.599998,6550000,98.243363
2016-01-28,98.93,99.120003,96.519997,97.309998,3584700,96.958028
2016-01-29,97.949997,99.900002,97.160004,99.150002,3146600,98.791377
2016-02-01,96.790001,99.599998,96.559998,99.169998,2575500,98.811301
2016-02-02,98.209999,100.019997,97.839996,99.029999,1868600,98.671808
2016-02-03,99.910004,99.989998,97.489998,99.089996,2215000,98.731589
2016-02-04,99.0,100.040001,98.580002,99.540001,1594400,99.179966
2016-02-05,99.040001,99.419998,96.489998,96.910004,2017800,96.559481
2016-02-08,96.089996,96.459999,94.309998,96.059998,2147900,95.71255
2016-02-09,94.93,97.32,94.93,96.639999,1877200,96.290454
2016-02-10,97.489998,99.120003,97.489998,98.099998,1537900,97.745172
2016-02-11,96.480003,97.379997,95.669998,96.160004,1921100,95.812194
2016-02-12,96.940002,97.449997,95.760002,97.330002,1286400,96.97796
2016-02-16,98.449997,98.449997,96.989998,97.400002,1932300,97.047707
2016-02-17,98.089996,98.230003,96.199997,96.290001,2900000,95.941721
2016-02-18,96.040001,97.489998,95.790001,96.940002,1645200,96.589372
2016-02-19,96.800003,97.93,96.220001,97.720001,1580900,97.366549
2016-02-22,98.5,99.120003,98.110001,99.040001,1437200,98.681774
2016-02-23,98.510002,99.610001,98.339996,98.870003,1327800,98.512391
2016-02-24,98.339996,99.699997,97.779999,99.57,826100,99.209856
2016-02-25,99.5,101.949997,99.489998,101.800003,1724700,101.431794
2016-02-26,102.080002,102.690002,101.089996,101.360001,1552800,100.993383
2016-02-29,101.040001,101.279999,99.830002,99.879997,1161400,99.518732
2016-03-01,100.400002,101.18,99.419998,100.919998,1069800,100.554972
2016-03-02,100.989998,101.650002,100.410004,101.519997,1175300,101.1528
2016-03-03,102.0,103.0,101.139999,102.900002,1622300,102.527813
2016-03-04,102.540001,104.0,102.540001,103.449997,1946800,103.075819
2016-03-07,102.68,103.0,102.330002,102.839996,1443100,102.468025
2016-03-08,101.68,103.169998,98.0,102.779999,2109400,102.408245
2016-03-09,102.879997,103.550003,102.709999,103.120003,1592700,102.747019
2016-03-10,103.489998,104.099998,102.309998,103.75,1785500,103.374737
2016-03-11,104.540001,105.019997,103.980003,105.0,1797500,104.620216
2016-03-14,104.860001,105.510002,104.18,105.190002,1090800,104.809531
2016-03-15,104.260002,104.989998,104.129997,104.849998,1244700,104.470757
2016-03-16,104.010002,105.589996,104.010002,105.199997,1193400,104.81949
2016-03-17,105.199997,105.260002,103.169998,103.300003,1822000,102.926368
2016-03-18,103.849998,105.120003,102.870003,104.949997,2047500,104.570394
2016-03-21,104.690002,105.129997,103.949997,104.860001,1094300,104.480723
2016-03-22,104.779999,105.370003,104.370003,104.940002,1366700,104.560436
2016-03-23,104.889999,105.949997,104.699997,105.589996,1610600,105.208079
2016-03-24,105.669998,105.900002,104.339996,105.220001,1176700,104.839422
2016-03-28,105.269997,105.68,104.809998,105.059998,967100,104.679997
2016-03-29,104.800003,106.919998,104.610001,106.870003,1015000,106.870003
2016-03-30,107.339996,107.839996,106.900002,107.050003,1010900,107.050003
2016-03-31,106.790001,107.949997,106.099998,107.290001,1441900,107.290001
2016-04-01,106.720001,109.010002,106.260002,108.519997,1748400,108.519997
2016-04-04,109.0,109.790001,108.529999,109.330002,1235500,109.330002
2016-04-05,108.870003,109.290001,106.650002,107.040001,2372200,107.040001
2016-04-06,107.050003,108.860001,107.050003,108.230003,2072500,108.230003
2016-04-07,107.809998,108.349998,107.309998,107.949997,1332800,107.949997
2016-04-08,108.349998,108.919998,108.0,108.540001,1227600,108.540001
2016-04-11,108.489998,108.940002,108.169998,108.25,1910400,108.25
2016-04-12,108.139999,109.459999,108.139999,109.449997,1277600,109.449997
2016-04-13,109.260002,109.93,109.0,109.620003,1468400,109.620003
2016-04-14,109.879997,110.410004,109.559998,110.099998,1043000,110.099998
2016-04-15,109.910004,110.089996,108.940002,109.800003,1586600,109.800003
2016-04-18,109.760002,110.519997,109.199997,110.389999,1039400,110.389999
2016-04-19,110.440002,110.980003,109.010002,109.730003,1387200,109.730003
2016-04-20,109.559998,111.25,109.330002,110.730003,1957600,110.730003
2016-04-21,112.5,113.849998,108.419998,109.309998,3234500,109.309998
2016-04-22,109.440002,110.059998,108.110001,109.400002,1835700,109.400002
2016-04-25,109.330002,109.620003,108.849998,109.489998,992500,109.489998
2016-04-26,109.540001,110.110001,108.959999,109.510002,1132200,109.510002
2016-04-27,110.32,111.0,109.129997,110.040001,1212100,110.040001
2016-04-28,109.550003,110.489998,109.25,109.559998,1512800,109.559998
2016-04-29,106.709999,109.459999,106.709999,109.010002,1486900,109.010002
2016-05-02,109.330002,110.220001,109.019997,109.940002,917300,109.940002
2016-05-03,109.470001,109.769997,108.790001,109.169998,848300,109.169998
2016-05-04,108.610001,109.139999,108.010002,108.589996,933600,108.589996
2016-05-05,108.510002,110.150002,108.279999,110.120003,1702900,110.120003
2016-05-06,109.82,111.209999,109.519997,111.209999,1748000,111.209999
2016-05-09,111.129997,112.230003,111.120003,111.32,951600,111.32
2016-05-10,111.379997,111.910004,111.110001,111.75,1668700,111.75
2016-05-11,111.809998,112.370003,111.370003,111.480003,1427600,111.480003
2016-05-12,111.519997,112.309998,110.849998,111.82,1046300,111.82
2016-05-13,111.910004,112.010002,110.410004,110.910004,1046300,110.910004
2016-05-16,110.860001,112.690002,110.830002,112.349998,1027600,112.349998
2016-05-17,112.050003,112.419998,109.760002,110.139999,1166200,110.139999
2016-05-18,109.849998,110.669998,109.139999,109.860001,996300,109.860001
2016-05-19,109.230003,109.610001,108.620003,109.489998,803800,109.489998
2016-05-20,110.169998,110.75,109.800003,110.25,1325800,110.25
2016-05-23,110.169998,110.599998,109.82,110.269997,648500,110.269997
2016-05-24,110.599998,111.870003,110.400002,111.669998,979900,111.669998
2016-05-25,111.849998,112.440002,111.68,111.870003,1086400,111.870003
2016-05-26,111.779999,112.389999,111.470001,111.580002,756900,111.580002
2016-05-27,111.589996,112.099998,111.260002,111.769997,696300,111.769997
2016-05-31,111.349998,111.949997,110.580002,111.160004,2069300,111.160004
2016-06-01,111.290001,111.830002,110.459999,111.660004,996000,111.660004
2016-06-02,111.800003,112.669998,111.290001,112.660004,1140000,112.660004
2016-06-03,112.370003,113.620003,111.849998,113.559998,1612500,113.559998
