Date,Open_TROW,High_TROW,Low_TROW,Close_TROW,Volume_TROW,AdjClose_TROW
2015-09-21,69.900002,70.440002,69.550003,70.220001,1032900,69.186014
2015-09-22,69.160004,69.849998,68.559998,69.059998,1969000,68.043091
2015-09-23,69.309998,69.370003,68.510002,68.870003,1370000,67.855894
2015-09-24,68.419998,68.769997,67.93,68.360001,2242300,67.353402
2015-09-25,68.940002,69.470001,68.629997,69.120003,2098200,68.102213
2015-09-28,68.940002,69.379997,68.440002,69.099998,4012500,68.082503
2015-09-29,69.449997,71.190002,67.980003,68.269997,2689900,67.264723
2015-09-30,69.209999,69.529999,68.510002,69.5,1920900,68.476615
2015-10-01,69.550003,69.940002,67.940002,68.589996,1880800,67.580011
2015-10-02,66.32,68.75,65.879997,68.739998,2105600,67.727803
2015-10-05,69.510002,70.82,69.43,70.75,1509300,69.708208
2015-10-06,70.540001,70.870003,69.989998,70.629997,1205300,69.589973
2015-10-07,71.449997,72.169998,70.650002,71.980003,1430500,70.9201
2015-10-08,71.470001,72.169998,70.949997,72.040001,1631000,70.979214
2015-10-09,72.139999,72.449997,71.129997,71.5,1528800,70.447165
2015-10-12,70.889999,71.0,69.599998,70.239998,2320700,69.205716
2015-10-13,70.230003,70.279999,69.080002,69.150002,1679900,68.13177
2015-10-14,69.129997,69.849998,68.849998,68.980003,1296900,67.964275
2015-10-15,69.190002,70.199997,69.129997,70.199997,1201500,69.166304
2015-10-16,70.529999,70.900002,70.199997,70.800003,1307700,69.757475
2015-10-19,70.309998,70.589996,70.0,70.260002,992000,69.225426
2015-10-20,70.489998,70.790001,70.120003,70.550003,1033500,69.511156
2015-10-21,70.970001,71.0,69.559998,69.639999,1384100,68.614552
2015-10-22,70.900002,74.620003,70.739998,74.25,3740200,73.156671
2015-10-23,74.610001,74.610001,73.43,74.389999,1986100,73.294609
2015-10-26,74.309998,74.529999,73.870003,74.190002,1284200,73.097557
2015-10-27,73.519997,74.0,73.209999,73.949997,1018900,72.861085
2015-10-28,74.059998,75.239998,73.800003,75.239998,1643900,74.132091
2015-10-29,74.860001,75.550003,74.309998,75.379997,1268700,74.270029
2015-10-30,75.360001,75.989998,75.010002,75.620003,1967700,74.5065
2015-11-02,75.959999,76.220001,75.580002,76.190002,1433300,75.068107
2015-11-03,75.82,76.889999,75.669998,76.68,1170400,75.55089
2015-11-04,76.599998,76.940002,76.0,76.190002,1018000,75.068107
2015-11-05,76.379997,77.050003,76.260002,76.669998,831200,75.541035
2015-11-06,77.169998,77.709999,76.419998,76.93,929900,75.797208
2015-11-09,76.809998,76.870003,75.25,75.529999,1359600,74.417822
2015-11-10,75.449997,76.160004,75.260002,76.160004,823600,75.03855
2015-11-11,76.470001,76.739998,76.169998,76.379997,966400,75.255304
2015-11-12,76.029999,76.669998,75.190002,75.25,1382700,74.141946
2015-11-13,75.029999,75.32,74.160004,74.360001,1235600,73.265052
2015-11-16,74.300003,75.360001,73.779999,75.339996,797600,74.230617
2015-11-17,75.230003,75.57,74.470001,74.739998,1064100,73.639454
2015-11-18,74.809998,76.489998,74.720001,76.489998,1194800,75.363685
2015-11-19,76.379997,76.480003,76.010002,76.379997,716400,75.255304
2015-11-20,76.669998,76.910004,75.910004,76.370003,1069400,75.245457
2015-11-23,76.419998,76.699997,76.019997,76.150002,655600,75.028695
2015-11-24,75.239998,75.779999,74.970001,75.620003,870400,74.5065
2015-11-25,75.589996,76.419998,75.339996,76.010002,858600,74.890757
2015-11-27,76.059998,76.129997,75.489998,75.949997,512500,74.831636
2015-11-30,76.160004,76.410004,75.480003,76.150002,1528700,75.028695
2015-12-01,76.599998,77.050003,76.019997,76.489998,1325700,75.363685
2015-12-02,76.5,76.589996,75.300003,75.540001,1157300,74.427677
2015-12-03,75.739998,75.93,74.639999,75.169998,2346900,74.063122
2015-12-04,75.300003,76.260002,75.139999,76.029999,2197400,74.910459
2015-12-07,75.860001,76.07,74.690002,75.160004,1592100,74.053275
2015-12-08,74.589996,74.68,73.940002,74.110001,1901600,73.018733
2015-12-09,73.75,74.470001,72.75,73.169998,1131300,72.092572
2015-12-10,73.129997,74.129997,72.940002,73.339996,1652600,72.260067
2015-12-11,72.330002,72.480003,70.470001,70.800003,2173200,69.757475
2015-12-14,70.199997,71.0,68.760002,70.040001,1982200,69.519256
2015-12-15,70.889999,71.650002,70.889999,71.370003,2103000,70.839369
2015-12-16,72.139999,72.410004,70.970001,72.129997,2699200,71.593713
2015-12-17,72.139999,72.489998,70.900002,71.010002,1564600,70.482045
2015-12-18,70.480003,70.980003,69.809998,69.910004,2562400,69.390225
2015-12-21,70.519997,70.75,70.019997,70.389999,1612000,69.866652
2015-12-22,70.629997,70.980003,70.190002,70.910004,1809900,70.38279
2015-12-23,71.0,73.0,70.919998,72.75,1582500,72.209106
2015-12-24,72.480003,72.959999,72.18,72.449997,431900,71.911334
2015-12-28,72.25,72.830002,71.970001,72.720001,1011000,72.179331
2015-12-29,72.730003,73.639999,72.730003,73.099998,1020800,72.556503
2015-12-30,72.93,73.389999,72.040001,72.089996,1081000,71.55401
2015-12-31,72.050003,72.489998,71.489998,71.489998,1052800,70.958472
2016-01-04,69.93,70.209999,69.169998,70.190002,2353500,69.668142
2016-01-05,70.389999,70.809998,69.5,70.480003,1403700,69.955987
2016-01-06,69.139999,69.410004,68.620003,68.900002,1752300,68.387732
2016-01-07,67.510002,68.760002,66.669998,67.059998,2238100,66.561409
2016-01-08,67.459999,67.650002,65.279999,65.360001,2142500,64.874051
2016-01-11,65.699997,65.959999,64.339996,65.010002,2068900,64.526655
2016-01-12,65.730003,66.82,65.160004,66.709999,2915700,66.214013
2016-01-13,66.970001,67.760002,64.709999,64.870003,2297100,64.387697
2016-01-14,65.150002,66.160004,64.349998,65.580002,2277300,65.092417
2016-01-15,63.830002,65.489998,63.57,64.949997,2669700,64.467096
2016-01-19,65.949997,66.540001,65.07,65.559998,2025200,65.072561
2016-01-20,64.400002,65.769997,63.75,65.089996,2598100,64.606055
2016-01-21,65.330002,67.260002,65.110001,65.559998,2112300,65.072561
2016-01-22,66.769997,67.440002,66.279999,67.43,1650800,66.928661
2016-01-25,67.080002,67.339996,65.290001,65.410004,1640800,64.923683
2016-01-26,65.769997,67.650002,65.440002,66.650002,1533300,66.154461
2016-01-27,66.669998,67.57,65.5,66.230003,2232000,65.737586
2016-01-28,68.25,70.800003,68.010002,68.419998,2984700,67.911298
2016-01-29,68.510002,71.160004,68.440002,70.949997,2844000,70.422486
2016-02-01,70.440002,70.599998,69.400002,70.160004,2375400,69.638367
2016-02-02,68.919998,69.459999,67.790001,68.050003,2657100,67.544054
2016-02-03,68.459999,69.07,66.400002,68.639999,2326200,68.129663
2016-02-04,68.410004,69.82,68.400002,69.779999,3472600,69.261187
2016-02-05,69.400002,69.910004,68.360001,68.639999,2616500,68.129663
2016-02-08,67.980003,67.980003,64.260002,65.970001,4241900,65.479517
2016-02-09,65.199997,67.150002,64.809998,66.489998,2326300,65.995647
2016-02-10,67.459999,68.349998,66.550003,66.589996,1509500,66.094902
2016-02-11,64.709999,66.199997,64.650002,65.480003,2095200,64.993162
2016-02-12,66.870003,67.559998,65.980003,67.550003,1368700,67.047771
2016-02-16,68.5,68.809998,67.739998,68.470001,1546000,67.960929
2016-02-17,69.260002,70.699997,68.519997,70.260002,1858200,69.737622
2016-02-18,70.519997,70.550003,69.0,69.43,1569200,68.913791
2016-02-19,69.139999,69.400002,68.330002,68.860001,1463000,68.348029
2016-02-22,69.720001,70.239998,69.139999,69.889999,1270700,69.37037
2016-02-23,70.029999,70.269997,68.269997,68.599998,1260600,68.08996
2016-02-24,67.339996,69.080002,66.269997,68.959999,1483900,68.447284
2016-02-25,69.190002,69.650002,68.160004,69.639999,1028400,69.122228
2016-02-26,70.510002,70.639999,69.300003,69.720001,1040200,69.201636
2016-02-29,69.760002,70.230003,69.089996,69.110001,1384700,68.59617
2016-03-01,69.93,71.400002,69.629997,71.400002,1740200,70.869145
2016-03-02,71.160004,71.690002,70.449997,71.669998,1307400,71.137134
2016-03-03,71.760002,72.349998,71.260002,72.339996,1123600,71.802151
2016-03-04,72.339996,73.279999,71.970001,72.779999,1367900,72.238882
2016-03-07,72.349998,73.0,72.0,72.559998,1210300,72.020517
2016-03-08,71.970001,72.599998,71.559998,71.970001,1609200,71.434907
2016-03-09,72.199997,72.360001,70.900002,71.519997,1354400,70.988248
2016-03-10,71.849998,71.900002,70.220001,71.309998,918200,70.77981
2016-03-11,71.900002,72.830002,71.580002,72.629997,1287100,72.089996
2016-03-14,71.879997,72.32,71.510002,71.669998,1053300,71.669998
2016-03-15,70.790001,70.910004,69.900002,70.599998,1746700,70.599998
2016-03-16,70.150002,71.610001,69.970001,71.32,1084800,71.32
2016-03-17,71.419998,73.809998,71.330002,73.209999,1764800,73.209999
2016-03-18,73.449997,73.889999,72.0,73.540001,2439600,73.540001
2016-03-21,73.239998,73.699997,72.260002,73.360001,1082300,73.360001
2016-03-22,72.940002,73.620003,72.650002,73.089996,965900,73.089996
2016-03-23,73.050003,73.519997,72.540001,73.099998,1054400,73.099998
2016-03-24,72.360001,72.620003,72.050003,72.510002,1150400,72.510002
2016-03-28,72.739998,73.07,72.150002,72.800003,666400,72.800003
2016-03-29,72.339996,74.050003,71.839996,73.900002,1443000,73.900002
2016-03-30,74.160004,74.720001,73.809998,73.900002,1442600,73.900002
2016-03-31,73.790001,74.209999,73.389999,73.459999,1324500,73.459999
2016-04-01,72.970001,74.080002,72.410004,73.949997,1299200,73.949997
2016-04-04,73.779999,73.980003,72.839996,73.029999,1012900,73.029999
2016-04-05,72.510002,72.709999,72.080002,72.339996,1047100,72.339996
2016-04-06,72.5,73.599998,72.349998,73.349998,1326700,73.349998
2016-04-07,72.629997,73.050003,71.260002,71.480003,1358100,71.480003
2016-04-08,72.199997,72.300003,71.419998,71.800003,1275400,71.800003
2016-04-11,72.43,73.470001,72.139999,72.190002,1172900,72.190002
2016-04-12,72.449997,74.089996,72.019997,74.040001,1668900,74.040001
2016-04-13,74.720001,76.519997,74.540001,76.5,2413300,76.5
2016-04-14,76.489998,76.970001,75.510002,76.610001,1040200,76.610001
2016-04-15,76.540001,76.860001,76.150002,76.529999,999100,76.529999
2016-04-18,76.339996,76.709999,76.010002,76.599998,1078100,76.599998
2016-04-19,77.18,77.849998,76.800003,77.720001,1139000,77.720001
2016-04-20,77.919998,78.68,77.5,78.339996,1647100,78.339996
2016-04-21,78.349998,78.709999,77.220001,77.629997,1438800,77.629997
2016-04-22,77.57,78.029999,77.080002,77.580002,1522700,77.580002
2016-04-25,77.269997,77.849998,76.580002,76.970001,1895300,76.970001
2016-04-26,78.480003,79.0,76.32,77.519997,2740300,77.519997
2016-04-27,77.190002,77.980003,76.879997,77.459999,1952500,77.459999
2016-04-28,76.940002,77.230003,75.440002,75.769997,1741800,75.769997
2016-04-29,75.050003,75.75,74.760002,75.290001,1426400,75.290001
2016-05-02,75.650002,75.919998,74.699997,75.690002,1334800,75.690002
2016-05-03,75.089996,75.089996,73.940002,74.93,1179300,74.93
2016-05-04,74.690002,74.959999,74.040001,74.290001,1203200,74.290001
2016-05-05,74.620003,74.900002,74.07,74.339996,1895300,74.339996
2016-05-06,73.75,75.110001,73.699997,75.089996,1419000,75.089996
2016-05-09,74.800003,75.410004,74.449997,75.040001,1345900,75.040001
2016-05-10,75.25,75.93,75.040001,75.860001,1447500,75.860001
2016-05-11,75.449997,76.07,75.330002,75.349998,1342200,75.349998
2016-05-12,75.690002,76.18,75.07,75.610001,913000,75.610001
2016-05-13,75.389999,76.0,73.57,74.129997,1046400,74.129997
2016-05-16,74.209999,75.080002,74.209999,74.739998,1007100,74.739998
2016-05-17,74.360001,74.809998,73.769997,74.080002,1185100,74.080002
2016-05-18,74.019997,74.720001,73.57,74.43,1787600,74.43
2016-05-19,73.989998,74.279999,73.040001,73.739998,1216800,73.739998
2016-05-20,74.129997,75.07,74.059998,74.879997,3992000,74.879997
2016-05-23,74.519997,75.029999,74.419998,74.510002,1053400,74.510002
2016-05-24,75.139999,76.779999,74.800003,76.57,1278000,76.57
2016-05-25,76.730003,77.629997,76.68,77.360001,1084700,77.360001
2016-05-26,77.209999,77.5,76.629997,76.660004,706900,76.660004
2016-05-27,76.889999,77.5,76.720001,77.129997,701300,77.129997
2016-05-31,77.660004,77.699997,76.550003,77.059998,1940600,77.059998
2016-06-01,76.5,77.080002,76.199997,77.019997,898600,77.019997
2016-06-02,76.550003,76.940002,76.190002,76.940002,1006600,76.940002
2016-06-03,75.800003,76.269997,74.970001,75.980003,1045800,75.980003
