Date,Open_GPN,High_GPN,Low_GPN,Close_GPN,Volume_GPN,AdjClose_GPN
2015-06-05,104.870003,106.279999,104.120003,105.669998,836600,52.800934
2015-06-08,105.75,106.209999,104.18,104.349998,772400,52.14136
2015-06-09,104.32,105.230003,103.800003,104.959999,754800,52.446163
2015-06-10,105.269997,106.400002,105.269997,106.209999,784000,53.07076
2015-06-11,106.489998,106.790001,105.449997,105.839996,907200,52.885878
2015-06-12,105.139999,106.339996,105.07,105.120003,778000,52.526114
2015-06-15,104.169998,105.389999,103.269997,105.0,1146600,52.466151
2015-06-16,105.050003,106.5,105.050003,106.129997,1007800,53.030785
2015-06-17,106.650002,106.809998,105.589996,106.209999,539200,53.07076
2015-06-18,106.370003,107.669998,105.860001,107.370003,920000,53.650388
2015-06-19,107.360001,107.360001,106.099998,106.199997,1110800,53.065763
2015-06-22,106.959999,107.550003,106.589996,107.190002,517400,53.560446
2015-06-23,107.580002,107.809998,106.360001,106.75,604000,53.340587
2015-06-24,106.730003,107.080002,105.57,105.709999,636800,52.820922
2015-06-25,105.779999,106.110001,105.410004,105.889999,691000,52.910864
2015-06-26,106.129997,106.559998,105.209999,105.32,975800,52.626048
2015-06-29,104.129997,105.050003,102.75,102.769997,981400,51.351868
2015-06-30,103.690002,103.82,102.959999,103.449997,1696600,51.691649
2015-07-01,104.470001,105.849998,104.309998,105.089996,1123800,52.51112
2015-07-02,105.110001,105.160004,103.769997,104.57,669200,52.251289
2015-07-06,103.739998,105.169998,103.400002,104.559998,596200,52.246292
2015-07-07,105.510002,105.660004,103.669998,105.239998,1472200,52.586073
2015-07-08,104.370003,104.870003,103.080002,103.800003,1002000,51.866539
2015-07-09,105.370003,106.25,104.480003,104.510002,706200,52.22131
2015-07-10,105.32,106.110001,104.760002,105.949997,582000,52.940843
2015-07-13,106.599998,106.779999,105.230003,106.449997,597600,53.190682
2015-07-14,106.519997,106.900002,106.099998,106.489998,414400,53.21067
2015-07-15,106.440002,107.050003,105.93,106.400002,509400,53.1657
2015-07-16,107.230003,108.190002,106.410004,107.540001,1045400,53.735333
2015-07-17,107.540001,107.739998,106.07,106.580002,562200,53.255643
2015-07-20,106.769997,109.080002,106.010002,108.0,1597000,53.965184
2015-07-21,108.0,108.449997,106.529999,106.839996,626800,53.385556
2015-07-22,106.650002,107.980003,106.150002,106.419998,895400,53.175692
2015-07-23,106.300003,106.75,105.129997,105.379997,755200,52.656027
2015-07-24,105.400002,105.839996,103.900002,104.459999,917000,52.196325
2015-07-27,103.650002,104.529999,102.150002,102.169998,1620600,51.052062
2015-07-28,103.720001,110.800003,102.120003,109.910004,3883600,54.91957
2015-07-29,110.209999,114.32,110.169998,111.709999,3325000,55.818987
2015-07-30,111.330002,112.199997,110.660004,111.839996,1669000,55.883944
2015-07-31,112.599998,112.949997,111.279999,112.089996,1850800,56.008864
2015-08-03,112.099998,113.059998,111.5,112.269997,1168400,56.098806
2015-08-04,112.389999,113.650002,112.059998,112.5,851600,56.213733
2015-08-05,113.339996,114.550003,112.970001,113.309998,1087600,56.618471
2015-08-06,113.650002,114.139999,111.900002,112.519997,983800,56.223725
2015-08-07,112.370003,112.980003,111.879997,112.739998,719600,56.333655
2015-08-10,113.519997,115.029999,113.489998,114.690002,850800,57.308028
2015-08-11,113.25,114.370003,113.080002,114.080002,704000,57.003225
2015-08-12,113.529999,115.160004,111.980003,114.580002,712000,57.263103
2015-08-13,114.68,116.099998,114.07,116.0,964400,57.972769
2015-08-14,115.699997,117.279999,114.949997,116.949997,1155400,58.447544
2015-08-17,116.32,117.580002,115.5,117.220001,654800,58.582483
2015-08-18,117.239998,118.300003,117.019997,117.620003,1168200,58.78239
2015-08-19,116.870003,118.589996,116.279999,117.910004,785600,58.927322
2015-08-20,116.730003,117.25,115.949997,116.25,1036000,58.09771
2015-08-21,114.68,115.269997,111.919998,111.93,1787000,55.938724
2015-08-24,106.309998,106.690002,101.389999,105.900002,2250000,52.92514
