Date,Open_DTE,High_DTE,Low_DTE,Close_DTE,Volume_DTE,AdjClose_DTE
2015-06-05,75.940002,76.040001,74.82,74.940002,1838900,72.294177
2015-06-08,74.940002,75.139999,74.510002,74.529999,1126800,71.898649
2015-06-09,74.449997,74.849998,74.339996,74.519997,1479700,71.889
2015-06-10,74.959999,75.300003,74.5,75.029999,1461400,72.380996
2015-06-11,74.860001,75.300003,74.449997,74.809998,1304100,72.83861
2015-06-12,74.410004,74.800003,74.059998,74.080002,777100,72.127851
2015-06-15,74.059998,74.339996,73.540001,73.779999,915100,71.835754
2015-06-16,73.629997,74.150002,73.230003,74.099998,949900,72.147321
2015-06-17,74.080002,75.129997,74.010002,74.980003,1228300,73.004136
2015-06-18,75.019997,76.279999,75.019997,76.050003,1140400,74.045939
2015-06-19,76.07,76.410004,75.629997,75.690002,1775700,73.695425
2015-06-22,75.839996,75.989998,75.110001,75.389999,605000,73.403328
2015-06-23,75.150002,75.25,74.029999,74.360001,895700,72.400471
2015-06-24,74.379997,74.68,73.75,73.849998,941200,71.903909
2015-06-25,74.0,74.18,73.68,73.889999,985100,71.942855
2015-06-26,73.699997,74.970001,73.389999,74.959999,2025400,72.984659
2015-06-29,75.0,75.849998,74.599998,74.639999,1684200,72.673091
2015-06-30,74.93,75.0,74.43,74.639999,1447900,72.673091
2015-07-01,74.75,75.260002,74.529999,75.239998,1050900,73.257279
2015-07-02,75.620003,76.410004,75.389999,76.220001,1327700,74.211457
2015-07-06,76.080002,76.639999,75.82,76.470001,1333200,74.454869
2015-07-07,76.919998,78.900002,76.599998,78.559998,2166700,76.48979
2015-07-08,78.260002,78.879997,77.849998,77.959999,1401200,75.905603
2015-07-09,78.169998,78.459999,76.720001,76.860001,1190700,74.834591
2015-07-10,77.709999,78.400002,76.5,77.510002,971600,75.467464
2015-07-13,77.809998,77.900002,76.75,77.260002,984000,75.224052
2015-07-14,77.25,77.830002,76.940002,77.099998,632400,75.068265
2015-07-15,77.120003,77.57,76.629997,77.5,779900,75.457726
2015-07-16,77.68,78.669998,77.480003,78.540001,770500,76.47032
2015-07-17,78.230003,78.489998,77.5,77.510002,1212600,75.467464
2015-07-20,77.440002,77.440002,76.580002,77.410004,1015000,75.370101
2015-07-21,77.410004,77.559998,76.339996,76.660004,809600,74.639865
2015-07-22,76.760002,77.519997,76.610001,77.139999,773900,75.107212
2015-07-23,76.860001,77.059998,75.589996,76.169998,943500,74.162772
2015-07-24,76.540001,78.040001,76.540001,77.360001,1805900,75.321415
2015-07-27,77.339996,79.300003,77.32,78.68,1433100,76.606631
2015-07-28,78.57,78.779999,78.190002,78.620003,1365400,76.548214
2015-07-29,78.459999,79.379997,77.900002,79.309998,1108000,77.220026
2015-07-30,79.029999,79.949997,78.900002,79.550003,1045300,77.453707
2015-07-31,79.910004,81.269997,79.910004,80.459999,881800,78.339723
2015-08-03,80.5,81.139999,79.970001,80.360001,812300,78.24236
2015-08-04,80.07,80.330002,78.970001,79.089996,1022400,77.005822
2015-08-05,79.400002,79.68,78.919998,79.209999,586400,77.122663
2015-08-06,79.32,79.949997,78.440002,79.889999,997100,77.784744
2015-08-07,79.860001,81.599998,79.43,81.220001,1454200,79.079698
2015-08-10,81.269997,81.489998,80.379997,80.639999,758400,78.51498
2015-08-11,80.790001,81.75,80.330002,81.160004,1077400,79.021281
2015-08-12,81.010002,83.309998,80.709999,83.019997,1817100,80.83226
2015-08-13,82.699997,83.480003,82.050003,83.139999,1067100,80.9491
2015-08-14,82.870003,83.790001,82.379997,83.650002,887500,81.445663
2015-08-17,83.730003,84.330002,83.209999,84.120003,855500,81.903278
2015-08-18,83.900002,84.110001,83.279999,83.599998,802200,81.396977
2015-08-19,83.410004,84.529999,83.169998,84.379997,1409000,82.156422
2015-08-20,83.870003,85.120003,83.349998,84.269997,1450800,82.04932
2015-08-21,83.629997,84.209999,83.150002,83.150002,1920700,80.958839
2015-08-24,82.07,82.07,78.830002,79.220001,2028600,77.132401
2015-08-25,79.809998,80.589996,76.540001,76.559998,1692600,74.542494
2015-08-26,77.339996,78.0,76.089996,77.870003,1626200,75.817978
2015-08-27,78.309998,78.989998,77.669998,78.970001,1212800,76.888989
2015-08-28,78.940002,79.129997,77.739998,78.830002,1031000,76.752679
2015-08-31,78.650002,78.709999,77.25,78.059998,1672800,76.002966
2015-09-01,77.209999,77.550003,75.690002,76.120003,1249000,74.114094
2015-09-02,76.879997,76.93,75.370003,76.010002,899900,74.006992
2015-09-03,76.510002,76.919998,76.059998,76.379997,684900,74.367237
2015-09-04,75.5,75.900002,74.639999,75.010002,841200,73.033344
2015-09-08,75.889999,76.529999,75.559998,76.279999,860600,74.269874
2015-09-09,76.379997,76.82,75.040001,75.150002,1006800,73.169654
2015-09-10,74.739998,75.849998,74.739998,75.07,837200,73.09176
2015-09-11,74.839996,75.949997,74.559998,75.940002,747200,73.938837
2015-09-14,76.059998,76.529999,75.68,75.879997,662000,73.880413
2015-09-15,76.059998,76.589996,75.279999,76.5,893900,74.484077
2015-09-16,76.260002,77.75,76.230003,77.629997,1320200,75.584297
2015-09-17,77.0,79.279999,76.730003,78.150002,1502800,76.812916
2015-09-18,77.540001,78.669998,77.410004,77.800003,1446700,76.468906
2015-09-21,77.949997,78.360001,77.660004,77.980003,771300,76.645827
2015-09-22,77.589996,78.089996,77.07,77.269997,1048100,75.947968
2015-09-23,77.370003,78.449997,76.919998,78.330002,1114400,76.989837
2015-09-24,77.989998,78.860001,77.809998,78.760002,1054200,77.41248
2015-09-25,78.980003,80.389999,78.389999,79.269997,1614900,77.913749
2015-09-28,79.269997,79.75,78.68,78.769997,1364200,77.422304
2015-09-29,78.919998,79.169998,77.739998,78.230003,1926500,76.891549
2015-09-30,78.790001,80.470001,78.519997,80.370003,1574600,78.994935
2015-10-01,80.489998,80.629997,78.389999,79.370003,1227600,78.012044
2015-10-02,80.220001,80.599998,79.019997,80.599998,1014900,79.220996
2015-10-05,81.0,81.32,80.089996,81.120003,824100,79.732103
2015-10-06,80.93,81.18,80.169998,80.720001,1142400,79.338945
2015-10-07,80.889999,80.980003,80.080002,80.360001,848500,78.985104
2015-10-08,80.199997,81.5,80.0,81.370003,655000,79.977826
2015-10-09,81.269997,81.389999,80.800003,81.139999,830900,79.751758
2015-10-12,81.349998,82.129997,81.169998,81.599998,708900,80.203887
2015-10-13,81.370003,82.209999,81.029999,81.349998,1017900,79.958164
2015-10-14,81.5,82.269997,81.150002,81.760002,725900,80.361153
2015-10-15,82.099998,83.510002,81.660004,83.260002,1150900,81.835489
2015-10-16,83.660004,83.980003,83.0,83.349998,809700,81.923945
2015-10-19,83.440002,83.669998,82.839996,83.639999,807700,82.208985
2015-10-20,83.139999,84.199997,83.059998,83.82,587700,82.385905
2015-10-21,84.25,84.639999,83.599998,83.779999,707300,82.346589
2015-10-22,83.93,85.040001,83.769997,84.870003,859300,83.417944
2015-10-23,84.220001,85.360001,82.980003,83.330002,966000,81.904291
2015-10-26,83.57,83.669998,82.330002,83.5,964900,82.071381
2015-10-27,83.230003,83.639999,82.709999,83.489998,797500,82.06155
2015-10-28,83.470001,83.82,81.32,82.169998,974400,80.764134
2015-10-29,81.660004,82.139999,80.120003,81.150002,908400,79.761589
2015-10-30,81.379997,82.07,80.980003,81.589996,761300,80.194056
2015-11-02,81.599998,82.269997,81.120003,82.160004,834300,80.75431
2015-11-03,81.779999,82.519997,81.470001,82.459999,851800,81.049173
2015-11-04,82.459999,83.18,82.25,82.709999,676900,81.294896
2015-11-05,82.529999,83.480003,82.379997,83.0,1225800,81.579935
2015-11-06,81.730003,81.809998,79.190002,79.389999,2058200,78.031699
2015-11-09,79.0,79.769997,78.709999,79.300003,1444000,77.943242
2015-11-10,79.459999,80.410004,79.220001,80.199997,1182700,78.827838
2015-11-11,80.339996,81.029999,80.169998,81.0,1100600,79.614154
2015-11-12,80.760002,81.540001,79.800003,80.029999,965300,78.660748
2015-11-13,80.209999,80.800003,79.330002,79.529999,918700,78.169303
2015-11-16,79.389999,81.099998,79.360001,81.059998,1119700,79.673125
2015-11-17,80.800003,81.440002,79.32,79.550003,843500,78.188965
2015-11-18,79.290001,80.029999,78.260002,79.879997,1571500,78.513313
2015-11-19,80.339996,81.379997,80.07,80.93,1092100,79.545352
2015-11-20,81.290001,81.889999,81.019997,81.379997,1452900,79.987649
2015-11-23,81.339996,81.669998,80.360001,80.529999,649900,79.152194
2015-11-24,80.150002,80.400002,79.360001,80.209999,922000,78.837669
2015-11-25,80.209999,80.209999,79.480003,79.879997,590100,78.513313
2015-11-27,79.879997,80.620003,79.580002,80.169998,297600,78.798352
2015-11-30,80.190002,81.120003,80.139999,80.489998,1307600,79.112877
2015-12-01,80.940002,81.050003,80.0,80.669998,1166300,79.289798
2015-12-02,80.400002,80.510002,78.610001,78.68,1349800,77.333847
2015-12-03,78.699997,78.959999,77.949997,78.269997,1682900,76.930858
2015-12-04,78.760002,80.800003,78.529999,80.529999,1352100,79.152194
2015-12-07,80.32,81.199997,80.019997,81.18,1071400,79.791074
2015-12-08,81.0,81.220001,80.0,80.620003,857400,79.240658
2015-12-09,80.339996,81.349998,79.779999,80.209999,1689300,78.837669
2015-12-10,80.139999,80.269997,78.610001,78.919998,1266700,77.569739
2015-12-11,78.610001,79.25,78.239998,78.330002,1161300,76.989837
2015-12-14,78.339996,78.720001,77.349998,78.470001,1373300,77.127441
2015-12-15,78.660004,79.849998,78.660004,79.120003,767800,77.766322
2015-12-16,79.489998,81.050003,79.220001,80.889999,1057400,79.506035
2015-12-17,80.300003,80.660004,79.690002,79.949997,1156100,79.297744
2015-12-18,79.870003,79.970001,78.5,78.879997,1607600,78.236473
2015-12-21,79.160004,79.610001,77.980003,78.660004,1085800,78.018274
2015-12-22,78.870003,79.300003,77.970001,79.080002,890600,78.434846
2015-12-23,79.349998,80.129997,79.269997,80.010002,669000,79.357259
2015-12-24,79.82,80.230003,79.699997,79.879997,327900,79.228315
2015-12-28,79.800003,80.690002,79.589996,80.660004,759900,80.001958
