Date,Open_ARG,High_ARG,Low_ARG,Close_ARG,Volume_ARG,AdjClose_ARG
2015-06-05,103.559998,104.18,103.040001,103.660004,561000,101.530784
2015-06-08,103.389999,103.889999,102.93,102.980003,399400,100.864751
2015-06-09,103.169998,103.959999,102.900002,103.519997,675100,101.393653
2015-06-10,103.639999,104.220001,103.449997,103.93,457300,101.795235
2015-06-11,103.419998,105.779999,103.419998,105.75,759900,104.179289
2015-06-12,105.400002,105.470001,104.82,105.300003,727200,103.735976
2015-06-15,104.919998,105.18,104.059998,105.010002,720500,103.450282
2015-06-16,104.830002,105.480003,104.800003,105.220001,554700,103.657162
2015-06-17,105.360001,106.019997,104.919998,106.0,684900,104.425576
2015-06-18,106.050003,106.889999,105.870003,106.669998,836700,105.085622
2015-06-19,106.589996,107.260002,106.349998,106.959999,886100,105.371316
2015-06-22,107.360001,107.489998,106.709999,107.029999,631300,105.440276
2015-06-23,107.0,108.0,106.660004,107.970001,1250400,106.366316
2015-06-24,107.779999,107.779999,106.209999,107.0,677700,105.410723
2015-06-25,107.279999,108.0,106.970001,107.169998,960500,105.578196
2015-06-26,107.25,107.629997,106.410004,106.769997,2010000,105.184135
2015-06-29,105.93,106.830002,105.169998,105.480003,1300300,103.913303
2015-06-30,106.169998,106.379997,105.639999,105.779999,938400,104.208842
2015-07-01,106.25,106.879997,105.75,106.0,895300,104.425576
2015-07-02,106.050003,106.589996,104.660004,105.199997,526500,103.637455
2015-07-06,104.720001,105.349998,104.089996,104.580002,431500,103.026669
2015-07-07,104.57,105.300003,103.669998,104.959999,492600,103.401022
2015-07-08,104.18,104.650002,102.309998,102.339996,496300,100.819934
2015-07-09,103.400002,103.650002,101.860001,101.870003,524700,100.356921
2015-07-10,102.879997,103.370003,102.260002,103.059998,540200,101.529241
2015-07-13,103.940002,103.940002,103.279999,103.639999,315100,102.100628
2015-07-14,103.650002,106.150002,103.290001,105.93,1507000,104.356616
2015-07-15,105.660004,106.5,103.82,103.989998,763900,102.445428
2015-07-16,104.139999,104.489998,102.779999,102.910004,826500,101.381475
2015-07-17,102.730003,103.43,101.830002,102.290001,547500,100.770681
2015-07-20,102.220001,102.360001,101.43,101.68,449900,100.169741
2015-07-21,101.790001,101.790001,99.75,99.830002,979400,98.347221
2015-07-22,99.849998,100.610001,99.739998,100.449997,709400,98.958007
2015-07-23,100.720001,100.720001,99.800003,100.25,502300,98.760981
2015-07-24,100.379997,100.739998,98.75,98.879997,781100,97.411327
2015-07-27,97.779999,97.82,96.519997,97.18,1056800,95.73658
2015-07-28,97.410004,101.239998,96.900002,100.900002,1007600,99.401328
2015-07-29,101.0,102.989998,100.800003,101.790001,786300,100.278108
2015-07-30,102.080002,102.870003,101.769997,102.07,631600,100.553948
2015-07-31,102.339996,102.839996,101.839996,102.019997,480700,100.504687
2015-08-03,101.779999,102.709999,101.309998,102.599998,717700,101.076075
2015-08-04,102.68,104.010002,101.889999,102.699997,641700,101.174588
2015-08-05,103.330002,104.550003,102.860001,102.940002,655600,101.411028
2015-08-06,103.050003,104.150002,102.540001,103.650002,482400,102.110482
2015-08-07,103.360001,104.199997,102.900002,103.739998,587800,102.199141
2015-08-10,104.239998,105.839996,104.089996,105.760002,557800,104.189142
2015-08-11,104.629997,105.379997,104.349998,105.239998,452300,103.676862
2015-08-12,105.0,105.5,104.360001,105.339996,773600,103.775375
2015-08-13,105.099998,106.099998,104.75,105.709999,430400,104.139882
2015-08-14,105.599998,106.980003,103.970001,106.940002,631600,105.351616
2015-08-17,106.510002,107.099998,105.519997,106.389999,954700,104.809782
2015-08-18,106.169998,106.93,105.940002,106.050003,513400,104.474836
2015-08-19,105.309998,105.800003,104.5,104.860001,490300,103.302509
2015-08-20,104.269997,104.610001,102.959999,102.989998,566000,101.460281
2015-08-21,102.57,102.860001,99.25,99.339996,1683300,97.864493
2015-08-24,95.099998,97.510002,94.080002,95.519997,1641600,94.101232
2015-08-25,97.919998,98.080002,92.510002,92.57,1484900,91.195052
2015-08-26,94.349998,95.459999,93.260002,95.220001,1130100,93.805693
2015-08-27,96.43,97.699997,95.650002,96.879997,1051200,95.441033
2015-08-28,96.620003,97.870003,96.059998,97.160004,577600,95.71688
2015-08-31,96.459999,97.279999,95.550003,96.519997,582700,95.086379
2015-09-01,94.57,95.07,93.540001,94.010002,610900,92.613666
2015-09-02,95.120003,95.32,94.059998,95.260002,454900,93.8451
2015-09-03,95.580002,96.480003,95.160004,96.260002,570900,94.830247
2015-09-04,94.940002,95.199997,93.330002,93.529999,405700,92.140792
2015-09-08,95.059998,95.300003,94.129997,95.120003,516400,93.70718
2015-09-09,95.879997,96.25,94.230003,94.400002,299600,92.997873
2015-09-10,93.910004,95.510002,93.889999,94.790001,521800,93.382079
2015-09-11,93.879997,94.550003,93.459999,94.32,637800,93.510962
2015-09-14,94.32,94.43,93.349998,93.550003,370500,92.74757
2015-09-15,93.790001,94.300003,93.370003,93.980003,430500,93.173882
2015-09-16,93.919998,95.339996,93.220001,95.150002,589900,94.333844
2015-09-17,94.980003,96.959999,94.589996,95.580002,907800,94.760156
2015-09-18,94.120003,94.360001,92.769997,93.160004,1153700,92.360916
2015-09-21,93.480003,94.480003,93.099998,93.669998,487900,92.866536
2015-09-22,92.470001,92.739998,91.519997,92.339996,478600,91.547942
2015-09-23,92.190002,92.589996,90.75,90.830002,443400,90.0509
2015-09-24,90.110001,91.610001,89.019997,91.139999,560600,90.358238
2015-09-25,91.769997,91.839996,89.879997,90.459999,580100,89.684071
2015-09-28,89.760002,89.779999,88.040001,88.099998,469400,87.344313
2015-09-29,88.32,89.239998,88.019997,89.089996,448900,88.325819
2015-09-30,90.0,90.629997,88.75,89.330002,881900,88.563766
2015-10-01,89.620003,89.790001,86.089996,87.970001,1020900,87.215431
2015-10-02,86.93,88.760002,86.610001,88.760002,1068400,87.998656
2015-10-05,89.610001,91.739998,89.5,91.139999,856400,90.358238
2015-10-06,91.330002,91.760002,90.349998,90.720001,514400,89.941843
2015-10-07,90.93,92.120003,90.07,92.0,557600,91.210862
2015-10-08,91.739998,93.18,91.68,92.919998,462800,92.122969
2015-10-09,93.040001,93.860001,92.639999,93.400002,561900,92.598855
2015-10-12,93.309998,93.459999,92.290001,92.760002,313000,91.964345
2015-10-13,91.93,93.0,91.449997,92.389999,311300,91.597516
2015-10-14,92.389999,93.040001,92.129997,92.779999,458400,91.98417
2015-10-15,93.190002,93.230003,91.720001,92.790001,250100,91.994087
2015-10-16,93.230003,93.230003,91.589996,91.93,385600,91.141463
2015-10-19,91.489998,91.660004,91.0,91.129997,566800,90.348322
