Date,Open_SPGI,High_SPGI,Low_SPGI,Close_SPGI,Volume_SPGI,AdjClose_SPGI
2015-11-12,96.260002,96.529999,95.25,95.68,952100,94.656237
2015-11-13,95.620003,95.779999,94.43,94.699997,1852400,93.686719
2015-11-16,94.440002,95.650002,93.809998,95.300003,1744700,94.280306
2015-11-17,95.239998,96.150002,95.040001,95.199997,1851600,94.18137
2015-11-18,95.239998,96.040001,95.019997,95.75,1745100,94.725488
2015-11-19,95.800003,96.519997,95.529999,96.389999,1023000,95.358639
2015-11-20,96.849998,97.489998,95.82,96.889999,1711200,95.853289
2015-11-23,96.360001,96.410004,95.089996,95.989998,1242500,95.287455
2015-11-24,95.120003,97.279999,94.940002,96.879997,1475600,96.170941
2015-11-25,96.769997,97.419998,96.199997,96.879997,735600,96.170941
2015-11-27,96.93,97.099998,96.07,96.849998,245400,96.141162
2015-11-30,97.209999,97.389999,96.339996,96.470001,1427600,95.763946
2015-12-01,97.25,97.599998,95.989998,97.470001,1261100,96.756627
2015-12-02,97.25,98.029999,96.910004,97.419998,1204600,96.70699
2015-12-03,97.550003,98.0,95.089996,95.75,1454300,95.049214
2015-12-04,96.139999,98.379997,95.730003,98.330002,1094900,97.610333
2015-12-07,97.400002,98.010002,96.150002,97.019997,1099500,96.309916
2015-12-08,96.32,96.739998,95.550003,95.839996,1222200,95.138552
2015-12-09,95.330002,96.349998,94.309998,94.449997,1425900,93.758726
2015-12-10,94.599998,95.510002,94.199997,95.059998,905800,94.364262
2015-12-11,93.730003,94.419998,92.580002,92.669998,2022200,91.991754
2015-12-14,92.730003,94.470001,92.260002,94.410004,1518500,93.719025
2015-12-15,95.379997,95.760002,94.57,95.120003,1599700,94.423828
2015-12-16,95.5,96.599998,95.0,96.519997,1704400,95.813575
2015-12-17,96.860001,96.919998,95.18,95.32,1497700,94.622361
2015-12-18,94.610001,94.610001,93.349998,93.860001,2471400,93.173047
2015-12-21,94.410004,95.190002,94.029999,95.160004,837000,94.463536
2015-12-22,95.650002,96.269997,94.32,95.900002,748600,95.198118
2015-12-23,96.25,97.989998,95.980003,97.980003,760800,97.262896
2015-12-24,97.870003,97.980003,97.080002,97.489998,343200,96.776477
2015-12-28,97.300003,97.699997,96.519997,97.470001,612300,96.756627
2015-12-29,98.0,100.25,97.629997,100.0,1193800,99.268109
2015-12-30,99.650002,101.269997,99.230003,99.860001,1131800,99.129134
2015-12-31,99.459999,100.0,98.57,98.580002,691100,97.858503
2016-01-04,96.559998,96.639999,93.629997,94.800003,2145300,94.10617
2016-01-05,94.519997,95.269997,94.120003,95.120003,1049900,94.423828
2016-01-06,93.959999,95.139999,93.639999,94.080002,840100,93.391438
2016-01-07,92.610001,92.720001,89.690002,91.120003,1819500,90.453103
2016-01-08,91.510002,91.809998,88.339996,88.510002,1451700,87.862205
2016-01-11,89.120003,89.25,87.5,88.470001,1196100,87.822497
2016-01-12,88.93,89.669998,87.650002,88.720001,1386300,88.070667
2016-01-13,88.879997,89.300003,83.809998,84.370003,1652800,83.752506
2016-01-14,84.870003,85.540001,83.080002,84.900002,1707800,84.278626
2016-01-15,83.099998,83.540001,81.589996,83.220001,1877400,82.610921
2016-01-19,84.720001,85.220001,82.470001,83.330002,1513500,82.720117
2016-01-20,81.82,83.589996,79.639999,82.510002,1596800,81.906119
2016-01-21,82.919998,84.139999,81.470001,81.769997,1171800,81.171529
2016-01-22,83.459999,85.550003,83.139999,85.5,1430400,84.874233
2016-01-25,85.260002,86.510002,83.660004,83.870003,1310700,83.256165
2016-01-26,83.980003,85.290001,83.459999,84.360001,900900,83.742577
2016-01-27,84.239998,85.260002,82.760002,83.510002,960500,82.8988
2016-01-28,84.269997,84.449997,82.010002,82.379997,1295100,81.777065
2016-01-29,83.120003,85.160004,82.300003,85.019997,2116100,84.397743
2016-02-01,84.169998,85.75,83.519997,84.139999,1330500,83.524186
2016-02-02,82.709999,83.230003,81.400002,81.68,1388900,81.082191
2016-02-03,82.110001,82.150002,78.550003,80.769997,1967900,80.178848
2016-02-04,81.769997,88.0,81.769997,87.0,3206300,86.363254
2016-02-05,86.900002,86.900002,84.940002,85.760002,3070400,85.132332
2016-02-08,84.599998,84.769997,82.019997,83.370003,3406200,82.759825
2016-02-09,82.580002,84.639999,82.220001,83.589996,2405300,82.978208
2016-02-10,84.5,86.459999,83.989998,84.769997,1740600,84.149572
2016-02-11,82.769997,84.0,81.949997,82.260002,1359700,81.657948
2016-02-12,84.129997,85.589996,82.889999,85.519997,1267600,84.894083
2016-02-16,87.269997,87.989998,86.349998,87.32,1864000,86.680912
2016-02-17,87.790001,89.559998,87.769997,88.870003,1599800,88.219571
2016-02-18,88.489998,88.879997,86.760002,87.82,1489500,87.177253
2016-02-19,87.68,88.230003,86.75,87.949997,1057600,87.306298
2016-02-22,89.160004,90.0,88.68,89.449997,1520800,88.79532
2016-02-23,88.5,88.5,87.010002,87.199997,1219300,86.911576
2016-02-24,86.120003,88.639999,85.360001,88.459999,1500800,88.16741
2016-02-25,88.800003,90.150002,87.540001,90.110001,1744300,89.811954
2016-02-26,90.0,90.699997,89.110001,89.300003,1777100,89.004636
2016-02-29,89.129997,90.860001,88.75,89.739998,1922600,89.443176
2016-03-01,90.5,92.650002,90.25,92.260002,1609300,91.954845
2016-03-02,91.910004,92.889999,91.440002,92.519997,1548400,92.213979
2016-03-03,92.050003,94.459999,91.720001,94.32,1597900,94.008029
2016-03-04,94.309998,95.5,93.779999,95.059998,1098300,94.745579
2016-03-07,94.120003,94.690002,93.529999,94.139999,1254800,93.828624
2016-03-08,93.379997,94.629997,93.050003,93.949997,1433800,93.63925
2016-03-09,94.519997,94.580002,92.769997,93.25,897600,92.941568
2016-03-10,93.459999,94.330002,92.029999,92.910004,1247800,92.602696
2016-03-11,94.0,95.220001,93.419998,95.129997,1252300,94.815347
2016-03-14,94.410004,94.940002,93.760002,93.839996,1652600,93.529613
2016-03-15,93.0,93.580002,92.25,93.129997,1222400,92.821962
2016-03-16,92.730003,94.769997,92.459999,94.599998,1264500,94.287101
2016-03-17,94.809998,96.300003,94.580002,95.949997,1624700,95.632635
2016-03-18,96.169998,97.949997,95.959999,97.790001,2287000,97.466553
2016-03-21,97.419998,97.489998,95.720001,96.199997,1044100,95.881808
2016-03-22,95.25,97.239998,95.07,97.199997,1490600,96.8785
2016-03-23,97.269997,97.980003,97.139999,97.220001,1671600,96.898438
2016-03-24,96.300003,96.779999,95.93,96.389999,1350100,96.071182
2016-03-28,96.639999,97.589996,96.190002,97.389999,1486600,97.067874
2016-03-29,97.279999,99.529999,96.860001,99.459999,1229900,99.131027
2016-03-30,99.720001,99.849998,98.650002,98.940002,923100,98.61275
2016-03-31,98.949997,99.720001,98.839996,98.980003,1379100,98.652619
2016-04-01,97.75,100.269997,97.239998,99.300003,1389700,98.97156
2016-04-04,99.0,99.129997,97.959999,98.190002,699700,97.865231
2016-04-05,97.089996,97.150002,95.980003,96.379997,764100,96.061213
2016-04-06,96.410004,97.839996,96.230003,97.709999,1162500,97.386815
2016-04-07,96.839996,97.440002,95.830002,96.730003,1994900,96.410061
2016-04-08,97.379997,97.760002,96.57,97.230003,654500,96.908407
2016-04-11,97.860001,98.279999,96.550003,96.589996,543500,96.270517
2016-04-12,96.970001,98.150002,96.5,97.779999,886100,97.456584
2016-04-13,98.309998,99.889999,97.860001,99.830002,1152000,99.499806
2016-04-14,99.900002,101.07,99.269997,100.080002,1413200,99.748979
2016-04-15,99.830002,99.870003,98.529999,99.769997,1074900,99.439999
2016-04-18,99.269997,101.089996,98.830002,100.959999,968200,100.626066
2016-04-19,101.629997,103.360001,101.25,103.139999,1296000,102.798855
2016-04-20,102.849998,104.550003,102.760002,104.129997,1186200,103.785579
2016-04-21,103.720001,104.550003,103.379997,103.5,1164200,103.157665
2016-04-22,102.629997,104.0,102.629997,103.370003,828900,103.028098
2016-04-25,102.879997,103.330002,102.589996,103.160004,898200,102.818794
2016-04-26,104.18,106.830002,104.120003,106.760002,1963900,106.406885
2016-04-27,106.900002,108.239998,106.32,107.919998,1356500,107.563044
2016-04-28,107.919998,107.919998,107.919998,107.919998,971800,107.563044
2016-04-29,106.660004,107.360001,105.900002,106.849998,1791100,106.496583
2016-05-02,107.589996,107.769997,105.349998,107.169998,2120400,106.815525
2016-05-03,102.290001,105.129997,102.010002,104.5,1398100,104.154358
2016-05-04,103.959999,105.029999,103.300003,104.290001,956300,103.945053
2016-05-05,104.400002,105.470001,104.389999,104.669998,872000,104.323794
2016-05-06,100.68,104.489998,97.650002,104.269997,1095100,103.925115
2016-05-09,104.0,104.809998,103.580002,104.519997,661000,104.174288
2016-05-10,104.769997,105.720001,104.669998,104.959999,868000,104.612835
2016-05-11,104.959999,106.059998,104.739998,105.139999,992100,104.79224
2016-05-12,105.639999,106.309998,104.93,105.959999,915700,105.609528
2016-05-13,105.739998,106.589996,104.669998,104.919998,773500,104.572967
2016-05-16,104.730003,106.699997,104.440002,106.489998,756600,106.137774
2016-05-17,106.440002,106.82,105.489998,105.699997,1051000,105.350386
2016-05-18,105.769997,107.43,105.529999,107.050003,1090900,106.695927
2016-05-19,106.190002,107.07,105.25,106.849998,871200,106.496583
2016-05-20,107.540001,108.629997,107.269997,108.07,1113400,107.712549
2016-05-23,107.580002,109.110001,107.379997,108.839996,944200,108.479999
2016-05-24,108.910004,112.0,108.220001,111.660004,1347300,111.660004
2016-05-25,111.5,111.68,110.099998,111.25,862300,111.25
2016-05-26,110.989998,111.199997,110.18,110.389999,793600,110.389999
2016-05-27,111.089996,111.660004,110.480003,111.470001,537400,111.470001
2016-05-31,112.050003,112.75,111.0,111.809998,1285300,111.809998
2016-06-01,111.809998,111.809998,109.879997,110.800003,966600,110.800003
2016-06-02,110.230003,111.040001,109.730003,110.449997,917400,110.449997
2016-06-03,110.019997,110.330002,108.510002,109.639999,1103000,109.639999
