Date,Open_TDC,High_TDC,Low_TDC,Close_TDC,Volume_TDC,AdjClose_TDC
2016-03-10,26.799999,26.98,25.549999,26.110001,2341600,26.110001
2016-03-11,26.450001,26.85,25.99,26.73,1244600,26.73
2016-03-14,26.719999,26.889999,26.08,26.18,1615700,26.18
2016-03-15,25.959999,26.0,25.610001,25.879999,1205900,25.879999
2016-03-16,25.889999,26.290001,25.75,26.16,1130200,26.16
2016-03-17,26.290001,26.66,25.84,26.450001,2032300,26.450001
2016-03-18,26.57,26.82,26.360001,26.76,2538300,26.76
2016-03-21,26.59,26.879999,26.43,26.74,1086600,26.74
2016-03-22,26.559999,26.959999,26.450001,26.73,965200,26.73
2016-03-23,26.879999,26.879999,25.870001,25.889999,1019600,25.889999
2016-03-24,25.66,25.870001,25.26,25.85,1159500,25.85
2016-03-28,25.98,26.35,25.799999,26.190001,1132800,26.190001
2016-03-29,26.049999,26.620001,25.75,26.49,1111000,26.49
2016-03-30,26.629999,26.75,25.9,26.110001,1454800,26.110001
2016-03-31,26.139999,26.25,25.91,26.24,1694700,26.24
2016-04-01,25.82,25.9,25.15,25.65,2185400,25.65
2016-04-04,25.65,25.700001,25.26,25.34,1077300,25.34
2016-04-05,25.110001,25.299999,25.02,25.16,1242700,25.16
2016-04-06,25.110001,25.75,25.030001,25.610001,1574500,25.610001
2016-04-07,25.43,25.51,24.98,25.18,1308500,25.18
2016-04-08,25.440001,25.719999,24.809999,24.940001,1231100,24.940001
2016-04-11,25.030001,25.24,24.719999,24.719999,1245500,24.719999
2016-04-12,24.790001,24.879999,24.4,24.49,1707000,24.49
2016-04-13,24.65,25.389999,24.6,25.280001,1551800,25.280001
2016-04-14,25.27,25.52,25.17,25.190001,1414000,25.190001
2016-04-15,25.209999,25.33,24.639999,24.690001,1538700,24.690001
2016-04-18,24.51,25.059999,24.360001,24.790001,1320600,24.790001
2016-04-19,24.83,25.200001,24.790001,25.120001,1938700,25.120001
2016-04-20,25.18,25.690001,25.18,25.5,1480100,25.5
2016-04-21,25.51,26.200001,25.51,25.799999,2275900,25.799999
2016-04-22,25.75,26.719999,25.75,26.610001,3059900,26.610001
2016-04-25,26.549999,26.700001,26.17,26.32,1732500,26.32
2016-04-26,26.389999,26.5,25.91,26.040001,1335100,26.040001
2016-04-27,26.030001,26.35,26.02,26.200001,1075700,26.200001
2016-04-28,26.1,26.25,25.83,25.9,1015400,25.9
2016-04-29,25.83,25.83,24.84,25.299999,2230600,25.299999
2016-05-02,25.290001,25.389999,24.73,25.33,1651200,25.33
2016-05-03,25.09,25.24,24.84,25.040001,2145200,25.040001
2016-05-04,24.9,24.9,24.209999,24.4,2350800,24.4
2016-05-05,26.0,26.709999,25.120001,26.27,4890100,26.27
2016-05-06,26.129999,29.73,26.08,28.139999,10206800,28.139999
2016-05-09,28.1,28.209999,27.190001,27.200001,3997600,27.200001
2016-05-10,27.299999,27.77,27.139999,27.75,2645300,27.75
2016-05-11,27.709999,27.879999,27.5,27.530001,2182700,27.530001
2016-05-12,27.809999,27.92,26.75,27.309999,2313800,27.309999
2016-05-13,26.870001,27.41,26.23,26.41,2877900,26.41
2016-05-16,26.530001,26.76,26.16,26.540001,3319000,26.540001
2016-05-17,26.52,26.73,25.98,26.15,3304100,26.15
2016-05-18,26.120001,26.4,25.809999,26.0,3027800,26.0
2016-05-19,25.85,26.139999,25.59,25.85,2135800,25.85
2016-05-20,25.99,26.49,25.870001,26.440001,2009900,26.440001
2016-05-23,26.389999,26.959999,26.389999,26.620001,2174300,26.620001
2016-05-24,26.700001,26.799999,26.23,26.549999,2338100,26.549999
2016-05-25,26.700001,27.700001,26.700001,27.57,2710600,27.57
2016-05-26,27.629999,27.889999,27.280001,27.709999,2440400,27.709999
2016-05-27,27.77,28.110001,27.690001,27.940001,2074300,27.940001
2016-05-31,27.969999,28.620001,27.969999,28.34,7274500,28.34
2016-06-01,28.23,28.67,28.059999,28.58,2625800,28.58
2016-06-02,28.41,29.0,28.32,28.959999,2123400,28.959999
2016-06-03,28.91,28.91,28.09,28.309999,1918500,28.309999
