Date,Open_STZ,High_STZ,Low_STZ,Close_STZ,Volume_STZ,AdjClose_STZ
2015-06-05,119.139999,119.489998,118.010002,118.870003,704400,117.751121
2015-06-08,119.599998,121.099998,119.029999,119.889999,943400,118.761517
2015-06-09,120.059998,120.489998,118.879997,120.309998,691500,119.177562
2015-06-10,120.480003,121.949997,120.220001,121.75,790800,120.60401
2015-06-11,122.080002,122.129997,120.82,121.029999,681000,119.890786
2015-06-12,120.260002,120.75,119.839996,120.519997,544600,119.385585
2015-06-15,119.900002,119.900002,116.57,117.029999,2333500,115.928437
2015-06-16,117.029999,118.540001,116.410004,117.75,1133100,116.641661
2015-06-17,118.230003,119.449997,118.18,119.080002,1212600,117.959144
2015-06-18,120.32,120.739998,119.379997,120.269997,1247200,119.137938
2015-06-19,119.959999,120.110001,119.099998,119.5,1260800,118.375189
2015-06-22,120.419998,120.419998,119.290001,119.559998,1040300,118.434622
2015-06-23,120.169998,120.220001,119.32,119.419998,964700,118.29594
2015-06-24,119.410004,119.709999,117.629997,117.739998,1084700,116.631753
2015-06-25,118.18,118.75,117.589996,117.669998,1149400,116.562412
2015-06-26,118.07,118.269997,116.910004,117.400002,1437500,116.294957
2015-06-29,116.629997,117.209999,115.529999,115.599998,873500,114.511897
2015-06-30,116.699997,117.07,115.879997,116.019997,1320100,114.927941
2015-07-01,120.370003,120.540001,116.0,116.0,2579200,114.908133
2015-07-02,116.879997,118.739998,116.32,117.089996,1635300,115.98787
2015-07-06,116.139999,116.629997,115.599998,116.220001,1484300,115.126063
2015-07-07,116.300003,117.730003,114.669998,117.5,1180000,116.394014
2015-07-08,116.849998,117.18,115.650002,115.879997,914900,114.78926
2015-07-09,117.389999,117.760002,115.449997,115.540001,813400,114.452464
2015-07-10,116.870003,117.300003,115.779999,116.040001,630200,114.947757
2015-07-13,116.489998,117.099998,116.209999,117.040001,692400,115.938345
2015-07-14,116.900002,117.800003,116.589996,117.650002,960500,116.542604
2015-07-15,117.660004,117.830002,116.349998,116.440002,840300,115.343994
2015-07-16,117.279999,117.790001,116.75,117.540001,762200,116.433638
2015-07-17,117.199997,117.989998,117.139999,117.779999,726300,116.671377
2015-07-20,117.800003,118.25,117.440002,117.919998,481300,116.810059
2015-07-21,117.730003,118.080002,116.459999,116.989998,477300,115.888812
2015-07-22,116.889999,119.410004,116.489998,119.370003,1051600,118.246415
2015-07-23,119.360001,119.580002,117.349998,117.559998,642300,116.453447
2015-07-24,117.43,118.129997,116.32,116.43,668000,115.334086
2015-07-27,116.010002,117.400002,115.410004,117.339996,998000,116.235516
2015-07-28,118.0,118.0,116.550003,117.739998,752400,116.631753
2015-07-29,118.029999,118.989998,117.720001,118.629997,692200,117.513375
2015-07-30,117.730003,119.610001,116.559998,119.0,753700,117.879895
2015-07-31,119.43,120.160004,118.919998,120.019997,1389300,118.890291
2015-08-03,120.610001,121.669998,120.32,121.029999,1233300,119.890786
2015-08-04,120.949997,121.449997,120.639999,121.239998,989400,120.098809
2015-08-05,121.699997,123.440002,121.260002,123.349998,837800,122.188949
2015-08-06,123.980003,124.5,123.43,124.18,1254900,123.011138
2015-08-07,123.769997,123.980003,122.809998,123.529999,865300,122.673495
2015-08-10,124.300003,124.980003,123.760002,123.989998,971800,123.130305
2015-08-11,123.099998,125.18,122.739998,125.07,958600,124.202818
2015-08-12,123.989998,125.360001,123.019997,125.25,1473000,124.38157
2015-08-13,125.669998,128.039993,125.110001,127.529999,1891300,126.645761
2015-08-14,127.330002,128.130005,126.970001,128.009995,1162000,127.122428
2015-08-17,127.470001,128.630005,126.980003,128.509995,963400,127.618961
2015-08-18,128.580002,130.419998,128.580002,129.699997,1351500,128.800713
2015-08-19,129.320007,130.080002,128.059998,129.729996,1198500,128.830504
2015-08-20,128.589996,129.800003,128.289993,128.669998,1342100,127.777856
2015-08-21,127.900002,127.900002,122.849998,123.110001,1955100,122.256409
2015-08-24,115.269997,122.610001,114.489998,119.279999,3020400,118.452963
2015-08-25,123.230003,123.559998,119.470001,120.010002,1635800,119.177904
2015-08-26,121.879997,125.339996,120.120003,124.879997,3342000,124.014133
2015-08-27,126.110001,127.82,125.019997,127.040001,1718300,126.15916
2015-08-28,126.489998,128.029999,126.0,127.940002,1213300,127.052921
2015-08-31,127.769997,128.369995,126.760002,128.0,1584500,127.112503
2015-09-01,127.0,128.710007,126.550003,127.720001,2724800,126.834446
2015-09-02,129.070007,129.089996,127.540001,129.0,1609200,128.105569
2015-09-03,129.440002,130.289993,128.639999,129.0,1371900,128.105569
2015-09-04,127.220001,128.300003,126.830002,127.519997,1446800,126.635828
2015-09-08,128.960007,129.169998,127.239998,129.160004,1314500,128.264464
2015-09-09,129.960007,129.990005,125.550003,125.910004,1507800,125.036998
2015-09-10,125.879997,127.839996,125.730003,127.410004,883300,126.526597
2015-09-11,125.809998,127.459999,125.529999,127.410004,1264000,126.526597
2015-09-14,127.75,128.149994,126.900002,127.900002,778400,127.013198
2015-09-15,128.309998,128.929993,127.639999,128.539993,1223600,127.648752
2015-09-16,129.559998,131.380005,128.869995,131.160004,2018200,130.250597
2015-09-17,131.190002,132.199997,130.130005,130.410004,1411400,129.505797
2015-09-18,129.009995,130.5,127.349998,127.349998,3865100,126.467008
2015-09-21,127.970001,129.339996,127.580002,128.220001,1276200,127.330979
2015-09-22,127.089996,128.139999,126.32,127.239998,905400,126.35777
2015-09-23,127.870003,128.570007,127.440002,128.050003,606600,127.162159
2015-09-24,127.339996,127.830002,126.300003,127.120003,589700,126.238607
2015-09-25,128.779999,130.0,127.709999,129.820007,1663700,128.919891
2015-09-28,129.470001,129.619995,125.209999,125.93,1311300,125.056856
2015-09-29,125.790001,126.480003,122.349998,123.5,1479700,122.643704
2015-09-30,125.199997,125.5,123.510002,125.209999,1438000,124.341847
2015-10-01,125.150002,127.769997,124.57,127.699997,1532500,126.81458
2015-10-02,126.589996,129.210007,126.0,129.119995,1124000,128.224733
2015-10-05,130.0,132.529999,129.600006,132.240005,1857600,131.32311
2015-10-06,132.110001,132.470001,130.669998,131.320007,1494700,130.409491
2015-10-07,135.399994,135.399994,131.960007,134.570007,3039400,133.636957
2015-10-08,134.509995,136.839996,133.470001,136.690002,1986700,135.742253
2015-10-09,136.800003,137.669998,136.080002,136.889999,1196200,135.940863
2015-10-12,136.949997,138.669998,136.690002,137.070007,1209800,136.119623
2015-10-13,137.309998,137.710007,134.699997,135.020004,1320500,134.083834
2015-10-14,135.160004,135.910004,133.259995,133.690002,1270000,132.763053
2015-10-15,134.490005,135.729996,134.009995,134.929993,1384800,133.994446
2015-10-16,135.199997,135.490005,134.449997,135.089996,1003400,134.15334
2015-10-19,135.070007,135.889999,134.600006,135.179993,993900,134.242713
2015-10-20,135.440002,135.979996,134.600006,135.899994,570000,134.957722
2015-10-21,136.130005,137.460007,135.259995,136.309998,724700,135.364883
