Date,Open_STZ,High_STZ,Low_STZ,Close_STZ,Volume_STZ,AdjClose_STZ
2015-10-22,136.910004,137.929993,136.5,137.809998,1298500,136.854482
2015-10-23,138.380005,138.880005,135.660004,136.199997,1191700,135.255645
2015-10-26,136.5,136.759995,135.050003,136.0,725300,135.057034
2015-10-27,135.679993,136.419998,135.089996,135.679993,523200,134.739246
2015-10-28,136.470001,136.589996,134.580002,135.610001,784000,134.669739
2015-10-29,135.559998,135.570007,134.110001,135.110001,625100,134.173206
2015-10-30,135.220001,135.75,134.490005,134.800003,937100,133.865358
2015-11-02,134.910004,135.470001,134.220001,135.080002,980400,134.143415
2015-11-03,135.080002,135.130005,133.770004,134.410004,720500,133.478063
2015-11-04,134.419998,134.850006,132.070007,133.199997,688500,132.276445
2015-11-05,133.429993,134.0,132.869995,133.259995,584300,132.644736
2015-11-06,132.580002,133.0,131.429993,132.110001,904900,131.500052
2015-11-09,131.75,132.449997,131.550003,132.270004,1093200,131.659317
2015-11-10,131.979996,134.850006,131.889999,134.779999,2116300,134.157723
2015-11-11,135.039993,135.449997,134.789993,134.979996,1006700,134.356796
2015-11-12,134.300003,134.910004,133.380005,133.380005,964900,132.764193
2015-11-13,133.0,134.199997,132.059998,132.199997,584100,131.589633
2015-11-16,132.490005,135.330002,132.080002,135.259995,1370800,134.635502
2015-11-17,135.589996,138.929993,135.520004,138.110001,1733200,137.47235
2015-11-18,138.460007,139.190002,137.139999,138.289993,1176600,137.651512
2015-11-19,137.979996,138.5,137.259995,137.460007,794800,136.825357
2015-11-20,138.130005,139.889999,137.270004,137.619995,1443500,136.984607
2015-11-23,139.360001,142.860001,139.119995,142.080002,1815500,141.424022
2015-11-24,141.199997,141.619995,140.029999,141.339996,1049600,140.687433
2015-11-25,141.839996,143.990005,141.509995,143.190002,974800,142.528898
2015-11-27,143.320007,144.440002,142.889999,143.789993,554000,143.126118
2015-11-30,143.800003,144.600006,140.259995,140.259995,1953900,139.612418
2015-12-01,140.949997,142.919998,140.789993,142.850006,1394400,142.190471
2015-12-02,142.910004,142.910004,141.350006,141.839996,842600,141.185125
2015-12-03,141.990005,142.669998,140.0,140.5,961100,139.851315
2015-12-04,140.770004,144.839996,140.539993,144.669998,1081500,144.00206
2015-12-07,144.229996,144.669998,140.720001,141.800003,1255700,141.145316
2015-12-08,141.300003,143.389999,140.869995,142.990005,765500,142.329824
2015-12-09,142.580002,143.059998,139.580002,140.179993,786600,139.532785
2015-12-10,140.240005,141.339996,139.350006,139.979996,910000,139.333711
2015-12-11,139.610001,141.199997,137.5,138.300003,1275400,137.661475
2015-12-14,138.300003,139.0,135.339996,137.690002,1360600,137.054291
2015-12-15,138.300003,139.710007,137.699997,139.279999,1125400,138.636946
2015-12-16,140.070007,143.289993,140.070007,142.960007,1257400,142.299964
2015-12-17,143.0,143.440002,139.889999,139.889999,1072400,139.244131
2015-12-18,139.520004,141.039993,138.0,138.570007,4622100,137.930233
2015-12-21,140.940002,142.809998,140.089996,141.399994,1074500,140.747154
2015-12-22,141.779999,142.740005,139.679993,142.630005,1018300,141.971486
2015-12-23,142.910004,144.089996,142.679993,143.690002,652300,143.026589
2015-12-24,143.460007,143.729996,142.919998,143.029999,248500,142.369633
2015-12-28,142.910004,143.270004,142.009995,143.270004,402000,142.60853
2015-12-29,143.850006,144.869995,143.789993,144.25,578200,143.584001
2015-12-30,144.339996,144.690002,143.509995,144.169998,533600,143.504369
2015-12-31,143.309998,144.309998,142.270004,142.440002,780100,141.78236
2016-01-04,141.029999,141.080002,138.449997,140.690002,1765900,140.04044
2016-01-05,141.559998,143.949997,141.240005,143.619995,1753500,142.956905
2016-01-06,142.990005,144.410004,142.009995,143.119995,2334900,142.459214
2016-01-07,149.5,154.309998,147.110001,149.610001,4601900,148.919255
2016-01-08,149.880005,151.0,146.589996,147.0,1695400,146.321305
2016-01-11,147.720001,148.600006,144.789993,147.050003,1521500,146.371077
2016-01-12,148.190002,148.199997,144.660004,147.039993,1317000,146.361113
2016-01-13,147.130005,147.229996,143.639999,144.130005,1145300,143.46456
2016-01-14,143.899994,144.539993,141.25,143.25,1861000,142.588618
2016-01-15,141.429993,144.710007,141.199997,142.75,2022700,142.090927
2016-01-19,144.820007,146.199997,143.100006,145.619995,2069800,144.947671
2016-01-20,143.720001,146.649994,142.119995,145.139999,2200600,144.469892
2016-01-21,144.970001,146.210007,142.360001,143.449997,1710000,142.787692
2016-01-22,145.270004,149.229996,145.059998,148.759995,2077400,148.073173
2016-01-25,149.300003,149.5,147.160004,148.25,1608700,147.565533
2016-01-26,148.25,150.970001,147.600006,148.380005,1463200,147.694938
2016-01-27,148.940002,149.630005,144.800003,146.110001,1695000,145.435414
2016-01-28,146.759995,152.460007,146.699997,151.820007,2443600,151.119058
2016-01-29,152.270004,152.929993,151.259995,152.479996,2058800,151.775999
2016-02-01,152.899994,155.679993,152.75,154.360001,1553400,153.647324
2016-02-02,153.589996,154.580002,151.899994,152.509995,1253200,151.80586
2016-02-03,152.529999,153.240005,148.149994,150.399994,1831400,149.705601
2016-02-04,149.5,150.050003,145.440002,146.949997,3022600,146.271532
2016-02-05,147.289993,147.460007,137.820007,137.949997,4864800,137.603371
2016-02-08,135.539993,136.419998,130.229996,134.949997,4595500,134.610909
2016-02-09,134.080002,138.809998,133.419998,136.089996,2175700,135.748044
2016-02-10,137.550003,140.139999,137.100006,138.800003,1689300,138.451241
2016-02-11,137.330002,137.740005,134.399994,135.610001,1746400,135.269254
2016-02-12,135.610001,138.440002,135.610001,138.029999,1201700,137.683172
2016-02-16,139.729996,141.220001,137.990005,139.289993,1396700,138.94
2016-02-17,140.490005,142.509995,139.970001,142.009995,1796400,141.653167
2016-02-18,142.169998,142.479996,139.559998,140.330002,1186700,139.977396
2016-02-19,140.100006,140.539993,138.270004,139.509995,1309500,139.159449
2016-02-22,139.869995,142.330002,139.440002,140.600006,1584600,140.246721
2016-02-23,140.0,140.600006,138.5,139.470001,1358000,139.119556
2016-02-24,138.720001,140.199997,137.25,139.080002,1485300,138.730536
2016-02-25,139.660004,143.690002,137.570007,143.639999,1911000,143.279076
2016-02-26,143.910004,144.410004,140.940002,142.050003,1332500,141.693075
2016-02-29,141.690002,143.559998,141.399994,141.429993,1044600,141.074622
2016-03-01,142.419998,144.990005,142.160004,144.520004,1250100,144.15687
2016-03-02,143.679993,144.360001,142.169998,143.779999,1218200,143.418724
2016-03-03,143.570007,144.539993,141.100006,144.449997,1145500,144.087038
2016-03-04,143.940002,144.929993,142.830002,143.899994,1282400,143.538417
2016-03-07,142.589996,143.179993,137.910004,138.710007,2861400,138.361471
2016-03-08,138.449997,141.910004,137.850006,139.970001,1472300,139.6183
2016-03-09,140.270004,141.169998,139.110001,140.279999,1248900,139.927518
2016-03-10,141.580002,141.740005,139.740005,140.5,1080000,140.146967
2016-03-11,141.649994,142.309998,140.570007,142.059998,1293100,141.703044
2016-03-14,142.960007,143.720001,140.979996,141.899994,2100900,141.543443
2016-03-15,141.600006,144.869995,141.5,144.130005,1234100,143.76785
2016-03-16,143.300003,145.0,142.399994,144.539993,901300,144.176809
2016-03-17,144.539993,147.160004,144.179993,146.839996,1247700,146.471032
2016-03-18,147.110001,149.460007,146.350006,147.039993,2678900,146.670527
2016-03-21,146.809998,147.699997,146.369995,147.199997,1164600,146.830128
2016-03-22,146.669998,149.559998,146.669998,149.419998,1474400,149.044552
2016-03-23,149.419998,150.759995,149.080002,150.110001,1808200,149.73282
2016-03-24,149.289993,150.259995,149.050003,149.899994,1566000,149.523341
2016-03-28,150.520004,151.449997,149.169998,149.410004,1051300,149.034582
2016-03-29,149.710007,150.720001,149.070007,149.710007,1716200,149.333831
2016-03-30,150.440002,152.100006,149.75,151.600006,1406100,151.219082
2016-03-31,151.580002,152.229996,150.639999,151.089996,1370800,150.710354
2016-04-01,150.360001,153.119995,150.0,152.679993,1415300,152.296355
2016-04-04,153.169998,153.220001,150.330002,151.470001,1682000,151.089404
2016-04-05,151.0,152.279999,149.600006,151.360001,2194200,150.979679
2016-04-06,158.009995,160.350006,156.0,160.339996,4172300,159.937111
2016-04-07,160.039993,160.389999,156.410004,157.369995,2551100,156.974573
2016-04-08,158.100006,159.899994,158.0,159.009995,1341500,158.610451
2016-04-11,158.929993,159.729996,157.399994,157.470001,1202200,157.074327
2016-04-12,157.610001,158.350006,156.649994,156.949997,1447200,156.55563
2016-04-13,157.050003,157.820007,154.960007,156.050003,2401100,155.657897
2016-04-14,156.059998,158.210007,155.869995,156.839996,1237300,156.445906
2016-04-15,156.179993,157.270004,155.529999,156.710007,1290600,156.316243
2016-04-18,156.869995,158.649994,156.509995,158.050003,1181500,157.652872
2016-04-19,158.570007,159.279999,157.070007,157.300003,1536700,156.904756
2016-04-20,157.279999,157.669998,155.929993,156.009995,846000,155.617989
2016-04-21,156.190002,156.850006,154.960007,155.160004,1188800,154.770134
2016-04-22,155.029999,155.740005,154.0,154.850006,1293800,154.460916
2016-04-25,154.949997,157.449997,154.910004,156.839996,961000,156.445906
2016-04-26,157.179993,157.389999,156.110001,156.25,703400,155.857392
2016-04-27,155.990005,156.960007,154.880005,156.639999,863400,156.246411
2016-04-28,155.679993,157.190002,155.059998,155.580002,782500,155.189077
2016-04-29,154.899994,157.240005,154.699997,156.059998,858200,155.667867
2016-05-02,156.070007,158.339996,156.070007,157.770004,916000,157.373577
2016-05-03,156.910004,158.529999,156.190002,158.490005,1147700,158.091769
2016-05-04,157.449997,159.990005,156.679993,158.830002,1195600,158.430911
2016-05-05,158.429993,159.399994,157.770004,159.190002,1279200,158.790007
2016-05-06,158.830002,159.779999,158.039993,159.589996,1085800,159.589996
2016-05-09,159.850006,162.320007,159.830002,161.110001,1014400,161.110001
2016-05-10,161.289993,163.589996,160.830002,163.520004,1277000,163.520004
2016-05-11,163.5,165.809998,162.440002,162.940002,1587200,162.940002
2016-05-12,163.220001,163.419998,161.339996,161.899994,1055100,161.899994
2016-05-13,162.0,162.259995,160.380005,161.470001,1386500,161.470001
2016-05-16,160.610001,163.229996,160.610001,162.529999,612300,162.529999
2016-05-17,161.869995,161.869995,157.559998,158.149994,1522100,158.149994
2016-05-18,157.479996,157.509995,153.440002,154.479996,2937100,154.479996
2016-05-19,154.259995,156.160004,154.080002,156.089996,1161400,156.089996
2016-05-20,156.919998,156.919998,153.740005,154.100006,2321100,154.100006
2016-05-23,154.410004,155.320007,154.080002,154.289993,1042000,154.289993
2016-05-24,155.229996,158.139999,155.229996,157.699997,1229500,157.699997
2016-05-25,157.619995,158.110001,155.910004,156.899994,977500,156.899994
2016-05-26,157.220001,158.100006,156.550003,157.949997,757400,157.949997
2016-05-27,158.149994,158.970001,157.660004,157.830002,816400,157.830002
2016-05-31,158.550003,158.550003,152.210007,153.149994,3166200,153.149994
2016-06-01,153.149994,154.429993,152.660004,153.809998,1731800,153.809998
2016-06-02,153.559998,154.720001,152.839996,154.149994,1008300,154.149994
2016-06-03,153.75,154.479996,153.039993,153.399994,1000300,153.399994
