Date,Open_PRU,High_PRU,Low_PRU,Close_PRU,Volume_PRU,AdjClose_PRU
2015-06-05,88.110001,89.220001,87.419998,88.239998,3552400,85.241207
2015-06-08,88.0,88.620003,87.400002,87.580002,2025800,84.603641
2015-06-09,87.589996,88.57,87.150002,87.970001,1943000,84.980386
2015-06-10,89.690002,90.980003,88.860001,90.550003,4177500,87.472708
2015-06-11,90.040001,90.940002,89.75,89.93,2960200,86.873776
2015-06-12,89.550003,90.0,88.910004,89.239998,1678700,86.207223
2015-06-15,88.260002,89.050003,87.839996,88.580002,1866600,85.569656
2015-06-16,88.580002,89.93,88.269997,89.730003,2162100,86.680576
2015-06-17,90.089996,90.220001,88.93,89.139999,2302600,86.110623
2015-06-18,89.519997,90.349998,88.830002,89.760002,2517900,86.709555
2015-06-19,89.43,89.849998,88.959999,89.290001,3096400,86.255526
2015-06-22,90.07,91.07,89.949997,90.980003,2734700,87.888095
2015-06-23,91.739998,91.82,90.809998,91.470001,2507400,88.361441
2015-06-24,91.300003,91.660004,90.599998,90.699997,2068600,87.617605
2015-06-25,91.080002,91.349998,89.699997,89.730003,1672600,86.680576
2015-06-26,90.209999,90.93,90.07,90.720001,2136000,87.636929
2015-06-29,89.370003,89.769997,87.199997,87.290001,3201000,84.323495
2015-06-30,88.290001,89.07,86.849998,87.519997,5097500,84.545675
2015-07-01,88.790001,89.629997,88.589996,88.980003,2495200,85.956064
2015-07-02,88.809998,89.059998,87.800003,88.169998,1448400,85.173586
2015-07-06,86.919998,88.160004,86.57,87.510002,2074200,84.53602
2015-07-07,87.5,87.580002,84.120003,87.0,3442900,84.04335
2015-07-08,85.949997,86.239998,84.660004,84.860001,2531600,81.976077
2015-07-09,86.480003,87.029999,85.550003,85.720001,2206000,82.806851
2015-07-10,86.970001,87.660004,86.620003,87.360001,1740700,84.391116
2015-07-13,88.160004,89.029999,88.160004,88.610001,2470000,85.598636
2015-07-14,88.389999,89.279999,88.010002,88.75,2030900,85.733877
