Date,Open_PRU,High_PRU,Low_PRU,Close_PRU,Volume_PRU,AdjClose_PRU
2015-07-15,88.800003,89.0,88.190002,88.68,3343800,85.666256
2015-07-16,89.260002,89.82,89.050003,89.529999,1926400,86.487368
2015-07-17,89.349998,89.400002,88.25,88.760002,1609600,85.743539
2015-07-20,89.07,89.389999,88.400002,88.650002,1218000,85.637277
2015-07-21,88.75,89.519997,88.220001,88.709999,1363900,85.695236
2015-07-22,88.699997,89.0,88.269997,88.75,1408100,85.733877
2015-07-23,88.739998,89.360001,87.959999,88.370003,1781300,85.366794
2015-07-24,88.269997,89.089996,87.519997,87.849998,2344100,84.864462
2015-07-27,87.0,87.209999,86.0,87.029999,1675500,84.072329
2015-07-28,87.849998,88.330002,87.029999,88.0,1665200,85.009366
2015-07-29,88.019997,89.940002,87.910004,89.559998,2270300,86.516347
2015-07-30,89.110001,89.809998,88.540001,89.669998,1912100,86.62261
2015-07-31,89.389999,89.709999,88.110001,88.360001,1913800,85.357132
2015-08-03,88.540001,89.389999,88.260002,89.139999,2151900,86.110623
2015-08-04,88.959999,89.959999,88.959999,89.839996,2265400,86.786831
2015-08-05,90.040001,91.269997,89.75,89.860001,2658000,86.806155
2015-08-06,91.349998,92.599998,90.349998,90.660004,3639800,87.57897
2015-08-07,90.629997,91.25,88.910004,89.410004,2427100,86.371451
2015-08-10,90.610001,91.919998,90.529999,91.68,2062800,88.564303
2015-08-11,90.209999,90.690002,89.019997,89.449997,2369100,86.410085
2015-08-12,88.540001,88.599998,86.230003,88.480003,2641200,85.473056
2015-08-13,88.769997,89.599998,88.419998,89.269997,1628800,86.236202
2015-08-14,89.43,90.110001,89.010002,90.099998,1955600,87.037997
2015-08-17,89.25,89.769997,88.559998,89.309998,1426400,86.274844
2015-08-18,89.379997,89.669998,88.940002,89.129997,929100,86.10096
2015-08-19,88.5,88.629997,87.080002,87.699997,1982700,84.719558
2015-08-20,86.879997,86.949997,84.879997,84.889999,3088900,82.005057
2015-08-21,83.75,83.919998,80.709999,80.769997,4108600,78.561832
2015-08-24,76.0,79.580002,74.650002,75.910004,6497700,73.834706
2015-08-25,78.75,78.940002,74.050003,74.220001,6009900,72.190906
2015-08-26,77.25,77.650002,74.889999,77.459999,5314600,75.342326
2015-08-27,78.919998,81.419998,78.75,81.120003,4303700,78.902269
2015-08-28,80.199997,81.589996,79.860001,81.199997,2829900,78.980077
2015-08-31,80.230003,81.029999,79.849998,80.699997,2209000,78.493746
2015-09-01,78.18,78.800003,76.589996,77.120003,2997200,75.011625
2015-09-02,78.839996,78.959999,77.529999,78.940002,2208400,76.781868
2015-09-03,79.089996,80.290001,78.699997,79.010002,2173500,76.849954
2015-09-04,78.0,78.040001,76.400002,77.099998,2723000,74.992168
2015-09-08,78.790001,79.959999,78.279999,79.889999,3124800,77.705893
2015-09-09,81.139999,81.57,78.279999,78.489998,2761400,76.344166
2015-09-10,78.029999,79.589996,77.75,78.949997,2036300,76.791589
2015-09-11,78.190002,79.029999,77.519997,78.989998,1769300,76.830496
2015-09-14,78.779999,78.980003,78.110001,78.510002,1543000,76.363623
2015-09-15,78.949997,80.739998,78.160004,80.459999,2393600,78.260309
2015-09-16,80.349998,81.099998,80.040001,80.879997,1701100,78.668825
2015-09-17,80.779999,81.209999,77.910004,78.190002,3472200,76.052372
2015-09-18,76.989998,77.099998,75.550003,75.830002,4462000,73.756891
2015-09-21,76.730003,77.639999,76.459999,77.150002,2617500,75.040804
2015-09-22,75.900002,76.209999,75.07,75.839996,2486600,73.766613
2015-09-23,76.160004,76.839996,75.760002,76.230003,2390800,74.145957
2015-09-24,75.389999,76.239998,74.650002,76.029999,2864100,73.951421
2015-09-25,77.209999,78.029999,76.769997,77.25,2654000,75.138068
2015-09-28,76.660004,76.660004,74.440002,74.540001,2800500,72.502158
2015-09-29,74.800003,75.300003,73.949997,74.989998,2333700,72.939852
2015-09-30,76.330002,76.589996,75.120003,76.209999,2457800,74.1265
2015-10-01,76.379997,76.900002,75.059998,76.300003,1984100,74.214043
2015-10-02,73.669998,75.400002,73.190002,75.400002,3182100,73.338647
2015-10-05,75.790001,77.43,75.790001,77.279999,2204800,75.167247
2015-10-06,76.959999,77.43,76.370003,76.709999,1622100,74.61283
2015-10-07,77.209999,78.389999,76.919998,77.779999,2052000,75.653577
2015-10-08,77.290001,78.550003,77.190002,78.279999,1927100,76.139908
2015-10-09,78.349998,79.029999,77.379997,78.080002,1771200,75.945379
2015-10-12,77.910004,78.349998,77.540001,77.940002,1223900,75.809207
2015-10-13,77.199997,78.110001,77.010002,77.150002,1774800,75.040804
2015-10-14,76.959999,77.639999,75.889999,76.5,1954800,74.408572
2015-10-15,77.309998,78.5,76.410004,78.389999,2295100,76.246901
2015-10-16,78.779999,79.339996,78.239998,79.269997,2120100,77.10284
2015-10-19,78.720001,79.43,78.610001,79.209999,1271700,77.044483
2015-10-20,79.199997,80.019997,79.050003,79.769997,1825800,77.589171
2015-10-21,80.0,80.779999,79.25,79.360001,1881600,77.190384
2015-10-22,80.18,82.230003,80.120003,81.400002,2623800,79.174613
2015-10-23,82.489998,82.519997,81.419998,82.480003,2920800,80.225089
2015-10-26,82.269997,82.5,81.510002,82.080002,1403000,79.836023
2015-10-27,81.190002,81.5,80.150002,80.510002,2345200,78.308945
2015-10-28,81.089996,84.019997,80.769997,83.959999,2543600,81.664623
2015-10-29,84.040001,84.919998,82.889999,83.410004,2503300,81.129664
2015-10-30,83.419998,83.580002,82.480003,82.5,1968200,80.244539
2015-11-02,82.82,84.550003,82.510002,84.169998,2700100,81.868881
2015-11-03,83.68,85.68,83.68,85.019997,2870600,82.695642
2015-11-04,85.029999,85.519997,84.089996,84.419998,2721100,82.112046
2015-11-05,84.790001,85.400002,83.480003,84.349998,2888900,82.04396
2015-11-06,86.279999,88.769997,86.139999,87.690002,3961000,85.292652
2015-11-09,87.629997,88.080002,85.629997,86.019997,3208800,83.668303
2015-11-10,85.860001,86.519997,85.209999,86.32,2048800,83.960104
2015-11-11,86.580002,87.459999,85.989998,86.75,2561100,84.378349
2015-11-12,86.080002,86.510002,84.629997,84.690002,2371900,82.374669
2015-11-13,84.440002,85.330002,83.879997,84.290001,2081800,81.985603
2015-11-16,84.080002,85.660004,83.900002,85.650002,1851000,83.308423
2015-11-17,85.970001,86.669998,85.230003,85.459999,1487900,83.123615
2015-11-18,85.910004,87.550003,85.849998,87.379997,2159200,84.991122
2015-11-19,87.169998,87.629997,86.519997,87.400002,1762300,85.01058
2015-11-20,87.209999,87.419998,86.459999,86.529999,1797400,84.84389
2015-11-23,86.510002,86.879997,85.879997,86.139999,1423100,84.46149
2015-11-24,85.18,86.220001,85.010002,85.919998,1710800,84.245776
2015-11-25,86.0,86.18,85.489998,85.779999,1204100,84.108504
2015-11-27,85.809998,86.440002,85.57,86.279999,522000,84.598761
2015-11-30,86.550003,86.879997,85.790001,86.550003,2554300,84.863504
2015-12-01,87.0,87.599998,86.540001,87.489998,2555700,85.785183
2015-12-02,87.599998,87.949997,86.120003,86.25,2514300,84.569347
2015-12-03,86.709999,86.760002,84.129997,84.529999,2226600,82.882861
2015-12-04,85.080002,86.949997,84.419998,86.720001,2129500,85.03019
2015-12-07,86.440002,86.669998,85.290001,86.089996,1615800,84.412461
2015-12-08,85.230003,85.629997,84.440002,84.839996,1943100,83.186818
2015-12-09,84.559998,86.099998,83.480003,84.080002,2092300,82.441633
2015-12-10,84.300003,85.849998,83.370003,83.790001,3189800,82.157283
2015-12-11,82.389999,82.699997,80.059998,80.690002,3342700,79.117691
2015-12-14,80.949997,81.970001,79.599998,80.690002,3213600,79.117691
2015-12-15,81.709999,83.889999,81.669998,83.059998,3578400,81.441504
2015-12-16,83.860001,84.540001,82.620003,84.190002,3570800,82.54949
2015-12-17,84.459999,84.489998,81.610001,81.849998,2970800,80.255083
2015-12-18,81.199997,81.440002,79.440002,79.550003,4190000,77.999905
2015-12-21,80.150002,80.860001,79.169998,80.050003,2203400,78.490162
2015-12-22,80.980003,81.779999,80.150002,81.489998,2344100,79.902098
2015-12-23,81.910004,83.110001,81.669998,82.959999,1995500,81.343455
2015-12-24,82.790001,83.260002,82.529999,82.550003,480800,80.941448
2015-12-28,82.169998,82.529999,81.629997,82.449997,1074300,80.84339
2015-12-29,83.129997,83.550003,82.57,83.209999,1624900,81.588583
2015-12-30,83.0,83.120003,82.010002,82.169998,1122800,80.568847
2015-12-31,81.730003,82.449997,81.139999,81.410004,1218900,79.823662
2016-01-04,79.550003,79.879997,78.370003,79.839996,2918100,78.284248
2016-01-05,79.849998,80.339996,78.830002,79.57,2137800,78.019512
2016-01-06,78.059998,78.290001,76.370003,76.919998,3137700,75.421148
2016-01-07,75.050003,75.959999,73.489998,73.790001,3963300,72.352141
2016-01-08,74.900002,75.419998,72.860001,73.050003,3584600,71.626563
2016-01-11,73.419998,73.830002,71.739998,72.889999,2810100,71.469677
2016-01-12,74.019997,74.169998,71.949997,73.120003,2694200,71.695199
2016-01-13,74.900002,75.669998,71.18,71.82,5032200,70.420527
2016-01-14,72.160004,73.059998,70.269997,72.07,4165800,70.665656
2016-01-15,69.18,70.480003,68.639999,70.169998,4430400,68.802677
2016-01-19,71.239998,71.550003,68.849998,69.290001,3426100,67.939828
2016-01-20,67.150002,68.220001,65.07,67.360001,5075900,66.047435
2016-01-21,67.75,69.349998,67.599998,68.129997,3663000,66.802428
2016-01-22,69.43,70.300003,69.0,69.870003,3497200,68.508528
2016-01-25,69.519997,70.120003,67.779999,67.879997,2669300,66.557299
2016-01-26,68.199997,69.75,68.120003,69.110001,2439500,67.763335
2016-01-27,69.089996,70.370003,67.910004,68.510002,2771300,67.175028
2016-01-28,69.459999,69.529999,67.919998,68.839996,2383200,67.498592
2016-01-29,69.050003,70.080002,68.360001,70.080002,4239200,68.714435
2016-02-01,69.339996,69.949997,68.339996,69.57,3154900,68.21437
2016-02-02,68.150002,68.150002,66.769997,67.230003,3850100,65.919971
2016-02-03,67.800003,67.849998,65.089996,66.790001,4003900,65.488542
2016-02-04,66.419998,67.769997,66.029999,66.980003,3292800,65.674842
2016-02-05,67.019997,67.809998,65.0,65.349998,4615700,64.076599
2016-02-08,64.809998,64.970001,62.52,63.330002,3594700,62.095964
2016-02-09,62.150002,64.129997,61.389999,63.59,4453700,62.350896
2016-02-10,64.760002,65.470001,63.77,64.059998,5123900,62.811735
2016-02-11,60.689999,60.84,57.189999,58.0,8851000,56.869822
2016-02-12,58.630001,62.48,58.540001,61.639999,6467000,60.438893
2016-02-16,62.66,63.860001,61.740002,63.439999,4034600,62.203818
2016-02-17,64.879997,67.190002,64.849998,66.599998,5792800,65.302242
2016-02-18,66.639999,66.919998,65.519997,66.139999,3578100,64.851207
2016-02-19,64.980003,65.440002,63.970001,65.360001,3114800,64.771928
2016-02-22,65.360001,66.830002,65.360001,66.080002,2616500,65.485451
2016-02-23,65.849998,66.089996,64.029999,64.589996,3313700,64.008852
2016-02-24,63.630001,64.849998,62.619999,64.709999,3729000,64.127775
2016-02-25,64.949997,66.099998,64.639999,66.07,1959000,65.475539
2016-02-26,66.830002,68.269997,66.559998,66.989998,3145100,66.387259
2016-02-29,66.650002,67.110001,65.989998,66.089996,2920700,65.495356
2016-03-01,67.199997,70.349998,67.040001,70.309998,4489900,69.677388
2016-03-02,70.230003,71.199997,69.910004,70.760002,3166700,70.123343
2016-03-03,70.389999,71.970001,70.370003,71.870003,2646600,71.223357
2016-03-04,72.239998,72.650002,70.800003,71.470001,2550300,70.826954
2016-03-07,70.800003,72.169998,70.68,72.129997,2152600,71.481012
2016-03-08,70.980003,71.489998,69.440002,70.309998,2895400,69.677388
2016-03-09,70.970001,71.269997,69.910004,70.410004,2271800,69.776494
2016-03-10,71.040001,72.050003,69.330002,70.559998,3103500,69.925138
2016-03-11,71.610001,73.699997,71.610001,73.550003,2992100,72.888241
2016-03-14,73.160004,73.620003,72.739998,73.0,2836400,72.343187
2016-03-15,72.199997,72.419998,71.360001,72.419998,2322700,71.768404
2016-03-16,72.360001,73.360001,71.760002,72.559998,2271500,71.907143
2016-03-17,72.57,73.910004,71.440002,73.360001,2472600,72.699948
2016-03-18,73.959999,75.419998,73.839996,74.940002,3792700,74.265734
2016-03-21,74.949997,75.57,74.050003,74.550003,2171400,73.879244
2016-03-22,73.309998,74.400002,73.0,74.120003,2513100,73.453112
2016-03-23,73.830002,74.0,72.589996,72.830002,2065900,72.174718
2016-03-24,70.0,70.779999,69.349998,70.760002,6005500,70.123343
2016-03-28,71.129997,72.330002,71.029999,72.010002,3020100,71.362096
2016-03-29,71.5,71.669998,70.330002,71.519997,2563500,70.8765
2016-03-30,72.260002,74.730003,71.860001,72.949997,4186000,72.293634
2016-03-31,72.849998,73.400002,71.870003,72.220001,2552400,71.570206
2016-04-01,71.519997,73.330002,70.809998,73.25,2486000,72.590937
2016-04-04,73.120003,73.279999,72.110001,72.279999,1800900,71.629664
2016-04-05,71.410004,71.82,70.870003,71.199997,2147100,70.559379
2016-04-06,71.330002,72.279999,71.059998,71.839996,2485600,71.19362
2016-04-07,70.980003,71.470001,69.32,70.010002,2895800,69.380091
2016-04-08,71.080002,71.32,69.769997,70.169998,3568300,69.538648
2016-04-11,70.889999,72.279999,70.839996,71.540001,2115600,70.896324
2016-04-12,71.980003,73.529999,71.739998,73.269997,2467800,72.610754
2016-04-13,74.199997,75.830002,74.199997,75.769997,2553800,75.088261
2016-04-14,75.57,76.589996,75.230003,76.290001,1904200,75.603586
2016-04-15,76.209999,76.339996,75.559998,76.010002,1995600,75.326107
2016-04-18,75.68,76.650002,75.360001,76.650002,1864700,75.960348
2016-04-19,76.989998,77.949997,76.809998,77.5,1928700,76.802698
2016-04-20,77.940002,79.099998,77.529999,78.889999,2157500,78.180191
2016-04-21,78.910004,79.449997,78.459999,78.589996,1817100,77.882888
2016-04-22,78.809998,79.970001,78.760002,79.580002,1699200,78.863986
2016-04-25,78.940002,79.360001,78.010002,78.849998,1644300,78.14055
2016-04-26,79.190002,79.739998,78.769997,79.709999,1960500,78.992813
2016-04-27,79.669998,80.449997,79.199997,79.650002,2590900,78.933355
2016-04-28,78.739998,79.120003,77.660004,77.940002,2631900,77.238742
2016-04-29,77.660004,78.129997,76.870003,77.639999,2525000,76.941438
2016-05-02,78.279999,78.800003,77.339996,78.669998,1543200,77.96217
2016-05-03,77.349998,77.519997,75.959999,77.470001,2347300,76.77297
2016-05-04,76.839996,77.080002,75.779999,76.269997,4054000,75.583762
2016-05-05,74.93,76.830002,74.93,75.830002,2620900,75.147726
2016-05-06,75.339996,76.360001,75.010002,76.050003,2122100,75.365748
2016-05-09,76.029999,76.309998,75.330002,75.629997,1598100,74.949521
2016-05-10,76.169998,77.470001,75.910004,77.160004,2285600,76.465761
2016-05-11,76.779999,77.540001,76.209999,76.209999,1787600,75.524304
2016-05-12,76.830002,77.129997,75.639999,76.43,2050000,75.742326
2016-05-13,76.169998,77.309998,75.220001,75.400002,1941900,74.721595
2016-05-16,75.660004,76.43,75.410004,75.949997,1736500,75.266641
2016-05-17,76.019997,76.860001,75.589996,75.910004,1582800,75.227008
2016-05-18,75.949997,79.32,75.739998,79.019997,3668200,78.309019
2016-05-19,78.699997,79.330002,77.110001,77.800003,2743800,77.100002
2016-05-20,77.790001,78.910004,77.470001,77.669998,2383200,77.669998
2016-05-23,77.269997,77.940002,76.779999,77.199997,1507100,77.199997
2016-05-24,78.059998,79.18,77.779999,78.720001,1639700,78.720001
2016-05-25,79.150002,80.489998,79.110001,79.690002,1697600,79.690002
2016-05-26,79.610001,79.809998,78.410004,78.470001,2225300,78.470001
2016-05-27,78.809998,79.540001,78.360001,79.540001,1505200,79.540001
2016-05-31,80.0,80.0,78.690002,79.25,2453600,79.25
2016-06-01,78.089996,79.18,77.279999,78.82,2209800,78.82
2016-06-02,78.730003,78.900002,78.309998,78.730003,1988900,78.730003
2016-06-03,77.190002,77.349998,75.290001,76.120003,4221900,76.120003
