Date,Open_ED,High_ED,Low_ED,Close_ED,Volume_ED,AdjClose_ED
2015-06-05,59.349998,59.41,58.52,58.610001,3746700,56.39043
2015-06-08,58.889999,59.279999,58.43,58.529999,3324100,56.313458
2015-06-09,58.59,59.0,57.369999,58.439999,6655900,56.226866
2015-06-10,58.919998,59.130001,57.48,57.75,4933900,55.562998
2015-06-11,58.16,58.419998,57.830002,58.040001,2239600,55.842016
2015-06-12,57.860001,58.09,57.52,57.540001,1302100,55.360951
2015-06-15,57.880001,57.880001,57.09,57.209999,2527700,55.043447
2015-06-16,57.110001,57.59,56.860001,57.540001,1713500,55.360951
2015-06-17,57.43,58.310001,57.43,58.240002,2038500,56.034443
2015-06-18,58.290001,59.349998,58.290001,59.200001,3151900,56.958087
2015-06-19,59.259998,59.57,58.950001,58.990002,2581600,56.75604
2015-06-22,58.959999,59.150002,58.560001,58.720001,1685100,56.496265
2015-06-23,58.57,58.650002,57.860001,58.07,1691400,55.870879
2015-06-24,58.029999,58.330002,57.650002,57.84,1768200,55.64959
2015-06-25,57.970001,57.990002,57.400002,57.5,2648700,55.322465
2015-06-26,57.450001,58.259998,57.169998,58.099998,1984200,55.899742
2015-06-29,58.310001,58.900002,58.110001,58.130001,2371900,55.928608
2015-06-30,58.290001,58.400002,57.619999,57.880001,2623000,55.688076
2015-07-01,57.810001,58.349998,57.709999,58.279999,1852100,56.072925
2015-07-02,58.57,59.290001,58.57,59.139999,1878500,56.900358
2015-07-06,59.110001,59.66,58.939999,59.599998,2466200,57.342936
2015-07-07,59.830002,61.5,59.799999,61.080002,4826800,58.766892
2015-07-08,61.09,61.610001,60.759998,61.23,2545500,58.911209
2015-07-09,61.279999,61.380001,60.18,60.490002,1868700,58.199235
2015-07-10,60.419998,61.450001,60.200001,60.810001,2058900,58.507116
2015-07-13,60.990002,61.369999,60.450001,60.689999,1924400,58.391658
2015-07-14,60.66,61.080002,60.259998,60.419998,2156000,58.131883
2015-07-15,60.419998,60.790001,60.080002,60.790001,1191800,58.487873
2015-07-16,60.98,61.810001,60.830002,61.720001,1600000,59.382654
2015-07-17,61.5,61.639999,61.099998,61.299999,2103600,58.978558
2015-07-20,61.200001,61.419998,60.869999,61.400002,1746500,59.074773
2015-07-21,61.290001,61.490002,60.799999,61.48,2779300,59.151742
2015-07-22,61.48,62.310001,61.32,62.200001,2745800,59.844476
2015-07-23,62.060001,62.169998,60.48,61.150002,2788000,58.834241
2015-07-24,61.060001,61.169998,60.509998,60.900002,2507300,58.593708
2015-07-27,61.0,62.07,60.900002,61.619999,2332200,59.286439
2015-07-28,61.540001,61.959999,61.349998,61.900002,1705000,59.555838
2015-07-29,61.869999,62.5,61.299999,62.34,3255100,59.979174
2015-07-30,62.139999,63.349998,62.009998,63.150002,1904100,60.7585
2015-07-31,63.599998,64.160004,63.459999,63.59,2135500,61.181836
2015-08-03,63.709999,64.269997,63.5,63.790001,1570000,61.374263
2015-08-04,63.650002,63.720001,63.099998,63.240002,1987200,60.845092
2015-08-05,63.400002,63.630001,63.049999,63.41,1328800,61.008652
2015-08-06,63.380001,63.73,62.639999,63.720001,2837400,61.306914
2015-08-07,63.299999,65.349998,63.18,65.150002,3463300,62.68276
2015-08-10,65.260002,65.989998,64.900002,65.150002,2583800,62.68276
2015-08-11,65.209999,66.32,65.040001,65.849998,2350300,63.356248
2015-08-12,65.620003,66.959999,65.5,66.599998,3134900,64.077845
2015-08-13,66.300003,67.120003,65.760002,66.919998,1944100,64.385727
2015-08-14,66.669998,67.370003,66.379997,67.32,2067400,64.77058
2015-08-17,66.900002,67.050003,66.360001,66.709999,1666200,64.809439
2015-08-18,66.599998,66.669998,66.239998,66.510002,1684100,64.61514
2015-08-19,66.300003,67.029999,65.940002,66.870003,1471500,64.964884
2015-08-20,66.519997,67.309998,66.349998,66.82,1760700,64.916305
2015-08-21,66.620003,67.0,66.029999,66.059998,2162000,64.177956
2015-08-24,64.419998,65.480003,63.0,63.369999,4069300,61.564595
2015-08-25,63.790001,64.690002,62.150002,62.200001,2833500,60.42793
2015-08-26,62.860001,63.700001,62.209999,63.48,2412700,61.671461
2015-08-27,63.830002,64.129997,63.18,63.900002,2381400,62.079498
2015-08-28,63.5,63.93,62.68,63.599998,2392400,61.788042
2015-08-31,63.400002,63.509998,62.200001,62.91,2222300,61.117701
2015-09-01,62.16,62.330002,61.189999,61.580002,2342000,59.825594
2015-09-02,62.099998,62.099998,60.959999,61.650002,1430200,59.8936
2015-09-03,61.860001,62.220001,61.619999,61.880001,1270000,60.117047
2015-09-04,61.380001,61.639999,60.490002,60.860001,1816400,59.126106
2015-09-08,61.419998,62.369999,61.400002,62.34,1818100,60.563941
2015-09-09,62.509998,62.75,61.200001,61.299999,1987200,59.553569
2015-09-10,61.369999,62.080002,61.279999,61.57,1641400,59.815877
2015-09-11,61.360001,62.41,61.310001,62.389999,1426800,60.612515
2015-09-14,62.41,62.880001,62.259998,62.639999,1293900,60.855393
2015-09-15,62.959999,62.959999,61.959999,62.66,1238800,60.874823
2015-09-16,62.68,63.810001,62.549999,63.549999,1725600,61.739467
2015-09-17,63.610001,65.309998,63.389999,64.510002,1969100,62.672119
2015-09-18,64.120003,66.0,64.110001,65.050003,4469400,63.196736
2015-09-21,65.199997,65.660004,64.720001,65.029999,2175200,63.177301
2015-09-22,64.68,65.199997,64.559998,64.989998,1958700,63.13844
2015-09-23,64.959999,65.790001,64.690002,65.529999,1818300,63.663056
2015-09-24,65.379997,66.18,65.379997,65.949997,2465700,64.071089
2015-09-25,66.07,66.82,65.760002,66.260002,2349400,64.372262
2015-09-28,66.25,66.699997,65.709999,65.82,2101400,63.944795
2015-09-29,65.949997,66.099998,65.260002,65.900002,2212800,64.022518
2015-09-30,66.139999,66.970001,65.800003,66.849998,2051300,64.94545
2015-10-01,66.93,66.989998,65.360001,65.629997,2596800,63.760206
2015-10-02,66.279999,66.860001,65.690002,66.639999,2008800,64.741433
2015-10-05,66.830002,67.199997,66.160004,67.080002,1795200,65.1689
2015-10-06,66.860001,66.980003,65.449997,65.650002,3434500,63.77964
2015-10-07,65.68,65.800003,64.870003,65.410004,2872000,63.54648
2015-10-08,65.199997,66.300003,65.019997,66.269997,1646200,64.381972
2015-10-09,66.209999,66.470001,65.379997,65.43,1655500,63.565907
2015-10-12,65.449997,66.260002,65.349998,65.769997,1321700,63.896217
2015-10-13,65.779999,65.970001,65.370003,65.540001,1605500,63.672774
2015-10-14,65.709999,65.879997,65.330002,65.480003,1676400,63.614485
2015-10-15,65.690002,66.610001,65.410004,66.470001,1564900,64.576278
2015-10-16,66.830002,67.449997,66.690002,67.019997,1826200,65.110604
2015-10-19,66.610001,66.93,65.900002,66.93,2251000,65.023172
2015-10-20,66.699997,67.360001,66.639999,67.160004,1390500,65.246623
2015-10-21,67.410004,67.730003,66.870003,66.970001,981600,65.062033
2015-10-22,67.190002,67.940002,67.010002,67.779999,1215900,65.848954
2015-10-23,67.589996,67.889999,66.82,67.040001,1677000,65.130039
2015-10-26,67.169998,67.239998,66.400002,67.040001,1582500,65.130039
2015-10-27,66.93,67.449997,66.730003,67.25,1548100,65.334055
2015-10-28,67.239998,67.440002,65.459999,66.410004,1973400,64.51799
2015-10-29,66.050003,66.279999,64.830002,65.339996,1891800,63.478467
2015-10-30,65.580002,66.089996,65.339996,65.75,3539800,63.87679
2015-11-02,65.779999,65.989998,65.0,65.589996,2015300,63.721345
2015-11-03,65.43,65.68,64.860001,65.639999,1638600,63.769923
2015-11-04,65.739998,66.309998,65.529999,65.919998,1937900,64.041945
2015-11-05,65.720001,66.190002,65.209999,65.349998,2256900,63.488184
2015-11-06,63.939999,64.190002,61.529999,61.950001,8174000,60.185052
2015-11-09,61.560001,62.27,61.189999,61.93,2295900,60.165622
2015-11-10,62.060001,63.060001,62.060001,62.669998,1857900,60.884537
2015-11-11,62.68,63.080002,62.52,62.919998,1884200,61.127414
2015-11-12,62.900002,63.419998,62.16,62.540001,1588500,60.758243
2015-11-13,62.5,62.990002,61.75,61.91,2009900,60.146191
2015-11-16,61.259998,62.75,61.23,62.720001,1682900,61.579646
2015-11-17,62.700001,63.330002,62.169998,62.459999,2087600,61.324371
2015-11-18,62.419998,62.849998,61.830002,62.799999,1734500,61.65819
2015-11-19,63.040001,63.549999,62.790001,63.189999,2708300,62.041098
2015-11-20,63.419998,63.82,62.98,63.310001,1393300,62.158919
2015-11-23,63.369999,63.669998,62.779999,62.82,1391600,61.677826
2015-11-24,62.470001,62.740002,61.939999,62.349998,1580000,61.216371
2015-11-25,62.360001,62.439999,61.860001,62.029999,913000,60.902189
2015-11-27,62.07,62.419998,62.029999,62.209999,549900,61.078917
2015-11-30,62.27,62.599998,62.049999,62.150002,1685200,61.02001
2015-12-01,62.380001,62.66,62.009998,62.59,1130300,61.452009
2015-12-02,62.299999,62.57,61.41,61.470001,1299300,60.352373
2015-12-03,61.279999,61.279999,60.299999,60.5,2938800,59.400008
2015-12-04,60.720001,62.169998,60.720001,62.150002,2217500,61.02001
2015-12-07,62.150002,62.810001,61.849998,62.779999,1756400,61.638553
2015-12-08,62.66,63.619999,62.290001,63.470001,2281000,62.31601
2015-12-09,63.279999,63.939999,62.610001,63.02,2852700,61.874191
2015-12-10,62.869999,62.990002,60.959999,61.150002,2782200,60.038192
2015-12-11,60.919998,61.439999,60.32,60.810001,2043300,59.704373
2015-12-14,61.220001,62.049999,61.07,62.040001,2375200,60.912009
2015-12-15,62.27,63.220001,62.220001,62.669998,1956300,61.530552
2015-12-16,62.959999,64.300003,62.880001,64.220001,2168900,63.052374
2015-12-17,64.169998,64.720001,63.689999,64.220001,1847100,63.052374
2015-12-18,64.029999,64.150002,62.950001,63.290001,3135800,62.139282
2015-12-21,63.529999,63.82,63.040001,63.41,1538300,62.257099
2015-12-22,63.459999,63.880001,62.830002,63.700001,1336200,62.541828
2015-12-23,63.91,64.849998,63.73,64.790001,1276900,63.61201
2015-12-24,64.629997,64.919998,64.580002,64.75,536800,63.572736
2015-12-28,64.43,65.129997,64.169998,65.089996,1082500,63.906551
2015-12-29,65.089996,65.660004,64.919998,65.139999,1228600,63.955645
2015-12-30,65.139999,65.519997,65.010002,65.25,773000,64.063645
2015-12-31,65.190002,65.25,63.799999,64.269997,1183300,63.10146
2016-01-04,63.849998,64.419998,63.470001,64.400002,1687600,63.229101
2016-01-05,64.440002,65.169998,63.580002,64.910004,1516600,63.729831
2016-01-06,64.449997,65.470001,64.199997,65.220001,1681100,64.034192
2016-01-07,64.540001,65.959999,64.5,65.720001,3372900,64.525101
2016-01-08,65.82,66.800003,65.720001,66.43,5463900,65.222191
2016-01-11,66.589996,67.449997,66.169998,66.309998,4280400,65.10437
2016-01-12,66.349998,66.690002,65.110001,65.5,3140100,64.3091
2016-01-13,65.68,66.989998,65.589996,66.68,3214900,65.467646
2016-01-14,66.559998,67.989998,66.080002,67.620003,3882800,66.390557
2016-01-15,66.510002,67.870003,66.5,67.68,3838600,66.449464
2016-01-19,68.0,69.260002,67.650002,69.07,3372100,67.814191
2016-01-20,68.660004,69.050003,67.730003,68.25,3398500,67.0091
2016-01-21,68.25,68.980003,66.199997,67.690002,4585700,66.459284
2016-01-22,68.220001,68.32,66.669998,67.970001,3143700,66.734192
2016-01-25,68.169998,68.230003,67.480003,67.809998,2131300,66.577098
2016-01-26,67.919998,69.139999,67.669998,67.989998,2111600,66.753825
2016-01-27,67.870003,68.639999,67.480003,68.330002,1604000,67.087647
2016-01-28,68.239998,69.629997,67.650002,69.150002,1423400,67.892738
2016-01-29,69.699997,70.199997,69.209999,69.389999,3791200,68.128373
2016-02-01,69.410004,70.809998,69.080002,70.419998,2574500,69.139644
2016-02-02,70.160004,71.220001,69.879997,71.120003,1720700,69.826921
2016-02-03,71.260002,72.309998,71.220001,71.669998,1955500,70.366917
2016-02-04,71.43,71.849998,70.730003,71.529999,1751200,70.229463
2016-02-05,71.209999,72.239998,70.139999,72.040001,2529300,70.730193
2016-02-08,72.139999,73.150002,71.970001,73.080002,2855600,71.751285
2016-02-09,73.120003,73.900002,72.720001,73.610001,2597300,72.271647
2016-02-10,73.489998,73.699997,71.940002,73.389999,2016200,72.055646
2016-02-11,73.389999,73.68,72.080002,72.150002,2489200,70.838193
2016-02-12,71.809998,72.0,69.75,70.720001,3244200,70.085017
2016-02-16,70.910004,71.080002,69.93,70.970001,2660100,70.332773
2016-02-17,70.410004,70.720001,69.339996,69.970001,3257400,69.341752
2016-02-18,70.029999,71.980003,69.849998,71.309998,2799200,70.669716
2016-02-19,71.0,71.610001,69.68,70.870003,3049500,70.233672
2016-02-22,71.0,71.68,70.32,71.580002,1801900,70.937296
2016-02-23,71.580002,72.309998,71.07,72.050003,1789600,71.403077
2016-02-24,71.769997,72.400002,71.190002,71.57,1829800,70.927384
2016-02-25,71.669998,72.489998,71.43,72.449997,1413400,71.79948
2016-02-26,71.849998,72.330002,70.169998,70.349998,2195200,69.718337
2016-02-29,70.190002,70.730003,70.010002,70.010002,2643600,69.381393
2016-03-01,70.360001,70.830002,69.400002,69.779999,2445000,69.153455
2016-03-02,69.779999,70.550003,68.440002,70.300003,2519000,69.66879
2016-03-03,70.510002,70.629997,69.300003,70.629997,2054900,69.995822
2016-03-04,70.25,71.470001,69.959999,71.389999,1667300,70.749
2016-03-07,71.309998,71.760002,70.980003,71.690002,1335100,71.046309
2016-03-08,71.639999,72.949997,71.349998,72.879997,1819500,72.225619
2016-03-09,72.610001,73.690002,72.610001,72.730003,2103400,72.076972
2016-03-10,73.010002,73.449997,72.419998,73.059998,1297800,72.404003
2016-03-11,73.239998,73.75,72.989998,73.269997,1286800,72.612117
2016-03-14,73.139999,73.699997,72.809998,73.470001,1320900,72.810326
2016-03-15,73.650002,74.110001,73.480003,73.900002,1706200,73.236465
2016-03-16,74.010002,74.529999,72.559998,74.440002,2001200,73.771617
2016-03-17,74.480003,75.599998,74.169998,75.480003,2440300,74.80228
2016-03-18,75.720001,76.129997,74.860001,75.25,4544300,74.574342
2016-03-21,74.860001,75.370003,74.120003,74.75,1512300,74.078831
2016-03-22,75.099998,75.400002,74.459999,74.559998,1594700,73.890535
2016-03-23,74.730003,75.860001,74.209999,75.349998,1643700,74.673443
