Date,Open_VIAB,High_VIAB,Low_VIAB,Close_VIAB,Volume_VIAB,AdjClose_VIAB
2015-08-04,56.279999,56.799999,55.509998,55.599998,1882200,54.04187
2015-08-05,55.099998,55.380001,51.009998,51.41,8459900,49.969291
2015-08-06,48.990002,49.5,39.279999,44.099998,33191200,42.864145
2015-08-07,45.400002,46.799999,45.009998,45.470001,11475500,44.195755
2015-08-10,45.970001,47.299999,45.75,47.02,6637300,45.702317
2015-08-11,46.490002,46.75,45.41,46.0,6164100,44.710901
2015-08-12,45.470001,46.330002,45.110001,46.049999,4312700,44.759499
2015-08-13,45.790001,46.09,44.93,45.75,5285700,44.467907
2015-08-14,45.630001,45.77,43.560001,43.669998,6623400,42.446195
2015-08-17,43.27,44.290001,42.75,44.16,4463400,42.922464
2015-08-18,43.939999,44.209999,42.619999,43.240002,4958200,42.028248
2015-08-19,42.990002,43.669998,42.5,43.130001,3239300,41.92133
2015-08-20,42.669998,42.68,40.41,40.419998,5546300,39.287272
2015-08-21,40.029999,41.099998,39.779999,39.869999,7871600,38.752686
2015-08-24,37.560001,39.91,36.32,38.150002,9424400,37.08089
2015-08-25,39.799999,40.0,38.580002,38.580002,9417600,37.49884
2015-08-26,39.700001,39.959999,38.16,38.610001,7108600,37.527998
2015-08-27,39.049999,40.099998,38.369999,39.25,6461300,38.150062
2015-08-28,39.169998,41.189999,39.099998,40.91,7217700,39.763542
2015-08-31,40.23,41.330002,40.0,40.77,5877500,39.627466
2015-09-01,39.990002,40.669998,39.810001,40.389999,8508500,39.258114
2015-09-02,41.080002,42.07,40.970001,41.740002,10553500,40.570284
2015-09-03,41.73,43.16,41.650002,43.150002,7405100,41.94077
2015-09-04,42.450001,43.709999,42.23,43.34,7697000,42.125444
2015-09-08,44.310001,44.490002,43.25,44.02,7980000,42.786388
2015-09-09,44.849998,45.150002,44.099998,44.32,9248200,43.077981
2015-09-10,44.23,45.360001,44.189999,44.700001,6165100,43.447332
2015-09-11,43.970001,44.41,43.419998,44.279999,4568900,43.427715
2015-09-14,44.23,44.540001,43.27,43.810001,5365400,42.966764
2015-09-15,44.18,44.799999,43.669998,44.419998,6593800,43.56502
2015-09-16,44.509998,45.700001,44.380001,45.450001,3988500,44.575198
2015-09-17,45.389999,45.91,44.900002,45.259998,5256400,44.388852
2015-09-18,44.720001,46.759998,44.220001,45.68,9146900,44.80077
2015-09-21,45.759998,45.98,44.32,44.880001,4228400,44.016169
2015-09-22,44.41,44.759998,43.790001,44.139999,8331100,43.290411
2015-09-23,44.25,44.299999,43.580002,43.610001,7026100,42.770613
2015-09-24,43.23,43.610001,42.919998,43.599998,6377900,42.760804
2015-09-25,43.779999,43.799999,43.299999,43.52,6198500,42.682345
2015-09-28,43.18,43.400002,43.009998,43.220001,6001100,42.38812
2015-09-29,43.189999,43.450001,42.580002,42.830002,7146800,42.005627
2015-09-30,43.259998,43.75,42.84,43.150002,5555400,42.319468
2015-10-01,43.560001,43.810001,42.48,42.830002,6700600,42.005627
2015-10-02,42.470001,44.369999,42.150002,44.330002,6748800,43.476756
2015-10-05,44.029999,45.59,44.009998,45.459999,3797500,44.585004
2015-10-06,45.52,46.860001,45.43,46.790001,4772900,45.889406
2015-10-07,47.119999,48.139999,46.970001,47.450001,8075800,46.536703
2015-10-08,47.360001,48.02,46.549999,47.919998,4361200,46.997654
2015-10-09,47.990002,48.200001,46.709999,47.48,5520400,46.566124
2015-10-12,47.560001,47.630001,46.169998,46.5,5069300,45.604987
2015-10-13,46.310001,47.32,45.66,46.52,3077200,45.624602
2015-10-14,46.57,47.650002,46.150002,47.080002,2815000,46.173825
2015-10-15,47.23,49.290001,47.23,49.240002,4876500,48.29225
2015-10-16,49.32,49.759998,48.580002,49.75,4775100,48.792432
2015-10-19,49.450001,49.720001,48.57,48.900002,4832700,47.958794
2015-10-20,48.950001,49.860001,48.82,49.330002,3176500,48.380518
2015-10-21,49.580002,49.810001,48.32,48.52,3021500,47.586107
2015-10-22,48.790001,49.959999,48.630001,49.650002,3388300,48.694359
2015-10-23,50.0,50.709999,49.799999,50.34,3813300,49.371076
2015-10-26,50.439999,50.48,49.419998,49.740002,2932200,48.782626
2015-10-27,49.529999,49.959999,48.59,49.049999,2241500,48.105905
2015-10-28,49.48,49.799999,48.91,49.650002,4023400,48.694359
2015-10-29,49.439999,50.259998,48.959999,49.209999,3437400,48.262825
2015-10-30,49.310001,49.73,47.860001,49.310001,4962400,48.360903
2015-11-02,49.34,51.009998,48.900002,50.709999,3986300,49.733954
2015-11-03,50.799999,52.419998,50.759998,51.290001,4058400,50.302792
2015-11-04,51.189999,51.84,46.740002,47.919998,10031000,46.997654
2015-11-05,47.880001,48.209999,45.490002,46.779999,6931900,45.879596
2015-11-06,46.759998,48.0,45.950001,47.709999,4850700,46.791697
2015-11-09,47.610001,48.060001,46.419998,47.779999,4296300,46.860349
2015-11-10,47.700001,48.5,43.48,48.400002,2944600,47.468418
2015-11-11,48.75,49.709999,47.82,49.349998,6200400,48.40013
2015-11-12,49.970001,51.669998,49.639999,49.790001,9513600,48.831663
2015-11-13,49.290001,50.669998,48.700001,49.990002,4306700,49.027815
2015-11-16,50.060001,52.470001,50.0,51.970001,5444200,50.969704
2015-11-17,51.709999,52.18,50.540001,50.98,3511400,49.998757
2015-11-18,50.93,53.349998,50.59,53.110001,4820900,52.087761
2015-11-19,51.91,52.950001,50.93,52.209999,2968600,51.205082
2015-11-20,52.630001,52.880001,51.959999,52.709999,3207900,51.695459
2015-11-23,52.349998,52.650002,50.470001,50.849998,4124200,49.871258
2015-11-24,50.689999,51.009998,50.049999,50.91,3017300,49.930105
2015-11-25,51.02,52.419998,50.32,52.349998,2865400,51.342387
2015-11-27,52.16,52.16,49.950001,51.16,2455400,50.175293
2015-11-30,51.16,51.360001,49.57,49.790001,4893300,48.831663
2015-12-01,49.990002,50.18,49.450001,49.689999,3434500,48.733586
2015-12-02,49.290001,49.599998,47.43,47.650002,5525300,46.732854
2015-12-03,47.5,47.880001,45.959999,46.73,8419600,45.83056
2015-12-04,46.75,46.990002,45.849998,46.220001,4005400,45.330378
2015-12-07,46.18,47.25,45.75,47.150002,6285100,46.242478
2015-12-08,46.790001,46.790001,44.689999,44.709999,5339000,43.849439
2015-12-09,44.630001,45.119999,43.720001,43.970001,4764200,43.123685
2015-12-10,44.279999,44.77,43.799999,43.93,3484000,43.084454
2015-12-11,42.66,43.16,41.43,41.59,3956100,41.164309
2015-12-14,41.68,42.060001,40.040001,40.740002,5305800,40.32301
2015-12-15,40.919998,42.09,40.75,40.98,5084000,40.560552
2015-12-16,41.34,41.599998,40.380001,41.509998,4715900,41.085126
2015-12-17,41.650002,41.799999,39.799999,39.799999,2996700,39.392629
2015-12-18,39.639999,40.669998,39.049999,39.060001,5889400,38.660206
2015-12-21,39.32,39.790001,39.02,39.220001,3228800,38.818568
2015-12-22,39.599998,41.099998,39.470001,40.779999,5218600,40.362598
2015-12-23,41.0,41.560001,40.43,41.18,4720000,40.758505
2015-12-24,41.110001,41.43,40.900002,41.110001,887000,40.689222
2015-12-28,40.919998,41.389999,40.599998,41.169998,2736700,40.748606
2015-12-29,41.630001,41.860001,41.080002,41.330002,2628700,40.906972
2015-12-30,41.490002,41.619999,40.799999,40.860001,2087600,40.441781
2015-12-31,40.73,41.439999,40.59,41.16,2822400,40.73871
2016-01-04,40.599998,40.830002,39.939999,40.82,3810600,40.402189
2016-01-05,40.77,41.27,40.32,40.560001,3014900,40.144852
2016-01-06,39.98,40.790001,39.759998,40.060001,3661100,39.64997
2016-01-07,39.939999,40.029999,38.73,38.889999,3653500,38.491944
2016-01-08,39.139999,41.57,39.09,40.98,6539000,40.560552
2016-01-11,40.869999,41.209999,40.110001,40.970001,3869400,40.550656
2016-01-12,41.369999,42.639999,41.049999,41.689999,3063900,41.263284
2016-01-13,41.799999,42.330002,40.75,40.790001,4378200,40.372498
2016-01-14,40.700001,41.939999,40.400002,41.43,2601900,41.005946
2016-01-15,40.0,40.630001,39.27,39.849998,5284400,39.442117
2016-01-19,40.869999,43.0,40.810001,41.720001,6902400,41.292979
2016-01-20,41.07,41.240002,39.43,40.669998,4700600,40.253723
2016-01-21,40.849998,42.529999,39.66,41.580002,4386500,41.154413
2016-01-22,42.560001,43.959999,42.5,43.209999,4968900,42.767726
2016-01-25,42.869999,43.029999,41.779999,42.029999,3292600,41.599804
2016-01-26,42.060001,44.619999,42.060001,43.860001,6049100,43.411075
2016-01-27,43.720001,44.990002,43.450001,43.779999,3439300,43.331892
2016-01-28,44.18,44.68,43.209999,44.540001,3815000,44.084115
2016-01-29,45.34,45.830002,44.639999,45.639999,4766900,45.172854
2016-02-01,45.330002,46.330002,44.310001,46.049999,3602800,45.578658
2016-02-02,45.310001,45.529999,43.650002,43.75,4285600,43.3022
2016-02-03,44.52,45.279999,43.189999,44.669998,4821400,44.212782
2016-02-04,46.98,47.470001,44.279999,45.34,10346300,44.875926
2016-02-05,45.34,45.34,42.360001,43.240002,4498200,42.797422
2016-02-08,42.700001,43.049999,41.099998,41.849998,5153400,41.421646
2016-02-09,40.040001,40.040001,32.509998,32.860001,15731400,32.523664
2016-02-10,32.59,33.09,30.98,31.379999,11200900,31.058811
2016-02-11,30.940001,32.580002,30.110001,32.25,9131700,31.919907
2016-02-12,32.150002,32.849998,31.059999,32.810001,5522300,32.474177
2016-02-16,33.759998,35.23,33.509998,34.290001,6290800,33.939028
2016-02-17,34.27,36.310001,34.25,35.849998,5070000,35.483058
2016-02-18,35.98,36.080002,34.57,35.709999,4161500,35.344492
2016-02-19,35.529999,35.740002,34.900002,35.279999,3292200,34.918893
2016-02-22,35.610001,37.0,35.110001,36.860001,3657400,36.482723
2016-02-23,36.34,39.450001,35.57,37.009998,7575400,36.631185
2016-02-24,36.59,38.0,36.150002,37.220001,4065000,36.839039
2016-02-25,37.709999,37.709999,35.919998,37.110001,4036500,36.730164
2016-02-26,37.389999,37.400002,36.150002,36.23,5248500,35.85917
2016-02-29,36.169998,37.509998,36.0,36.849998,4375200,36.472823
2016-03-01,37.240002,37.77,36.48,37.560001,3576300,37.175559
2016-03-02,37.560001,38.310001,36.779999,37.48,3008900,37.096376
2016-03-03,37.330002,39.200001,37.0,39.02,3558000,38.620614
2016-03-04,39.080002,39.360001,38.060001,38.82,3704600,38.42266
2016-03-07,38.490002,40.490002,38.48,40.07,3127600,39.659866
2016-03-08,39.959999,40.310001,38.16,39.080002,3654100,38.680001
2016-03-09,38.830002,39.330002,38.200001,38.880001,2644800,38.880001
2016-03-10,38.889999,38.98,37.259998,38.169998,3225200,38.169998
2016-03-11,38.720001,39.740002,38.32,39.290001,2640800,39.290001
2016-03-14,39.209999,40.07,38.849998,39.759998,1625400,39.759998
2016-03-15,39.369999,39.490002,38.32,38.82,2279100,38.82
2016-03-16,38.560001,40.470001,38.27,40.259998,2587700,40.259998
2016-03-17,40.349998,42.16,40.110001,41.48,3657100,41.48
2016-03-18,41.700001,42.310001,40.689999,41.459999,5530000,41.459999
2016-03-21,41.810001,41.810001,40.220001,40.959999,1957100,40.959999
2016-03-22,40.900002,41.18,40.07,40.779999,1845400,40.779999
2016-03-23,40.57,40.57,39.400002,39.700001,2544100,39.700001
2016-03-24,39.32,39.689999,38.68,39.68,1918900,39.68
2016-03-28,39.950001,40.59,39.43,40.369999,1651200,40.369999
2016-03-29,40.169998,40.34,39.439999,40.139999,1590800,40.139999
2016-03-30,40.59,41.18,39.82,40.110001,1634000,40.110001
2016-03-31,40.040001,41.400002,40.02,41.279999,2770300,41.279999
2016-04-01,40.75,41.700001,40.259998,41.169998,2388100,41.169998
2016-04-04,40.950001,41.939999,39.419998,39.560001,2749300,39.560001
2016-04-05,39.139999,39.41,37.650002,38.75,3892400,38.75
2016-04-06,38.43,39.490002,38.200001,39.439999,2125500,39.439999
2016-04-07,39.299999,39.549999,37.799999,38.27,4174600,38.27
2016-04-08,38.310001,38.639999,37.02,37.990002,3631300,37.990002
2016-04-11,38.119999,38.779999,37.709999,38.130001,3017500,38.130001
2016-04-12,38.259998,38.93,38.02,38.59,2899300,38.59
2016-04-13,38.889999,40.290001,38.669998,39.82,2445900,39.82
2016-04-14,39.959999,40.119999,38.400002,38.450001,2599600,38.450001
2016-04-15,38.509998,38.689999,37.650002,38.27,2160700,38.27
2016-04-18,38.150002,39.110001,37.990002,38.869999,2353800,38.869999
2016-04-19,39.369999,39.849998,35.279999,35.639999,13314300,35.639999
2016-04-20,35.43,37.439999,34.400002,37.380001,17826900,37.380001
2016-04-21,37.25,42.619999,37.080002,42.560001,18008800,42.560001
2016-04-22,42.599998,45.169998,42.599998,43.779999,12485700,43.779999
2016-04-25,43.700001,43.919998,42.639999,43.25,4321500,43.25
2016-04-26,43.25,43.91,42.580002,43.400002,3284800,43.400002
2016-04-27,43.740002,44.139999,42.619999,43.790001,5011300,43.790001
2016-04-28,42.0,43.360001,40.779999,42.400002,7452500,42.400002
2016-04-29,42.189999,42.799999,40.610001,40.900002,5723600,40.900002
2016-05-02,40.77,42.060001,40.360001,41.98,3331600,41.98
2016-05-03,41.639999,41.919998,41.0,41.450001,3062200,41.450001
2016-05-04,41.209999,42.540001,40.900002,41.169998,2964100,41.169998
2016-05-05,41.540001,42.209999,40.790001,41.43,2912200,41.43
2016-05-06,41.099998,41.669998,40.900002,41.32,1859700,41.32
2016-05-09,41.310001,42.0,40.389999,40.43,2479200,40.43
2016-05-10,40.549999,41.169998,40.18,41.040001,2388100,41.040001
2016-05-11,40.619999,40.959999,40.23,40.470001,1786800,40.470001
2016-05-12,40.84,41.509998,39.52,39.93,1669300,39.93
2016-05-13,39.830002,40.130001,39.310001,39.529999,1650500,39.529999
2016-05-16,39.599998,40.0,38.790001,39.330002,2500200,39.330002
2016-05-17,39.299999,40.389999,39.189999,39.419998,2128500,39.419998
2016-05-18,39.200001,39.419998,38.25,38.860001,2384000,38.860001
2016-05-19,38.560001,38.880001,37.950001,38.41,1968800,38.41
2016-05-20,38.490002,39.27,38.419998,39.049999,1857900,39.049999
2016-05-23,40.009998,40.98,39.900002,39.950001,4084900,39.950001
2016-05-24,40.200001,41.389999,40.200001,41.299999,3797100,41.299999
2016-05-25,41.439999,42.209999,41.360001,41.990002,3373600,41.990002
2016-05-26,42.029999,42.650002,41.799999,42.529999,3278300,42.529999
2016-05-27,42.73,44.830002,42.709999,44.240002,5533800,44.240002
2016-05-31,44.240002,44.459999,43.580002,44.369999,4935700,44.369999
2016-06-01,44.09,44.580002,43.240002,44.580002,3170600,44.580002
2016-06-02,44.639999,45.110001,44.119999,45.09,2685800,45.09
2016-06-03,44.790001,45.18,43.68,45.0,2750900,45.0
