Date,Open_NI,High_NI,Low_NI,Close_NI,Volume_NI,AdjClose_NI
2015-07-27,17.0,17.32,16.99,17.25,4558900,16.717973
2015-07-28,17.219999,17.33,17.17,17.24,4858600,16.708282
2015-07-29,17.040001,17.16,16.969999,17.040001,4476200,16.664275
2015-07-30,16.959999,17.129999,16.9,17.120001,2744900,16.742511
2015-07-31,17.26,17.629999,17.23,17.459999,6072300,17.075012
2015-08-03,16.6,17.34,16.440001,17.07,5230900,16.693612
2015-08-04,17.0,17.09,16.700001,16.82,4899100,16.449124
2015-08-05,16.92,17.17,16.809999,16.83,4681500,16.458904
2015-08-06,16.82,16.93,16.530001,16.85,4300100,16.478464
2015-08-07,16.83,16.99,16.690001,16.91,3678800,16.53714
2015-08-10,16.959999,17.030001,16.780001,16.879999,3927400,16.507801
2015-08-11,16.91,17.18,16.76,17.09,4103200,16.713171
2015-08-12,17.08,17.73,17.01,17.709999,5583600,17.3195
2015-08-13,17.620001,17.82,17.49,17.719999,3453000,17.329279
2015-08-14,17.690001,17.950001,17.610001,17.82,3645500,17.427075
2015-08-17,17.84,18.18,17.76,18.0,4302700,17.603106
2015-08-18,17.959999,18.040001,17.66,17.74,3228300,17.348839
2015-08-19,17.68,17.91,17.559999,17.809999,2811500,17.417295
2015-08-20,17.790001,17.799999,17.540001,17.540001,3851000,17.15325
2015-08-21,17.450001,17.59,17.24,17.280001,3596200,16.898982
2015-08-24,16.870001,17.120001,16.43,16.52,5984900,16.15574
2015-08-25,16.780001,16.85,16.200001,16.200001,6058100,15.842796
2015-08-26,16.48,16.73,16.24,16.700001,5629600,16.331771
2015-08-27,16.780001,17.059999,16.700001,17.049999,2348700,16.674052
2015-08-28,17.02,17.09,16.9,17.059999,1990500,16.683832
2015-08-31,16.969999,16.99,16.67,16.790001,2694900,16.419787
2015-09-01,16.49,16.74,16.4,16.48,3510700,16.116621
2015-09-02,16.620001,16.639999,16.209999,16.290001,3440000,15.930812
2015-09-03,16.34,16.540001,16.280001,16.459999,2243200,16.097062
2015-09-04,16.299999,16.32,16.040001,16.17,2303900,15.813457
2015-09-08,16.41,16.75,16.41,16.629999,2914800,16.263313
2015-09-09,16.639999,16.75,16.41,16.469999,2804500,16.106841
2015-09-10,16.459999,16.780001,16.35,16.58,3303900,16.214416
2015-09-11,16.5,16.68,16.41,16.610001,3573600,16.243756
2015-09-14,16.620001,16.76,16.559999,16.74,2247200,16.370888
2015-09-15,16.83,16.969999,16.66,16.860001,2084800,16.488243
2015-09-16,16.870001,17.23,16.860001,17.190001,2235900,16.810967
2015-09-17,17.200001,17.76,17.049999,17.48,2828700,17.094571
2015-09-18,17.35,17.719999,17.33,17.42,6332000,17.035895
2015-09-21,17.48,17.57,17.379999,17.49,2093700,17.104351
2015-09-22,17.41,17.49,17.27,17.32,2607900,16.938099
2015-09-23,17.360001,17.58,17.280001,17.440001,2567000,17.055454
2015-09-24,17.379999,17.59,17.299999,17.59,3230300,17.202147
2015-09-25,17.67,18.129999,17.67,17.950001,4170800,17.554209
2015-09-28,17.889999,18.0,17.67,17.83,3034600,17.436854
2015-09-29,17.85,18.059999,17.719999,17.9,2790700,17.505311
2015-09-30,17.99,18.57,17.93,18.549999,3570900,18.140978
2015-10-01,18.700001,18.799999,18.33,18.469999,3535800,18.062742
2015-10-02,18.559999,18.83,18.4,18.82,3600900,18.405025
2015-10-05,18.91,19.16,18.82,19.049999,3733500,18.629953
2015-10-06,19.01,19.040001,18.67,18.719999,4287900,18.30723
2015-10-07,18.82,19.059999,18.75,18.93,4831300,18.5126
2015-10-08,18.9,19.15,18.790001,19.09,2573300,18.669072
2015-10-09,19.07,19.08,18.92,18.98,2522900,18.561497
2015-10-12,19.040001,19.15,18.940001,19.049999,2257200,18.629953
2015-10-13,18.809999,19.290001,18.809999,19.110001,3736400,18.688631
2015-10-14,19.120001,19.18,19.030001,19.07,1517600,18.649513
2015-10-15,19.120001,19.42,18.940001,19.389999,2204800,18.962456
2015-10-16,19.469999,19.52,19.290001,19.459999,1855900,19.030913
2015-10-19,19.42,19.549999,19.290001,19.549999,1818400,19.118928
2015-10-20,19.5,19.559999,19.299999,19.540001,3464900,19.10915
2015-10-21,19.59,19.75,19.360001,19.4,1543500,18.972236
2015-10-22,19.440001,19.799999,19.389999,19.75,1742700,19.314519
2015-10-23,19.719999,19.85,19.49,19.610001,2385200,19.177607
2015-10-26,19.65,19.65,19.43,19.57,1544900,19.138488
2015-10-27,19.52,19.559999,19.129999,19.27,2805600,18.845103
2015-10-28,19.190001,19.280001,18.85,19.1,3182000,18.830316
2015-10-29,19.1,19.1,18.74,18.889999,4103600,18.62328
2015-10-30,18.92,19.35,18.92,19.16,2835500,18.889468
2015-11-02,19.129999,19.280001,19.040001,19.18,3131700,18.909186
2015-11-03,19.219999,19.440001,19.0,19.120001,2628600,18.850034
2015-11-04,19.120001,19.389999,19.120001,19.360001,3315700,19.086645
2015-11-05,19.370001,19.700001,19.25,19.559999,3686800,19.28382
2015-11-06,19.24,19.309999,18.77,18.959999,4611500,18.692291
2015-11-09,18.83,19.049999,18.76,18.92,2636900,18.652857
2015-11-10,18.940001,19.299999,18.9,19.25,3071400,18.978197
2015-11-11,19.32,19.57,19.290001,19.42,2365200,19.145797
2015-11-12,19.360001,19.52,19.09,19.139999,1754700,18.86975
2015-11-13,19.07,19.200001,19.0,19.08,1670000,18.810597
2015-11-16,19.040001,19.32,19.0,19.32,2094200,19.047209
2015-11-17,19.24,19.48,19.129999,19.18,1674100,18.909186
2015-11-18,19.34,19.6,19.15,19.58,3404400,19.303538
2015-11-19,19.6,19.75,19.52,19.709999,1447200,19.431701
2015-11-20,19.77,20.129999,19.719999,19.83,2877200,19.550008
2015-11-23,19.85,20.01,19.65,19.75,2326200,19.471137
2015-11-24,19.73,19.73,19.49,19.52,2330700,19.244385
2015-11-25,19.5,19.5,19.08,19.139999,3029900,18.86975
2015-11-27,19.18,19.379999,19.120001,19.219999,866100,18.94862
2015-11-30,19.26,19.309999,19.0,19.190001,4042100,18.919045
2015-12-01,19.23,19.41,19.139999,19.389999,2023800,19.11622
2015-12-02,19.389999,19.41,19.190001,19.290001,3364400,19.017633
2015-12-03,19.32,19.389999,18.9,18.93,2083000,18.662716
2015-12-04,18.99,19.15,18.870001,19.1,3416800,18.830316
2015-12-07,19.0,19.15,18.719999,19.139999,4429200,18.86975
2015-12-08,19.07,19.309999,18.969999,19.25,2757500,18.978197
2015-12-09,19.290001,19.43,19.08,19.26,2863300,18.988056
2015-12-10,19.26,19.540001,19.02,19.040001,3151100,18.771163
2015-12-11,18.91,18.950001,18.629999,18.66,2169700,18.396528
2015-12-14,18.629999,18.84,18.6,18.84,2007800,18.573986
2015-12-15,18.84,18.889999,18.68,18.709999,2758800,18.445821
2015-12-16,18.84,19.309999,18.76,19.309999,2892300,19.03735
2015-12-17,19.370001,19.43,19.120001,19.280001,1638700,19.007774
2015-12-18,19.18,19.200001,18.85,18.959999,3578000,18.692291
2015-12-21,19.030001,19.059999,18.790001,18.889999,2753900,18.62328
2015-12-22,18.889999,19.120001,18.639999,19.110001,1741900,18.840175
2015-12-23,19.120001,19.379999,19.02,19.33,2683100,19.057068
2015-12-24,19.33,19.459999,19.299999,19.309999,815400,19.03735
2015-12-28,19.280001,19.469999,19.17,19.469999,1355300,19.19509
2015-12-29,19.5,19.83,19.5,19.799999,1580400,19.520431
2015-12-30,19.75,19.889999,19.74,19.82,1780400,19.540149
2015-12-31,19.780001,19.860001,19.49,19.51,2559200,19.234526
2016-01-04,19.41,19.66,19.309999,19.52,2592700,19.244385
2016-01-05,19.5,19.93,19.280001,19.83,3138800,19.550008
2016-01-06,19.690001,20.0,19.59,19.940001,3525700,19.658455
2016-01-07,19.719999,19.84,19.4,19.5,3047600,19.224667
2016-01-08,19.52,19.790001,19.42,19.469999,2933800,19.19509
2016-01-11,19.5,19.85,19.5,19.790001,2156500,19.510574
2016-01-12,19.82,19.9,19.459999,19.540001,2405300,19.264103
2016-01-13,19.52,19.66,19.34,19.469999,2140100,19.19509
2016-01-14,19.48,20.15,19.48,20.0,2402800,19.717607
2016-01-15,19.68,19.91,19.530001,19.74,1995300,19.461278
2016-01-19,19.889999,20.110001,19.780001,20.040001,2419800,19.757044
2016-01-20,19.9,20.02,19.049999,19.459999,3218100,19.185231
2016-01-21,19.5,19.799999,19.33,19.530001,2703400,19.254244
2016-01-22,19.73,20.34,19.540001,20.280001,2744600,19.993655
2016-01-25,20.24,20.43,20.129999,20.379999,3481800,20.092241
2016-01-26,20.4,20.67,20.290001,20.309999,2447500,20.02323
2016-01-27,20.309999,20.379999,19.99,20.139999,3681900,19.85563
2016-01-28,20.27,20.85,20.200001,20.75,3868200,20.457018
2016-01-29,21.01,21.129999,20.860001,21.01,4958300,20.713347
2016-02-01,21.02,21.32,20.85,21.299999,4254200,20.999251
2016-02-02,21.23,21.530001,21.07,21.26,5417300,20.959817
2016-02-03,21.379999,21.66,21.309999,21.48,4137300,21.17671
2016-02-04,21.450001,21.530001,21.059999,21.16,3624000,21.012858
2016-02-05,21.07,21.139999,20.68,20.98,3763500,20.834109
2016-02-08,21.07,21.24,20.719999,20.91,1950300,20.764596
2016-02-09,20.799999,21.379999,20.76,21.24,2964700,21.092302
2016-02-10,21.200001,21.65,21.059999,21.48,4691300,21.330632
2016-02-11,21.35,21.42,20.940001,21.1,4161700,20.953276
2016-02-12,21.379999,21.389999,21.02,21.280001,3222800,21.132024
2016-02-16,21.440001,21.559999,20.959999,21.110001,2595600,20.963206
2016-02-17,21.17,21.49,20.879999,21.35,4240500,21.201537
2016-02-18,21.25,22.1,21.15,21.870001,4141100,21.717922
2016-02-19,21.73,22.139999,21.52,21.870001,3276000,21.717922
2016-02-22,21.82,22.07,21.68,21.91,2411200,21.757643
2016-02-23,21.879999,22.02,21.75,21.799999,3131800,21.648407
2016-02-24,21.700001,21.91,21.620001,21.75,2485200,21.598755
2016-02-25,21.860001,22.059999,21.74,22.030001,1971600,21.876809
2016-02-26,21.92,22.0,21.450001,21.51,2716200,21.360425
2016-02-29,21.52,21.73,21.469999,21.48,2250600,21.330632
2016-03-01,21.57,21.719999,21.440001,21.5,2536300,21.350494
2016-03-02,21.41,22.1,20.940001,22.07,2960500,21.91653
2016-03-03,22.08,22.360001,21.870001,22.34,2536900,22.184653
2016-03-04,22.23,22.51,22.09,22.4,1997000,22.244235
2016-03-07,22.24,22.549999,22.16,22.360001,3312600,22.204514
2016-03-08,22.41,22.66,22.299999,22.48,1999100,22.323679
2016-03-09,22.51,22.790001,22.48,22.620001,1169100,22.462706
2016-03-10,22.5,22.82,22.41,22.77,2101200,22.611663
2016-03-11,22.84,22.99,22.67,22.74,1848700,22.581871
2016-03-14,22.66,22.9,22.66,22.780001,1542200,22.621594
2016-03-15,22.74,22.959999,22.57,22.67,2853800,22.512358
2016-03-16,22.65,23.15,22.49,23.1,1985600,22.939368
2016-03-17,23.200001,23.42,23.110001,23.33,2056400,23.167768
2016-03-18,23.35,23.35,22.790001,22.799999,4019500,22.641453
2016-03-21,22.83,22.940001,22.6,22.889999,2197800,22.730827
2016-03-22,22.92,23.0,22.75,22.799999,1285800,22.641453
2016-03-23,22.84,23.139999,22.73,23.02,1600100,22.859925
2016-03-24,22.98,23.15,22.860001,23.030001,2304100,22.869855
2016-03-28,22.99,23.209999,22.84,22.92,1850900,22.76062
2016-03-29,22.700001,23.17,22.530001,23.17,2305000,23.008881
2016-03-30,23.209999,23.559999,23.190001,23.389999,2170000,23.227351
2016-03-31,23.41,23.74,23.370001,23.559999,2854700,23.396169
2016-04-01,23.41,23.889999,23.4,23.82,2962600,23.654361
2016-04-04,23.809999,23.92,23.42,23.6,2349000,23.435891
2016-04-05,23.51,23.67,23.219999,23.24,3483500,23.078394
2016-04-06,23.24,23.459999,23.129999,23.440001,3215900,23.277004
2016-04-07,23.42,23.450001,23.280001,23.42,2289100,23.257143
2016-04-08,23.49,23.700001,23.469999,23.549999,1469700,23.386238
2016-04-11,23.59,23.709999,23.34,23.469999,2027400,23.306794
2016-04-12,23.52,23.75,23.299999,23.629999,1721900,23.465681
2016-04-13,23.68,23.77,23.35,23.4,2494900,23.237281
2016-04-14,23.309999,23.52,23.219999,23.43,1670500,23.267073
2016-04-15,23.469999,23.719999,23.370001,23.68,1648700,23.515335
2016-04-18,23.690001,23.82,23.52,23.82,1581700,23.654361
2016-04-19,23.83,24.01,23.77,23.98,1991600,23.813248
2016-04-20,23.959999,24.0,23.02,23.07,3960800,22.909576
2016-04-21,22.959999,23.07,21.969999,22.129999,6309500,21.976112
2016-04-22,22.209999,22.5,22.15,22.25,3462500,22.095278
2016-04-25,22.219999,22.33,22.17,22.33,3293000,22.174722
2016-04-26,22.42,22.58,22.209999,22.290001,2392800,22.135001
2016-04-27,22.24,22.6,22.01,22.49,2266100,22.49
2016-04-28,22.290001,22.629999,22.209999,22.549999,1841300,22.549999
2016-04-29,22.43,22.73,22.25,22.709999,1937500,22.709999
2016-05-02,22.690001,23.110001,22.6,22.959999,3054100,22.959999
2016-05-03,22.959999,23.34,22.91,23.110001,2844200,23.110001
2016-05-04,23.07,23.719999,23.01,23.530001,2929600,23.530001
2016-05-05,23.530001,23.790001,23.440001,23.48,3040500,23.48
2016-05-06,23.459999,23.52,23.120001,23.41,3059100,23.41
2016-05-09,23.469999,23.65,23.34,23.6,2224300,23.6
2016-05-10,23.620001,23.700001,23.459999,23.530001,2352300,23.530001
2016-05-11,23.58,23.84,23.540001,23.790001,2270700,23.790001
2016-05-12,23.75,24.0,23.59,23.959999,2532900,23.959999
2016-05-13,23.99,24.209999,23.75,24.120001,3357800,24.120001
2016-05-16,24.120001,24.309999,23.99,24.299999,2782100,24.299999
2016-05-17,24.219999,24.309999,23.74,23.9,2689800,23.9
2016-05-18,23.73,23.959999,23.33,23.450001,4159300,23.450001
2016-05-19,23.309999,23.59,23.120001,23.52,3048500,23.52
2016-05-20,23.620001,23.84,23.41,23.82,4647800,23.82
2016-05-23,23.860001,23.969999,23.67,23.68,2193300,23.68
2016-05-24,23.75,24.07,23.74,24.07,4064000,24.07
2016-05-25,24.209999,24.209999,23.860001,23.950001,2439500,23.950001
2016-05-26,23.92,24.200001,23.83,24.040001,2357100,24.040001
2016-05-27,24.09,24.17,23.940001,24.120001,2582100,24.120001
2016-05-31,24.08,24.23,23.75,23.860001,14710200,23.860001
2016-06-01,23.860001,24.09,23.73,24.030001,2484700,24.030001
2016-06-02,23.940001,24.049999,23.790001,23.99,2105700,23.99
2016-06-03,24.24,24.58,24.16,24.459999,2723600,24.459999
