Date,Open_AFL,High_AFL,Low_AFL,Close_AFL,Volume_AFL,AdjClose_AFL
2015-10-15,60.290001,60.970001,59.790001,60.900002,1749500,59.715913
2015-10-16,61.16,61.549999,61.029999,61.34,1847800,60.147357
2015-10-19,61.169998,61.419998,60.779999,61.029999,1922600,59.843383
2015-10-20,61.07,61.419998,60.32,61.279999,3681400,60.088522
2015-10-21,61.529999,61.740002,61.259998,61.34,2252000,60.147357
2015-10-22,61.700001,62.549999,61.66,62.220001,2593800,61.010248
2015-10-23,62.509998,63.470001,62.400002,63.450001,3226000,62.216333
2015-10-26,63.369999,63.700001,63.220001,63.509998,3800800,62.275164
2015-10-27,63.139999,63.720001,62.869999,63.150002,3481900,61.922166
2015-10-28,63.02,65.190002,62.279999,63.98,4954700,62.736027
2015-10-29,64.029999,64.599998,63.470001,64.419998,2815200,63.16747
2015-10-30,64.400002,64.5,63.75,63.75,3261000,62.510499
2015-11-02,63.93,64.599998,63.919998,64.510002,1866000,63.255724
2015-11-03,64.18,64.440002,63.880001,64.040001,2797400,62.794861
2015-11-04,64.040001,64.370003,63.869999,64.169998,2143100,62.922331
2015-11-05,64.190002,64.510002,63.98,64.169998,1728500,62.922331
2015-11-06,64.32,64.989998,64.0,64.32,3080400,63.069416
2015-11-09,64.300003,64.360001,63.299999,63.560001,2531900,62.324194
2015-11-10,63.450001,64.57,63.450001,64.309998,2392700,63.059608
2015-11-11,64.419998,64.599998,64.120003,64.370003,2039600,63.118447
2015-11-12,63.759998,64.339996,63.290001,63.32,2538000,62.088859
2015-11-13,63.27,63.580002,62.880001,63.220001,2034700,61.990805
2015-11-16,62.68,63.68,62.27,63.669998,2274800,62.839585
2015-11-17,63.799999,64.209999,63.310001,63.5,2122500,62.671804
2015-11-18,63.75,65.0,63.470001,64.919998,2985200,64.073282
2015-11-19,64.989998,65.419998,64.760002,65.370003,2416600,64.517418
2015-11-20,65.519997,66.230003,65.309998,65.660004,2976000,64.803636
2015-11-23,65.699997,65.889999,65.330002,65.400002,1747200,64.547025
2015-11-24,64.910004,65.610001,64.879997,65.389999,1594100,64.537154
2015-11-25,65.389999,65.540001,65.059998,65.099998,1108600,64.250935
2015-11-27,65.300003,65.599998,65.120003,65.300003,937000,64.448331
2015-11-30,65.300003,65.559998,64.910004,65.239998,2749500,64.389108
2015-12-01,65.480003,66.089996,65.389999,65.989998,2192300,65.129327
2015-12-02,65.940002,66.529999,65.510002,65.589996,2098600,64.734542
2015-12-03,65.709999,65.709999,62.619999,63.099998,5218700,62.27702
2015-12-04,63.139999,63.639999,62.799999,63.52,3476700,62.691544
2015-12-07,63.389999,63.669998,62.439999,62.799999,2725500,61.980933
2015-12-08,62.209999,62.299999,61.66,62.119999,2588600,61.309802
2015-12-09,61.91,62.610001,60.98,61.259998,1959200,60.461018
2015-12-10,61.18,61.59,60.970001,61.09,1586800,60.293237
2015-12-11,60.119999,60.799999,59.389999,59.709999,1956300,58.931234
2015-12-14,60.02,60.18,58.990002,59.540001,2379300,58.763453
2015-12-15,60.18,61.279999,60.18,60.919998,2576400,60.125452
2015-12-16,61.220001,61.959999,60.98,61.700001,2014000,60.895282
2015-12-17,61.709999,61.720001,60.380001,60.380001,1978700,59.592498
2015-12-18,59.970001,60.0,58.290001,58.290001,3464900,57.529756
2015-12-21,58.389999,58.900002,58.09,58.48,1864600,57.717277
2015-12-22,58.580002,59.490002,58.490002,59.279999,1717800,58.506842
2015-12-23,59.799999,60.419998,59.66,60.32,1185500,59.533279
2015-12-24,60.209999,60.540001,60.0,60.18,883700,59.395106
2015-12-28,59.970001,60.419998,59.810001,60.389999,1402600,59.602366
2015-12-29,60.77,61.16,60.509998,60.939999,1194500,60.145192
2015-12-30,60.849998,61.060001,60.419998,60.52,933200,59.730671
2015-12-31,60.150002,60.549999,59.849998,59.900002,1025800,59.118759
2016-01-04,58.790001,59.18,58.200001,59.18,2474200,58.408148
2016-01-05,59.169998,59.630001,58.740002,59.099998,2050000,58.32919
2016-01-06,58.330002,58.610001,57.950001,58.200001,1863700,57.44093
2016-01-07,57.119999,58.0,56.93,57.209999,2353000,56.463841
2016-01-08,57.669998,57.790001,56.610001,56.709999,2230300,55.970362
2016-01-11,57.02,57.290001,56.27,57.080002,2011800,56.335539
2016-01-12,57.630001,57.939999,57.02,57.799999,2372500,57.046146
2016-01-13,58.32,58.84,56.669998,56.91,2803700,56.167754
2016-01-14,57.02,57.889999,56.509998,57.32,2709400,56.572406
2016-01-15,56.02,57.029999,55.880001,56.610001,3446800,55.871668
2016-01-19,57.080002,57.27,56.110001,56.490002,2764900,55.753234
2016-01-20,55.450001,56.18,54.57,55.549999,2957900,54.825491
2016-01-21,55.740002,56.459999,55.349998,55.82,2422400,55.09197
2016-01-22,56.720001,57.32,56.549999,57.27,2193600,56.523059
2016-01-25,57.240002,57.630001,56.439999,56.549999,3149300,55.812449
2016-01-26,57.029999,57.810001,56.939999,57.52,1589400,56.769799
2016-01-27,57.41,58.27,56.91,57.450001,2513400,56.700712
2016-01-28,57.889999,58.490002,57.41,58.310001,2118400,57.549496
2016-01-29,57.98,58.09,56.549999,57.959999,5189200,57.204059
2016-02-01,57.360001,57.560001,56.310001,56.509998,5643100,55.772969
2016-02-02,56.73,58.619999,55.740002,57.279999,5002800,56.532927
2016-02-03,58.400002,58.830002,56.080002,57.32,2556700,56.572406
2016-02-04,57.139999,58.110001,56.959999,58.02,2279200,57.263278
2016-02-05,57.970001,58.490002,57.66,58.209999,2286500,57.450798
2016-02-08,57.389999,58.200001,57.040001,58.0,2623500,57.243538
2016-02-09,57.509998,58.360001,57.049999,57.93,2780600,57.174451
2016-02-10,58.299999,58.860001,57.43,57.490002,2228400,56.740191
2016-02-11,55.610001,56.599998,55.240002,55.599998,3429200,55.268998
2016-02-12,56.52,57.380001,56.259998,57.310001,2633100,56.96882
2016-02-16,58.099998,58.360001,57.349998,58.130001,2574500,57.783939
2016-02-17,58.75,59.369999,58.700001,59.07,2205200,58.718341
2016-02-18,59.240002,59.41,58.810001,59.16,2078600,58.807805
2016-02-19,58.98,59.349998,58.540001,59.32,2713600,58.966853
2016-02-22,59.810001,60.060001,59.43,59.700001,2139500,59.344592
2016-02-23,59.639999,59.779999,59.25,59.369999,1583200,59.016554
2016-02-24,58.73,59.82,58.459999,59.630001,1683100,59.275009
2016-02-25,59.720001,60.349998,59.150002,60.330002,1716700,59.970842
2016-02-26,60.580002,60.77,60.02,60.169998,2084000,59.811791
2016-02-29,60.18,60.439999,59.52,59.52,2078200,59.165663
2016-03-01,59.919998,61.16,59.919998,61.07,2462800,60.706435
2016-03-02,61.02,61.450001,60.779999,61.41,2110100,61.044411
2016-03-03,61.259998,61.380001,60.75,60.98,2606800,60.61697
2016-03-04,61.23,61.369999,60.689999,61.029999,2065700,60.666672
2016-03-07,60.580002,60.98,60.369999,60.549999,2505800,60.18953
2016-03-08,60.110001,60.580002,59.32,60.060001,2944900,59.702449
2016-03-09,60.43,60.77,59.66,60.43,2526400,60.070245
2016-03-10,60.529999,61.0,59.869999,60.369999,1906700,60.010601
2016-03-11,61.119999,62.349998,60.959999,62.27,2457500,61.899291
2016-03-14,61.84,62.080002,61.509998,61.650002,2065000,61.282984
2016-03-15,61.23,61.66,61.049999,61.549999,1814400,61.183577
2016-03-16,61.450001,62.619999,61.25,62.459999,2697500,62.088159
2016-03-17,62.330002,63.779999,61.860001,63.389999,2813800,63.012623
2016-03-18,63.66,63.950001,63.009998,63.52,3882500,63.14185
2016-03-21,63.25,63.68,63.119999,63.279999,1506200,62.903277
2016-03-22,63.060001,63.73,62.849998,63.34,1782000,62.962921
2016-03-23,63.459999,63.669998,63.189999,63.400002,1923400,63.022565
2016-03-24,62.91,62.939999,62.34,62.700001,1744500,62.326732
2016-03-28,62.790001,63.41,62.790001,63.16,1566600,62.783992
2016-03-29,62.93,63.349998,62.650002,63.18,1637600,62.803874
2016-03-30,63.5,64.330002,63.400002,63.73,1565800,63.350599
2016-03-31,63.73,63.970001,63.080002,63.139999,2326500,62.764111
2016-04-01,63.0,64.169998,62.830002,64.120003,2213500,63.73828
2016-04-04,64.139999,64.150002,63.459999,63.59,1853000,63.211433
2016-04-05,63.209999,64.099998,63.209999,63.720001,2238500,63.34066
2016-04-06,63.709999,63.93,63.23,63.66,1624000,63.281016
2016-04-07,63.18,63.630001,62.59,63.0,1768900,62.624945
2016-04-08,63.48,64.089996,63.450001,63.91,2312300,63.529527
2016-04-11,64.019997,64.610001,63.919998,64.040001,2147000,63.658755
2016-04-12,64.269997,65.599998,64.080002,65.529999,3555500,65.139882
2016-04-13,65.940002,66.449997,65.75,66.449997,2439400,66.054403
2016-04-14,66.800003,67.330002,66.669998,66.970001,2533500,66.571312
2016-04-15,66.910004,67.230003,66.650002,66.879997,2204100,66.481844
2016-04-18,66.730003,67.300003,66.419998,67.209999,2029100,66.809881
2016-04-19,67.25,67.629997,67.169998,67.559998,2669100,67.157796
2016-04-20,67.769997,68.309998,67.629997,68.050003,2814600,67.644884
2016-04-21,67.550003,68.080002,67.339996,67.400002,1965300,66.998752
2016-04-22,67.510002,68.160004,67.440002,67.919998,2642600,67.515653
2016-04-25,67.639999,68.0,67.209999,67.870003,1913900,67.465955
2016-04-26,68.040001,68.68,67.75,68.0,2725100,67.595179
2016-04-27,67.900002,69.470001,67.82,69.32,3080800,68.90732
2016-04-28,69.059998,69.599998,68.760002,69.010002,2756000,68.599168
2016-04-29,68.82,69.220001,68.519997,68.970001,3032700,68.559405
2016-05-02,68.470001,69.300003,68.339996,69.129997,2272900,68.718449
2016-05-03,68.769997,69.040001,68.260002,68.970001,2845600,68.559405
2016-05-04,68.620003,68.760002,68.019997,68.43,2147600,68.022619
2016-05-05,68.480003,68.980003,68.410004,68.660004,1971600,68.251253
2016-05-06,68.419998,68.910004,68.190002,68.849998,1600800,68.440117
2016-05-09,68.650002,68.980003,68.389999,68.639999,1470700,68.231368
2016-05-10,68.419998,69.239998,68.230003,69.18,1917100,68.768154
2016-05-11,68.739998,69.300003,68.550003,68.760002,1508900,68.350656
2016-05-12,69.209999,69.440002,68.769997,69.239998,2531000,68.827795
2016-05-13,69.120003,69.690002,68.800003,68.870003,1923500,68.460002
2016-05-16,68.559998,69.279999,68.459999,69.019997,3106700,69.019997
2016-05-17,69.029999,69.150002,68.260002,68.440002,2175100,68.440002
2016-05-18,68.410004,69.389999,68.25,69.0,3049500,69.0
2016-05-19,68.839996,68.959999,68.019997,68.599998,2433500,68.599998
2016-05-20,68.68,68.849998,68.43,68.730003,2499600,68.730003
2016-05-23,68.470001,68.650002,68.220001,68.5,1833000,68.5
2016-05-24,68.779999,69.800003,68.779999,69.550003,3240000,69.550003
2016-05-25,69.949997,70.089996,69.709999,69.849998,1644300,69.849998
2016-05-26,69.769997,69.900002,69.150002,69.18,2277000,69.18
2016-05-27,69.25,69.559998,69.169998,69.559998,1910300,69.559998
2016-05-31,69.660004,69.860001,68.900002,69.459999,2369100,69.459999
2016-06-01,69.010002,69.5,68.75,69.410004,1792300,69.410004
2016-06-02,69.230003,69.589996,68.970001,69.580002,2670100,69.580002
2016-06-03,68.970001,69.339996,68.529999,69.120003,1955200,69.120003
