Date,Open_LOW,High_LOW,Low_LOW,Close_LOW,Volume_LOW,AdjClose_LOW
2015-10-15,72.470001,72.790001,71.699997,72.650002,3016300,71.819589
2015-10-16,73.120003,73.400002,72.57,72.779999,4143400,71.9481
2015-10-19,72.370003,73.449997,72.269997,73.43,3765600,72.871021
2015-10-20,73.370003,73.410004,72.540001,72.839996,3632100,72.285509
2015-10-21,73.230003,73.419998,72.529999,72.720001,2982700,72.166427
2015-10-22,72.739998,73.639999,72.160004,73.419998,3810200,72.861095
2015-10-23,73.779999,73.93,72.559998,73.550003,3344500,72.99011
2015-10-26,73.620003,74.419998,73.0,74.160004,4114400,73.595468
2015-10-27,74.0,74.209999,73.160004,73.550003,3387800,72.99011
2015-10-28,73.75,74.190002,72.800003,74.019997,3770000,73.456526
2015-10-29,74.0,74.110001,73.010002,73.870003,2942000,73.307674
2015-10-30,73.839996,74.57,73.779999,73.830002,4418900,73.267978
2015-11-02,73.900002,74.290001,73.050003,73.769997,3880200,73.208429
2015-11-03,73.779999,74.110001,73.300003,73.949997,3174200,73.387059
2015-11-04,74.169998,74.199997,73.019997,73.099998,5475900,72.543532
2015-11-05,73.360001,74.07,73.010002,73.580002,3334400,73.019881
2015-11-06,73.190002,73.580002,72.650002,73.139999,4223300,72.583228
2015-11-09,72.989998,73.120003,71.470001,72.019997,5622000,71.471751
2015-11-10,71.989998,73.379997,71.949997,73.339996,3789300,72.781702
2015-11-11,73.25,73.25,72.110001,72.120003,3213700,71.570996
2015-11-12,71.919998,73.75,71.800003,72.709999,5641300,72.156501
2015-11-13,72.120003,72.370003,69.93,70.089996,6960900,69.556443
2015-11-16,69.860001,71.709999,69.75,71.639999,5583600,71.094647
2015-11-17,74.150002,74.370003,72.599998,72.849998,10214000,72.295435
2015-11-18,74.279999,74.580002,71.599998,73.480003,9541400,72.920644
2015-11-19,73.480003,74.110001,73.139999,73.389999,7321800,72.831325
2015-11-20,73.900002,76.019997,73.830002,75.769997,6589700,75.193205
2015-11-23,75.779999,77.260002,75.779999,76.669998,5280900,76.086355
2015-11-24,76.440002,77.940002,76.290001,77.389999,5431700,76.800875
2015-11-25,77.400002,78.129997,76.809998,77.610001,5265000,77.019202
2015-11-27,77.900002,78.0,77.150002,77.339996,2255300,76.751253
2015-11-30,77.389999,77.470001,76.43,76.599998,6815000,76.016888
2015-12-01,76.910004,77.379997,76.459999,77.129997,3477300,76.542852
2015-12-02,76.879997,77.32,76.239998,76.300003,7085400,75.719176
2015-12-03,76.190002,76.519997,74.879997,75.120003,5191700,74.548159
2015-12-04,75.330002,76.870003,75.089996,76.760002,4374800,76.175674
2015-12-07,76.459999,76.720001,75.730003,76.449997,3277900,75.868028
2015-12-08,76.32,77.489998,75.93,77.169998,4019600,76.582549
2015-12-09,76.900002,77.629997,75.870003,76.120003,3039400,75.540546
2015-12-10,75.970001,76.75,75.919998,76.169998,2942700,75.590161
2015-12-11,75.360001,76.129997,74.769997,75.010002,3686500,74.438995
2015-12-14,75.260002,75.959999,74.769997,75.650002,4430900,75.074123
2015-12-15,76.129997,76.760002,74.849998,74.900002,4641500,74.329832
2015-12-16,75.040001,76.339996,73.889999,76.129997,5063200,75.550465
2015-12-17,76.220001,76.599998,74.660004,74.900002,4419200,74.329832
2015-12-18,74.760002,74.769997,73.870003,73.889999,6948400,73.327519
2015-12-21,74.5,75.099998,74.040001,74.889999,3418500,74.319906
2015-12-22,74.910004,75.449997,74.32,75.160004,3428300,74.587855
2015-12-23,76.110001,76.43,75.440002,76.160004,3258200,75.580243
2015-12-24,75.830002,76.639999,75.75,76.279999,1758900,75.699324
2015-12-28,75.989998,76.559998,75.860001,76.440002,2860300,75.85811
2015-12-29,76.93,77.669998,76.830002,77.129997,2661100,76.542852
2015-12-30,76.980003,77.529999,76.790001,76.860001,2209200,76.274911
2015-12-31,76.459999,76.93,76.019997,76.040001,2388200,75.461153
2016-01-04,74.690002,75.57,74.5,75.279999,6534600,74.706937
2016-01-05,75.440002,76.470001,74.910004,75.440002,5198800,74.865722
2016-01-06,74.510002,74.75,73.400002,73.940002,5326500,73.377141
2016-01-07,72.839996,73.879997,71.75,72.07,6401600,71.521374
2016-01-08,72.669998,72.800003,70.68,70.879997,5325500,70.34043
2016-01-11,71.449997,73.089996,71.290001,72.68,5443300,72.126731
2016-01-12,73.279999,74.279999,72.370003,73.269997,4649500,72.712236
2016-01-13,73.639999,73.730003,69.540001,69.900002,7755300,69.367894
2016-01-14,69.849998,70.610001,67.650002,69.910004,8323000,69.37782
2016-01-15,67.75,70.360001,67.739998,68.989998,7995100,68.740133
2016-01-19,70.809998,71.040001,68.790001,69.459999,6642800,69.208432
2016-01-20,68.870003,69.519997,66.93,68.07,9844100,67.823467
2016-01-21,68.57,69.940002,68.25,69.32,7615500,69.068939
2016-01-22,70.360001,70.900002,70.190002,70.5,5722200,70.244666
2016-01-25,70.660004,71.0,69.839996,69.900002,5640100,69.646841
2016-01-26,70.669998,70.690002,69.599998,70.0,4638400,69.746477
2016-01-27,70.019997,70.949997,69.019997,69.550003,5342100,69.29811
2016-01-28,69.889999,70.0,68.919998,69.230003,5036200,68.979269
2016-01-29,70.0,71.769997,69.550003,71.660004,6143600,71.400469
2016-02-01,70.540001,72.889999,70.540001,72.660004,5385000,72.396847
2016-02-02,72.300003,72.629997,71.309998,71.870003,5250800,71.609707
2016-02-03,71.379997,71.379997,65.059998,67.419998,17607500,67.175819
2016-02-04,67.839996,68.32,66.300003,67.959999,8986900,67.713864
2016-02-05,68.080002,68.519997,65.519997,65.839996,7501800,65.60154
2016-02-08,65.379997,65.389999,62.619999,63.549999,8311000,63.319837
2016-02-09,63.07,64.860001,62.900002,64.150002,6025600,63.917666
2016-02-10,64.449997,65.400002,64.0,64.059998,4219000,63.827988
2016-02-11,63.080002,63.970001,62.68,63.400002,4746300,63.170382
2016-02-12,63.400002,64.93,63.400002,64.870003,4260000,64.635059
2016-02-16,66.900002,67.690002,65.550003,67.43,7764900,67.185785
2016-02-17,68.0,68.279999,67.559998,68.0,6145300,67.753721
2016-02-18,68.279999,68.330002,66.940002,67.720001,5887600,67.474736
2016-02-19,67.779999,68.57,66.839996,68.519997,4967900,68.271834
2016-02-22,68.519997,69.870003,68.519997,69.470001,6246600,69.218398
2016-02-23,71.459999,71.480003,67.839996,67.900002,10980400,67.654084
2016-02-24,66.089996,69.25,64.849998,68.620003,12532500,68.371478
2016-02-25,68.620003,69.629997,67.900002,68.699997,5839600,68.451182
2016-02-26,69.400002,69.849998,68.830002,69.099998,5287900,68.849735
2016-02-29,68.839996,69.75,67.470001,67.529999,6373100,67.285422
2016-03-01,68.18,69.129997,66.919998,69.040001,5590400,68.789955
2016-03-02,68.849998,69.529999,68.470001,69.089996,4286200,68.839769
2016-03-03,68.589996,69.970001,68.5,69.93,4530900,69.676731
2016-03-04,69.690002,70.980003,69.480003,70.389999,5022600,70.135064
2016-03-07,69.849998,71.199997,69.830002,70.769997,4779000,70.513685
2016-03-08,70.32,71.879997,70.150002,70.989998,5702400,70.732889
2016-03-09,71.089996,71.660004,70.5,70.849998,3358300,70.593397
2016-03-10,71.25,71.730003,69.839996,70.699997,3966200,70.443939
2016-03-11,71.360001,72.25,71.220001,72.120003,3912300,71.858802
2016-03-14,72.0,73.099998,71.959999,72.75,4127400,72.486517
2016-03-15,72.300003,74.32,72.220001,73.099998,5604600,72.835248
2016-03-16,72.68,74.239998,72.559998,73.779999,5099500,73.512786
2016-03-17,73.519997,74.230003,73.18,74.019997,4150000,73.751914
2016-03-18,74.080002,75.160004,73.970001,74.93,6499900,74.658622
2016-03-21,74.650002,75.360001,74.300003,75.220001,5383400,74.947573
2016-03-22,74.730003,75.599998,74.730003,75.25,5431300,74.977463
2016-03-23,75.260002,75.519997,74.639999,74.779999,3778000,74.509164
2016-03-24,74.349998,74.879997,73.830002,74.769997,3677400,74.499198
2016-03-28,74.870003,75.290001,74.690002,74.989998,2925900,74.718402
2016-03-29,75.040001,75.970001,74.790001,75.669998,4421400,75.39594
2016-03-30,75.889999,76.269997,75.68,76.019997,3170200,75.744671
2016-03-31,76.0,76.379997,75.610001,75.75,3681600,75.475652
2016-04-01,75.629997,76.75,75.339996,76.5,3548300,76.222936
2016-04-04,77.5,77.5,76.050003,76.18,3847300,75.904095
2016-04-05,75.650002,76.529999,75.550003,75.870003,4080500,75.59522
2016-04-06,75.830002,76.400002,75.489998,76.089996,4577800,75.814417
2016-04-07,75.870003,76.0,74.889999,75.349998,4450700,75.077099
2016-04-08,75.620003,75.790001,74.669998,75.029999,3758700,74.758258
2016-04-11,75.089996,76.080002,75.010002,75.150002,3852100,74.877826
2016-04-12,75.379997,76.010002,75.199997,75.730003,3864100,75.455728
2016-04-13,76.110001,76.800003,75.629997,76.660004,4192900,76.38236
2016-04-14,76.510002,76.910004,75.940002,76.5,3670500,76.222936
2016-04-15,76.589996,77.459999,76.339996,77.309998,4967200,77.03
2016-04-18,77.120003,77.629997,76.889999,77.360001,3613400,77.360001
2016-04-19,77.339996,77.629997,75.93,76.410004,4822000,76.410004
2016-04-20,76.610001,76.809998,76.019997,76.339996,4043900,76.339996
2016-04-21,76.970001,76.970001,75.75,75.830002,4000600,75.830002
2016-04-22,75.860001,76.309998,75.300003,76.050003,2754800,76.050003
2016-04-25,75.669998,76.190002,75.400002,76.190002,3258300,76.190002
2016-04-26,76.339996,76.699997,75.650002,76.32,3480500,76.32
2016-04-27,76.489998,77.230003,76.169998,76.940002,3220400,76.940002
2016-04-28,76.290001,76.629997,75.220001,75.389999,3127300,75.389999
2016-04-29,75.459999,76.129997,74.860001,76.019997,6578900,76.019997
2016-05-02,75.330002,76.730003,75.019997,76.139999,4248600,76.139999
2016-05-03,75.879997,76.089996,75.139999,75.709999,3005100,75.709999
2016-05-04,75.129997,76.089996,74.849998,75.830002,2750600,75.830002
2016-05-05,75.800003,75.919998,75.019997,75.139999,4068200,75.139999
2016-05-06,75.110001,75.620003,74.559998,75.540001,3413400,75.540001
2016-05-09,75.800003,76.339996,75.519997,75.839996,3119600,75.839996
2016-05-10,76.120003,77.199997,75.93,76.989998,4600700,76.989998
2016-05-11,76.529999,76.720001,75.0,75.129997,4734800,75.129997
2016-05-12,75.32,75.82,75.010002,75.400002,3447300,75.400002
2016-05-13,75.080002,76.300003,74.989998,75.010002,5624200,75.010002
2016-05-16,75.019997,77.360001,75.010002,77.0,6803400,77.0
2016-05-17,76.360001,76.660004,75.559998,76.07,8991200,76.07
2016-05-18,77.5,79.489998,77.360001,78.599998,13724600,78.599998
2016-05-19,78.610001,80.0,78.230003,79.860001,6775000,79.860001
2016-05-20,80.129997,80.330002,79.510002,79.82,4894200,79.82
2016-05-23,79.599998,79.959999,78.790001,78.870003,5112600,78.870003
2016-05-24,79.07,79.949997,78.93,79.599998,5540400,79.599998
2016-05-25,79.660004,80.610001,79.650002,79.940002,4137500,79.940002
2016-05-26,79.940002,80.410004,79.699997,80.160004,3104000,80.160004
2016-05-27,80.160004,80.690002,79.970001,80.349998,2683500,80.349998
2016-05-31,80.349998,80.480003,79.760002,80.129997,5434700,80.129997
2016-06-01,80.129997,80.559998,79.489998,80.269997,4169000,80.269997
2016-06-02,80.419998,80.760002,79.82,80.760002,4661700,80.760002
2016-06-03,80.470001,80.559998,79.559998,80.010002,3646900,80.010002
