Date,Open_LOW,High_LOW,Low_LOW,Close_LOW,Volume_LOW,AdjClose_LOW
2015-06-05,70.050003,70.25,69.720001,69.790001,4291500,68.706213
2015-06-08,69.699997,69.940002,68.68,68.68,4433000,67.61345
2015-06-09,68.790001,69.029999,67.769997,68.529999,5228600,67.465778
2015-06-10,68.739998,69.279999,68.349998,69.169998,4768600,68.095838
2015-06-11,69.330002,70.150002,68.93,69.040001,3605600,67.96786
2015-06-12,68.75,69.639999,68.730003,69.029999,4350900,67.958013
2015-06-15,68.860001,69.190002,68.480003,69.110001,4989000,68.036772
2015-06-16,68.870003,69.599998,68.830002,69.400002,3426000,68.32227
2015-06-17,69.400002,69.959999,69.129997,69.669998,3380600,68.588074
2015-06-18,69.760002,70.699997,69.760002,70.150002,4462400,69.060623
2015-06-19,69.93,70.489998,69.709999,69.989998,11947400,68.903104
2015-06-22,70.489998,70.739998,70.059998,70.290001,4052800,69.198448
2015-06-23,70.93,70.970001,70.300003,70.599998,3634300,69.503632
2015-06-24,70.550003,70.989998,70.059998,70.080002,3543900,68.99171
2015-06-25,70.449997,70.849998,69.629997,69.660004,3398400,68.578234
2015-06-26,69.5,69.730003,68.480003,68.610001,9297500,67.544537
2015-06-29,68.300003,69.089996,67.5,67.529999,5311200,66.481307
2015-06-30,68.190002,68.199997,66.690002,66.970001,10150900,65.930006
2015-07-01,67.449997,67.790001,66.959999,67.239998,5782900,66.195809
2015-07-02,67.449997,67.769997,66.410004,66.699997,6064900,65.664194
2015-07-06,66.330002,66.800003,65.980003,66.25,10279900,65.221186
2015-07-07,66.459999,67.43,65.830002,67.370003,8437900,66.323795
2015-07-08,66.589996,67.410004,66.480003,66.529999,4941600,65.496836
2015-07-09,67.300003,67.519997,66.849998,67.019997,3767900,65.979225
2015-07-10,67.459999,68.269997,67.220001,67.849998,4157900,66.796337
2015-07-13,68.400002,68.660004,68.050003,68.300003,4158300,67.239354
2015-07-14,68.0,68.400002,67.57,68.389999,4981900,67.327952
2015-07-15,68.160004,68.669998,67.93,68.269997,3532800,67.209813
2015-07-16,67.949997,68.529999,67.339996,68.230003,5654600,67.170441
2015-07-17,67.93,68.099998,67.050003,67.529999,6601200,66.481307
2015-07-20,66.5,67.099998,66.0,66.699997,5332000,65.937594
2015-07-21,66.580002,66.919998,66.169998,66.389999,5375100,65.63114
2015-07-22,66.599998,67.510002,66.599998,67.440002,4921000,66.669141
2015-07-23,67.620003,68.160004,67.220001,67.699997,4169300,66.926164
2015-07-24,67.889999,67.93,67.080002,67.18,3629000,66.412111
2015-07-27,67.040001,67.419998,66.720001,67.040001,3422500,66.273712
2015-07-28,67.25,68.0,66.660004,67.800003,4398000,67.025027
2015-07-29,67.959999,68.870003,67.779999,68.739998,5205900,67.954277
2015-07-30,68.379997,69.0,68.019997,68.860001,3566900,68.072909
2015-07-31,69.239998,69.800003,68.82,69.360001,4316400,68.567193
2015-08-03,69.169998,69.349998,68.32,68.910004,5576800,68.12234
2015-08-04,69.110001,69.839996,68.779999,69.360001,3132500,68.567193
2015-08-05,69.919998,70.209999,69.519997,69.940002,3914900,69.140566
2015-08-06,69.940002,70.099998,69.099998,69.309998,4840900,68.517762
2015-08-07,69.300003,69.629997,68.959999,69.529999,3310300,68.735248
2015-08-10,69.980003,70.18,69.419998,69.57,5759400,68.774792
2015-08-11,68.889999,69.639999,68.870003,69.419998,5486000,68.626505
2015-08-12,68.949997,69.050003,68.07,68.970001,5001700,68.181652
2015-08-13,69.150002,71.919998,69.010002,71.209999,8551500,70.396046
2015-08-14,71.290001,72.279999,71.139999,72.110001,5864600,71.28576
2015-08-17,71.870003,72.580002,71.400002,72.480003,5238500,71.651533
2015-08-18,73.169998,73.5,72.709999,73.019997,10796100,72.185354
2015-08-19,72.57,74.529999,72.25,74.370003,11734100,73.51993
2015-08-20,73.959999,74.779999,73.18,73.18,7023200,72.343529
2015-08-21,72.540001,73.080002,71.010002,71.110001,8210600,70.29719
2015-08-24,67.610001,70.07,64.220001,68.309998,10961200,67.529192
2015-08-25,70.019997,70.190002,66.900002,66.989998,7464100,66.224281
2015-08-26,68.699997,69.330002,66.330002,68.75,6497100,67.964165
2015-08-27,69.260002,69.650002,67.75,69.059998,6607900,68.270619
2015-08-28,69.040001,69.339996,68.099998,68.449997,6282600,67.667591
2015-08-31,68.5,69.459999,68.239998,69.169998,6775100,68.379363
2015-09-01,67.879997,68.470001,67.389999,67.75,7114300,66.975596
2015-09-02,68.699997,69.059998,68.080002,69.040001,4452600,68.250851
2015-09-03,69.209999,69.940002,68.889999,69.099998,3419500,68.310163
2015-09-04,68.300003,68.5,67.279999,67.800003,3235700,67.025027
2015-09-08,68.510002,69.349998,68.150002,69.309998,4103000,68.517762
2015-09-09,69.849998,69.900002,67.940002,68.110001,4096800,67.331481
2015-09-10,67.870003,68.629997,67.599998,67.93,4538100,67.153538
2015-09-11,67.779999,68.669998,67.580002,68.629997,3415200,67.845534
2015-09-14,68.599998,69.0,67.980003,68.150002,2645100,67.371025
2015-09-15,68.580002,69.860001,68.010002,69.440002,5798900,68.646281
2015-09-16,69.43,70.260002,69.190002,70.07,3765500,69.269077
2015-09-17,70.25,71.589996,69.870003,70.480003,4367400,69.674394
2015-09-18,69.93,70.0,68.0,68.190002,8800900,67.410569
2015-09-21,68.389999,70.029999,68.32,69.599998,5276100,68.804448
2015-09-22,68.93,69.239998,68.029999,68.669998,3926200,67.885078
2015-09-23,68.57,68.919998,68.330002,68.730003,2391100,67.944397
2015-09-24,68.300003,68.669998,67.480003,68.480003,4180000,67.697255
2015-09-25,69.139999,69.529999,68.349998,68.690002,3628600,67.904854
2015-09-28,68.440002,68.989998,67.050003,67.150002,5607500,66.382455
2015-09-29,67.150002,67.989998,66.220001,66.769997,4355300,66.006794
2015-09-30,67.709999,69.010002,67.709999,68.919998,4936000,68.13222
2015-10-01,69.040001,69.849998,68.330002,69.790001,5185200,68.992279
2015-10-02,68.82,70.260002,68.160004,70.230003,4389900,69.427252
2015-10-05,70.849998,71.849998,70.650002,71.769997,4492000,70.949642
2015-10-06,71.489998,71.790001,70.75,71.190002,5256800,70.376278
2015-10-07,71.610001,71.93,71.089996,71.790001,4679400,70.969418
2015-10-08,70.860001,73.269997,70.75,73.169998,3966000,72.333641
2015-10-09,73.050003,73.449997,72.599998,73.330002,3403500,72.491816
2015-10-12,73.190002,73.980003,73.110001,73.809998,2789400,72.966325
2015-10-13,73.669998,73.959999,72.800003,72.970001,4102000,72.135931
2015-10-14,72.900002,73.220001,71.559998,72.040001,3758200,71.21656
