Date,Open_SRCL,High_SRCL,Low_SRCL,Close_SRCL,Volume_SRCL,AdjClose_SRCL
2015-09-04,140.979996,142.029999,140.259995,141.559998,434300,141.559998
2015-09-08,144.600006,145.699997,143.699997,145.610001,584500,145.610001
2015-09-09,145.630005,146.160004,136.080002,136.25,3099900,136.25
2015-09-10,135.410004,139.850006,135.210007,138.509995,3311500,138.509995
2015-09-11,138.949997,140.199997,138.220001,140.020004,689500,140.020004
2015-09-14,140.190002,140.190002,136.740005,137.059998,707000,137.059998
2015-09-15,137.520004,138.580002,137.0,138.339996,695100,138.339996
2015-09-16,137.720001,138.380005,136.520004,137.149994,1151400,137.149994
2015-09-17,137.710007,140.0,136.880005,138.179993,1019900,138.179993
2015-09-18,136.5,138.559998,136.309998,137.050003,724000,137.050003
2015-09-21,137.559998,139.139999,137.110001,139.070007,580900,139.070007
2015-09-22,137.509995,138.600006,136.919998,138.289993,644500,138.289993
2015-09-23,137.830002,138.979996,137.570007,138.5,455800,138.5
2015-09-24,138.050003,139.210007,137.649994,138.889999,510100,138.889999
2015-09-25,139.429993,141.559998,139.070007,140.050003,694000,140.050003
2015-09-28,139.690002,139.990005,137.820007,138.259995,711300,138.259995
2015-09-29,138.190002,138.619995,137.169998,138.210007,704000,138.210007
2015-09-30,138.630005,139.479996,137.050003,139.309998,901500,139.309998
2015-10-01,140.080002,141.389999,138.770004,140.479996,930900,140.479996
2015-10-02,139.050003,141.929993,138.5,141.869995,793300,141.869995
2015-10-05,142.399994,144.25,141.970001,144.130005,521100,144.130005
2015-10-06,144.809998,144.899994,142.720001,143.279999,684600,143.279999
2015-10-07,144.110001,144.779999,143.339996,144.699997,764500,144.699997
2015-10-08,144.669998,146.979996,144.059998,146.830002,748000,146.830002
2015-10-09,147.149994,148.869995,146.679993,148.630005,407200,148.630005
2015-10-12,147.899994,150.070007,146.960007,149.619995,399600,149.619995
2015-10-13,149.539993,149.949997,148.009995,149.279999,490900,149.279999
2015-10-14,149.610001,149.889999,147.339996,147.509995,288800,147.509995
2015-10-15,148.160004,148.880005,146.929993,148.520004,552800,148.520004
2015-10-16,148.740005,151.020004,148.539993,149.479996,827400,149.479996
2015-10-19,148.669998,150.990005,148.5,150.839996,813000,150.839996
2015-10-20,150.910004,151.570007,149.460007,149.929993,425100,149.929993
2015-10-21,150.649994,150.960007,148.75,148.910004,716400,148.910004
2015-10-22,149.229996,149.949997,148.679993,149.039993,890500,149.039993
2015-10-23,124.559998,125.0,110.559998,120.309998,8070200,120.309998
2015-10-26,120.110001,125.18,118.650002,123.089996,3402300,123.089996
2015-10-27,122.050003,123.43,121.080002,121.919998,1575900,121.919998
2015-10-28,122.239998,122.519997,120.0,121.5,1182600,121.5
2015-10-29,121.440002,123.57,120.540001,122.449997,981800,122.449997
2015-10-30,122.379997,123.980003,121.230003,121.370003,993300,121.370003
2015-11-02,121.120003,124.639999,121.110001,124.32,1240300,124.32
2015-11-03,124.169998,125.919998,123.309998,125.0,920100,125.0
2015-11-04,125.379997,125.379997,123.279999,123.919998,917100,123.919998
2015-11-05,123.919998,125.480003,123.919998,124.089996,918100,124.089996
2015-11-06,123.57,125.949997,123.25,125.879997,824900,125.879997
2015-11-09,125.459999,126.650002,123.089996,123.940002,571600,123.940002
2015-11-10,124.040001,125.099998,123.260002,124.529999,642000,124.529999
2015-11-11,124.669998,125.43,123.889999,123.970001,527100,123.970001
2015-11-12,123.150002,123.900002,122.779999,122.989998,643000,122.989998
2015-11-13,122.860001,124.099998,121.610001,122.769997,605500,122.769997
2015-11-16,122.849998,123.010002,122.0,122.809998,585300,122.809998
2015-11-17,122.849998,123.120003,122.0,122.309998,727200,122.309998
2015-11-18,122.370003,122.989998,121.739998,122.209999,1042400,122.209999
2015-11-19,122.5,122.82,120.519997,120.82,1095100,120.82
2015-11-20,121.089996,122.239998,119.889999,121.910004,2236300,121.910004
2015-11-23,121.889999,124.139999,121.529999,123.300003,874100,123.300003
2015-11-24,123.239998,123.739998,121.860001,123.599998,837800,123.599998
2015-11-25,123.639999,124.220001,121.910004,122.410004,532500,122.410004
2015-11-27,121.529999,122.07,119.910004,120.690002,701200,120.690002
2015-11-30,120.620003,121.029999,120.0,120.720001,2518700,120.720001
2015-12-01,120.989998,122.279999,119.989998,120.629997,1121400,120.629997
2015-12-02,120.129997,120.57,118.57,118.769997,1158700,118.769997
2015-12-03,118.07,118.650002,113.260002,113.639999,1675800,113.639999
2015-12-04,113.599998,117.190002,112.949997,116.639999,1586500,116.639999
2015-12-07,115.639999,116.43,115.25,115.989998,1027700,115.989998
2015-12-08,114.739998,116.18,114.07,115.959999,897900,115.959999
2015-12-09,114.980003,116.760002,114.870003,116.550003,939400,116.550003
2015-12-10,116.470001,118.0,115.75,117.580002,1259200,117.580002
