Date,Open_DE,High_DE,Low_DE,Close_DE,Volume_DE,AdjClose_DE
2015-06-05,91.589996,92.459999,91.239998,92.129997,1742900,89.444105
2015-06-08,91.93,92.150002,91.489998,91.610001,1678400,88.939268
2015-06-09,91.879997,92.889999,91.459999,91.849998,1789300,89.172269
2015-06-10,92.110001,93.269997,91.949997,92.940002,2038300,90.230496
2015-06-11,92.919998,93.589996,92.739998,93.209999,2245900,90.492621
2015-06-12,92.830002,93.400002,92.339996,92.559998,1367300,89.861569
2015-06-15,91.760002,92.730003,91.580002,92.459999,1801700,89.764486
2015-06-16,92.150002,92.300003,91.690002,92.120003,2311000,89.434402
2015-06-17,92.190002,92.620003,91.779999,92.25,2089300,89.560609
2015-06-18,91.650002,92.779999,91.459999,92.599998,1754000,89.900404
2015-06-19,92.419998,92.949997,92.260002,92.559998,3666400,89.861569
2015-06-22,93.230003,94.150002,93.089996,93.550003,2088500,90.822713
2015-06-23,93.389999,93.989998,93.18,93.68,1719200,90.94892
2015-06-24,93.519997,94.290001,93.449997,94.0,2227800,91.259591
2015-06-25,94.190002,94.389999,93.080002,94.0,3679700,91.259591
2015-06-26,94.0,96.889999,93.550003,96.440002,7168000,94.229924
2015-06-29,95.57,96.639999,94.910004,94.959999,3868700,92.783837
2015-06-30,95.629997,98.230003,95.220001,97.050003,6559600,94.825945
2015-07-01,97.529999,97.699997,95.510002,96.190002,3733000,93.985653
2015-07-02,96.160004,97.010002,95.699997,96.349998,2899800,94.141983
2015-07-06,95.790001,96.459999,95.25,95.57,2404000,93.379859
2015-07-07,95.57,96.410004,94.620003,96.279999,2867400,94.073587
2015-07-08,95.900002,96.110001,94.43,94.959999,2795800,92.783837
2015-07-09,96.019997,96.610001,94.510002,94.540001,2608500,92.373464
2015-07-10,95.400002,95.949997,94.769997,95.169998,2963300,92.989024
2015-07-13,95.650002,96.459999,95.169998,96.269997,2327700,94.063814
2015-07-14,96.129997,96.660004,95.519997,96.400002,2272700,94.19084
2015-07-15,96.209999,96.82,95.900002,96.519997,2085500,94.308085
2015-07-16,96.970001,97.559998,96.809998,97.330002,2993400,95.099528
2015-07-17,97.050003,97.089996,96.5,96.970001,1810900,94.747777
2015-07-20,96.870003,97.230003,96.199997,96.220001,1993400,94.014964
2015-07-21,96.190002,96.489998,95.389999,95.510002,2030600,93.321236
2015-07-22,95.480003,95.540001,94.629997,94.82,1961400,92.647046
2015-07-23,94.220001,94.769997,92.410004,93.260002,3396100,91.122799
2015-07-24,93.410004,93.410004,92.300003,92.419998,2256800,90.302045
2015-07-27,91.82,92.5,90.639999,91.25,2775100,89.158859
2015-07-28,91.980003,92.699997,91.790001,92.470001,3436000,90.350902
2015-07-29,92.25,93.769997,91.82,93.629997,2438700,91.484315
2015-07-30,93.279999,93.980003,92.919998,93.510002,1470500,91.367069
2015-07-31,93.849998,94.639999,93.650002,94.57,1914000,92.402775
2015-08-03,94.5,94.5,92.860001,93.419998,2619800,91.279128
2015-08-04,93.589996,93.669998,92.709999,93.110001,1673800,90.976235
2015-08-05,93.699997,95.849998,93.699997,95.519997,2447500,93.331002
2015-08-06,95.160004,95.980003,94.839996,95.599998,1561100,93.40917
2015-08-07,95.440002,95.989998,95.290001,95.849998,1756200,93.653441
2015-08-10,96.25,97.489998,95.900002,97.139999,2155200,94.913879
2015-08-11,96.440002,96.800003,95.629997,96.239998,1975300,94.034503
2015-08-12,95.870003,95.959999,91.709999,93.639999,4867800,91.494088
2015-08-13,93.550003,93.919998,91.559998,93.099998,2144100,90.966462
2015-08-14,92.879997,94.489998,92.879997,94.339996,2235200,92.178043
2015-08-17,93.860001,94.260002,93.07,94.18,1598800,92.021713
2015-08-18,93.870003,94.349998,93.360001,93.910004,1786300,91.757904
2015-08-19,93.230003,93.279999,91.220001,91.980003,4093000,89.872133
2015-08-20,91.309998,92.449997,90.370003,90.650002,4497600,88.57261
2015-08-21,85.910004,86.389999,81.889999,83.290001,15208000,81.381276
2015-08-24,78.239998,80.769997,76.760002,80.769997,8039200,78.919022
2015-08-25,83.010002,83.010002,79.019997,79.089996,6505500,77.277521
2015-08-26,81.010002,81.400002,79.839996,81.230003,5223000,79.368487
2015-08-27,82.010002,82.470001,80.870003,82.389999,3664200,80.501899
2015-08-28,81.800003,82.68,81.790001,82.470001,2647200,80.580068
2015-08-31,82.300003,82.529999,81.620003,81.779999,2674100,79.905878
2015-09-01,80.269997,81.110001,79.669998,80.0,4790200,78.166671
2015-09-02,80.980003,81.18,79.629997,80.779999,2853100,78.928795
2015-09-03,80.720001,81.949997,80.139999,80.989998,3022000,79.133981
2015-09-04,79.809998,80.160004,79.010002,79.220001,3130600,77.404547
