Date,Open_FISV,High_FISV,Low_FISV,Close_FISV,Volume_FISV,AdjClose_FISV
2015-06-05,80.029999,80.419998,79.559998,80.220001,679600,80.220001
2015-06-08,80.260002,80.480003,79.589996,79.589996,578500,79.589996
2015-06-09,79.610001,79.980003,79.169998,79.239998,770900,79.239998
2015-06-10,79.480003,80.739998,79.269997,80.419998,1170100,80.419998
2015-06-11,80.370003,81.300003,80.330002,80.980003,805200,80.980003
2015-06-12,80.690002,80.879997,80.199997,80.32,496700,80.32
2015-06-15,79.540001,80.0,79.019997,79.559998,808500,79.559998
2015-06-16,79.389999,80.779999,79.389999,80.629997,940700,80.629997
2015-06-17,80.790001,81.300003,80.480003,80.93,1305000,80.93
2015-06-18,81.32,82.699997,81.269997,82.690002,2218400,82.690002
2015-06-19,85.099998,85.489998,84.089996,85.269997,5053500,85.269997
2015-06-22,85.580002,86.379997,85.290001,86.040001,1760800,86.040001
2015-06-23,86.379997,86.389999,85.360001,85.699997,1353900,85.699997
2015-06-24,85.709999,86.129997,84.989998,85.0,1393800,85.0
2015-06-25,85.139999,85.419998,84.720001,84.879997,995900,84.879997
2015-06-26,84.769997,85.190002,84.480003,85.010002,1608300,85.010002
2015-06-29,84.480003,84.480003,82.660004,82.830002,1426700,82.830002
2015-06-30,83.589996,83.720001,82.599998,82.830002,1198300,82.830002
2015-07-01,83.459999,84.290001,83.199997,84.110001,1071800,84.110001
2015-07-02,84.110001,84.459999,83.339996,83.849998,944800,83.849998
2015-07-06,83.32,84.379997,83.239998,84.309998,897600,84.309998
2015-07-07,84.349998,84.959999,83.160004,84.959999,1609400,84.959999
2015-07-08,84.529999,84.93,83.300003,83.410004,885800,83.410004
2015-07-09,84.419998,84.949997,83.989998,84.449997,974500,84.449997
2015-07-10,85.410004,86.5,85.239998,86.349998,1201200,86.349998
2015-07-13,86.849998,87.300003,86.400002,87.089996,1164000,87.089996
2015-07-14,87.290001,87.540001,86.860001,87.400002,902100,87.400002
2015-07-15,86.980003,87.650002,86.82,87.190002,1073200,87.190002
2015-07-16,87.940002,88.400002,87.370003,88.230003,875600,88.230003
2015-07-17,88.150002,88.279999,87.760002,88.040001,784000,88.040001
2015-07-20,88.150002,88.650002,88.07,88.139999,1029600,88.139999
2015-07-21,88.089996,88.360001,87.279999,87.349998,988300,87.349998
2015-07-22,87.339996,88.25,87.339996,87.970001,716500,87.970001
2015-07-23,87.839996,87.949997,86.360001,86.669998,1211700,86.669998
2015-07-24,86.669998,86.93,85.779999,85.989998,1105100,85.989998
2015-07-27,85.849998,86.25,84.949997,85.059998,1366200,85.059998
2015-07-28,85.410004,85.860001,84.690002,85.639999,1640600,85.639999
2015-07-29,85.639999,88.18,85.360001,87.809998,1490700,87.809998
2015-07-30,86.760002,88.769997,85.32,87.580002,1991900,87.580002
2015-07-31,88.050003,88.099998,86.849998,86.860001,1193700,86.860001
2015-08-03,86.849998,87.650002,86.290001,87.32,1105400,87.32
2015-08-04,87.290001,88.599998,87.129997,87.75,1057900,87.75
2015-08-05,88.269997,89.199997,88.029999,88.540001,1109600,88.540001
2015-08-06,88.410004,88.709999,86.910004,87.050003,908700,87.050003
2015-08-07,87.0,87.699997,86.769997,87.510002,1111000,87.510002
2015-08-10,88.029999,89.489998,87.800003,88.839996,977700,88.839996
2015-08-11,88.32,88.68,87.68,88.050003,835100,88.050003
2015-08-12,87.389999,88.739998,86.550003,88.529999,1402900,88.529999
2015-08-13,88.5,89.82,88.25,89.160004,759700,89.160004
2015-08-14,88.870003,89.800003,88.699997,89.580002,572800,89.580002
2015-08-17,89.25,90.239998,88.529999,90.110001,717300,90.110001
2015-08-18,90.040001,90.379997,89.699997,90.279999,483700,90.279999
2015-08-19,89.989998,90.540001,89.07,89.800003,712900,89.800003
2015-08-20,88.959999,89.620003,88.410004,88.419998,1020000,88.419998
2015-08-21,87.599998,87.940002,84.849998,84.870003,1791100,84.870003
2015-08-24,81.260002,81.769997,77.959999,81.410004,3140700,81.410004
2015-08-25,83.410004,83.540001,80.050003,80.07,2095500,80.07
2015-08-26,82.089996,84.730003,81.160004,84.629997,2144100,84.629997
2015-08-27,85.480003,86.779999,84.769997,86.559998,1868500,86.559998
2015-08-28,86.309998,86.989998,85.910004,86.779999,951200,86.779999
2015-08-31,85.809998,86.519997,85.230003,85.269997,1228100,85.269997
2015-09-01,83.43,84.169998,82.400002,82.870003,1474200,82.870003
2015-09-02,83.82,85.190002,83.32,85.18,1537400,85.18
2015-09-03,86.029999,86.449997,85.0,85.730003,1102100,85.730003
2015-09-04,84.230003,85.010002,83.699997,84.110001,1144100,84.110001
2015-09-08,85.720001,86.639999,84.139999,86.57,1368500,86.57
2015-09-09,87.440002,87.720001,84.919998,85.110001,1004000,85.110001
2015-09-10,84.870003,86.75,84.589996,85.919998,934100,85.919998
2015-09-11,85.209999,86.239998,85.129997,86.07,1196900,86.07
2015-09-14,85.980003,86.07,85.120003,85.209999,1086100,85.209999
2015-09-15,85.660004,86.970001,85.080002,86.699997,1310400,86.699997
2015-09-16,86.610001,87.489998,86.330002,87.300003,997700,87.300003
2015-09-17,87.449997,88.879997,87.360001,87.599998,1009300,87.599998
2015-09-18,86.419998,88.190002,86.089996,86.529999,1931700,86.529999
2015-09-21,87.169998,88.269997,87.029999,87.809998,907100,87.809998
2015-09-22,86.309998,87.139999,85.980003,86.279999,1734500,86.279999
2015-09-23,86.279999,87.620003,86.050003,87.379997,1091700,87.379997
2015-09-24,86.470001,87.870003,86.25,87.639999,1255200,87.639999
2015-09-25,88.470001,89.230003,87.300003,87.779999,1186500,87.779999
2015-09-28,87.449997,87.790001,84.519997,84.529999,1916900,84.529999
2015-09-29,84.870003,85.199997,84.480003,84.760002,1832800,84.760002
2015-09-30,85.849998,86.690002,85.440002,86.610001,1277200,86.610001
2015-10-01,86.910004,87.510002,86.120003,87.510002,1370800,87.510002
2015-10-02,86.279999,88.239998,85.410004,88.220001,1541200,88.220001
2015-10-05,89.239998,89.559998,88.860001,89.360001,1113200,89.360001
2015-10-06,89.0,89.459999,88.239998,88.410004,968600,88.410004
2015-10-07,88.919998,89.849998,88.559998,89.550003,904100,89.550003
2015-10-08,89.120003,91.400002,88.889999,91.339996,1193700,91.339996
2015-10-09,91.139999,92.269997,91.029999,92.18,1257500,92.18
2015-10-12,92.18,92.669998,92.0,92.440002,1164800,92.440002
2015-10-13,92.169998,92.370003,91.43,91.57,908300,91.57
2015-10-14,91.620003,92.019997,90.720001,90.93,831800,90.93
2015-10-15,91.379997,91.489998,90.629997,91.029999,1305300,91.029999
2015-10-16,91.199997,91.980003,90.790001,91.949997,1185100,91.949997
2015-10-19,91.790001,92.760002,91.459999,92.760002,901600,92.760002
2015-10-20,92.580002,93.0,92.389999,92.870003,1086400,92.870003
2015-10-21,93.199997,93.599998,92.330002,92.589996,937700,92.589996
2015-10-22,92.910004,94.769997,92.910004,94.510002,1107300,94.510002
2015-10-23,95.57,96.129997,94.489998,95.75,1100000,95.75
2015-10-26,95.959999,96.139999,94.980003,95.540001,1357600,95.540001
2015-10-27,95.169998,95.75,94.879997,95.43,993800,95.43
2015-10-28,96.190002,97.419998,95.5,96.589996,1955900,96.589996
2015-10-29,96.099998,97.029999,95.75,96.709999,1336900,96.709999
2015-10-30,96.980003,97.370003,96.510002,96.510002,1203500,96.510002
2015-11-02,96.849998,97.120003,96.260002,96.769997,1431100,96.769997
2015-11-03,96.889999,96.940002,95.029999,95.639999,1922400,95.639999
2015-11-04,95.75,96.43,95.559998,95.739998,1551400,95.739998
2015-11-05,96.389999,96.389999,95.599998,95.940002,1219500,95.940002
2015-11-06,95.629997,96.269997,95.470001,95.900002,1078400,95.900002
2015-11-09,95.75,95.790001,94.739998,95.309998,1095500,95.309998
2015-11-10,95.309998,96.43,95.230003,96.389999,883200,96.389999
2015-11-11,96.400002,97.139999,96.110001,96.470001,657400,96.470001
2015-11-12,95.980003,96.339996,95.400002,95.440002,855800,95.440002
2015-11-13,95.099998,95.610001,94.290001,94.379997,838600,94.379997
2015-11-16,94.559998,95.589996,94.220001,95.559998,850900,95.559998
2015-11-17,95.879997,96.25,95.269997,95.57,930700,95.57
2015-11-18,95.739998,96.220001,94.830002,96.019997,1217200,96.019997
2015-11-19,96.43,97.010002,96.089996,96.660004,1147700,96.660004
2015-11-20,97.190002,97.519997,96.650002,96.790001,1044000,96.790001
2015-11-23,97.010002,97.269997,96.199997,96.260002,1329800,96.260002
2015-11-24,95.760002,96.18,94.580002,95.230003,1483100,95.230003
2015-11-25,95.480003,95.75,95.080002,95.419998,848300,95.419998
2015-11-27,95.400002,96.129997,95.059998,95.739998,462500,95.739998
2015-11-30,96.32,96.480003,95.629997,96.239998,1818100,96.239998
2015-12-01,96.540001,97.760002,96.449997,97.199997,1155100,97.199997
2015-12-02,96.970001,97.199997,95.690002,95.870003,1748200,95.870003
2015-12-03,95.949997,96.25,93.129997,93.769997,1790800,93.769997
2015-12-04,93.800003,95.470001,93.790001,95.449997,1873500,95.449997
2015-12-07,95.230003,95.449997,93.82,94.599998,1118800,94.599998
2015-12-08,94.029999,94.860001,93.449997,94.669998,1110000,94.669998
2015-12-09,94.0,94.910004,92.949997,93.18,900700,93.18
2015-12-10,93.470001,94.209999,92.709999,93.629997,1053600,93.629997
2015-12-11,92.230003,93.220001,91.68,91.739998,1333900,91.739998
2015-12-14,91.790001,93.5,91.779999,93.43,1364100,93.43
2015-12-15,93.650002,94.449997,93.370003,93.93,1277300,93.93
2015-12-16,94.610001,95.0,92.639999,93.639999,1595700,93.639999
2015-12-17,94.029999,94.349998,92.660004,92.910004,1439200,92.910004
2015-12-18,92.32,92.970001,91.169998,91.459999,3908400,91.459999
2015-12-21,92.110001,92.389999,91.610001,92.379997,823900,92.379997
2015-12-22,92.699997,93.139999,91.790001,92.940002,800000,92.940002
2015-12-23,93.519997,93.730003,92.650002,93.449997,787800,93.449997
2015-12-24,93.470001,93.5,92.970001,93.059998,465300,93.059998
2015-12-28,92.639999,93.160004,92.0,93.139999,759600,93.139999
2015-12-29,93.910004,94.669998,93.629997,94.18,929400,94.18
2015-12-30,94.18,94.510002,92.93,92.959999,760700,92.959999
2015-12-31,92.779999,93.489998,91.400002,91.459999,983500,91.459999
2016-01-04,90.089996,90.970001,88.169998,89.5,1600100,89.5
2016-01-05,89.410004,90.239998,89.279999,89.910004,1103500,89.910004
2016-01-06,88.559998,89.599998,88.18,89.230003,1021100,89.230003
2016-01-07,86.419998,88.730003,85.629997,88.209999,1760000,88.209999
2016-01-08,88.239998,89.019997,87.099998,87.529999,1504400,87.529999
2016-01-11,87.849998,88.360001,87.279999,87.940002,1386000,87.940002
2016-01-12,88.07,89.480003,87.690002,89.309998,1163500,89.309998
2016-01-13,89.5,89.559998,86.68,86.830002,1046200,86.830002
2016-01-14,87.169998,89.830002,86.800003,89.029999,1462200,89.029999
2016-01-15,86.209999,87.959999,86.019997,87.339996,1471400,87.339996
2016-01-19,88.5,89.459999,87.839996,89.040001,1755100,89.040001
2016-01-20,87.650002,89.639999,86.330002,88.949997,2056400,88.949997
2016-01-21,89.389999,90.510002,88.57,89.639999,1373500,89.639999
2016-01-22,90.980003,91.860001,90.169998,91.489998,957900,91.489998
2016-01-25,90.400002,91.489998,89.970001,90.160004,1271600,90.160004
2016-01-26,90.519997,91.870003,90.089996,91.400002,851500,91.400002
2016-01-27,91.25,92.260002,90.209999,90.449997,1077800,90.449997
2016-01-28,91.199997,91.870003,90.269997,91.019997,964700,91.019997
2016-01-29,91.599998,94.639999,91.309998,94.559998,1497000,94.559998
2016-02-01,93.550003,94.93,93.389999,94.370003,1492600,94.370003
2016-02-02,93.910004,93.910004,92.470001,93.040001,1309000,93.040001
2016-02-03,95.0,95.209999,92.730003,94.800003,2658700,94.800003
2016-02-04,95.019997,96.559998,94.699997,96.529999,1594800,96.529999
2016-02-05,95.809998,96.519997,94.0,94.589996,1468200,94.589996
2016-02-08,93.769997,94.699997,90.489998,91.809998,2118700,91.809998
2016-02-09,91.339996,92.919998,90.959999,92.089996,1610800,92.089996
2016-02-10,93.120003,94.360001,92.540001,92.709999,861000,92.709999
2016-02-11,90.93,92.279999,90.599998,91.68,1606500,91.68
2016-02-12,93.349998,94.330002,92.410004,93.07,1113200,93.07
2016-02-16,94.32,94.769997,93.290001,94.349998,1682600,94.349998
2016-02-17,95.0,96.239998,94.040001,95.860001,2020700,95.860001
2016-02-18,96.040001,96.650002,95.550003,96.32,1152100,96.32
2016-02-19,96.07,96.790001,95.370003,96.650002,1424500,96.650002
2016-02-22,96.919998,98.309998,96.889999,97.919998,1046300,97.919998
2016-02-23,97.800003,98.07,97.099998,97.190002,1569800,97.190002
2016-02-24,96.510002,98.459999,95.839996,98.290001,983100,98.290001
2016-02-25,98.720001,99.480003,97.720001,99.470001,908100,99.470001
2016-02-26,99.589996,99.709999,97.639999,97.980003,875300,97.980003
2016-02-29,97.669998,98.269997,95.5,95.629997,3396200,95.629997
2016-03-01,96.720001,98.339996,96.260002,98.339996,1738800,98.339996
2016-03-02,98.239998,98.970001,96.620003,97.279999,944700,97.279999
2016-03-03,96.830002,97.330002,96.470001,97.290001,1058300,97.290001
2016-03-04,97.629997,97.730003,96.449997,97.160004,1028200,97.160004
2016-03-07,96.879997,97.150002,96.129997,96.57,1019800,96.57
2016-03-08,96.330002,96.809998,95.739998,95.830002,1167700,95.830002
2016-03-09,96.349998,96.699997,95.989998,96.459999,937200,96.459999
2016-03-10,96.980003,98.019997,95.660004,96.43,791300,96.43
2016-03-11,97.419998,98.190002,96.309998,98.139999,741600,98.139999
2016-03-14,97.839996,98.639999,97.620003,98.410004,872100,98.410004
2016-03-15,97.870003,98.839996,97.739998,98.809998,735500,98.809998
2016-03-16,98.120003,100.019997,98.099998,99.919998,906400,99.919998
2016-03-17,99.480003,100.989998,99.480003,100.629997,1087300,100.629997
2016-03-18,101.080002,101.690002,99.639999,101.580002,2870500,101.580002
2016-03-21,100.629997,101.199997,99.760002,100.419998,1318200,100.419998
2016-03-22,99.949997,101.0,99.699997,99.919998,1277100,99.919998
2016-03-23,99.870003,101.010002,99.580002,100.309998,901100,100.309998
2016-03-24,100.0,100.529999,99.040001,99.769997,965400,99.769997
2016-03-28,99.889999,100.309998,99.269997,99.510002,709000,99.510002
2016-03-29,101.239998,101.760002,99.220001,101.690002,1133200,101.690002
2016-03-30,102.110001,102.559998,101.309998,102.080002,937900,102.080002
2016-03-31,101.75,102.879997,101.610001,102.580002,1573800,102.580002
2016-04-01,102.360001,103.529999,101.910004,103.370003,875500,103.370003
2016-04-04,103.300003,103.489998,102.18,102.419998,962800,102.419998
2016-04-05,101.160004,102.110001,100.839996,100.970001,1234600,100.970001
2016-04-06,100.970001,101.790001,100.910004,101.760002,1949400,101.760002
2016-04-07,101.099998,101.349998,99.839996,100.300003,932300,100.300003
2016-04-08,100.82,101.129997,100.050003,100.459999,776900,100.459999
2016-04-11,100.910004,101.419998,99.699997,99.75,672500,99.75
2016-04-12,99.849998,100.230003,99.07,100.209999,1094300,100.209999
2016-04-13,100.690002,100.870003,99.82,100.290001,1102300,100.290001
2016-04-14,100.529999,100.620003,99.580002,99.669998,965800,99.669998
2016-04-15,99.529999,99.980003,99.110001,99.779999,776000,99.779999
2016-04-18,99.610001,100.830002,99.529999,100.830002,567300,100.830002
2016-04-19,101.080002,101.25,100.209999,100.739998,613500,100.739998
2016-04-20,100.889999,101.0,99.25,99.559998,1074400,99.559998
2016-04-21,99.349998,99.529999,98.099998,98.410004,1211200,98.410004
2016-04-22,98.0,98.639999,97.300003,98.040001,1136600,98.040001
2016-04-25,97.919998,99.089996,97.739998,98.879997,814900,98.879997
2016-04-26,99.080002,99.849998,98.68,98.900002,864500,98.900002
2016-04-27,98.809998,99.699997,98.279999,99.199997,806500,99.199997
2016-04-28,98.739998,99.959999,98.139999,98.339996,922900,98.339996
2016-04-29,97.559998,97.959999,96.339996,97.720001,1008300,97.720001
2016-05-02,97.599998,99.269997,97.599998,99.099998,795200,99.099998
2016-05-03,98.389999,99.959999,98.0,98.690002,797300,98.690002
2016-05-04,98.139999,99.209999,97.849998,98.959999,1001100,98.959999
2016-05-05,99.059998,99.849998,98.779999,99.25,1370300,99.25
2016-05-06,98.800003,102.790001,97.510002,102.639999,2019700,102.639999
2016-05-09,102.849998,104.209999,102.550003,103.620003,1416700,103.620003
2016-05-10,104.220001,105.580002,103.650002,105.550003,1244600,105.550003
2016-05-11,105.540001,106.129997,104.830002,105.360001,1407900,105.360001
2016-05-12,105.699997,105.849998,104.370003,105.239998,802800,105.239998
2016-05-13,105.089996,105.489998,103.739998,103.849998,1042300,103.849998
2016-05-16,103.699997,104.669998,103.550003,104.25,750900,104.25
2016-05-17,103.769997,104.669998,102.790001,103.150002,1077700,103.150002
2016-05-18,102.910004,103.209999,101.610001,102.459999,1277800,102.459999
2016-05-19,102.040001,102.32,100.980003,101.779999,626100,101.779999
2016-05-20,102.169998,103.099998,101.860001,102.440002,1084400,102.440002
2016-05-23,102.5,102.959999,101.779999,101.860001,701200,101.860001
2016-05-24,102.260002,104.449997,101.889999,104.370003,933500,104.370003
2016-05-25,104.5,104.75,103.839996,103.989998,782300,103.989998
2016-05-26,102.540001,104.360001,102.529999,104.260002,531700,104.260002
2016-05-27,104.449997,105.129997,104.339996,105.129997,654400,105.129997
2016-05-31,105.470001,105.639999,104.68,105.330002,1385200,105.330002
2016-06-01,105.260002,106.010002,105.110001,105.910004,899600,105.910004
2016-06-02,105.889999,106.650002,105.639999,106.650002,739900,106.650002
2016-06-03,106.510002,106.510002,105.269997,106.059998,584200,106.059998
