Date,Open_CTSH,High_CTSH,Low_CTSH,Close_CTSH,Volume_CTSH,AdjClose_CTSH
2015-09-30,61.509998,62.700001,61.099998,62.610001,4033600,62.610001
2015-10-01,62.950001,63.560001,62.23,63.27,3411700,63.27
2015-10-02,62.099998,63.279999,61.27,63.27,3032100,63.27
2015-10-05,63.91,65.260002,63.599998,65.110001,2959400,65.110001
2015-10-06,64.809998,65.209999,64.529999,64.980003,2310800,64.980003
2015-10-07,65.449997,65.989998,64.800003,65.989998,3139500,65.989998
2015-10-08,65.510002,66.620003,65.480003,66.360001,2083500,66.360001
2015-10-09,66.599998,66.980003,66.360001,66.940002,3306700,66.940002
2015-10-12,66.919998,67.959999,65.779999,66.190002,2880700,66.190002
2015-10-13,65.75,65.879997,64.599998,64.839996,3792300,64.839996
2015-10-14,65.0,65.279999,64.550003,64.75,2840600,64.75
2015-10-15,65.190002,65.269997,64.419998,64.900002,3360100,64.900002
2015-10-16,65.400002,65.57,64.599998,64.900002,3546000,64.900002
2015-10-19,64.830002,65.059998,64.370003,65.050003,3355300,65.050003
2015-10-20,64.68,65.330002,64.660004,65.199997,2287000,65.199997
2015-10-21,65.510002,66.18,64.870003,64.970001,2645000,64.970001
2015-10-22,65.910004,68.489998,65.629997,68.43,5831400,68.43
2015-10-23,68.849998,69.32,68.199997,68.830002,3948400,68.830002
2015-10-26,68.940002,69.120003,68.220001,68.449997,2625200,68.449997
2015-10-27,68.029999,68.330002,67.779999,68.260002,3005900,68.260002
2015-10-28,68.449997,69.800003,68.199997,69.760002,3143200,69.760002
2015-10-29,69.410004,69.519997,68.699997,68.879997,1953000,68.879997
2015-10-30,68.900002,69.080002,68.089996,68.110001,3230100,68.110001
2015-11-02,68.540001,68.660004,68.150002,68.43,3674500,68.43
2015-11-03,68.160004,68.910004,68.059998,68.139999,3744500,68.139999
2015-11-04,67.220001,67.32,65.339996,66.82,6384800,66.82
2015-11-05,67.489998,67.660004,66.559998,67.169998,3174500,67.169998
2015-11-06,66.82,69.230003,66.82,69.050003,4419300,69.050003
2015-11-09,68.779999,68.800003,67.470001,67.970001,2919200,67.970001
2015-11-10,67.870003,68.18,67.410004,68.089996,2405500,68.089996
2015-11-11,68.379997,68.980003,67.690002,67.889999,2811900,67.889999
2015-11-12,67.519997,68.040001,66.940002,67.110001,2474400,67.110001
2015-11-13,66.699997,67.18,65.809998,65.900002,2752700,65.900002
2015-11-16,65.989998,66.279999,65.349998,65.860001,3136700,65.860001
2015-11-17,65.32,65.860001,63.27,64.110001,5906000,64.110001
2015-11-18,64.480003,65.360001,63.869999,65.260002,2812400,65.260002
2015-11-19,65.330002,65.580002,64.910004,65.239998,3099500,65.239998
2015-11-20,65.790001,65.910004,65.040001,65.129997,3166000,65.129997
2015-11-23,64.989998,65.089996,63.93,64.239998,3287600,64.239998
2015-11-24,63.900002,64.779999,63.689999,64.580002,3600400,64.580002
2015-11-25,64.559998,64.830002,64.199997,64.470001,1897100,64.470001
2015-11-27,64.639999,65.43,64.510002,64.730003,1413300,64.730003
2015-11-30,64.970001,64.989998,64.279999,64.580002,3704300,64.580002
2015-12-01,64.650002,65.25,64.559998,65.199997,2533300,65.199997
2015-12-02,64.940002,65.199997,63.959999,64.040001,3882600,64.040001
2015-12-03,64.050003,64.290001,61.169998,61.669998,4849400,61.669998
2015-12-04,61.77,63.040001,61.529999,62.959999,4079100,62.959999
2015-12-07,62.57,62.810001,61.619999,62.0,4647500,62.0
2015-12-08,61.349998,62.619999,61.310001,62.009998,2755700,62.009998
2015-12-09,61.509998,62.299999,59.84,60.330002,4430400,60.330002
2015-12-10,60.48,60.919998,60.119999,60.369999,3315700,60.369999
2015-12-11,59.540001,59.82,58.150002,58.299999,5211800,58.299999
2015-12-14,58.889999,59.77,58.669998,59.759998,6361500,59.759998
2015-12-15,60.009998,61.049999,60.0,60.509998,5322500,60.509998
2015-12-16,60.900002,62.52,60.799999,62.419998,6128000,62.419998
2015-12-17,62.220001,62.32,60.139999,60.419998,4777100,60.419998
2015-12-18,58.759998,60.419998,58.75,58.860001,5123000,58.860001
2015-12-21,59.509998,59.919998,59.119999,59.740002,3295000,59.740002
2015-12-22,59.779999,60.240002,59.41,60.099998,2351600,60.099998
2015-12-23,60.52,60.59,60.110001,60.400002,2465500,60.400002
2015-12-24,60.439999,61.0,60.380001,60.73,1180300,60.73
2015-12-28,60.48,60.709999,59.860001,60.5,1765000,60.5
2015-12-29,60.43,61.650002,60.41,61.41,1948100,61.41
2015-12-30,61.25,61.720001,60.959999,61.0,1422500,61.0
2015-12-31,60.599998,61.029999,60.0,60.02,2224600,60.02
2016-01-04,58.810001,58.810001,57.470001,58.130001,5001200,58.130001
2016-01-05,58.450001,58.68,57.970001,58.130001,3644100,58.130001
2016-01-06,57.0,57.889999,56.599998,57.130001,4911700,57.130001
2016-01-07,56.029999,57.950001,55.529999,56.639999,5449000,56.639999
2016-01-08,56.869999,56.900002,55.700001,55.759998,4959700,55.759998
2016-01-11,56.080002,56.52,55.580002,56.119999,4395100,56.119999
2016-01-12,57.5,59.919998,57.450001,59.650002,8452000,59.650002
2016-01-13,59.740002,59.950001,57.380001,57.77,6829500,57.77
2016-01-14,58.169998,61.09,58.0,60.209999,7950500,60.209999
2016-01-15,57.919998,59.330002,57.799999,58.709999,5575500,58.709999
2016-01-19,59.57,60.240002,58.310001,59.939999,8025400,59.939999
2016-01-20,58.450001,59.939999,58.029999,59.25,6643000,59.25
2016-01-21,59.459999,60.16,58.630001,59.060001,4428500,59.060001
2016-01-22,59.630001,60.630001,59.34,60.509998,5286300,60.509998
2016-01-25,60.23,61.810001,60.169998,60.919998,7242700,60.919998
2016-01-26,61.040001,62.110001,60.66,61.939999,4957100,61.939999
2016-01-27,61.740002,62.59,60.619999,61.009998,4762000,61.009998
2016-01-28,61.779999,62.259998,61.139999,61.34,4190700,61.34
2016-01-29,61.830002,63.43,61.82,63.310001,5238500,63.310001
2016-02-01,62.48,63.0,62.07,62.330002,3988300,62.330002
2016-02-02,61.040001,61.630001,59.779999,60.119999,5553000,60.119999
2016-02-03,60.630001,61.02,59.509998,60.759998,3580400,60.759998
2016-02-04,60.09,60.360001,58.98,59.619999,5512800,59.619999
2016-02-05,59.200001,59.720001,57.950001,58.540001,7492400,58.540001
2016-02-08,54.98,55.439999,53.040001,54.049999,12259100,54.049999
2016-02-09,53.27,54.029999,51.220001,52.330002,8244500,52.330002
2016-02-10,53.599998,54.290001,52.939999,53.32,6279000,53.32
2016-02-11,52.220001,52.860001,51.330002,52.110001,5627300,52.110001
2016-02-12,53.330002,53.869999,52.52,53.869999,4215700,53.869999
2016-02-16,54.130001,55.209999,54.02,55.009998,5203900,55.009998
2016-02-17,55.459999,56.880001,55.029999,56.610001,6251500,56.610001
2016-02-18,57.02,57.27,55.869999,56.009998,4663500,56.009998
2016-02-19,55.41,56.029999,55.07,55.900002,4746400,55.900002
2016-02-22,56.709999,57.41,56.34,56.630001,3397400,56.630001
2016-02-23,56.52,56.75,55.700001,55.759998,3388800,55.759998
2016-02-24,55.18,56.330002,54.529999,56.189999,3067000,56.189999
2016-02-25,56.560001,57.25,55.560001,57.240002,2997300,57.240002
2016-02-26,57.52,57.799999,56.869999,57.040001,3398500,57.040001
2016-02-29,57.130001,57.5,56.66,56.98,4675100,56.98
2016-03-01,57.869999,58.419998,57.419998,58.209999,5542700,58.209999
2016-03-02,58.23,58.25,57.240002,57.68,4111200,57.68
2016-03-03,57.950001,58.0,56.75,57.799999,3725400,57.799999
2016-03-04,58.34,58.400002,57.419998,57.740002,3611500,57.740002
2016-03-07,57.25,57.290001,56.459999,57.0,4099200,57.0
2016-03-08,56.41,56.599998,55.779999,55.93,3537300,55.93
2016-03-09,56.200001,56.240002,55.66,56.049999,3282800,56.049999
2016-03-10,56.389999,56.98,54.650002,55.419998,5146900,55.419998
2016-03-11,56.189999,57.080002,55.619999,56.970001,4811200,56.970001
2016-03-14,56.549999,58.220001,56.450001,58.119999,5432000,58.119999
2016-03-15,57.700001,58.23,57.66,58.029999,3474000,58.029999
2016-03-16,57.700001,58.98,57.310001,58.91,3839500,58.91
2016-03-17,58.57,58.990002,58.240002,58.73,3596200,58.73
2016-03-18,58.209999,59.32,57.93,59.25,5202400,59.25
2016-03-21,59.310001,59.720001,58.73,59.52,3552200,59.52
2016-03-22,59.279999,59.639999,58.799999,58.849998,4825400,58.849998
2016-03-23,58.66,59.27,58.23,59.060001,4891800,59.060001
2016-03-24,58.869999,60.639999,58.779999,60.32,5095200,60.32
2016-03-28,60.25,60.73,59.919998,60.18,3253200,60.18
2016-03-29,60.18,61.790001,59.950001,61.619999,4692600,61.619999
2016-03-30,62.130001,62.849998,61.790001,62.450001,5427900,62.450001
2016-03-31,62.34,63.02,62.040001,62.700001,3520900,62.700001
2016-04-01,62.32,63.189999,62.209999,63.119999,2425300,63.119999
2016-04-04,63.119999,63.139999,61.599998,61.759998,3856000,61.759998
2016-04-05,61.349998,61.560001,60.889999,61.18,2551400,61.18
2016-04-06,61.099998,61.650002,60.889999,61.560001,2220200,61.560001
2016-04-07,61.009998,61.23,59.889999,59.990002,4524400,59.990002
2016-04-08,60.5,60.799999,59.919998,60.16,2536700,60.16
2016-04-11,60.66,61.119999,59.959999,59.98,3375000,59.98
2016-04-12,60.84,60.84,58.939999,59.459999,6307700,59.459999
2016-04-13,60.07,60.740002,59.439999,60.450001,6670600,60.450001
2016-04-14,60.450001,60.77,60.060001,60.360001,2710900,60.360001
2016-04-15,60.849998,60.959999,59.950001,60.07,5269200,60.07
2016-04-18,59.950001,60.509998,59.119999,60.380001,3572100,60.380001
2016-04-19,60.630001,60.630001,59.25,59.849998,2708500,59.849998
2016-04-20,59.990002,60.389999,59.330002,60.09,2369400,60.09
2016-04-21,59.880001,60.419998,59.709999,60.049999,2546400,60.049999
2016-04-22,59.98,60.619999,59.689999,60.439999,3295400,60.439999
2016-04-25,60.09,60.310001,59.689999,60.209999,2087500,60.209999
2016-04-26,60.27,60.950001,60.16,60.630001,2068000,60.630001
2016-04-27,60.5,61.25,60.110001,60.580002,1913200,60.580002
2016-04-28,60.099998,60.5,59.580002,59.73,3109800,59.73
2016-04-29,59.25,59.5,57.779999,58.369999,4415900,58.369999
2016-05-02,58.369999,58.630001,57.950001,58.369999,5367300,58.369999
2016-05-03,58.009998,58.299999,57.52,57.650002,4558100,57.650002
2016-05-04,57.200001,57.830002,57.0,57.540001,5056700,57.540001
2016-05-05,57.5,57.759998,57.060001,57.59,6253700,57.59
2016-05-06,56.450001,60.810001,56.209999,60.549999,7379900,60.549999
2016-05-09,60.57,61.169998,60.049999,60.82,4112000,60.82
2016-05-10,60.799999,61.950001,60.57,61.740002,3720200,61.740002
2016-05-11,61.560001,61.98,60.900002,61.099998,2923800,61.099998
2016-05-12,61.27,61.459999,60.509998,61.130001,2201300,61.130001
2016-05-13,60.950001,62.09,60.790001,61.349998,3482400,61.349998
2016-05-16,61.299999,62.040001,60.869999,61.810001,2983700,61.810001
2016-05-17,61.490002,62.060001,61.310001,61.639999,4453700,61.639999
2016-05-18,61.549999,62.400002,61.389999,62.02,2886300,62.02
2016-05-19,61.59,62.150002,61.450001,62.009998,3590300,62.009998
2016-05-20,61.91,63.23,61.91,62.939999,4649700,62.939999
2016-05-23,62.830002,62.900002,61.700001,61.740002,3070400,61.740002
2016-05-24,62.040001,63.0,61.950001,62.91,3669400,62.91
2016-05-25,63.0,63.150002,62.529999,62.599998,3847800,62.599998
2016-05-26,62.52,62.810001,62.049999,62.259998,2700200,62.259998
2016-05-27,62.48,62.73,62.139999,62.459999,2273600,62.459999
2016-05-31,62.599998,62.630001,61.27,61.439999,4482300,61.439999
2016-06-01,61.43,61.549999,60.900002,61.130001,3064700,61.130001
2016-06-02,61.16,61.349998,60.689999,61.34,2946800,61.34
2016-06-03,61.32,61.330002,60.099998,60.119999,3858400,60.119999
