Date,Open_CMS,High_CMS,Low_CMS,Close_CMS,Volume_CMS,AdjClose_CMS
2015-10-08,35.34,35.98,35.16,35.91,1519000,35.075431
2015-10-09,35.889999,35.939999,35.360001,35.619999,2110100,34.79217
2015-10-12,35.580002,36.119999,35.580002,35.889999,1549500,35.055895
2015-10-13,35.779999,35.990002,35.560001,35.75,3053100,34.91915
2015-10-14,35.849998,35.990002,35.580002,35.599998,1704200,34.772634
2015-10-15,35.700001,36.299999,35.639999,36.240002,1412100,35.397764
2015-10-16,36.369999,36.68,36.27,36.389999,1926200,35.544275
2015-10-19,36.310001,36.630001,36.169998,36.59,2258300,35.739628
2015-10-20,36.529999,36.889999,36.439999,36.790001,1588200,35.93498
2015-10-21,36.900002,37.16,36.66,36.669998,1745000,35.817767
2015-10-22,36.77,37.299999,36.68,37.169998,1308100,36.306146
2015-10-23,37.080002,37.130001,36.529999,36.740002,2085900,35.886143
2015-10-26,36.580002,36.82,36.220001,36.82,1943600,35.964282
2015-10-27,36.73,36.889999,36.32,36.529999,2097100,35.681021
2015-10-28,36.560001,36.689999,35.830002,36.25,2369600,35.407529
2015-10-29,35.560001,36.220001,35.130001,35.75,4018700,34.91915
2015-10-30,35.869999,36.27,35.650002,36.07,2142600,35.231712
2015-11-02,36.060001,36.220001,35.75,35.950001,2102500,35.114502
2015-11-03,35.810001,36.27,35.540001,36.240002,2839700,35.397764
2015-11-04,36.009998,36.189999,35.619999,35.799999,3228600,35.250064
2015-11-05,35.77,36.110001,35.700001,35.830002,3215400,35.279606
2015-11-06,35.25,35.779999,33.91,34.240002,4857600,33.71403
2015-11-09,34.02,34.450001,33.84,34.400002,3397000,33.871572
2015-11-10,34.439999,35.099998,34.400002,34.990002,2872100,34.452509
2015-11-11,35.060001,35.52,35.0,35.34,2318400,34.797131
2015-11-12,35.27,35.639999,34.68,34.82,1641800,34.285119
2015-11-13,34.849998,35.150002,34.490002,34.619999,1595600,34.08819
2015-11-16,34.709999,35.580002,34.549999,35.560001,2881100,35.013753
2015-11-17,35.41,35.740002,34.849998,35.009998,2634800,34.472199
2015-11-18,34.970001,35.41,34.630001,35.34,2244700,34.797131
2015-11-19,35.41,35.700001,35.240002,35.439999,1909600,34.895594
2015-11-20,35.59,35.919998,35.509998,35.639999,1770600,35.092522
2015-11-23,35.669998,35.830002,35.119999,35.27,1773100,34.728207
2015-11-24,35.110001,35.310001,34.700001,35.02,1846400,34.482047
2015-11-25,35.07,35.07,34.619999,34.810001,1731000,34.275274
2015-11-27,34.869999,35.279999,34.869999,35.169998,762100,34.629741
2015-11-30,35.200001,35.389999,34.959999,35.02,1793000,34.482047
2015-12-01,35.130001,35.400002,34.959999,35.389999,2018100,34.846363
2015-12-02,35.27,35.389999,34.75,34.790001,3175000,34.255581
2015-12-03,34.66,34.66,34.18,34.240002,2896600,33.71403
2015-12-04,34.369999,35.049999,34.240002,34.98,1858700,34.442661
2015-12-07,34.91,35.509998,34.82,35.5,3442300,34.954674
2015-12-08,35.439999,35.599998,35.099998,35.380001,3038200,34.836518
2015-12-09,35.220001,35.619999,35.080002,35.259998,2392000,34.718359
2015-12-10,35.27,35.310001,34.720001,34.869999,2808000,34.33435
2015-12-11,34.73,35.09,34.509998,34.860001,1700400,34.324505
2015-12-14,34.759998,35.220001,34.759998,35.029999,2827000,34.491892
2015-12-15,35.110001,35.490002,35.040001,35.220001,2471300,34.678976
2015-12-16,35.349998,36.25,35.290001,36.23,2145400,35.673459
2015-12-17,36.169998,36.419998,35.860001,36.200001,2304000,35.643921
2015-12-18,36.049999,36.09,35.34,35.610001,2619900,35.062984
2015-12-21,35.709999,35.98,35.25,35.59,1883800,35.043291
2015-12-22,35.689999,35.82,35.0,35.689999,1947800,35.141754
2015-12-23,35.860001,36.18,35.759998,36.099998,1996400,35.545455
2015-12-24,36.029999,36.139999,35.889999,36.009998,1003700,35.456838
2015-12-28,35.91,36.450001,35.889999,36.41,1708400,35.850695
2015-12-29,36.529999,36.77,36.419998,36.57,1213800,36.008237
2015-12-30,36.639999,36.82,36.59,36.68,987200,36.116547
2015-12-31,36.57,36.720001,35.830002,36.080002,1307700,35.525766
2016-01-04,35.830002,36.09,35.259998,35.610001,4719500,35.062984
2016-01-05,35.560001,36.02,34.959999,35.889999,2230400,35.338682
2016-01-06,35.669998,36.07,35.540001,35.939999,1817300,35.387913
2016-01-07,35.59,36.240002,35.52,36.16,3259500,35.604535
2016-01-08,36.16,36.389999,35.990002,36.099998,3013300,35.545455
2016-01-11,36.150002,36.419998,35.830002,36.080002,2693000,35.525766
2016-01-12,36.23,36.27,35.5,35.91,2842200,35.358375
2016-01-13,35.939999,36.470001,35.939999,36.130001,3279800,35.574997
2016-01-14,36.099998,36.950001,35.91,36.709999,3524300,36.146085
2016-01-15,36.240002,36.740002,35.869999,36.189999,3100200,35.634073
2016-01-19,36.5,36.98,36.279999,36.869999,3974800,36.303627
2016-01-20,36.669998,36.849998,35.490002,35.959999,2757800,35.407606
2016-01-21,36.02,36.27,35.599998,35.959999,2561300,35.407606
2016-01-22,36.220001,36.639999,35.810001,36.549999,2481300,35.988543
2016-01-25,36.639999,36.66,36.200001,36.380001,1767200,35.821157
2016-01-26,36.490002,37.259998,36.439999,36.880001,3403700,36.313476
2016-01-27,36.860001,37.599998,36.740002,37.369999,3451200,36.795947
2016-01-28,37.349998,38.310001,37.040001,37.869999,2913200,37.288266
2016-01-29,38.240002,39.099998,38.040001,38.880001,4505500,38.282753
2016-02-01,38.869999,39.439999,38.66,39.189999,2994000,38.587989
2016-02-02,39.279999,39.610001,38.970001,39.459999,3344100,38.853842
2016-02-03,39.779999,39.779999,39.209999,39.439999,4764300,39.141648
2016-02-04,37.57,39.759998,37.57,39.259998,4005900,38.96301
2016-02-05,39.060001,40.0,38.630001,39.880001,2587000,39.578322
2016-02-08,39.970001,40.580002,39.389999,39.84,3816200,39.538624
2016-02-09,39.830002,40.209999,39.529999,39.869999,3210800,39.568396
2016-02-10,39.75,40.130001,38.959999,39.48,3428700,39.181347
2016-02-11,39.450001,39.610001,39.080002,39.27,2564400,38.972936
2016-02-12,39.330002,39.639999,38.849998,39.189999,3454400,38.893539
2016-02-16,39.34,39.34,38.630001,39.18,2848400,38.883617
2016-02-17,39.189999,39.279999,38.799999,39.0,2593300,38.704978
2016-02-18,38.98,39.849998,38.830002,39.68,2287700,39.379834
2016-02-19,39.650002,39.790001,39.27,39.400002,3560600,39.101954
2016-02-22,39.470001,39.84,39.360001,39.68,1925300,39.379834
2016-02-23,39.580002,39.990002,39.200001,39.93,2412400,39.627943
2016-02-24,39.939999,40.279999,39.75,40.200001,2925200,39.895901
2016-02-25,40.389999,40.790001,40.119999,40.59,2129900,40.28295
2016-02-26,40.310001,40.470001,39.400002,39.5,2691800,39.201196
2016-02-29,39.41,39.889999,39.330002,39.560001,2828400,39.260743
2016-03-01,39.709999,39.889999,39.09,39.439999,2551300,39.141648
2016-03-02,39.259998,39.459999,38.32,39.450001,2309700,39.151575
2016-03-03,39.330002,39.709999,38.779999,39.689999,3340700,39.389757
2016-03-04,39.419998,40.48,39.27,40.389999,3595000,40.084463
2016-03-07,40.48,40.610001,40.130001,40.560001,2454300,40.253179
2016-03-08,40.529999,41.119999,40.389999,40.880001,3552000,40.570758
2016-03-09,40.66,41.150002,40.66,40.900002,2924000,40.590607
2016-03-10,40.919998,41.16,40.630001,41.009998,3162100,40.699771
2016-03-11,41.119999,41.32,40.790001,40.990002,2685400,40.679926
2016-03-14,40.990002,41.18,40.700001,40.959999,1947400,40.65015
2016-03-15,40.860001,41.18,40.860001,41.07,2011500,40.759319
2016-03-16,40.919998,41.5,40.599998,41.389999,2762300,41.076898
2016-03-17,41.5,41.869999,41.360001,41.779999,3206100,41.463947
2016-03-18,41.860001,41.919998,41.310001,41.310001,4055500,40.997505
2016-03-21,41.09,41.599998,40.830002,41.32,2173500,41.007428
2016-03-22,41.43,41.560001,41.060001,41.09,1906600,40.779168
2016-03-23,41.150002,41.869999,40.950001,41.59,2173700,41.275386
2016-03-24,41.580002,41.849998,41.52,41.68,1297700,41.364705
2016-03-28,41.790001,42.110001,41.450001,41.66,1492100,41.344856
2016-03-29,41.779999,42.290001,41.66,42.23,2043500,41.910544
2016-03-30,42.18,42.330002,41.889999,42.220001,1594500,41.900621
2016-03-31,42.259998,42.490002,42.049999,42.439999,2036300,42.118954
2016-04-01,42.389999,42.75,42.169998,42.709999,2059600,42.386912
2016-04-04,42.75,42.869999,42.16,42.689999,1925600,42.367063
2016-04-05,42.209999,42.650002,41.740002,41.77,2001400,41.454024
2016-04-06,41.630001,41.900002,41.509998,41.849998,2121400,41.533417
2016-04-07,41.669998,42.07,41.43,41.57,2948100,41.255537
2016-04-08,41.720001,41.990002,41.619999,41.709999,1571900,41.394477
2016-04-11,41.779999,41.939999,41.52,41.610001,1514900,41.295235
2016-04-12,41.700001,41.82,41.48,41.720001,1544000,41.404403
2016-04-13,41.82,41.82,41.040001,41.330002,1744000,41.017354
2016-04-14,41.200001,41.43,41.139999,41.290001,1266300,40.977656
2016-04-15,41.32,41.68,41.209999,41.549999,2056400,41.235687
2016-04-18,41.549999,41.650002,41.279999,41.650002,2494700,41.334933
2016-04-19,41.709999,41.900002,41.490002,41.790001,2129300,41.473874
2016-04-20,41.900002,41.990002,40.25,40.330002,3711400,40.024919
2016-04-21,40.16,40.16,39.240002,39.380001,2914400,39.082105
2016-04-22,39.48,39.799999,39.290001,39.650002,2701900,39.350063
2016-04-25,39.650002,39.700001,39.32,39.59,3136500,39.290515
2016-04-26,39.720001,39.77,39.369999,39.470001,2308200,39.171424
2016-04-27,39.610001,40.259998,39.310001,40.049999,3388500,39.747034
2016-04-28,39.529999,40.580002,38.919998,40.369999,2824500,40.064613
2016-04-29,40.07,40.779999,39.75,40.68,2833900,40.37227
2016-05-02,40.73,41.330002,40.689999,41.099998,2407300,40.789091
2016-05-03,41.150002,41.380001,40.619999,40.98,2660200,40.67
2016-05-04,40.639999,41.619999,40.59,41.349998,2488800,41.349998
2016-05-05,41.240002,41.720001,40.950001,41.209999,1770900,41.209999
2016-05-06,40.950001,41.23,40.560001,41.110001,2657700,41.110001
2016-05-09,41.16,41.490002,41.029999,41.389999,2258400,41.389999
2016-05-10,41.5,41.779999,41.279999,41.639999,1970700,41.639999
2016-05-11,41.759998,41.82,41.419998,41.650002,1775100,41.650002
2016-05-12,41.610001,42.189999,41.419998,42.09,2278100,42.09
2016-05-13,42.07,42.130001,41.59,41.93,1711100,41.93
2016-05-16,41.900002,41.950001,41.599998,41.830002,2252500,41.830002
2016-05-17,41.709999,41.849998,40.669998,40.919998,1875600,40.919998
2016-05-18,40.709999,41.259998,40.119999,40.32,2686900,40.32
2016-05-19,40.130001,40.869999,39.849998,40.830002,2005900,40.830002
2016-05-20,41.009998,41.009998,40.48,40.849998,1717700,40.849998
2016-05-23,40.889999,40.990002,40.549999,40.599998,2699900,40.599998
2016-05-24,40.759998,41.25,40.599998,41.209999,1737900,41.209999
2016-05-25,41.060001,41.23,40.799999,40.93,1376800,40.93
2016-05-26,40.98,41.470001,40.810001,41.43,1357000,41.43
2016-05-27,41.529999,41.639999,41.23,41.59,1272000,41.59
2016-05-31,41.459999,41.849998,41.360001,41.82,1670700,41.82
2016-06-01,41.77,42.029999,41.490002,42.02,1553600,42.02
2016-06-02,41.900002,42.02,41.549999,42.009998,1342800,42.009998
2016-06-03,42.310001,43.130001,42.299999,42.82,2729200,42.82
