Date,Open_MUR,High_MUR,Low_MUR,Close_MUR,Volume_MUR,AdjClose_MUR
2016-01-28,19.58,20.469999,17.559999,18.450001,10671000,17.85659
2016-01-29,19.040001,19.709999,18.610001,19.610001,6634200,18.97928
2016-02-01,18.82,19.16,17.83,18.4,6212100,17.808197
2016-02-02,17.76,17.98,17.15,17.43,5497600,16.869396
2016-02-03,17.91,19.32,17.24,19.26,4933100,18.640537
2016-02-04,19.450001,21.110001,19.4,20.0,6281700,19.356736
2016-02-05,19.790001,20.24,18.860001,19.84,5673200,19.201882
2016-02-08,19.23,19.73,18.59,19.23,5605600,18.611501
2016-02-09,18.67,18.82,17.280001,17.860001,5035000,17.285566
2016-02-10,17.84,18.16,16.75,16.76,5736400,16.220945
2016-02-11,15.86,16.379999,15.23,15.97,5996900,15.786014
2016-02-12,16.32,16.969999,15.98,16.790001,5237500,16.596568
2016-02-16,17.66,17.66,16.209999,16.799999,5146400,16.606451
2016-02-17,16.99,18.51,16.809999,17.98,5912800,17.772857
2016-02-18,18.370001,18.530001,16.639999,17.0,5129700,16.804147
2016-02-19,16.59,16.610001,15.3,15.76,6927100,15.578433
2016-02-22,16.370001,16.98,16.08,16.870001,4403300,16.675646
2016-02-23,16.559999,16.77,15.96,16.17,4548200,15.98371
2016-02-24,15.66,17.02,15.47,16.82,6810000,16.626221
2016-02-25,16.98,17.41,15.9,16.43,5139600,16.240714
2016-02-26,16.959999,17.940001,16.82,17.139999,4622200,16.942534
2016-02-29,17.219999,17.43,16.940001,17.18,4118200,16.982074
2016-03-01,17.23,17.48,16.110001,17.219999,4745500,17.021612
2016-03-02,16.969999,19.33,16.959999,19.299999,5856200,19.077649
2016-03-03,19.309999,21.709999,19.23,21.25,8773900,21.005184
2016-03-04,21.74,24.139999,21.35,23.700001,9408200,23.426959
2016-03-07,23.76,27.940001,23.6,26.690001,16924800,26.382512
2016-03-08,26.280001,26.33,22.09,22.780001,11279700,22.517558
2016-03-09,23.6,24.280001,21.84,22.98,9571100,22.715253
2016-03-10,22.700001,23.4,22.02,22.950001,6458100,22.6856
2016-03-11,23.700001,24.639999,23.59,23.709999,5103100,23.436842
2016-03-14,23.139999,24.040001,22.65,23.74,4447900,23.466497
2016-03-15,23.299999,23.59,22.709999,23.559999,3864500,23.288571
2016-03-16,23.67,24.549999,23.469999,24.440001,4515600,24.158434
2016-03-17,24.860001,25.370001,24.16,24.959999,4363000,24.672441
2016-03-18,25.280001,26.030001,24.67,25.389999,8109500,25.097488
2016-03-21,25.309999,26.33,24.940001,25.67,3374000,25.374263
2016-03-22,25.200001,26.540001,25.0,25.93,3778200,25.631267
2016-03-23,25.629999,25.99,23.93,24.040001,3471700,23.763042
2016-03-24,23.299999,24.41,23.040001,24.129999,3943700,23.852004
2016-03-28,24.32,24.379999,23.360001,24.09,3118300,23.812465
2016-03-29,23.41,24.790001,23.24,24.540001,3655000,24.257282
2016-03-30,25.25,25.440001,24.120001,24.42,2556000,24.138664
2016-03-31,24.4,25.41,24.110001,25.190001,3257900,24.899793
2016-04-01,24.52,24.65,23.82,24.26,4110600,23.980507
2016-04-04,24.290001,24.700001,23.559999,23.82,3783200,23.545576
2016-04-05,23.5,24.27,23.290001,23.49,4613200,23.219378
2016-04-06,23.75,24.84,23.309999,24.65,3276300,24.366013
2016-04-07,24.25,24.68,23.85,24.440001,4249200,24.158434
2016-04-08,25.43,26.23,25.42,25.690001,3888200,25.394033
2016-04-11,26.049999,26.93,25.91,26.309999,4009700,26.006889
2016-04-12,26.77,29.469999,26.65,28.82,6885700,28.487972
2016-04-13,28.959999,29.51,27.74,28.82,6676300,28.487972
2016-04-14,29.02,29.25,28.440001,28.889999,4794900,28.557165
2016-04-15,28.440001,29.040001,28.040001,28.49,3679400,28.161774
2016-04-18,27.219999,29.58,27.1,29.129999,3492800,28.7944
2016-04-19,29.57,30.610001,29.190001,30.469999,3845600,30.118962
2016-04-20,30.25,31.6,29.98,31.24,4797500,30.880092
2016-04-21,31.719999,32.189999,31.23,31.629999,4927800,31.265598
2016-04-22,31.870001,33.669998,31.65,33.66,5272200,33.272212
2016-04-25,33.27,33.580002,32.490002,33.509998,5460500,33.123938
2016-04-26,33.91,34.98,33.68,34.869999,5204500,34.468271
2016-04-27,35.290001,36.450001,35.209999,36.240002,5786100,35.82249
2016-04-28,36.610001,37.48,35.189999,35.400002,6058800,34.992167
2016-04-29,35.970001,36.66,34.16,35.740002,5648000,35.32825
2016-05-02,35.77,35.939999,33.900002,35.139999,4908900,34.73516
2016-05-03,34.25,34.290001,32.950001,33.43,5212400,33.044862
2016-05-04,34.110001,34.349998,31.940001,32.810001,5408800,32.432006
2016-05-05,33.139999,33.439999,29.92,30.26,9784600,29.911383
2016-05-06,29.76,31.190001,29.76,30.34,5016700,29.990461
2016-05-09,29.809999,29.879999,28.26,28.84,5341300,28.507742
2016-05-10,29.059999,30.17,28.950001,29.91,3863200,29.565414
2016-05-11,29.629999,30.959999,28.799999,30.379999,4057700,30.029999
2016-05-12,30.49,31.4,29.83,30.35,5139600,30.35
2016-05-13,29.940001,30.549999,29.030001,29.139999,3217600,29.139999
2016-05-16,29.950001,30.690001,29.879999,30.07,3322400,30.07
2016-05-17,30.110001,30.639999,29.6,29.809999,4308900,29.809999
2016-05-18,29.66,30.139999,28.610001,28.9,3744100,28.9
2016-05-19,28.4,29.65,28.129999,29.379999,3535600,29.379999
2016-05-20,29.5,29.99,28.870001,29.4,3212200,29.4
2016-05-23,29.09,29.83,28.84,29.639999,2517600,29.639999
2016-05-24,29.9,30.59,29.42,30.26,2807900,30.26
2016-05-25,30.5,31.469999,30.42,31.4,3748300,31.4
2016-05-26,31.85,32.09,30.639999,31.040001,3048100,31.040001
2016-05-27,30.719999,30.85,30.120001,30.690001,2566600,30.690001
2016-05-31,30.860001,31.940001,30.629999,30.91,4077200,30.91
2016-06-01,30.91,30.91,29.68,30.700001,2734300,30.700001
2016-06-02,30.190001,30.719999,29.629999,30.469999,3020600,30.469999
2016-06-03,30.629999,31.0,30.120001,30.4,2388100,30.4
