Date,Open_BBBY,High_BBBY,Low_BBBY,Close_BBBY,Volume_BBBY,AdjClose_BBBY
2015-10-21,58.93,59.0,57.700001,57.720001,1502000,57.720001
2015-10-22,58.02,58.75,57.830002,58.689999,2162400,58.689999
2015-10-23,59.34,59.48,58.509998,59.209999,2373600,59.209999
2015-10-26,59.209999,59.490002,59.009998,59.049999,1674600,59.049999
2015-10-27,58.82,58.82,57.240002,57.66,1556700,57.66
2015-10-28,58.009998,58.290001,57.310001,58.16,1587900,58.16
2015-10-29,57.84,58.099998,57.27,57.68,1312000,57.68
2015-10-30,57.93,59.73,57.779999,59.630001,2691200,59.630001
2015-11-02,59.77,60.23,59.0,59.950001,1919400,59.950001
2015-11-03,59.68,61.380001,59.68,61.32,2462900,61.32
2015-11-04,61.139999,61.490002,60.09,60.23,1572700,60.23
2015-11-05,60.459999,60.959999,59.689999,60.939999,1384700,60.939999
2015-11-06,60.73,61.310001,60.419998,61.25,1894600,61.25
2015-11-09,61.080002,61.259998,60.0,60.110001,2605600,60.110001
2015-11-10,59.93,60.150002,58.52,59.549999,1509800,59.549999
2015-11-11,59.790001,59.790001,56.849998,57.049999,2947700,57.049999
2015-11-12,56.610001,57.529999,56.450001,56.669998,2258200,56.669998
2015-11-13,56.040001,56.349998,53.459999,53.529999,3474500,53.529999
2015-11-16,53.200001,54.07,52.43,53.360001,3160200,53.360001
2015-11-17,53.380001,53.5,52.540001,53.07,2529600,53.07
2015-11-18,53.380001,54.169998,53.07,54.09,2028900,54.09
2015-11-19,54.290001,54.299999,53.549999,53.810001,1307200,53.810001
2015-11-20,53.810001,54.009998,53.32,53.619999,2119500,53.619999
2015-11-23,53.91,53.91,52.619999,52.889999,2221800,52.889999
2015-11-24,52.459999,54.529999,52.279999,54.130001,3694400,54.130001
2015-11-25,53.779999,55.619999,53.779999,55.130001,2583200,55.130001
2015-11-27,55.18,55.52,55.029999,55.43,969500,55.43
2015-11-30,55.439999,55.580002,54.139999,54.52,2762200,54.52
2015-12-01,54.509998,54.75,53.279999,53.880001,2641300,53.880001
2015-12-02,54.189999,54.869999,53.639999,53.740002,2245200,53.740002
2015-12-03,53.540001,53.68,52.450001,53.360001,2848900,53.360001
2015-12-04,53.400002,54.66,53.240002,54.389999,2222600,54.389999
2015-12-07,54.41,54.720001,53.959999,54.32,2042600,54.32
2015-12-08,53.880001,54.689999,53.5,53.849998,2379000,53.849998
2015-12-09,53.43,54.880001,53.18,53.419998,1844100,53.419998
2015-12-10,53.540001,54.41,53.150002,53.880001,1757800,53.880001
2015-12-11,53.029999,53.380001,52.509998,52.630001,1789800,52.630001
2015-12-14,53.529999,54.0,51.639999,52.200001,1988500,52.200001
2015-12-15,52.529999,53.169998,52.310001,52.790001,2194100,52.790001
2015-12-16,52.720001,53.689999,52.669998,53.580002,1493100,53.580002
2015-12-17,53.439999,53.639999,51.689999,51.709999,2372000,51.709999
2015-12-18,52.25,52.25,49.98,50.16,6109000,50.16
2015-12-21,50.610001,50.73,50.080002,50.360001,1648200,50.360001
2015-12-22,50.639999,51.470001,50.080002,51.32,2033600,51.32
2015-12-23,48.119999,49.549999,47.98,48.970001,7791100,48.970001
2015-12-24,48.75,49.490002,48.099998,48.950001,2301700,48.950001
2015-12-28,48.75,48.990002,48.259998,48.73,2261100,48.73
2015-12-29,48.790001,49.490002,48.549999,48.889999,2112400,48.889999
2015-12-30,48.849998,49.450001,48.52,48.610001,1557400,48.610001
2015-12-31,48.52,48.630001,47.73,48.25,2123300,48.25
2016-01-04,47.599998,48.59,47.25,48.470001,2913300,48.470001
2016-01-05,48.470001,49.200001,48.299999,49.040001,3236800,49.040001
2016-01-06,48.450001,48.509998,46.73,47.02,3869500,47.02
2016-01-07,46.799999,47.529999,46.369999,46.509998,5101000,46.509998
2016-01-08,45.849998,47.470001,45.439999,46.639999,6416200,46.639999
2016-01-11,46.970001,46.990002,45.459999,46.139999,3684800,46.139999
2016-01-12,46.700001,47.490002,45.099998,45.630001,2589000,45.630001
2016-01-13,45.889999,46.209999,44.310001,44.439999,2443500,44.439999
2016-01-14,44.509998,45.040001,43.630001,44.23,2864900,44.23
2016-01-15,42.98,44.509998,42.939999,44.389999,2653500,44.389999
2016-01-19,44.16,44.25,42.549999,43.220001,2521200,43.220001
2016-01-20,42.889999,43.610001,41.709999,42.919998,3061600,42.919998
2016-01-21,43.400002,44.080002,43.009998,43.360001,2692500,43.360001
2016-01-22,44.139999,44.759998,43.43,43.689999,1845800,43.689999
2016-01-25,43.77,44.040001,43.34,43.389999,2176300,43.389999
2016-01-26,43.439999,44.369999,43.279999,44.060001,1891700,44.060001
2016-01-27,42.150002,43.790001,42.09,43.060001,2559400,43.060001
2016-01-28,43.360001,43.450001,41.900002,41.939999,2053100,41.939999
2016-01-29,42.18,43.23,42.130001,43.169998,2523300,43.169998
2016-02-01,42.799999,43.810001,42.5,43.66,1935100,43.66
2016-02-02,43.25,43.84,42.16,42.41,2061000,42.41
2016-02-03,42.279999,42.77,41.259998,42.709999,2686300,42.709999
2016-02-04,42.610001,43.860001,42.43,43.25,1567600,43.25
2016-02-05,43.029999,43.700001,42.599998,43.419998,2514600,43.419998
2016-02-08,43.369999,45.580002,43.0,43.740002,4505900,43.740002
2016-02-09,43.25,44.07,43.02,43.669998,2661800,43.669998
2016-02-10,44.060001,44.450001,43.43,43.470001,2050000,43.470001
2016-02-11,42.959999,43.540001,42.07,42.189999,1761900,42.189999
2016-02-12,42.009998,43.119999,41.43,42.939999,2172400,42.939999
2016-02-16,42.93,44.869999,42.93,44.610001,2634700,44.610001
2016-02-17,43.310001,46.169998,43.310001,45.73,2156900,45.73
2016-02-18,45.919998,47.299999,45.34,47.02,2318600,47.02
2016-02-19,46.709999,46.900002,45.860001,46.490002,2087900,46.490002
2016-02-22,46.740002,47.970001,46.599998,47.709999,1821700,47.709999
2016-02-23,47.91,48.080002,47.349998,47.509998,2206100,47.509998
2016-02-24,47.209999,48.389999,46.73,48.34,1882700,48.34
2016-02-25,47.810001,48.299999,47.310001,48.240002,1727300,48.240002
2016-02-26,48.419998,49.330002,48.0,48.990002,1709100,48.990002
2016-02-29,48.959999,49.130001,47.950001,47.950001,1632000,47.950001
2016-03-01,48.509998,49.450001,47.82,49.439999,1221600,49.439999
2016-03-02,49.349998,49.689999,48.400002,49.119999,1424300,49.119999
2016-03-03,49.450001,50.73,49.279999,50.650002,1598400,50.650002
2016-03-04,50.869999,51.889999,50.740002,51.32,2654100,51.32
2016-03-07,51.150002,52.709999,51.029999,52.09,2353800,52.09
2016-03-08,51.849998,52.599998,51.07,51.259998,2205700,51.259998
2016-03-09,51.470001,51.950001,50.619999,51.130001,1677000,51.130001
2016-03-10,51.07,51.099998,49.060001,50.099998,2127000,50.099998
2016-03-11,50.75,50.939999,49.810001,50.68,1924900,50.68
2016-03-14,50.560001,50.650002,49.57,50.119999,1525300,50.119999
2016-03-15,50.150002,50.150002,49.02,49.23,1694300,49.23
2016-03-16,48.889999,49.889999,48.709999,49.619999,1787700,49.619999
2016-03-17,49.32,49.650002,48.59,49.330002,1615000,49.330002
2016-03-18,49.599998,50.599998,48.950001,50.5,3209900,50.5
2016-03-21,50.259998,50.950001,50.099998,50.439999,1310000,50.439999
2016-03-22,50.450001,50.560001,49.799999,50.169998,1010800,50.169998
2016-03-23,49.93,50.25,49.299999,49.459999,992100,49.459999
2016-03-24,49.509998,49.759998,48.75,49.400002,956800,49.400002
2016-03-28,49.43,49.650002,49.009998,49.200001,2384800,49.200001
2016-03-29,49.299999,49.66,48.860001,49.529999,1589900,49.529999
2016-03-30,49.509998,49.990002,49.330002,49.59,1548300,49.59
2016-03-31,49.240002,49.84,48.869999,49.639999,1616700,49.639999
2016-04-01,49.580002,49.759998,48.310001,49.509998,2094700,49.509998
2016-04-04,49.369999,49.75,49.139999,49.27,1990500,49.27
2016-04-05,49.009998,49.459999,48.799999,49.060001,2383500,49.060001
2016-04-06,49.099998,49.34,48.169998,48.810001,3658800,48.810001
2016-04-07,50.0,52.330002,48.310001,48.970001,10260700,48.970001
2016-04-08,49.259998,49.439999,46.900002,46.990002,4877700,46.990002
2016-04-11,46.810001,47.799999,46.369999,46.400002,3766100,46.400002
2016-04-12,46.650002,47.279999,46.23,47.139999,2445800,47.139999
2016-04-13,47.220001,48.080002,46.950001,47.919998,2242400,47.919998
2016-04-14,48.099998,48.450001,47.77,47.84,1661700,47.84
2016-04-15,47.950001,48.330002,47.700001,48.040001,1404500,48.040001
2016-04-18,48.0,48.18,47.57,47.900002,1354700,47.900002
2016-04-19,47.950001,48.48,47.849998,48.02,1995700,48.02
2016-04-20,48.23,49.119999,48.16,48.610001,1897500,48.610001
2016-04-21,48.889999,49.290001,48.68,48.759998,2159000,48.759998
2016-04-22,48.52,49.450001,48.52,49.139999,1438500,49.139999
2016-04-25,49.200001,49.389999,48.049999,48.209999,1597100,48.209999
2016-04-26,48.41,49.389999,48.110001,49.32,1457100,49.32
2016-04-27,49.169998,50.57,48.700001,50.09,3632400,50.09
2016-04-28,49.990002,50.0,48.119999,48.240002,1846800,48.240002
2016-04-29,47.98,47.98,46.830002,47.220001,3076300,47.220001
2016-05-02,47.459999,47.630001,46.48,46.549999,1707500,46.549999
2016-05-03,46.25,46.380001,45.32,46.07,1478800,46.07
2016-05-04,45.73,46.27,45.509998,45.779999,1103700,45.779999
2016-05-05,45.950001,45.950001,45.220001,45.369999,1320300,45.369999
2016-05-06,45.099998,45.77,44.619999,45.259998,1292300,45.259998
2016-05-09,45.259998,45.669998,45.110001,45.310001,1184300,45.310001
2016-05-10,45.380001,45.919998,45.130001,45.740002,1708000,45.740002
2016-05-11,45.32,45.32,43.59,43.610001,3584800,43.610001
2016-05-12,43.610001,43.790001,42.709999,43.25,2322600,43.25
2016-05-13,43.119999,43.34,41.869999,42.290001,1837100,42.290001
2016-05-16,42.220001,43.029999,42.099998,42.84,1861200,42.84
2016-05-17,42.880001,43.529999,42.330002,43.040001,2190300,43.040001
2016-05-18,42.700001,43.110001,41.900002,42.0,2381000,42.0
2016-05-19,42.040001,42.810001,41.790001,42.23,1429200,42.23
2016-05-20,42.110001,42.669998,42.09,42.669998,2104200,42.669998
2016-05-23,42.75,43.139999,42.41,42.52,1678000,42.52
2016-05-24,42.290001,43.330002,42.139999,43.07,1950800,43.07
2016-05-25,43.18,44.73,43.18,44.549999,2659700,44.549999
2016-05-26,44.650002,44.830002,43.900002,43.98,1553800,43.98
2016-05-27,43.93,44.650002,43.900002,44.529999,1496500,44.529999
2016-05-31,44.689999,45.040001,44.5,44.75,2052500,44.75
2016-06-01,44.82,44.82,44.200001,44.52,1273700,44.52
2016-06-02,44.330002,45.0,44.299999,44.939999,1356700,44.939999
2016-06-03,44.73,44.759998,43.790001,44.450001,1629500,44.450001
