Date,Open_PDCO,High_PDCO,Low_PDCO,Close_PDCO,Volume_PDCO,AdjClose_PDCO
2015-07-22,48.950001,49.830002,48.880001,49.82,1184700,49.068843
2015-07-23,49.59,49.650002,48.630001,48.709999,834700,47.975578
2015-07-24,48.849998,48.919998,48.389999,48.470001,658900,47.739199
2015-07-27,48.349998,48.529999,48.009998,48.209999,792300,47.483117
2015-07-28,48.349998,48.669998,48.040001,48.669998,624400,47.936181
2015-07-29,48.779999,49.09,48.610001,48.939999,833900,48.20211
2015-07-30,48.779999,49.900002,48.549999,49.77,1074300,49.019598
2015-07-31,49.93,50.459999,49.779999,50.16,807000,49.403717
2015-08-03,50.169998,50.27,49.610001,49.950001,591300,49.196884
2015-08-04,49.869999,50.360001,49.700001,49.77,759100,49.019598
2015-08-05,49.889999,50.240002,49.509998,50.130001,777100,49.37417
2015-08-06,50.200001,50.299999,49.48,49.779999,566700,49.029445
2015-08-07,49.82,49.990002,49.259998,49.740002,552200,48.990051
2015-08-10,50.119999,50.41,50.009998,50.169998,586200,49.413564
2015-08-11,50.049999,50.189999,49.549999,49.860001,384900,49.108241
2015-08-12,49.529999,49.560001,48.759998,49.490002,780100,48.743821
2015-08-13,49.450001,49.82,49.169998,49.619999,490600,48.871858
2015-08-14,49.599998,49.799999,49.27,49.790001,359900,49.039297
2015-08-17,49.630001,50.029999,49.34,50.0,508400,49.246129
2015-08-18,51.119999,53.07,50.689999,51.549999,2677000,50.772759
2015-08-19,51.150002,51.759998,50.880001,51.389999,1073900,50.615171
2015-08-20,51.040001,51.240002,50.119999,50.16,931300,49.403717
2015-08-21,49.919998,50.099998,49.119999,49.119999,1448000,48.379396
2015-08-24,47.080002,48.84,45.799999,47.790001,1672100,47.069451
2015-08-25,48.349998,48.599998,47.259998,47.27,1084100,46.557291
2015-08-26,48.220001,49.09,47.349998,49.029999,1476900,48.290753
2015-08-27,48.200001,48.490002,45.040001,45.939999,4341000,45.247342
2015-08-28,45.919998,46.43,45.119999,46.389999,2600300,45.690558
2015-08-31,46.130001,46.720001,45.650002,45.830002,1878400,45.139004
2015-09-01,45.060001,45.57,44.310001,44.459999,2000900,43.789657
2015-09-02,44.709999,44.939999,44.290001,44.939999,1221000,44.26242
2015-09-03,45.029999,45.220001,44.740002,44.84,929500,44.163929
2015-09-04,44.439999,44.889999,44.09,44.68,971700,44.006342
2015-09-08,45.150002,46.060001,44.849998,46.029999,1259600,45.335986
2015-09-09,46.310001,46.490002,45.139999,45.209999,819000,44.528349
2015-09-10,44.970001,45.779999,44.880001,45.529999,712100,44.843524
2015-09-11,45.25,45.849998,45.16,45.73,789500,45.040509
2015-09-14,45.66,45.790001,45.369999,45.66,536900,44.971565
2015-09-15,45.630001,46.23,45.580002,46.029999,678900,45.335986
2015-09-16,44.330002,45.23,43.470001,44.990002,1904500,44.311669
2015-09-17,45.0,45.540001,44.77,45.02,1013000,44.341215
2015-09-18,44.639999,45.279999,44.43,44.919998,1509100,44.242721
2015-09-21,45.09,45.540001,44.790001,45.209999,1026100,44.528349
2015-09-22,44.75,45.099998,44.599998,45.009998,819100,44.331364
2015-09-23,45.150002,45.310001,44.860001,45.099998,742600,44.420007
2015-09-24,44.93,45.080002,44.52,45.009998,631600,44.331364
2015-09-25,45.259998,45.349998,44.07,44.299999,1035800,43.63207
2015-09-28,44.200001,44.23,42.650002,42.91,1409200,42.263028
2015-09-29,42.779999,43.419998,42.66,42.970001,1170300,42.322125
2015-09-30,43.41,43.68,42.84,43.25,1411500,42.597902
2015-10-01,43.25,43.330002,42.619999,43.189999,950000,42.538805
2015-10-02,42.880001,43.990002,42.799999,43.990002,970400,43.326746
2015-10-05,44.360001,44.799999,44.290001,44.720001,875300,44.045739
2015-10-06,44.560001,44.709999,43.990002,44.130001,891100,43.464635
2015-10-07,44.32,45.099998,44.060001,45.009998,1171900,44.331364
2015-10-08,45.040001,46.040001,45.0,45.990002,1196900,45.296591
2015-10-09,45.939999,46.98,45.919998,46.77,1078400,46.06483
2015-10-12,46.639999,46.869999,46.34,46.740002,1024800,46.035283
2015-10-13,46.720001,47.009998,46.09,46.110001,1437000,45.414781
2015-10-14,45.669998,46.09,44.200001,45.18,1057900,44.712135
2015-10-15,45.18,45.939999,45.060001,45.639999,1053100,45.16737
2015-10-16,45.880001,46.419998,45.59,45.93,1098100,45.454368
2015-10-19,45.700001,46.209999,45.459999,46.060001,944800,45.583023
2015-10-20,46.0,46.369999,46.0,46.150002,621100,45.672091
2015-10-21,46.240002,46.580002,45.810001,46.209999,699200,45.731467
2015-10-22,46.43,46.560001,45.459999,45.700001,984800,45.22675
2015-10-23,45.990002,47.080002,45.84,47.009998,1138500,46.523182
2015-10-26,46.990002,47.310001,46.779999,47.02,754600,46.533081
2015-10-27,46.68,47.259998,46.150002,46.66,1233900,46.176808
2015-10-28,46.860001,46.939999,46.349998,46.869999,1187300,46.384632
2015-10-29,46.970001,47.630001,46.75,47.529999,770200,47.037798
2015-10-30,47.630001,47.93,47.330002,47.400002,818800,46.909146
2015-11-02,47.400002,48.099998,47.220001,48.009998,613100,47.512826
2015-11-03,48.040001,48.150002,47.529999,47.939999,516200,47.443552
2015-11-04,47.900002,48.279999,47.759998,48.09,661500,47.592
2015-11-05,48.080002,48.450001,47.82,48.119999,583100,47.621688
2015-11-06,47.919998,48.330002,47.759998,48.189999,597700,47.690963
2015-11-09,48.080002,48.240002,47.59,47.919998,385200,47.423758
2015-11-10,47.93,48.349998,47.650002,48.07,396100,47.572206
2015-11-11,48.48,48.48,48.0,48.060001,673100,47.562312
2015-11-12,47.77,47.959999,47.029999,47.049999,434000,46.562769
2015-11-13,47.130001,47.240002,46.610001,46.77,904000,46.285669
2015-11-16,46.77,47.540001,46.77,47.5,483800,47.008109
2015-11-17,46.77,48.060001,46.77,47.84,409700,47.344589
2015-11-18,47.880001,48.810001,47.810001,48.75,747100,48.245165
2015-11-19,48.490002,48.860001,48.139999,48.279999,783100,47.780031
2015-11-20,48.389999,48.720001,48.259998,48.490002,869900,47.987859
2015-11-23,48.5,48.869999,47.810001,48.630001,1099300,48.126409
2015-11-24,46.02,47.09,44.970001,45.709999,2022700,45.236645
2015-11-25,45.16,45.720001,44.470001,45.599998,881800,45.127784
2015-11-27,45.709999,45.73,45.209999,45.59,446600,45.117889
2015-11-30,45.59,46.0,45.419998,45.57,1009300,45.098095
2015-12-01,45.560001,45.900002,45.360001,45.77,695300,45.296025
2015-12-02,45.419998,45.860001,45.369999,45.470001,566800,44.999132
2015-12-03,45.580002,45.66,44.209999,44.349998,990800,43.890728
2015-12-04,44.389999,44.990002,44.209999,44.959999,1040400,44.494412
2015-12-07,45.09,45.189999,44.66,45.130001,538000,44.662653
2015-12-08,44.889999,44.889999,44.299999,44.48,854500,44.019383
2015-12-09,44.41,44.599998,43.919998,44.060001,756600,43.603734
2015-12-10,44.099998,44.369999,43.970001,44.200001,924700,43.742284
2015-12-11,43.689999,44.150002,43.52,43.759998,717600,43.306838
2015-12-14,43.75,43.84,43.23,43.560001,1090900,43.108912
2015-12-15,43.950001,44.040001,43.34,43.619999,1091000,43.168288
2015-12-16,43.82,44.630001,43.740002,44.560001,1005100,44.098556
2015-12-17,44.669998,44.669998,44.380001,44.400002,813600,43.940213
2015-12-18,44.09,44.369999,43.880001,44.049999,1519800,43.593835
2015-12-21,44.349998,44.689999,43.639999,44.32,537200,43.86104
2015-12-22,44.57,44.77,44.040001,44.68,489700,44.217312
2015-12-23,44.830002,45.16,44.73,44.900002,544200,44.435035
2015-12-24,44.82,45.23,44.759998,45.07,171000,44.603273
2015-12-28,44.84,45.279999,44.68,45.220001,389700,44.751721
2015-12-29,45.52,45.66,45.209999,45.529999,416700,45.058509
2015-12-30,45.509998,45.830002,45.349998,45.450001,562300,44.979339
2015-12-31,45.189999,45.66,45.09,45.209999,577700,44.741823
2016-01-04,44.389999,44.389999,43.25,43.59,1126400,43.1386
2016-01-05,43.619999,44.360001,43.619999,44.169998,614200,43.712592
2016-01-06,44.709999,44.990002,43.68,44.16,1093500,43.921459
2016-01-07,43.639999,43.84,43.32,43.459999,758600,43.22524
2016-01-08,43.580002,44.080002,42.290001,42.389999,837000,42.16102
2016-01-11,42.509998,42.950001,41.099998,41.490002,1023400,41.265884
2016-01-12,41.740002,42.150002,41.419998,41.709999,920900,41.484693
2016-01-13,41.799999,41.830002,40.200001,40.209999,1270400,39.992796
2016-01-14,40.48,40.59,39.900002,40.48,1533400,40.261337
2016-01-15,39.529999,40.32,39.349998,40.240002,1184500,40.022636
2016-01-19,40.73,40.73,39.380001,39.849998,1173400,39.63474
2016-01-20,39.450001,39.889999,38.509998,39.560001,1043100,39.346309
2016-01-21,39.720001,40.029999,39.02,39.389999,866800,39.177225
2016-01-22,39.709999,40.419998,39.41,40.369999,1279800,40.151931
2016-01-25,40.310001,40.779999,40.0,40.25,1148900,40.03258
2016-01-26,40.200001,41.419998,40.200001,41.360001,1510100,41.136585
2016-01-27,41.369999,42.779999,40.459999,40.700001,746000,40.48015
2016-01-28,41.740002,41.759998,40.860001,41.18,1240100,40.957557
2016-01-29,41.349998,42.459999,40.849998,42.459999,1120300,42.230642
2016-02-01,42.27,43.290001,42.09,43.060001,993800,42.827403
2016-02-02,42.709999,42.970001,42.290001,42.790001,1508100,42.558861
2016-02-03,42.93,43.23,42.279999,43.080002,1116900,42.847295
2016-02-04,43.07,43.580002,42.349998,43.240002,805600,43.006431
2016-02-05,43.150002,43.490002,42.34,42.619999,945100,42.389777
2016-02-08,42.389999,42.509998,40.200001,40.880001,1308200,40.659178
2016-02-09,40.34,41.540001,40.169998,41.279999,977300,41.057015
2016-02-10,41.459999,43.029999,40.939999,42.220001,1110100,41.99194
2016-02-11,41.669998,42.27,41.119999,41.459999,1062500,41.236043
2016-02-12,42.009998,42.549999,41.619999,42.48,845300,42.250534
2016-02-16,42.639999,43.599998,42.330002,43.57,1119000,43.334646
2016-02-17,43.59,44.380001,43.299999,44.240002,990700,44.001029
2016-02-18,44.419998,44.720001,44.040001,44.459999,1007400,44.219838
2016-02-19,44.360001,44.630001,43.740002,44.470001,814900,44.229786
2016-02-22,45.630001,46.110001,45.049999,45.360001,818900,45.114978
2016-02-23,45.049999,45.32,44.459999,44.91,686900,44.667408
2016-02-24,44.48,45.310001,44.060001,44.950001,1045900,44.707193
2016-02-25,43.790001,45.509998,43.5,45.09,2234200,44.846436
2016-02-26,45.330002,45.790001,44.259998,44.470001,1013300,44.229786
2016-02-29,44.389999,44.470001,43.439999,43.439999,1257600,43.205347
2016-03-01,43.529999,44.029999,43.139999,44.0,1271900,43.762324
2016-03-02,43.939999,43.990002,43.450001,43.779999,502100,43.543511
2016-03-03,43.619999,44.700001,43.59,44.59,607000,44.349137
2016-03-04,44.529999,44.84,44.16,44.66,544500,44.418759
2016-03-07,44.599998,44.990002,44.369999,44.689999,581600,44.448595
2016-03-08,44.419998,44.580002,43.950001,44.09,471100,43.851838
2016-03-09,44.220001,44.380001,43.669998,43.869999,754700,43.633025
2016-03-10,44.130001,44.310001,43.029999,43.48,789300,43.245132
2016-03-11,43.869999,44.400002,43.549999,44.34,963700,44.100487
2016-03-14,44.43,44.43,44.060001,44.09,776400,43.851838
2016-03-15,43.950001,44.34,43.610001,44.200001,909000,43.961244
2016-03-16,44.360001,45.060001,44.18,44.869999,940000,44.627623
2016-03-17,44.950001,45.209999,44.169998,45.209999,1084300,44.965787
2016-03-18,45.220001,45.740002,45.040001,45.25,1076300,45.005572
2016-03-21,45.049999,45.439999,44.77,45.41,724300,45.164707
2016-03-22,45.240002,45.880001,45.040001,45.790001,688700,45.542656
2016-03-23,45.689999,46.27,45.5,45.900002,757700,45.652062
2016-03-24,45.639999,45.639999,44.139999,44.66,1184100,44.418759
2016-03-28,44.75,44.990002,44.5,44.810001,640300,44.56795
2016-03-29,44.849998,45.970001,44.73,45.93,493800,45.681899
2016-03-30,46.07,46.48,45.91,46.310001,500800,46.059847
2016-03-31,46.290001,46.610001,46.16,46.529999,639700,46.278656
2016-04-01,46.41,46.599998,45.799999,46.349998,779000,46.099628
2016-04-04,46.470001,46.639999,46.290001,46.43,418400,46.179198
2016-04-05,46.049999,46.209999,44.970001,45.099998,1061800,44.85638
2016-04-06,45.009998,45.869999,45.009998,45.849998,506900,45.602329
2016-04-07,45.610001,45.740002,44.73,44.900002,795800,44.657464
2016-04-08,45.040001,45.169998,44.77,44.939999,423000,44.697245
2016-04-11,45.0,45.200001,44.57,44.799999,610600,44.558002
2016-04-12,44.900002,44.990002,44.330002,44.43,960500,44.190001
2016-04-13,44.529999,44.650002,44.240002,44.619999,716500,44.619999
2016-04-14,44.580002,44.900002,44.259998,44.52,641000,44.52
2016-04-15,44.59,44.77,44.470001,44.759998,472000,44.759998
2016-04-18,44.709999,44.939999,44.560001,44.889999,682800,44.889999
2016-04-19,44.970001,45.41,44.919998,45.220001,480000,45.220001
2016-04-20,45.189999,45.529999,44.799999,45.080002,486700,45.080002
2016-04-21,45.02,45.169998,44.700001,44.790001,694700,44.790001
2016-04-22,44.75,45.099998,44.549999,44.93,585000,44.93
2016-04-25,44.849998,44.950001,44.560001,44.950001,566200,44.950001
2016-04-26,45.009998,45.279999,44.470001,44.580002,895100,44.580002
2016-04-27,44.48,44.779999,44.02,44.23,1489700,44.23
2016-04-28,43.98,44.23,43.290001,43.560001,1661800,43.560001
2016-04-29,43.209999,43.360001,42.84,43.349998,1124100,43.349998
2016-05-02,43.400002,43.869999,43.400002,43.610001,800300,43.610001
2016-05-03,43.389999,43.66,43.040001,43.349998,1223100,43.349998
2016-05-04,43.07,43.52,42.689999,42.869999,590300,42.869999
2016-05-05,42.900002,43.360001,42.720001,43.029999,648300,43.029999
2016-05-06,42.869999,43.23,42.73,42.98,804100,42.98
2016-05-09,42.849998,43.610001,42.720001,43.540001,627700,43.540001
2016-05-10,43.779999,44.369999,43.630001,44.049999,503500,44.049999
2016-05-11,44.049999,44.220001,43.619999,43.720001,512500,43.720001
2016-05-12,43.900002,44.459999,43.68,44.389999,1191000,44.389999
2016-05-13,44.43,45.25,44.080002,44.610001,1315500,44.610001
2016-05-16,44.610001,45.68,44.099998,45.599998,1129600,45.599998
2016-05-17,45.32,45.66,44.619999,44.889999,970200,44.889999
2016-05-18,44.869999,45.369999,44.57,45.18,868000,45.18
2016-05-19,44.889999,45.139999,44.639999,45.029999,706500,45.029999
2016-05-20,45.23,45.849998,45.119999,45.790001,3427900,45.790001
2016-05-23,45.689999,45.939999,45.009998,45.040001,1190300,45.040001
2016-05-24,45.080002,46.029999,45.009998,45.98,1121400,45.98
2016-05-25,46.09,46.360001,45.5,45.52,1477200,45.52
2016-05-26,45.599998,48.77,45.400002,48.189999,3584800,48.189999
2016-05-27,47.740002,49.060001,47.740002,48.91,2077000,48.91
2016-05-31,48.860001,49.09,48.540001,48.810001,1076000,48.810001
2016-06-01,48.740002,49.029999,48.52,48.880001,1025000,48.880001
2016-06-02,48.919998,49.299999,48.779999,49.299999,855100,49.299999
2016-06-03,49.110001,49.380001,48.880001,49.099998,755300,49.099998
