Date,Open_OXY,High_OXY,Low_OXY,Close_OXY,Volume_OXY,AdjClose_OXY
2015-08-07,69.339996,70.059998,68.510002,68.779999,3206700,66.585704
2015-08-10,69.089996,71.360001,68.830002,71.279999,4478100,69.005947
2015-08-11,69.300003,71.57,69.209999,71.480003,5104400,69.199571
2015-08-12,71.32,74.25,71.209999,73.730003,7936600,71.377789
2015-08-13,72.949997,73.440002,72.300003,72.93,7357700,70.603308
2015-08-14,73.040001,73.809998,72.919998,73.400002,3204700,71.058315
2015-08-17,73.139999,73.849998,72.800003,73.739998,4883800,71.387464
2015-08-18,73.18,73.870003,73.160004,73.790001,3784900,71.435872
2015-08-19,73.529999,73.900002,71.760002,72.160004,5700800,69.857877
2015-08-20,71.839996,72.190002,70.459999,70.470001,4265600,68.221791
2015-08-21,69.949997,70.839996,69.260002,69.260002,6091500,67.050394
2015-08-24,66.389999,68.650002,64.830002,65.730003,10491100,63.633013
2015-08-25,67.800003,68.889999,65.690002,65.75,8425500,63.652372
2015-08-26,67.279999,67.769997,65.75,67.150002,7990200,65.007709
2015-08-27,68.400002,70.620003,68.029999,70.559998,8175600,68.308916
2015-08-28,70.43,73.110001,70.230003,71.839996,6653700,69.548079
2015-08-31,71.410004,73.269997,69.57,73.010002,7338500,70.680758
2015-09-01,70.970001,71.639999,69.410004,70.010002,7094500,67.776467
2015-09-02,71.080002,71.400002,69.220001,71.080002,5666300,68.81233
2015-09-03,71.309998,72.529999,70.519997,70.860001,4740500,68.599348
2015-09-04,69.629997,70.150002,69.139999,69.650002,4580000,67.427951
2015-09-08,69.459999,69.720001,67.889999,69.5,5321800,68.015129
2015-09-09,69.709999,70.559998,67.5,67.639999,4225800,66.194868
2015-09-10,67.75,68.330002,66.669998,67.739998,4474100,66.29273
2015-09-11,66.809998,67.199997,65.82,66.900002,5637400,65.47068
2015-09-14,66.589996,67.209999,66.050003,66.190002,3878500,64.77585
2015-09-15,66.620003,67.269997,66.309998,66.75,4761100,65.323883
2015-09-16,67.330002,68.529999,67.029999,68.389999,5134900,66.928844
2015-09-17,68.400002,69.779999,67.879997,68.339996,5801800,66.879909
2015-09-18,67.139999,67.82,66.339996,66.839996,6138500,65.411957
2015-09-21,67.260002,67.349998,66.419998,66.800003,3424900,65.372818
2015-09-22,65.910004,66.650002,65.110001,65.760002,6194000,64.355037
2015-09-23,66.0,66.290001,64.669998,64.82,3909000,63.435117
2015-09-24,64.190002,65.57,64.139999,65.080002,4369300,63.689565
2015-09-25,65.599998,66.199997,64.800003,66.120003,5653500,64.707346
2015-09-28,65.139999,65.599998,63.599998,63.639999,4811200,62.280328
2015-09-29,64.080002,64.730003,63.689999,64.470001,4058500,63.092597
2015-09-30,65.199997,66.260002,64.940002,66.150002,5168600,64.736704
2015-10-01,67.029999,67.970001,65.370003,65.970001,5161500,64.560549
2015-10-02,65.5,68.82,65.25,68.790001,4839800,67.320299
2015-10-05,69.480003,71.300003,69.419998,70.650002,4629000,69.140561
2015-10-06,70.839996,72.709999,70.040001,71.589996,6591700,70.060473
2015-10-07,72.709999,73.589996,71.110001,71.889999,7649000,70.354066
2015-10-08,71.849998,74.260002,71.580002,74.07,6135400,72.487491
2015-10-09,74.260002,74.639999,73.360001,73.599998,5815600,72.027531
2015-10-12,73.809998,73.900002,72.550003,73.040001,3293300,71.479498
2015-10-13,72.440002,73.580002,72.050003,72.709999,3054800,71.156547
2015-10-14,72.620003,74.169998,72.300003,73.900002,4263900,72.321125
2015-10-15,73.709999,74.800003,73.139999,74.720001,5442600,73.123605
2015-10-16,75.489998,75.5,73.519997,74.230003,5185500,72.644076
2015-10-19,73.389999,73.529999,72.169998,72.709999,4920900,71.156547
2015-10-20,72.459999,73.279999,72.07,72.580002,4464700,71.029327
2015-10-21,72.489998,72.980003,71.940002,72.010002,3641300,70.471505
2015-10-22,72.599998,74.440002,72.589996,74.339996,4261700,72.751719
2015-10-23,73.940002,74.510002,73.370003,73.709999,4026500,72.135182
2015-10-26,73.400002,73.599998,71.650002,71.660004,3858100,70.128984
2015-10-27,70.68,70.790001,69.599998,70.199997,4484900,68.700171
2015-10-28,70.769997,74.510002,70.279999,73.809998,7533300,72.233044
2015-10-29,73.449997,74.879997,73.0,74.129997,4827100,72.546206
2015-10-30,74.43,75.559998,73.580002,74.540001,4684100,72.94745
2015-11-02,73.989998,76.18,73.879997,75.580002,4634700,73.965232
2015-11-03,76.349998,77.360001,75.860001,76.599998,5243200,74.963436
2015-11-04,76.5,76.5,75.110001,75.760002,4415200,74.141386
2015-11-05,75.269997,77.269997,75.150002,75.709999,3953300,74.092451
2015-11-06,75.050003,75.650002,74.349998,75.099998,3652500,73.495484
2015-11-09,74.940002,75.639999,74.599998,75.209999,4096300,73.603134
2015-11-10,74.93,76.739998,74.720001,76.260002,4063900,74.630704
2015-11-11,76.379997,77.370003,75.489998,75.620003,5102100,74.004378
2015-11-12,74.529999,74.949997,72.959999,73.139999,3867100,71.57736
2015-11-13,72.940002,73.949997,72.360001,73.510002,3690900,71.939458
2015-11-16,73.650002,75.019997,73.010002,74.970001,4423000,73.368264
2015-11-17,75.029999,75.160004,73.980003,74.25,3348900,72.663645
2015-11-18,74.610001,75.900002,74.32,75.769997,3602300,74.151167
2015-11-19,75.32,76.379997,74.809998,75.300003,3755400,73.691215
2015-11-20,75.25,75.580002,73.959999,74.089996,3240900,72.50706
2015-11-23,73.989998,74.709999,73.599998,74.099998,2492100,72.516849
2015-11-24,74.550003,76.209999,73.970001,75.900002,4274600,74.278394
2015-11-25,75.099998,76.040001,74.75,75.379997,2949400,73.7695
2015-11-27,74.550003,75.260002,74.5,75.190002,1415300,73.583565
2015-11-30,75.260002,76.400002,74.809998,75.589996,5466200,73.975013
2015-12-01,75.68,76.75,75.010002,76.690002,4660700,75.051517
2015-12-02,76.0,77.169998,75.0,75.309998,6622400,73.700996
2015-12-03,75.709999,75.830002,71.93,72.43,6962100,70.88253
2015-12-04,71.410004,72.610001,69.639999,71.720001,8909600,70.1877
2015-12-07,69.940002,70.639999,68.279999,69.32,7639500,67.838975
2015-12-08,66.599998,67.919998,65.93,67.300003,7669100,66.582517
2015-12-09,67.410004,69.220001,67.279999,67.949997,4973400,67.225582
2015-12-10,67.660004,69.32,67.349998,68.419998,5003800,67.690572
2015-12-11,67.309998,67.459999,65.639999,66.029999,6358300,65.326053
2015-12-14,65.5,66.769997,64.889999,66.650002,6615400,65.939445
2015-12-15,67.440002,68.82,67.309998,68.440002,5307600,67.710363
2015-12-16,68.440002,69.620003,67.519997,68.870003,5563700,68.135779
2015-12-17,68.230003,68.599998,65.650002,66.419998,5748200,65.711894
2015-12-18,66.419998,67.019997,65.830002,65.959999,7027400,65.256799
2015-12-21,66.339996,66.940002,65.220001,66.139999,4534400,65.43488
2015-12-22,66.309998,68.150002,65.739998,66.980003,5755300,66.265929
2015-12-23,68.279999,69.339996,67.889999,69.209999,5647900,68.472151
2015-12-24,69.209999,69.629997,68.650002,69.199997,2206400,68.462255
2015-12-28,67.830002,68.470001,67.470001,67.989998,3520300,67.265156
2015-12-29,69.279999,69.5,67.650002,68.190002,3503400,67.463028
2015-12-30,67.260002,68.510002,66.879997,67.019997,3137100,66.305496
2015-12-31,66.419998,68.0,66.419998,67.610001,4618000,66.88921
2016-01-04,67.089996,67.879997,66.370003,67.410004,4777600,66.691345
2016-01-05,67.18,68.709999,66.779999,68.529999,4468000,67.7994
2016-01-06,66.75,67.110001,64.760002,65.440002,6740500,64.742346
2016-01-07,64.07,65.68,63.689999,64.260002,6562600,63.574926
2016-01-08,64.760002,64.949997,62.939999,63.169998,6203000,62.496542
2016-01-11,62.959999,63.419998,59.970001,61.220001,9126200,60.567334
2016-01-12,61.419998,61.880001,58.82,60.970001,7996900,60.32
2016-01-13,61.75,62.799999,60.029999,60.400002,7836400,59.756077
2016-01-14,60.75,64.809998,60.189999,64.0,9582300,63.317696
2016-01-15,61.32,63.049999,60.959999,62.790001,7414400,62.120596
2016-01-19,63.5,63.650002,60.34,61.459999,7852000,60.804774
2016-01-20,60.259998,60.869999,58.240002,59.619999,9785200,58.98439
2016-01-21,59.110001,61.169998,58.759998,60.849998,7201500,60.201276
2016-01-22,63.529999,64.389999,61.439999,63.799999,7590100,63.119827
2016-01-25,63.009998,64.300003,61.73,61.790001,5622700,61.131257
2016-01-26,63.09,63.610001,62.139999,63.23,5580900,62.555904
2016-01-27,62.799999,65.870003,62.279999,64.160004,6212400,63.475993
2016-01-28,66.150002,66.75,64.080002,65.870003,7598500,65.167762
2016-01-29,65.989998,68.830002,65.879997,68.830002,10015300,68.096205
2016-02-01,67.540001,67.779999,65.830002,66.559998,6054000,65.850401
2016-02-02,64.339996,66.300003,64.029999,65.480003,5763100,64.781921
2016-02-03,66.589996,68.190002,64.75,68.129997,6419600,67.403663
2016-02-04,68.900002,70.489998,66.779999,66.980003,9267300,66.265929
2016-02-05,66.400002,66.650002,64.75,65.470001,6392800,64.772025
2016-02-08,63.68,66.699997,63.240002,66.190002,6596000,65.48435
2016-02-09,65.129997,66.169998,64.050003,65.220001,4970500,64.52469
2016-02-10,65.129997,67.0,64.290001,65.660004,7297000,64.960002
2016-02-11,64.389999,66.519997,64.120003,66.199997,6039300,65.494238
2016-02-12,67.0,67.779999,66.440002,67.059998,5024900,66.345071
2016-02-16,68.25,68.32,67.150002,68.010002,6296600,67.284947
2016-02-17,69.339996,71.300003,68.709999,70.629997,6539800,69.87701
2016-02-18,71.330002,71.459999,69.809998,70.290001,4878300,69.540639
2016-02-19,69.839996,70.370003,68.93,70.260002,5547000,69.51096
2016-02-22,71.900002,72.190002,71.099998,71.68,4665100,70.915819
2016-02-23,71.370003,71.769997,68.580002,69.0,4214700,68.264391
2016-02-24,67.709999,69.610001,67.400002,69.470001,3447400,68.729381
2016-02-25,69.550003,69.93,68.470001,69.650002,2522900,68.907462
2016-02-26,71.230003,71.230003,69.75,69.800003,3347800,69.055865
2016-02-29,70.309998,70.529999,68.519997,68.82,4651000,68.086309
2016-03-01,69.25,70.599998,68.57,70.449997,4472100,69.698929
2016-03-02,70.080002,71.660004,69.57,71.610001,4522400,70.846566
2016-03-03,71.589996,71.620003,69.379997,70.489998,6663200,69.738504
2016-03-04,70.699997,71.0,69.150002,69.720001,5744800,68.976716
2016-03-07,70.07,70.739998,68.32,70.349998,6939600,69.599997
2016-03-08,69.120003,69.18,66.199997,66.400002,7144900,66.400002
2016-03-09,67.230003,69.25,66.300003,68.43,5721100,68.43
2016-03-10,68.269997,68.730003,67.529999,68.440002,4635500,68.440002
2016-03-11,69.669998,70.209999,69.110001,69.949997,3880400,69.949997
2016-03-14,69.129997,69.669998,68.650002,69.050003,2935000,69.050003
2016-03-15,68.059998,68.360001,67.480003,68.330002,4170100,68.330002
2016-03-16,68.739998,69.739998,68.07,69.419998,3585100,69.419998
2016-03-17,70.330002,71.169998,69.449997,70.660004,4323600,70.660004
2016-03-18,71.239998,71.57,70.099998,71.300003,5946600,71.300003
2016-03-21,70.889999,71.360001,70.07,70.669998,2323000,70.669998
2016-03-22,70.029999,70.57,69.370003,69.610001,3307200,69.610001
2016-03-23,68.889999,69.400002,68.029999,68.290001,4441100,68.290001
2016-03-24,67.269997,68.739998,67.25,68.510002,4904100,68.510002
2016-03-28,68.660004,68.720001,67.760002,68.029999,2498300,68.029999
2016-03-29,66.949997,68.040001,66.900002,67.93,3315400,67.93
2016-03-30,68.910004,69.309998,68.220001,68.599998,3027500,68.599998
2016-03-31,68.239998,69.419998,68.150002,68.43,3285400,68.43
2016-04-01,67.230003,68.419998,66.980003,68.199997,2617900,68.199997
2016-04-04,68.68,69.120003,67.769997,68.190002,3233700,68.190002
2016-04-05,67.480003,68.080002,66.940002,67.419998,4180500,67.419998
2016-04-06,67.940002,70.239998,67.400002,70.120003,4095500,70.120003
2016-04-07,69.550003,70.400002,69.0,69.379997,2540100,69.379997
2016-04-08,70.709999,71.139999,70.220001,70.599998,3194800,70.599998
2016-04-11,70.809998,71.580002,70.769997,70.790001,3149900,70.790001
2016-04-12,71.279999,72.919998,70.330002,72.449997,4143600,72.449997
2016-04-13,72.650002,72.879997,71.650002,72.239998,3723800,72.239998
2016-04-14,72.660004,74.470001,72.300003,74.32,6053200,74.32
2016-04-15,73.800003,74.0,72.099998,72.150002,4730700,72.150002
2016-04-18,72.150002,73.660004,70.699997,73.300003,3745300,73.300003
2016-04-19,73.709999,74.989998,72.989998,74.860001,4006500,74.860001
2016-04-20,74.629997,76.120003,74.0,75.07,4149800,75.07
2016-04-21,75.209999,75.730003,74.379997,74.620003,3206600,74.620003
2016-04-22,74.919998,76.0,74.830002,75.849998,2829100,75.849998
2016-04-25,75.260002,75.93,74.629997,75.099998,3028800,75.099998
2016-04-26,75.75,76.599998,75.239998,76.480003,3223500,76.480003
2016-04-27,76.760002,78.089996,76.650002,77.519997,3635600,77.519997
2016-04-28,77.709999,77.709999,75.830002,76.230003,3613200,76.230003
2016-04-29,76.5,77.230003,75.779999,76.650002,4480500,76.650002
2016-05-02,76.220001,76.5,75.389999,76.330002,3323200,76.330002
2016-05-03,75.43,75.879997,74.709999,75.57,4146000,75.57
2016-05-04,75.18,75.779999,73.849998,73.959999,6106900,73.959999
2016-05-05,75.660004,76.889999,75.080002,76.139999,6312500,76.139999
2016-05-06,75.309998,76.639999,75.099998,76.059998,5253800,76.059998
2016-05-09,75.25,75.830002,74.25,75.540001,3891300,75.540001
2016-05-10,75.660004,76.580002,75.519997,76.410004,4691900,76.410004
2016-05-11,75.900002,77.019997,75.68,76.309998,4471700,76.309998
2016-05-12,76.980003,77.199997,76.160004,76.480003,3637200,76.480003
2016-05-13,76.360001,76.379997,75.169998,75.339996,3558200,75.339996
2016-05-16,76.150002,76.849998,75.839996,76.529999,4428500,76.529999
2016-05-17,76.330002,77.080002,75.760002,76.339996,5313000,76.339996
2016-05-18,75.379997,75.889999,74.309998,74.809998,6079800,74.809998
2016-05-19,74.5,75.0,73.82,74.839996,3889300,74.839996
2016-05-20,75.309998,75.43,74.599998,74.959999,3402000,74.959999
2016-05-23,74.480003,75.370003,74.309998,74.870003,3306900,74.870003
2016-05-24,75.540001,76.389999,74.980003,76.120003,3619900,76.120003
2016-05-25,76.870003,77.349998,75.879997,76.169998,3399500,76.169998
2016-05-26,76.699997,77.18,76.050003,76.110001,2260500,76.110001
2016-05-27,75.970001,76.220001,75.580002,76.150002,2199700,76.150002
2016-05-31,76.220001,76.510002,75.080002,75.440002,4040000,75.440002
2016-06-01,74.900002,75.550003,74.330002,75.440002,3020700,75.440002
2016-06-02,74.82,75.25,74.360001,75.209999,2227600,75.209999
2016-06-03,75.480003,75.720001,74.370003,74.830002,2547000,74.830002
