Date,Open_TAP,High_TAP,Low_TAP,Close_TAP,Volume_TAP,AdjClose_TAP
2015-10-15,86.410004,87.949997,86.029999,87.760002,3588500,86.606917
2015-10-16,88.029999,88.410004,87.309998,88.300003,2705500,87.139823
2015-10-19,88.279999,88.800003,87.870003,88.129997,2058800,86.972051
2015-10-20,88.129997,88.690002,87.580002,88.5,1694900,87.337192
2015-10-21,88.599998,88.889999,87.650002,87.910004,1414500,86.754948
2015-10-22,88.040001,88.769997,87.800003,88.07,1704100,86.912842
2015-10-23,88.690002,88.690002,87.529999,88.480003,1803600,87.317458
2015-10-26,88.279999,88.68,87.559998,88.239998,1007500,87.080606
2015-10-27,87.889999,88.07,86.279999,86.709999,1659500,85.57071
2015-10-28,86.839996,88.32,86.839996,87.970001,1928900,86.814157
2015-10-29,87.970001,88.489998,87.129997,87.489998,1118700,86.340461
2015-10-30,87.949997,88.639999,87.120003,88.099998,1328800,86.942447
2015-11-02,88.07,88.830002,87.669998,88.709999,1317700,87.544432
2015-11-03,88.25,88.639999,87.459999,87.900002,2545500,86.745077
2015-11-04,87.900002,88.199997,86.660004,87.419998,1889600,86.271381
2015-11-05,87.279999,88.480003,86.120003,87.82,1243700,86.666127
2015-11-06,87.330002,87.910004,86.0,87.57,1423600,86.419411
2015-11-09,87.410004,87.699997,86.510002,87.360001,1897600,86.212172
2015-11-10,87.32,90.589996,86.660004,88.309998,5595400,87.149686
2015-11-11,88.150002,93.349998,87.199997,92.190002,10523400,90.978712
2015-11-12,91.860001,94.629997,91.449997,92.120003,5049200,90.909632
2015-11-13,91.610001,94.260002,91.510002,93.809998,3859000,92.577422
2015-11-16,94.32,95.160004,92.910004,93.879997,2882600,92.646501
2015-11-17,94.349998,95.489998,93.879997,95.129997,2437100,93.880078
2015-11-18,95.360001,95.739998,93.32,94.089996,1968500,92.853741
2015-11-19,94.410004,94.410004,93.129997,93.879997,2248900,92.646501
2015-11-20,94.360001,94.510002,92.389999,92.5,2214700,91.284636
2015-11-23,93.150002,93.410004,91.989998,92.25,2020500,91.037921
2015-11-24,92.209999,92.660004,91.620003,92.110001,1818200,90.899761
2015-11-25,92.239998,92.970001,92.029999,92.5,2367700,91.692779
2015-11-27,92.769997,93.720001,92.290001,93.370003,659200,92.555189
2015-11-30,93.379997,94.150002,91.949997,92.029999,1644500,91.226879
2015-12-01,92.339996,93.540001,92.269997,93.169998,1193200,92.35693
2015-12-02,93.0,93.330002,92.370003,92.75,1235300,91.940597
2015-12-03,92.699997,93.190002,91.410004,91.959999,2261700,91.15749
2015-12-04,92.0,95.510002,91.989998,95.139999,2537900,94.30974
2015-12-07,95.220001,95.239998,94.239998,94.75,1278400,93.923144
2015-12-08,94.279999,94.809998,92.75,94.589996,2175800,93.764536
2015-12-09,94.209999,95.129997,93.239998,93.720001,1132800,92.902133
2015-12-10,93.599998,94.18,93.0,93.389999,1096600,92.575011
2015-12-11,92.220001,93.93,92.010002,92.68,2142100,91.871208
2015-12-14,92.550003,93.150002,90.93,91.910004,1948800,91.107931
2015-12-15,92.75,94.389999,92.190002,93.720001,1955900,92.902133
2015-12-16,94.019997,94.550003,92.559998,94.160004,1922000,93.338296
2015-12-17,94.169998,95.129997,93.260002,93.720001,1042900,92.902133
2015-12-18,93.279999,93.620003,92.5,92.550003,1866800,91.742345
2015-12-21,93.389999,93.410004,92.290001,92.730003,1240800,91.920775
2015-12-22,93.07,93.510002,92.190002,93.139999,1247100,92.327193
2015-12-23,93.419998,93.980003,92.910004,93.959999,903200,93.140037
2015-12-24,94.050003,94.410004,93.760002,93.980003,454800,93.159867
2015-12-28,93.540001,93.540001,92.779999,93.440002,686900,92.624578
2015-12-29,93.989998,95.040001,93.769997,94.889999,912400,94.061921
2015-12-30,95.019997,95.029999,94.190002,94.540001,808100,93.714977
2015-12-31,94.199997,94.639999,93.849998,93.919998,758800,93.100385
2016-01-04,92.970001,92.970001,91.43,92.290001,2293700,91.484612
2016-01-05,92.540001,93.099998,91.580002,92.639999,1824300,91.831556
2016-01-06,91.620003,91.830002,90.360001,90.800003,2187700,90.007617
2016-01-07,89.919998,91.519997,89.800003,90.349998,2491300,89.56154
2016-01-08,90.459999,90.870003,88.970001,89.220001,1675800,88.441404
2016-01-11,89.419998,90.120003,87.860001,88.470001,1810400,87.697949
2016-01-12,89.080002,89.699997,88.519997,89.580002,2248900,88.798263
2016-01-13,89.669998,89.949997,87.410004,87.589996,2380200,86.825623
2016-01-14,87.650002,88.489998,84.739998,86.739998,4253600,85.983043
2016-01-15,85.150002,86.290001,83.830002,86.029999,3435200,85.279239
2016-01-19,87.029999,87.669998,86.029999,87.199997,2154100,86.439027
2016-01-20,86.410004,86.989998,85.309998,86.269997,3143800,85.517143
2016-01-21,87.459999,87.629997,86.040001,86.57,2463300,85.814528
2016-01-22,87.910004,90.099998,87.860001,88.900002,1701900,88.124196
2016-01-25,88.519997,88.800003,87.489998,87.599998,1396200,86.835538
2016-01-26,87.769997,88.739998,86.93,87.760002,2159200,86.994146
2016-01-27,85.160004,89.43,84.400002,87.75,3755200,86.984231
2016-01-28,88.139999,89.559998,87.800003,88.449997,2743900,87.678119
2016-01-29,88.470001,90.970001,88.050003,90.480003,20928900,89.69041
2016-02-01,90.5,92.410004,90.080002,91.910004,4963900,91.107931
2016-02-02,91.459999,91.639999,90.589996,91.550003,2676700,90.751072
2016-02-03,91.839996,91.900002,88.940002,89.970001,2231600,89.184859
2016-02-04,89.959999,89.959999,86.889999,87.629997,3074000,86.865275
2016-02-05,87.330002,87.730003,86.080002,86.949997,2917100,86.191209
2016-02-08,86.0,86.18,83.800003,83.900002,5427800,83.16783
2016-02-09,83.629997,85.300003,83.029999,83.870003,3343800,83.138093
2016-02-10,84.529999,85.239998,84.080002,84.18,1869500,83.445385
2016-02-11,82.769997,84.199997,80.779999,83.629997,2993200,82.900182
2016-02-12,83.5,84.639999,83.300003,84.139999,2057000,83.405734
2016-02-16,85.279999,85.290001,83.459999,84.660004,2386900,83.9212
2016-02-17,85.279999,86.519997,84.730003,86.239998,1963300,85.487406
