Date,Open_VNO,High_VNO,Low_VNO,Close_VNO,Volume_VNO,AdjClose_VNO
2015-08-07,94.730003,96.099998,93.709999,95.129997,721900,93.255155
2015-08-10,95.75,96.169998,95.25,95.830002,758600,93.941363
2015-08-11,95.720001,97.059998,95.220001,96.550003,734600,94.647175
2015-08-12,96.059998,96.919998,95.760002,96.900002,567300,94.990275
2015-08-13,96.580002,97.580002,95.769997,97.050003,735800,95.137321
2015-08-14,96.849998,97.040001,96.089996,96.93,613800,95.019683
2015-08-17,96.900002,97.860001,96.089996,96.940002,650100,95.029488
2015-08-18,96.760002,97.279999,96.300003,96.68,599200,94.77461
2015-08-19,96.190002,96.480003,95.050003,95.43,587000,93.549245
2015-08-20,94.970001,95.220001,94.220001,94.43,813300,92.568953
2015-08-21,93.860001,94.330002,92.120003,92.160004,1148300,90.343694
2015-08-24,92.160004,92.529999,87.139999,87.43,1512300,85.706911
2015-08-25,89.349998,89.349998,84.730003,84.800003,1191900,83.128746
2015-08-26,86.25,88.290001,85.440002,88.120003,1320000,86.383315
2015-08-27,88.589996,91.239998,88.470001,90.279999,980700,88.500741
2015-08-28,89.889999,90.809998,88.739998,89.519997,929900,87.755717
2015-08-31,89.269997,90.120003,87.129997,87.190002,1183600,85.471643
2015-09-01,85.800003,87.129997,85.18,85.980003,1082500,84.285491
2015-09-02,86.760002,87.589996,86.339996,87.230003,729900,85.510856
2015-09-03,87.459999,88.190002,87.029999,87.279999,806100,85.559866
2015-09-04,86.480003,86.57,84.599998,84.919998,996300,83.246376
2015-09-08,86.370003,86.830002,85.459999,86.610001,959600,84.903072
2015-09-09,87.550003,87.599998,85.809998,86.040001,845000,84.344306
2015-09-10,85.699997,87.82,85.699997,86.870003,770000,85.15795
2015-09-11,86.599998,88.889999,86.260002,88.870003,851400,87.118534
2015-09-14,89.089996,89.089996,88.110001,88.5,711700,86.755823
2015-09-15,88.510002,89.989998,88.0,89.800003,816100,88.030205
2015-09-16,89.599998,91.220001,89.260002,90.989998,642900,89.196747
2015-09-17,90.879997,93.610001,90.620003,92.019997,835700,90.206447
2015-09-18,90.540001,92.900002,90.540001,91.760002,1499900,89.951576
2015-09-21,92.050003,93.010002,91.650002,92.330002,656600,90.510342
2015-09-22,91.669998,92.129997,90.760002,91.029999,873300,89.23596
2015-09-23,91.089996,91.839996,90.540001,91.379997,567600,89.579061
2015-09-24,90.970001,91.529999,90.019997,90.589996,799400,88.804629
2015-09-25,91.389999,91.769997,90.25,91.110001,510200,89.314385
2015-09-28,90.400002,90.739998,89.239998,89.660004,725900,87.892965
2015-09-29,89.690002,90.809998,89.550003,90.629997,613300,88.843842
2015-09-30,91.330002,91.559998,89.839996,90.419998,1010200,88.637981
2015-10-01,90.849998,90.959999,89.32,90.57,708400,88.785027
2015-10-02,90.300003,91.709999,89.57,91.699997,659300,89.892754
2015-10-05,92.150002,92.970001,91.730003,92.900002,658100,91.069108
2015-10-06,92.690002,93.290001,92.160004,92.879997,512600,91.049498
2015-10-07,93.010002,94.370003,92.959999,94.300003,952800,92.441518
2015-10-08,94.029999,95.949997,93.779999,95.879997,785200,93.990374
2015-10-09,95.82,96.0,94.68,95.230003,556800,93.35319
2015-10-12,95.300003,96.290001,95.110001,96.239998,667400,94.343279
2015-10-13,96.099998,96.5,94.989998,95.690002,786300,93.804123
2015-10-14,95.940002,96.209999,94.989998,95.419998,534500,93.53944
2015-10-15,95.940002,97.690002,95.620003,97.629997,1098500,95.705884
2015-10-16,98.160004,98.809998,97.82,98.269997,676800,96.33327
2015-10-19,98.150002,100.269997,98.0,100.230003,776800,98.254649
2015-10-20,99.75,100.589996,98.839996,99.519997,777800,97.558635
2015-10-21,99.879997,100.300003,98.779999,98.82,534900,96.872434
2015-10-22,99.209999,100.610001,98.949997,100.209999,821000,98.235039
2015-10-23,100.110001,100.779999,98.790001,99.529999,1101400,97.56844
2015-10-26,99.739998,99.879997,99.059998,99.760002,618500,97.79391
2015-10-27,99.470001,100.029999,98.940002,99.540001,504100,97.578245
2015-10-28,99.690002,100.75,98.510002,100.720001,972600,98.73499
2015-10-29,100.169998,100.809998,99.970001,100.699997,454100,98.71538
2015-10-30,100.690002,100.870003,100.089996,100.550003,1478000,98.568342
2015-11-02,100.559998,103.410004,98.309998,103.410004,935700,101.371977
2015-11-03,103.260002,103.260002,98.709999,100.800003,1287200,98.813415
2015-11-04,101.0,101.339996,99.529999,99.900002,994800,97.931151
2015-11-05,99.699997,100.010002,99.120003,99.779999,918800,97.813513
2015-11-06,97.760002,98.199997,95.550003,96.480003,991100,95.179504
2015-11-09,96.480003,96.669998,94.099998,95.0,855400,93.71945
2015-11-10,95.110001,96.129997,95.010002,95.699997,771500,94.410012
2015-11-11,96.029999,96.269997,95.419998,95.989998,594700,94.696103
2015-11-12,95.690002,95.940002,94.660004,94.75,511500,93.47282
2015-11-13,94.629997,95.660004,93.440002,93.580002,569600,92.318593
2015-11-16,93.580002,94.699997,93.059998,94.669998,563300,93.393897
2015-11-17,94.379997,95.290001,94.129997,94.160004,446800,92.890777
2015-11-18,94.639999,95.75,94.120003,95.639999,472400,94.350823
2015-11-19,95.809998,96.470001,95.379997,96.190002,430700,94.893412
2015-11-20,96.709999,97.379997,96.610001,97.190002,784900,95.879933
2015-11-23,96.980003,97.510002,96.870003,97.260002,418500,95.948989
2015-11-24,96.769997,97.629997,96.220001,97.339996,756700,96.027905
2015-11-25,97.269997,97.82,96.370003,96.860001,589400,95.554379
2015-11-27,96.650002,97.830002,96.599998,97.550003,312600,96.235081
2015-11-30,97.730003,97.970001,96.599998,96.760002,949100,95.455728
2015-12-01,97.410004,98.849998,97.120003,98.82,694500,97.487958
2015-12-02,98.209999,99.110001,96.870003,97.059998,728600,95.75168
2015-12-03,96.5,97.050003,95.809998,96.379997,968800,95.080846
2015-12-04,96.839996,98.489998,96.510002,97.790001,721000,96.471843
2015-12-07,97.650002,98.419998,97.190002,98.139999,673600,96.817124
2015-12-08,97.959999,98.400002,97.309998,98.0,566300,96.679012
2015-12-09,97.5,98.290001,96.709999,97.529999,573000,96.215346
2015-12-10,97.550003,97.900002,96.330002,96.900002,702300,95.593841
2015-12-11,96.230003,97.309998,95.790001,96.599998,921000,95.297882
2015-12-14,96.470001,97.709999,95.709999,97.650002,943700,96.333731
2015-12-15,98.199997,99.099998,98.169998,98.330002,1026000,97.004565
2015-12-16,98.760002,100.510002,98.129997,100.160004,984700,98.8099
2015-12-17,100.080002,101.330002,99.419998,99.43,955800,98.089736
2015-12-18,99.050003,99.260002,97.470001,97.5,1443000,96.185752
2015-12-21,98.550003,98.870003,96.800003,97.449997,660800,96.136423
2015-12-22,98.059998,98.669998,97.900002,98.029999,896400,96.708606
2015-12-23,98.339996,99.940002,98.220001,99.910004,613100,98.56327
2015-12-24,99.989998,100.220001,99.309998,99.809998,207300,98.464612
2015-12-28,99.440002,100.580002,99.07,100.480003,394900,99.125586
2015-12-29,100.949997,101.720001,100.5,101.480003,593800,100.112107
2015-12-30,101.309998,101.900002,101.080002,101.160004,337300,99.79642
2015-12-31,101.019997,101.269997,99.889999,99.959999,578500,98.612591
2016-01-04,98.900002,99.330002,97.489998,98.419998,677900,97.093349
2016-01-05,98.800003,99.970001,98.489998,99.720001,571200,98.375828
2016-01-06,98.940002,99.5,98.220001,99.25,780000,97.912162
2016-01-07,97.830002,98.769997,97.629997,98.269997,1129800,96.945369
2016-01-08,98.330002,98.970001,95.93,96.150002,678600,94.85395
2016-01-11,96.470001,97.949997,95.559998,95.68,920300,94.390284
2016-01-12,96.150002,96.150002,93.959999,94.279999,973700,93.009154
2016-01-13,94.410004,94.860001,92.779999,92.93,848600,91.677353
2016-01-14,93.260002,93.809998,92.129997,92.540001,820700,91.292611
2016-01-15,92.779999,92.779999,90.589996,90.839996,1288900,89.615521
2016-01-19,91.650002,92.269997,91.019997,91.150002,729700,89.921348
2016-01-20,90.239998,90.870003,86.730003,88.440002,1255000,87.247878
2016-01-21,88.910004,89.809998,87.82,88.849998,852800,87.652347
2016-01-22,90.029999,91.559998,90.019997,90.769997,1288900,89.546465
2016-01-25,90.660004,91.879997,89.989998,90.160004,627400,88.944694
2016-01-26,90.370003,92.07,90.07,92.059998,974500,90.819077
2016-01-27,91.660004,91.800003,90.449997,91.150002,744200,89.921348
2016-01-28,90.849998,91.68,86.599998,86.940002,1900000,86.365025
2016-01-29,88.0,89.169998,85.959999,88.459999,3011900,87.87497
2016-02-01,87.510002,88.849998,87.080002,87.839996,1474600,87.259067
2016-02-02,87.5,89.699997,84.970001,85.239998,1673000,84.676264
2016-02-03,85.769997,86.440002,84.57,86.110001,845100,85.540513
2016-02-04,85.910004,86.779999,84.519997,86.089996,1096600,85.520641
2016-02-05,85.720001,86.309998,84.209999,84.260002,1294100,83.702749
2016-02-08,83.769997,84.330002,79.349998,80.720001,1465500,80.18616
2016-02-09,80.18,81.209999,79.389999,80.43,1495700,79.898077
2016-02-10,80.800003,82.739998,80.099998,81.099998,1272700,80.563644
2016-02-11,79.860001,80.919998,78.910004,80.150002,2589300,79.61993
2016-02-12,80.849998,81.510002,80.480003,81.129997,1272700,80.593445
2016-02-16,81.93,82.769997,81.059998,82.419998,2622500,81.874914
2016-02-17,82.5,83.589996,80.839996,82.620003,1962900,82.073596
2016-02-18,82.510002,84.879997,82.120003,84.300003,1241500,83.742486
2016-02-19,83.849998,85.639999,83.099998,85.019997,2065000,84.457717
2016-02-22,85.660004,87.510002,85.660004,87.309998,1179800,86.732574
2016-02-23,86.809998,88.160004,85.230003,86.660004,1187900,86.086878
2016-02-24,86.230003,86.730003,85.099998,85.849998,792000,85.28223
2016-02-25,86.620003,87.330002,85.32,86.410004,1113000,85.838532
2016-02-26,86.459999,87.029999,85.989998,86.150002,683900,85.580249
2016-02-29,86.290001,87.510002,85.959999,86.360001,1060400,85.788859
2016-03-01,86.93,89.290001,86.75,89.260002,1018500,88.669682
2016-03-02,89.300003,90.389999,89.230003,90.389999,554100,89.792206
2016-03-03,90.709999,91.080002,89.919998,91.080002,566800,90.477645
2016-03-04,91.040001,92.720001,90.849998,92.510002,1023800,91.898188
2016-03-07,91.699997,92.209999,91.169998,91.860001,600100,91.252485
2016-03-08,91.57,91.650002,89.529999,89.639999,1024100,89.047166
2016-03-09,90.309998,90.709999,89.129997,89.470001,785800,88.878292
2016-03-10,90.129997,90.129997,87.779999,88.739998,758600,88.153117
2016-03-11,89.709999,92.080002,89.019997,91.989998,708600,91.381623
2016-03-14,91.580002,91.970001,90.029999,91.440002,544600,90.835265
2016-03-15,90.75,91.650002,90.480003,91.529999,461000,90.924666
2016-03-16,91.099998,93.230003,90.959999,93.040001,436300,92.424682
2016-03-17,93.160004,94.339996,92.790001,93.940002,701700,93.318731
2016-03-18,94.059998,94.860001,93.410004,93.440002,1223300,92.822038
2016-03-21,93.290001,94.0,92.410004,92.669998,673500,92.057126
2016-03-22,92.470001,92.860001,91.940002,92.43,561400,91.818715
2016-03-23,92.370003,93.019997,91.129997,91.169998,676200,90.567046
2016-03-24,90.550003,91.330002,89.940002,91.260002,556900,90.656455
2016-03-28,91.339996,92.519997,90.910004,92.220001,476700,91.610105
2016-03-29,92.0,94.489998,91.129997,94.449997,613000,93.825353
2016-03-30,94.589996,95.07,93.879997,93.970001,541300,93.348531
2016-03-31,93.949997,94.629997,93.730003,94.43,778300,93.805488
2016-04-01,93.940002,95.169998,93.519997,94.709999,689700,94.083635
2016-04-04,94.709999,95.32,94.709999,94.900002,521500,94.272381
2016-04-05,94.470001,95.010002,93.989998,94.190002,665300,93.567078
2016-04-06,94.050003,95.290001,92.949997,95.089996,616100,94.461119
2016-04-07,94.68,94.870003,93.099998,93.699997,487200,93.080313
2016-04-08,94.269997,95.529999,94.269997,94.690002,389000,94.063771
2016-04-11,95.239998,95.760002,94.550003,94.629997,470300,94.004162
2016-04-12,95.349998,97.550003,95.260002,96.889999,1283600,96.249218
2016-04-13,97.370003,97.400002,95.690002,96.040001,928800,95.404841
2016-04-14,95.849998,96.169998,95.290001,95.739998,445600,95.106822
2016-04-15,95.949997,96.459999,95.550003,95.959999,846100,95.325368
2016-04-18,95.739998,96.059998,95.080002,95.800003,666200,95.16643
2016-04-19,96.139999,96.489998,95.800003,96.059998,600600,95.424705
2016-04-20,95.889999,96.120003,94.669998,94.809998,671100,94.182972
2016-04-21,95.0,95.889999,93.650002,94.129997,651300,93.507469
2016-04-22,94.589996,95.459999,94.220001,95.419998,682300,94.788939
2016-04-25,95.309998,96.349998,95.260002,96.160004,772800,95.52405
2016-04-26,96.620003,97.330002,96.199997,96.639999,446700,96.000871
2016-04-27,96.639999,96.690002,95.400002,96.290001,541400,95.653188
2016-04-28,95.5,96.160004,95.07,95.82,691000,95.186295
2016-04-29,95.690002,95.93,94.199997,95.730003,1137800,95.096894
2016-05-02,96.099998,98.0,96.099998,97.43,726700,96.785648
2016-05-03,95.290001,95.760002,93.57,94.669998,1369900,94.043899
2016-05-04,93.769997,94.919998,93.75,94.720001,1057100,94.093571
2016-05-05,94.639999,95.370003,94.209999,95.260002,1038900,94.630001
2016-05-06,94.440002,96.0,93.349998,95.849998,1367600,95.849998
2016-05-09,95.959999,96.980003,95.339996,96.889999,1010900,96.889999
2016-05-10,97.440002,97.900002,96.739998,97.529999,997100,97.529999
2016-05-11,97.339996,97.339996,94.949997,96.059998,1438300,96.059998
2016-05-12,96.459999,97.190002,95.589996,96.690002,1012500,96.690002
2016-05-13,96.18,96.18,94.849998,95.199997,753300,95.199997
2016-05-16,95.650002,97.309998,95.290001,96.860001,681400,96.860001
2016-05-17,96.57,96.730003,95.120003,95.650002,909100,95.650002
2016-05-18,95.260002,95.650002,92.610001,93.809998,1349900,93.809998
2016-05-19,92.709999,93.290001,90.129997,92.660004,743500,92.660004
2016-05-20,93.25,93.949997,92.459999,92.93,758000,92.93
2016-05-23,93.150002,93.5,92.32,93.190002,650000,93.190002
2016-05-24,93.809998,95.089996,93.809998,95.010002,1033100,95.010002
2016-05-25,95.099998,95.489998,94.68,95.080002,728700,95.080002
2016-05-26,94.989998,95.300003,94.43,94.720001,475900,94.720001
2016-05-27,94.790001,95.730003,94.470001,95.209999,378100,95.209999
2016-05-31,95.230003,95.709999,94.629997,95.519997,579700,95.519997
2016-06-01,94.910004,95.440002,94.709999,95.349998,687700,95.349998
2016-06-02,95.019997,96.339996,94.709999,96.32,515000,96.32
2016-06-03,96.290001,97.610001,95.940002,96.0,913600,96.0
