Date,Open_SNI,High_SNI,Low_SNI,Close_SNI,Volume_SNI,AdjClose_SNI
2015-11-11,58.580002,58.810001,57.700001,57.889999,2069900,57.182913
2015-11-12,57.509998,58.330002,57.200001,57.439999,1080000,56.738409
2015-11-13,57.580002,58.099998,56.720001,56.830002,1607400,56.135863
2015-11-16,56.560001,57.220001,56.25,56.720001,1554000,56.027206
2015-11-17,56.639999,56.959999,55.34,55.740002,1351000,55.059176
2015-11-18,55.869999,56.720001,55.75,56.639999,1159900,55.948181
2015-11-19,56.790001,56.93,55.380001,56.720001,1356500,56.027206
2015-11-20,56.939999,57.709999,56.5,57.68,1026500,56.975479
2015-11-23,57.68,58.529999,57.360001,58.470001,1259500,57.755831
2015-11-24,58.25,58.27,57.110001,57.869999,1448000,57.163157
2015-11-25,57.540001,58.049999,56.98,57.970001,855900,57.490429
2015-11-27,57.810001,58.16,57.040001,57.740002,582900,57.262332
2015-11-30,57.560001,58.029999,56.650002,56.799999,1803700,56.330106
2015-12-01,57.23,57.349998,56.470001,56.889999,1442500,56.419362
2015-12-02,58.209999,58.209999,56.290001,57.25,1875800,56.776384
2015-12-03,57.23,57.52,55.759998,56.43,1858100,55.963168
2015-12-04,56.689999,59.139999,56.560001,59.02,2454800,58.531742
2015-12-07,58.82,58.970001,57.700001,58.75,1098800,58.263975
2015-12-08,58.060001,58.389999,56.900002,56.939999,1036400,56.468947
2015-12-09,56.459999,57.98,56.16,56.290001,1715400,55.824327
2015-12-10,56.220001,57.84,56.220001,57.07,937600,56.597873
2015-12-11,56.25,56.25,54.459999,54.619999,1231500,54.16814
2015-12-14,54.779999,55.299999,53.0,53.32,1287900,52.878896
2015-12-15,53.91,54.84,53.07,53.59,1176800,53.146663
2015-12-16,53.869999,55.34,53.43,55.029999,1009900,54.574748
2015-12-17,54.939999,55.59,53.5,54.279999,1104200,53.830953
2015-12-18,54.310001,54.66,53.720001,53.889999,2047300,53.44418
2015-12-21,53.939999,54.68,53.34,53.799999,1171100,53.354924
2015-12-22,53.849998,55.040001,53.740002,54.709999,1254500,54.257396
2015-12-23,55.0,55.349998,54.599998,55.279999,563400,54.82268
2015-12-24,55.419998,55.689999,55.169998,55.349998,218400,54.892101
2015-12-28,55.169998,55.799999,54.599998,55.139999,371800,54.683839
2015-12-29,55.549999,55.939999,54.91,55.490002,526700,55.030946
2015-12-30,55.18,55.720001,54.639999,54.650002,634600,54.197895
2015-12-31,54.580002,55.68,54.380001,55.209999,840400,54.75326
2016-01-04,54.220001,55.110001,53.130001,53.84,1482900,53.394594
2016-01-05,53.970001,54.290001,53.299999,53.400002,1081000,52.958236
2016-01-06,52.470001,53.200001,51.330002,51.900002,1859100,51.470645
2016-01-07,50.950001,52.650002,50.810001,52.150002,1308900,51.718577
2016-01-08,52.470001,54.119999,52.290001,53.560001,2033600,53.116912
2016-01-11,53.889999,55.220001,52.900002,53.779999,1858000,53.335089
2016-01-12,54.049999,54.919998,53.689999,54.48,1308100,54.029299
2016-01-13,54.630001,55.240002,53.82,54.599998,1829400,54.148305
2016-01-14,54.73,57.299999,54.599998,57.099998,2015500,56.627623
2016-01-15,56.400002,56.400002,54.939999,56.0,1279900,55.536725
2016-01-19,56.869999,57.380001,55.330002,55.619999,1148900,55.159868
2016-01-20,54.68,56.77,53.73,56.16,1321900,55.695401
2016-01-21,56.130001,58.220001,55.389999,57.369999,1314700,56.89539
2016-01-22,58.139999,59.200001,58.029999,59.040001,1010000,58.551577
2016-01-25,58.900002,59.0,58.209999,58.610001,928500,58.125134
2016-01-26,58.610001,60.599998,58.540001,60.599998,1140100,60.098669
2016-01-27,60.18,61.560001,59.689999,60.049999,1074700,59.55322
2016-01-28,60.400002,60.57,58.779999,59.310001,1129800,58.819344
2016-01-29,59.669998,60.970001,59.540001,60.970001,1521400,60.465611
2016-02-01,60.790001,62.52,60.029999,62.099998,1463700,61.58626
2016-02-02,61.700001,61.700001,59.900002,60.119999,1103000,59.62264
2016-02-03,60.540001,61.610001,60.130001,61.369999,1970200,60.862299
2016-02-04,61.540001,63.73,61.310001,61.689999,1957200,61.179652
2016-02-05,61.48,62.200001,60.75,61.529999,1939900,61.020975
2016-02-08,60.650002,60.98,57.860001,59.52,1658900,59.027605
2016-02-09,58.439999,58.459999,54.869999,55.0,2705700,54.544998
2016-02-10,53.98,54.849998,52.0,53.919998,2815700,53.473931
2016-02-11,53.080002,53.790001,52.209999,53.130001,2036900,52.690469
2016-02-12,53.689999,54.040001,52.650002,53.720001,1160600,53.275588
2016-02-16,54.279999,54.52,52.619999,53.810001,2208400,53.364844
2016-02-17,54.200001,56.060001,54.200001,55.91,1529800,55.447469
2016-02-18,55.880001,56.509998,54.099998,55.32,1172500,54.86235
2016-02-19,55.299999,55.82,54.450001,55.130001,849900,54.673923
2016-02-22,55.5,56.84,55.470001,55.830002,2418300,55.368133
2016-02-23,57.130001,59.400002,56.34,58.040001,2856300,57.55985
2016-02-24,58.0,58.299999,56.560001,57.950001,1780200,57.470594
2016-02-25,57.860001,58.27,57.049999,57.799999,1552900,57.570198
2016-02-26,58.09,59.580002,57.880001,59.41,1343800,59.173797
2016-02-29,59.580002,60.599998,59.0,59.240002,1264300,59.004475
2016-03-01,60.119999,61.810001,59.889999,61.259998,1458700,61.01644
2016-03-02,61.279999,61.34,59.869999,60.970001,1734100,60.727596
2016-03-03,61.0,63.490002,60.639999,62.939999,1550200,62.689761
2016-03-04,63.119999,64.379997,62.139999,62.919998,2507600,62.66984
2016-03-07,62.91,64.5,62.75,64.400002,1758600,64.143959
2016-03-08,63.900002,64.279999,62.529999,63.139999,1619000,62.888967
2016-03-09,63.560001,64.339996,63.150002,64.120003,704900,63.865074
2016-03-10,64.5,64.5,62.389999,63.34,653900,63.088172
2016-03-11,64.0,65.0,63.880001,64.660004,798600,64.402928
2016-03-14,64.410004,65.599998,64.050003,65.190002,1016100,64.930819
2016-03-15,65.190002,65.190002,65.190002,65.190002,0,64.930819
2016-03-16,65.629997,66.660004,64.75,65.540001,881800,65.279426
2016-03-17,65.650002,66.120003,65.230003,65.300003,1234900,65.040383
2016-03-18,65.68,66.989998,64.800003,64.989998,3607900,64.73161
2016-03-21,65.349998,65.989998,64.470001,64.919998,1140300,64.661889
2016-03-22,64.449997,64.959999,63.75,64.110001,1206100,63.855112
2016-03-23,64.160004,64.419998,63.130001,63.48,955500,63.227615
2016-03-24,62.970001,64.050003,62.290001,64.010002,798000,63.755511
2016-03-28,64.099998,65.059998,63.68,64.639999,732300,64.383003
2016-03-29,64.309998,64.940002,64.059998,64.790001,578000,64.532408
2016-03-30,65.5,66.059998,64.599998,64.830002,619600,64.57225
2016-03-31,64.949997,66.769997,64.860001,65.5,1950800,65.239585
2016-04-01,65.309998,67.470001,64.970001,67.410004,1743200,67.141994
2016-04-04,68.440002,68.440002,67.019997,67.260002,1057900,66.992589
2016-04-05,66.699997,66.93,65.800003,66.68,1402000,66.414893
2016-04-06,66.470001,67.230003,65.720001,67.160004,1179300,66.892988
2016-04-07,66.959999,67.25,64.93,65.129997,1287400,64.871053
2016-04-08,65.419998,66.010002,64.800003,65.18,844400,64.920857
2016-04-11,65.660004,65.720001,64.769997,64.82,935900,64.562288
2016-04-12,64.790001,65.830002,64.269997,64.510002,1125300,64.253523
2016-04-13,64.400002,65.480003,63.639999,65.019997,807800,64.76149
2016-04-14,64.970001,65.339996,64.07,64.160004,1058900,63.904916
2016-04-15,64.059998,64.580002,63.700001,63.900002,684000,63.645947
2016-04-18,63.400002,64.709999,63.150002,64.040001,1114700,63.78539
2016-04-19,64.230003,65.419998,63.59,63.75,1017000,63.496542
2016-04-20,64.029999,64.18,63.060001,63.419998,1062800,63.167852
2016-04-21,63.52,64.449997,63.52,63.790001,581800,63.536384
2016-04-22,64.07,65.589996,64.059998,65.040001,1224400,64.781414
2016-04-25,64.589996,65.150002,63.290001,63.849998,783300,63.596143
2016-04-26,63.599998,64.300003,63.259998,64.139999,892500,63.884991
2016-04-27,64.239998,64.839996,63.540001,64.489998,676800,64.233598
2016-04-28,64.339996,65.089996,63.32,63.610001,790800,63.357099
2016-04-29,63.59,63.59,61.900002,62.349998,1390200,62.102107
2016-05-02,62.23,62.75,61.41,62.470001,951800,62.221632
2016-05-03,62.240002,62.279999,60.720001,60.860001,1419100,60.618033
2016-05-04,60.959999,62.150002,60.630001,61.080002,1632500,60.837159
2016-05-05,62.07,65.699997,62.07,63.060001,2940600,62.809287
2016-05-06,63.16,65.830002,62.740002,65.730003,1398600,65.468673
2016-05-09,65.529999,65.959999,64.660004,65.080002,1594500,64.821256
2016-05-10,65.510002,66.5,65.150002,66.449997,1128900,66.185804
2016-05-11,66.010002,66.410004,65.860001,66.25,1202300,65.986603
2016-05-12,66.480003,66.480003,64.410004,64.809998,924500,64.552325
2016-05-13,64.849998,65.43,64.379997,64.669998,934400,64.412883
2016-05-16,64.690002,64.769997,64.059998,64.260002,721600,64.004517
2016-05-17,63.959999,65.639999,63.959999,64.489998,666900,64.233598
2016-05-18,62.450001,62.950001,61.189999,62.279999,3106300,62.032385
2016-05-19,61.98,62.740002,61.299999,61.959999,1304200,61.713658
2016-05-20,62.18,62.75,61.610001,62.09,1530700,61.843142
2016-05-23,61.939999,62.669998,61.720001,61.790001,1021100,61.544336
2016-05-24,62.450001,63.310001,62.02,63.040001,763800,62.789366
2016-05-25,62.970001,63.75,62.790001,62.880001,874400,62.630002
2016-05-26,62.849998,63.360001,62.369999,62.669998,978500,62.669998
2016-05-27,62.849998,63.799999,62.299999,63.619999,510800,63.619999
2016-05-31,64.160004,64.580002,63.599998,64.339996,890400,64.339996
2016-06-01,63.889999,65.019997,63.799999,64.519997,1265500,64.519997
2016-06-02,64.110001,65.410004,64.099998,65.370003,1208200,65.370003
2016-06-03,65.0,65.529999,64.029999,65.43,898900,65.43
