Date,Open_HOT,High_HOT,Low_HOT,Close_HOT,Volume_HOT,AdjClose_HOT
2015-09-11,71.480003,73.790001,71.480003,73.699997,2414100,72.549019
2015-09-14,73.739998,74.169998,73.239998,73.849998,3469500,72.696678
2015-09-15,74.239998,74.379997,72.720001,74.080002,1844700,72.923089
2015-09-16,73.910004,74.339996,73.389999,74.139999,1178100,72.98215
2015-09-17,73.889999,74.989998,73.510002,73.660004,1306000,72.50965
2015-09-18,72.43,72.739998,71.010002,71.339996,2728800,70.225874
2015-09-21,71.949997,71.970001,70.870003,71.220001,1484700,70.107753
2015-09-22,70.0,70.57,69.199997,69.970001,1844600,68.877275
2015-09-23,70.089996,70.32,69.18,69.370003,1252100,68.286646
2015-09-24,69.0,69.309998,67.75,68.300003,2222300,67.233357
2015-09-25,68.970001,69.269997,68.0,68.389999,1586300,67.321948
2015-09-28,67.849998,68.099998,65.129997,65.169998,2460900,64.152234
2015-09-29,65.220001,65.540001,63.990002,64.529999,2225200,63.522229
2015-09-30,65.419998,66.769997,65.230003,66.480003,2308000,65.44178
2015-10-01,66.699997,67.849998,66.529999,67.440002,1779100,66.386787
2015-10-02,66.480003,68.040001,65.400002,68.040001,1412300,66.977415
2015-10-05,68.400002,70.0,68.400002,69.68,1268300,68.591803
2015-10-06,69.620003,69.82,68.910004,69.0,1074900,67.922422
2015-10-07,69.18,70.360001,69.18,70.309998,2751100,69.211961
2015-10-08,70.199997,71.470001,70.129997,71.25,1615600,70.137284
2015-10-09,71.050003,71.339996,70.349998,70.519997,1804700,69.418681
2015-10-12,70.639999,70.980003,70.0,70.330002,1197300,69.231653
2015-10-13,69.830002,70.349998,68.769997,69.129997,1760300,68.050389
2015-10-14,69.110001,69.199997,67.239998,67.370003,1891900,66.317881
2015-10-15,67.970001,68.160004,66.190002,67.940002,2169500,66.878978
2015-10-16,68.0,68.099998,67.0,67.480003,1474700,66.426163
2015-10-19,67.209999,67.769997,66.93,67.620003,1219100,66.563976
2015-10-20,68.059998,69.940002,68.040001,69.639999,1869800,68.552426
2015-10-21,69.559998,70.099998,67.889999,67.989998,1118400,66.928193
2015-10-22,68.480003,72.550003,68.260002,69.989998,2574800,68.896959
2015-10-23,69.370003,69.790001,67.169998,67.610001,3460300,66.55413
2015-10-26,67.669998,69.160004,67.389999,68.550003,2611300,67.479453
2015-10-27,68.150002,77.099998,67.089996,74.809998,16282500,73.641684
2015-10-28,81.5,82.830002,78.089996,79.5,13239900,78.258443
2015-10-29,79.519997,79.980003,77.160004,78.879997,5162300,77.648123
2015-10-30,78.910004,80.589996,78.68,79.870003,4284700,78.622667
2015-11-02,79.870003,80.629997,78.239998,78.68,5292100,77.451249
2015-11-03,78.370003,78.470001,76.919998,77.82,3167700,76.604679
2015-11-04,78.059998,78.080002,76.839996,77.68,3329500,76.466866
2015-11-05,77.709999,78.5,77.360001,77.75,3213400,76.535773
2015-11-06,77.75,78.529999,77.349998,77.75,4004500,76.535773
2015-11-09,77.580002,77.790001,76.120003,76.93,2833900,75.728579
2015-11-10,76.919998,77.449997,76.099998,77.150002,2986400,75.945144
2015-11-11,77.529999,77.769997,76.339996,76.519997,2174200,75.324978
2015-11-12,75.980003,77.010002,75.93,76.029999,1379900,74.842633
2015-11-13,75.93,76.150002,74.849998,74.989998,3405500,73.818874
2015-11-16,74.989998,74.989998,68.959999,72.269997,18206600,71.141351
2015-11-17,72.900002,72.900002,71.519997,71.610001,7438500,70.491662
2015-11-18,71.839996,72.459999,70.540001,72.080002,3721000,70.954323
2015-11-19,72.0,72.300003,71.519997,72.220001,2049600,71.092136
2015-11-20,72.459999,73.32,71.889999,73.110001,3975000,71.968236
2015-11-23,73.0,73.25,72.349998,72.379997,3028300,71.249634
2015-11-24,71.989998,72.440002,70.550003,71.809998,2808300,70.688536
2015-11-25,72.019997,72.620003,71.75,72.389999,3108000,71.25948
2015-11-27,72.260002,72.629997,71.889999,72.510002,730500,71.377608
2015-11-30,71.93,72.290001,71.110001,71.839996,2398100,70.718066
2015-12-01,71.760002,72.910004,71.599998,72.839996,2014000,71.702449
2015-12-02,73.040001,73.260002,71.540001,71.800003,2343800,70.678697
2015-12-03,71.940002,72.07,68.730003,69.010002,4090300,67.932268
2015-12-04,69.339996,70.919998,69.339996,70.839996,2088000,69.733683
2015-12-07,70.400002,70.529999,69.120003,69.379997,4006700,68.659942
2015-12-08,68.690002,69.830002,68.309998,69.440002,2689400,68.719325
2015-12-09,69.0,70.059998,68.059998,68.589996,2643000,67.878141
2015-12-10,68.440002,69.220001,68.190002,69.040001,1870500,68.323475
2015-12-11,68.25,68.660004,67.760002,68.07,1677100,67.363541
2015-12-14,68.129997,68.57,66.440002,67.629997,5468400,66.928105
2015-12-15,68.260002,68.540001,67.239998,67.940002,2105300,67.234893
2015-12-16,68.059998,69.040001,67.300003,68.209999,4976400,67.502087
2015-12-17,68.230003,68.650002,66.919998,66.940002,1901500,66.245271
2015-12-18,66.669998,67.209999,65.470001,66.080002,3262000,65.394196
2015-12-21,66.43,67.110001,65.910004,66.139999,2085600,65.453571
2015-12-22,66.32,69.639999,66.190002,69.32,4884300,68.600568
2015-12-23,69.669998,70.209999,69.0,70.160004,2407600,69.431854
2015-12-24,70.099998,70.43,69.690002,69.839996,362000,69.115167
2015-12-28,69.559998,70.309998,69.230003,70.190002,858800,69.461541
2015-12-29,70.699997,71.129997,70.239998,70.870003,1172300,70.134484
2015-12-30,70.599998,70.919998,70.010002,70.120003,633200,69.392268
2015-12-31,69.919998,70.260002,69.260002,69.279999,994700,68.560982
2016-01-04,68.150002,68.480003,67.260002,67.779999,2800000,67.076549
2016-01-05,68.160004,68.370003,67.610001,68.019997,1943400,67.314057
2016-01-06,66.800003,66.879997,64.730003,65.550003,2699800,64.869698
2016-01-07,64.139999,64.849998,62.939999,63.16,4468900,62.504499
2016-01-08,63.310001,64.980003,63.299999,63.669998,2616200,63.009204
2016-01-11,63.889999,64.43,63.400002,64.089996,2560100,63.424843
2016-01-12,64.559998,65.300003,64.120003,64.849998,3467300,64.176958
2016-01-13,64.989998,65.059998,60.75,60.860001,2580900,60.22837
2016-01-14,60.84,61.970001,59.650002,61.189999,4343200,60.554943
2016-01-15,59.41,60.549999,58.689999,59.82,4312600,59.199163
2016-01-19,60.240002,60.84,58.450001,59.150002,2232000,58.536118
2016-01-20,58.150002,60.810001,56.869999,59.98,4602800,59.357502
2016-01-21,60.0,62.880001,59.73,61.810001,2940500,61.168511
2016-01-22,62.93,63.84,62.330002,62.990002,3181500,62.336265
2016-01-25,62.939999,62.970001,60.389999,60.509998,2674700,59.882
2016-01-26,60.810001,62.540001,60.619999,62.290001,2029300,61.643529
2016-01-27,61.369999,63.029999,60.919998,61.450001,1821000,60.812247
2016-01-28,61.970001,62.5,59.959999,60.32,2379900,59.693973
2016-01-29,60.580002,62.259998,60.580002,62.240002,2079300,61.594049
2016-02-01,61.91,63.27,61.220001,62.82,2159500,62.168027
2016-02-02,62.0,62.029999,60.439999,60.52,1735200,59.891898
2016-02-03,60.869999,61.18,59.310001,60.91,1783900,60.27785
2016-02-04,60.75,62.150002,60.380001,62.029999,2099300,61.386225
2016-02-05,61.689999,62.0,60.59,61.009998,1563400,60.376811
2016-02-08,60.419998,60.84,58.380001,60.080002,3179500,59.456466
2016-02-09,59.459999,61.869999,59.259998,61.200001,2927800,60.564841
2016-02-10,61.700001,63.040001,61.330002,62.029999,1604600,61.386225
2016-02-11,60.900002,62.630001,60.889999,62.110001,2190300,61.465397
2016-02-12,62.68,64.139999,62.150002,64.010002,1187900,63.345679
2016-02-16,64.360001,65.900002,64.25,65.040001,2643800,64.364988
2016-02-17,65.75,67.75,65.660004,66.949997,3124600,66.255162
2016-02-18,65.690002,66.440002,64.650002,65.43,4514200,64.75094
2016-02-19,65.25,66.419998,64.790001,66.330002,2250900,65.641601
2016-02-22,66.93,67.870003,66.800003,67.260002,3608800,66.56195
2016-02-23,67.010002,67.410004,66.720001,66.779999,3444500,66.086928
2016-02-24,66.349998,67.739998,65.68,67.510002,1308400,66.809355
2016-02-25,67.610001,69.029999,67.360001,68.959999,1639700,68.244303
2016-02-26,69.650002,69.809998,68.980003,69.25,1286200,68.531294
2016-02-29,69.18,69.940002,68.889999,69.110001,2131200,68.392748
2016-03-01,69.470001,70.57,69.470001,70.199997,1915700,69.471432
2016-03-02,69.650002,70.330002,69.489998,70.25,1862000,69.520916
2016-03-03,69.860001,70.519997,69.599998,70.07,1696400,69.342784
2016-03-04,69.900002,70.68,69.809998,70.550003,1660800,69.817805
2016-03-07,70.379997,71.089996,70.150002,71.0,3089500,70.263132
2016-03-08,70.239998,70.879997,69.629997,69.769997,3648200,69.045894
2016-03-09,70.169998,70.209999,69.57,69.940002,2980700,69.214136
2016-03-10,69.900002,70.279999,68.32,69.349998,1195700,69.000219
2016-03-11,70.050003,70.82,69.879997,70.419998,3904100,70.064822
2016-03-14,75.910004,76.440002,74.849998,75.93,19495400,75.547033
2016-03-15,76.0,76.529999,75.699997,76.150002,4782200,75.765925
2016-03-16,75.790001,76.120003,75.599998,76.089996,4112300,75.706222
2016-03-17,75.860001,79.0,75.470001,76.389999,5418000,76.004712
2016-03-18,79.949997,80.690002,79.699997,80.57,24685000,80.16363
2016-03-21,84.169998,84.370003,83.459999,84.190002,14967900,83.765375
2016-03-22,83.309998,84.220001,82.160004,83.839996,9955400,83.417134
2016-03-23,83.75,83.860001,82.489998,82.669998,5320400,82.253037
2016-03-24,81.860001,82.849998,81.57,82.129997,4008000,81.715759
2016-03-28,84.050003,84.339996,83.68,83.75,8821800,83.327591
2016-03-29,83.32,83.879997,83.190002,83.559998,4000100,83.138547
2016-03-30,83.980003,83.980003,83.32,83.660004,2460100,83.238049
2016-03-31,83.650002,83.669998,83.330002,83.43,4938400,83.009206
2016-04-01,79.809998,80.150002,78.699997,79.379997,11880300,78.97963
2016-04-04,79.32,79.599998,78.699997,78.93,3537400,78.531902
2016-04-05,78.559998,78.660004,77.980003,78.389999,3602600,77.994625
2016-04-06,78.480003,78.910004,78.040001,78.769997,1728000,78.372706
2016-04-07,78.220001,78.68,77.849998,78.169998,3495000,77.775733
2016-04-08,78.480003,78.989998,78.349998,78.970001,7640500,78.571701
2016-04-11,79.349998,80.160004,79.089996,79.480003,3162100,79.079131
2016-04-12,79.540001,79.900002,79.309998,79.82,1841400,79.417413
2016-04-13,79.809998,80.410004,79.769997,80.169998,2724400,79.765646
2016-04-14,80.120003,80.779999,79.849998,80.459999,4800800,80.054184
2016-04-15,80.559998,80.989998,80.339996,80.389999,3574200,79.984538
2016-04-18,80.190002,80.260002,79.489998,80.019997,3837600,79.616401
2016-04-19,80.150002,81.139999,79.879997,80.25,5356300,79.845244
2016-04-20,80.25,80.489998,79.559998,79.910004,9912200,79.506963
2016-04-21,80.010002,81.269997,79.900002,80.529999,28124200,80.123831
2016-04-22,80.629997,80.809998,78.300003,79.010002,4138100,78.611501
2016-04-25,78.75,79.720001,78.75,79.669998,4064700,79.268168
2016-04-26,79.660004,79.959999,79.019997,79.540001,9154100,79.138826
2016-04-27,79.419998,81.169998,79.349998,81.099998,6126900,80.690956
2016-04-28,79.739998,82.480003,79.360001,81.360001,7111200,80.949646
2016-04-29,80.720001,82.25,80.709999,81.879997,5177800,81.46702
2016-05-02,82.029999,82.360001,81.160004,82.120003,3454000,81.705815
2016-05-03,81.849998,82.400002,81.330002,82.290001,2295000,81.874956
2016-05-04,81.790001,82.129997,81.199997,81.559998,1892400,81.148635
2016-05-05,81.900002,82.040001,81.349998,81.360001,1670000,80.949646
2016-05-06,81.099998,81.699997,80.720001,81.339996,2035000,80.929743
2016-05-09,81.389999,81.629997,80.919998,81.260002,1185900,80.850152
2016-05-10,81.5,82.809998,81.010002,82.629997,3136200,82.213238
2016-05-11,82.5,82.620003,81.379997,81.470001,962400,81.059092
2016-05-12,81.580002,81.669998,80.300003,80.889999,1108500,80.482016
2016-05-13,75.620003,75.620003,73.599998,74.120003,2661100,73.746165
2016-05-16,74.110001,75.080002,73.940002,74.760002,1139000,74.382936
2016-05-17,74.510002,75.300003,74.120003,74.349998,2655800,73.975
2016-05-18,73.860001,74.370003,72.739998,73.239998,2056200,73.239998
2016-05-19,72.739998,72.739998,71.889999,72.639999,1755700,72.639999
2016-05-20,72.809998,72.949997,72.470001,72.68,1616400,72.68
2016-05-23,72.690002,72.779999,72.220001,72.589996,1638000,72.589996
2016-05-24,72.650002,73.099998,72.529999,72.93,1479900,72.93
2016-05-25,72.93,73.669998,72.699997,73.419998,1744900,73.419998
2016-05-26,73.330002,73.470001,72.879997,73.059998,745000,73.059998
2016-05-27,73.120003,73.720001,73.050003,73.709999,629700,73.709999
2016-05-31,73.790001,73.93,73.339996,73.43,935000,73.43
2016-06-01,73.199997,74.389999,73.199997,74.339996,1078200,74.339996
2016-06-02,74.379997,75.620003,74.0,75.379997,1427300,75.379997
2016-06-03,75.0,75.269997,74.239998,75.0,948600,75.0
