Date,Open_PAYX,High_PAYX,Low_PAYX,Close_PAYX,Volume_PAYX,AdjClose_PAYX
2016-02-17,50.049999,50.75,50.049999,50.610001,2492600,50.203494
2016-02-18,50.360001,51.02,50.25,50.849998,2522800,50.441564
2016-02-19,50.669998,51.299999,50.450001,51.25,2383500,50.838353
2016-02-22,51.560001,51.939999,51.349998,51.919998,2608200,51.502969
2016-02-23,51.52,52.060001,51.360001,51.419998,1722200,51.006985
2016-02-24,51.0,51.669998,50.66,51.630001,1601300,51.215302
2016-02-25,51.700001,52.16,51.389999,52.139999,1413000,51.721203
2016-02-26,52.490002,52.5,51.560001,51.68,1667400,51.264899
2016-02-29,51.639999,52.080002,51.369999,51.389999,2110200,50.977228
2016-03-01,51.900002,52.610001,51.66,52.610001,1975500,52.18743
2016-03-02,52.41,52.470001,51.93,52.209999,2313300,51.790641
2016-03-03,52.150002,52.48,51.82,52.450001,2068100,52.028715
2016-03-04,52.529999,52.799999,52.02,52.580002,1557800,52.157672
2016-03-07,52.25,52.810001,52.0,52.59,1712300,52.16759
2016-03-08,51.900002,52.48,51.849998,52.040001,1431900,51.622008
2016-03-09,52.310001,52.380001,51.950001,52.119999,1434100,51.701364
2016-03-10,52.290001,52.740002,51.43,51.869999,1550400,51.453372
2016-03-11,52.48,53.060001,52.0,52.950001,1792700,52.524699
2016-03-14,52.700001,53.110001,52.540001,53.009998,1309400,52.584214
2016-03-15,52.610001,53.209999,52.400002,53.130001,1320200,52.703253
2016-03-16,52.779999,53.380001,52.759998,53.299999,1099900,52.871886
2016-03-17,53.299999,54.450001,53.0,54.23,2179500,53.794416
2016-03-18,54.470001,54.470001,53.759998,53.990002,2473400,53.556346
2016-03-21,53.939999,54.310001,53.57,54.25,1010900,53.814256
2016-03-22,53.91,54.139999,53.43,54.049999,1350400,53.615862
2016-03-23,54.07,54.240002,53.830002,53.950001,1417400,53.516667
2016-03-24,53.799999,54.09,53.560001,53.990002,1415300,53.556346
2016-03-28,54.07,54.380001,53.709999,54.169998,1798800,53.734897
2016-03-29,54.02,54.57,54.0,54.490002,2132800,54.05233
2016-03-30,53.599998,53.650002,52.32,53.290001,4209300,52.861968
2016-03-31,53.48,54.490002,53.23,54.009998,3154400,53.576182
2016-04-01,53.310001,54.200001,53.189999,54.169998,2031100,53.734897
2016-04-04,54.419998,54.450001,53.299999,53.450001,1898300,53.020683
2016-04-05,54.509998,54.509998,53.049999,53.110001,2165700,52.683413
2016-04-06,52.630001,53.68,52.630001,53.639999,2041600,53.209155
2016-04-07,53.209999,53.459999,52.669998,52.869999,2074200,52.44534
2016-04-08,53.23,53.43,52.869999,53.040001,1206800,52.613976
2016-04-11,53.25,53.57,52.599998,52.68,1654800,52.256867
2016-04-12,52.759998,53.119999,52.470001,53.09,1992200,52.663574
2016-04-13,53.349998,53.349998,52.639999,53.060001,2192700,52.633816
2016-04-14,53.139999,53.25,52.82,52.93,1255700,52.504859
2016-04-15,52.790001,52.970001,52.490002,52.869999,1364700,52.44534
2016-04-18,52.810001,53.419998,52.5,53.419998,1106400,52.990921
2016-04-19,53.580002,53.689999,53.25,53.560001,2087300,53.1298
2016-04-20,53.779999,53.82,53.290001,53.389999,1847000,52.961163
2016-04-21,53.290001,53.41,52.209999,52.290001,1979500,51.87
2016-04-22,52.279999,52.669998,52.080002,52.27,1652300,51.85016
2016-04-25,52.27,52.57,52.040001,52.57,2266200,52.14775
2016-04-26,52.5,52.810001,52.32,52.650002,2261800,52.227109
2016-04-27,52.669998,53.240002,52.5,53.119999,1619000,52.693331
2016-04-28,52.639999,53.290001,52.290001,52.82,1993500,52.395742
2016-04-29,52.299999,52.599998,51.799999,52.119999,2286600,51.701364
2016-05-02,52.23,52.66,52.119999,52.599998,1264900,52.177508
