Date,Open_GPS,High_GPS,Low_GPS,Close_GPS,Volume_GPS,AdjClose_GPS
2015-06-05,38.75,38.799999,37.889999,38.220001,5106100,37.037557
2015-06-08,38.200001,38.389999,37.950001,37.950001,2119000,36.775909
2015-06-09,37.91,38.16,37.5,37.52,2533500,36.359212
2015-06-10,37.73,37.869999,37.580002,37.709999,4558000,36.543333
2015-06-11,37.799999,38.560001,37.77,38.439999,3336900,37.250748
2015-06-12,38.330002,38.459999,37.689999,38.279999,3712900,37.095698
2015-06-15,38.110001,38.380001,37.959999,38.200001,2341600,37.018175
2015-06-16,38.439999,38.869999,38.029999,38.75,6970100,37.551158
2015-06-17,38.709999,38.959999,38.139999,38.52,5765800,37.328274
2015-06-18,38.560001,39.0,38.549999,38.98,2756800,37.774042
2015-06-19,38.869999,38.970001,38.68,38.82,3530900,37.618992
2015-06-22,38.939999,39.25,38.849998,39.220001,4492600,38.006619
2015-06-23,39.27,39.59,38.919998,39.139999,3292700,37.929092
2015-06-24,39.169998,39.400002,38.889999,38.93,2238400,37.72559
2015-06-25,38.900002,39.150002,38.759998,38.759998,2513100,37.560847
2015-06-26,39.009998,39.240002,38.73,38.880001,3160700,37.677137
2015-06-29,38.650002,38.959999,38.009998,38.049999,4361500,36.872814
2015-06-30,38.259998,38.450001,38.099998,38.169998,2689800,36.9891
2015-07-01,38.369999,38.450001,38.0,38.450001,2794100,37.26044
2015-07-02,38.509998,39.0,38.400002,38.619999,2136200,37.425179
2015-07-06,38.380001,38.93,38.130001,38.540001,2472000,37.571411
2015-07-07,38.59,39.0,38.349998,38.970001,2863400,37.990605
2015-07-08,38.790001,38.93,38.360001,38.380001,2709500,37.415433
2015-07-09,38.639999,38.759998,37.759998,37.779999,4003800,36.83051
2015-07-10,37.720001,37.75,36.830002,37.580002,9841900,36.635539
2015-07-13,37.93,38.009998,37.490002,37.709999,2988300,36.762269
2015-07-14,37.779999,38.049999,37.77,37.799999,2127200,36.850007
