Date,Open_GPS,High_GPS,Low_GPS,Close_GPS,Volume_GPS,AdjClose_GPS
2015-07-15,37.830002,37.869999,37.619999,37.790001,2024400,36.84026
2015-07-16,37.860001,38.200001,37.610001,38.09,2598200,37.13272
2015-07-17,37.93,38.119999,37.549999,37.639999,2196700,36.694029
2015-07-20,37.66,37.799999,37.549999,37.610001,1672500,36.664784
2015-07-21,37.619999,37.669998,36.68,36.93,4447300,36.001873
2015-07-22,36.799999,36.880001,35.970001,36.150002,9761900,35.241478
2015-07-23,36.349998,37.110001,36.240002,36.41,4584600,35.494942
2015-07-24,36.34,36.360001,35.84,35.98,3637500,35.075748
2015-07-27,35.880001,36.349998,35.669998,36.220001,5948900,35.309718
2015-07-28,36.32,36.43,35.580002,36.009998,3800500,35.104993
2015-07-29,35.880001,36.299999,35.830002,36.200001,2074300,35.29022
2015-07-30,36.110001,36.110001,35.700001,36.049999,2153000,35.143988
2015-07-31,36.110001,36.740002,35.740002,36.48,7757300,35.563182
2015-08-03,36.48,36.5,35.639999,35.860001,2789300,34.958765
2015-08-04,35.860001,36.0,35.110001,35.16,5354200,34.276357
2015-08-05,35.349998,35.619999,35.110001,35.189999,3355600,34.305601
2015-08-06,35.209999,35.23,34.32,34.93,3874400,34.052137
2015-08-07,34.849998,35.150002,34.669998,34.889999,6044200,34.013142
2015-08-10,34.349998,35.34,34.349998,35.259998,4338800,34.373842
2015-08-11,34.779999,35.57,34.619999,35.450001,5718700,34.559069
2015-08-12,35.200001,35.209999,34.59,35.099998,4021400,34.217863
2015-08-13,35.049999,35.07,34.130001,34.25,7046700,33.389227
2015-08-14,34.349998,34.549999,34.07,34.23,3931900,33.369729
2015-08-17,34.209999,34.529999,33.919998,34.48,4071100,33.613446
2015-08-18,34.43,34.919998,34.43,34.650002,4295700,33.779176
2015-08-19,34.299999,34.529999,34.02,34.099998,2849700,33.242995
2015-08-20,33.75,34.16,33.549999,33.66,6389600,32.814055
2015-08-21,33.68,33.799999,32.18,32.189999,9645800,31.380998
2015-08-24,31.27,32.619999,30.75,32.009998,12759800,31.205521
2015-08-25,33.040001,33.07,31.700001,31.709999,6361000,30.913061
2015-08-26,32.369999,32.919998,31.889999,32.84,4246700,32.014663
2015-08-27,33.02,33.279999,32.400002,32.970001,2913700,32.141397
2015-08-28,32.93,33.299999,32.689999,32.830002,2864400,32.004916
2015-08-31,32.75,32.98,32.509998,32.810001,3304000,31.985418
2015-09-01,32.25,32.630001,32.07,32.27,3117500,31.458989
2015-09-02,32.73,33.029999,32.380001,32.639999,4131600,31.819689
2015-09-03,32.740002,33.279999,32.720001,33.009998,4023100,32.180389
2015-09-04,32.400002,32.599998,32.150002,32.41,4513800,31.59547
2015-09-08,32.860001,32.970001,32.389999,32.759998,3789000,31.936672
2015-09-09,33.080002,33.18,32.5,32.540001,3625700,31.722204
2015-09-10,32.5,32.880001,32.389999,32.490002,3245600,31.673461
2015-09-11,32.34,32.400002,31.629999,32.34,3889900,31.527229
2015-09-14,32.41,32.66,32.139999,32.18,3253200,31.371251
2015-09-15,32.200001,32.360001,31.68,31.77,5788500,30.971555
2015-09-16,31.780001,32.07,31.74,32.0,6264200,31.195774
2015-09-17,32.209999,32.799999,32.110001,32.23,4784700,31.419993
2015-09-18,31.790001,32.25,31.41,31.57,8250200,30.776581
2015-09-21,31.700001,32.349998,31.68,32.119999,5625600,31.312757
2015-09-22,31.809999,32.0,31.48,31.700001,3773600,30.903314
2015-09-23,31.700001,31.92,31.16,31.27,2804500,30.484121
2015-09-24,31.07,31.34,30.860001,31.01,4604800,30.230655
2015-09-25,31.24,31.450001,30.99,31.15,2821300,30.367136
2015-09-28,30.98,31.209999,30.040001,30.129999,4552400,29.37277
2015-09-29,30.200001,30.360001,29.629999,30.219999,4740500,29.460508
2015-09-30,27.950001,28.799999,27.629999,28.5,24727900,27.783736
2015-10-01,28.450001,29.02,27.59,27.959999,9683300,27.257307
2015-10-02,27.77,27.98,27.33,27.959999,9011400,27.257307
2015-10-05,28.02,29.15,27.969999,29.08,7853900,28.584296
2015-10-06,29.059999,29.15,28.25,28.440001,3889900,27.955206
2015-10-07,29.18,29.190001,28.120001,28.389999,5360300,27.906057
2015-10-08,28.41,29.200001,28.139999,28.950001,5090600,28.456513
2015-10-09,26.84,27.540001,26.5,27.42,14472200,26.952593
2015-10-12,27.530001,27.620001,26.91,27.0,4063400,26.539752
2015-10-13,26.969999,27.26,26.639999,26.870001,3623700,26.411969
2015-10-14,26.940001,27.09,26.49,26.639999,5337100,26.185888
2015-10-15,26.68,26.809999,25.969999,26.49,4895800,26.038446
2015-10-16,26.48,26.77,26.25,26.629999,6301500,26.176059
2015-10-19,26.6,27.0,26.559999,26.91,5898300,26.451286
2015-10-20,26.870001,27.389999,26.75,27.15,3915100,26.687195
2015-10-21,27.23,27.5,26.889999,26.98,3579200,26.520093
2015-10-22,27.040001,27.559999,26.91,27.309999,6647200,26.844467
2015-10-23,27.42,27.5,26.709999,26.950001,5670100,26.490605
2015-10-26,26.91,27.219999,26.66,26.969999,3362500,26.510263
2015-10-27,26.889999,26.98,26.139999,26.52,3264000,26.067935
2015-10-28,26.540001,27.35,26.540001,27.17,3150700,26.706854
2015-10-29,26.700001,27.17,26.48,26.700001,4668900,26.244867
2015-10-30,26.52,27.290001,26.51,27.219999,3827100,26.756001
2015-11-02,27.15,27.35,26.459999,27.25,3961100,26.785491
2015-11-03,27.389999,28.43,27.25,28.27,6649200,27.788104
2015-11-04,28.290001,28.469999,27.870001,28.02,4399100,27.542366
2015-11-05,28.15,28.379999,27.92,28.370001,3554200,27.8864
2015-11-06,28.049999,28.65,28.040001,28.49,5900600,28.004353
2015-11-09,28.389999,28.450001,27.450001,27.690001,5101900,27.217991
2015-11-10,26.18,27.379999,26.0,27.290001,10570700,26.82481
2015-11-11,27.16,27.27,25.879999,26.629999,7550700,26.176059
2015-11-12,26.51,26.940001,26.32,26.52,5272500,26.067935
2015-11-13,26.190001,26.200001,25.08,25.23,8127300,24.799924
2015-11-16,25.0,25.540001,24.77,25.379999,6115800,24.947366
2015-11-17,25.459999,25.5,24.700001,25.049999,6403900,24.622992
2015-11-18,25.0,25.459999,24.959999,25.389999,6254900,24.957196
2015-11-19,25.32,25.58,25.040001,25.09,6322100,24.662311
2015-11-20,25.9,27.01,25.879999,26.98,11788000,26.520093
2015-11-23,27.0,27.110001,26.77,27.09,5078400,26.628218
2015-11-24,27.139999,27.860001,27.120001,27.809999,5806500,27.335944
2015-11-25,27.870001,28.35,27.51,28.049999,4846400,27.571853
2015-11-27,28.15,28.190001,27.299999,27.360001,4204100,26.893616
2015-11-30,27.4,27.52,26.5,26.73,6375600,26.274354
2015-12-01,26.73,27.0,26.43,26.68,5104700,26.225207
2015-12-02,26.629999,26.93,26.200001,26.23,5039600,25.782877
2015-12-03,26.370001,26.41,25.49,26.110001,8749100,25.664924
2015-12-04,25.25,26.49,25.25,26.200001,7889700,25.75339
2015-12-07,26.139999,26.49,25.68,26.290001,5658600,25.841856
2015-12-08,26.07,26.620001,25.969999,26.49,6081200,26.038446
2015-12-09,26.309999,27.309999,26.280001,26.51,6808000,26.058105
2015-12-10,26.77,27.049999,26.379999,26.440001,4505700,25.989299
2015-12-11,26.139999,26.24,25.9,26.059999,4982500,25.615775
2015-12-14,26.200001,26.780001,25.530001,25.73,6093200,25.2914
2015-12-15,25.969999,26.290001,25.709999,25.76,4646900,25.32089
2015-12-16,25.99,26.360001,25.889999,26.299999,4238500,25.851684
2015-12-17,26.469999,26.59,25.190001,25.200001,6504500,24.770436
2015-12-18,25.110001,25.110001,24.549999,24.950001,12765100,24.524698
2015-12-21,25.059999,25.290001,24.59,24.77,5128200,24.347766
2015-12-22,24.889999,25.809999,24.780001,25.58,5418000,25.143958
2015-12-23,25.889999,25.91,25.200001,25.719999,3246300,25.281571
2015-12-24,25.67,25.74,25.299999,25.360001,1417500,24.927709
2015-12-28,25.25,25.379999,24.889999,25.1,3331400,24.67214
2015-12-29,25.33,25.870001,25.24,25.629999,3406000,25.193105
2015-12-30,25.620001,25.83,25.190001,25.24,3291300,24.809753
2015-12-31,25.18,25.209999,24.700001,24.700001,3451400,24.278959
2016-01-04,24.120001,25.610001,23.860001,25.51,10014400,25.310839
2016-01-05,25.549999,26.43,25.43,26.280001,11496400,26.074828
2016-01-06,25.91,26.280001,25.07,25.290001,6894700,25.092557
2016-01-07,24.85,26.799999,24.809999,26.74,11851000,26.531235
2016-01-08,25.040001,25.290001,22.629999,22.91,17615700,22.731137
2016-01-11,23.01,23.040001,22.35,22.68,10141000,22.502933
2016-01-12,22.85,23.219999,22.370001,22.85,6084700,22.671606
2016-01-13,22.959999,23.209999,22.440001,22.48,5359800,22.304494
2016-01-14,22.459999,23.629999,22.26,23.219999,7369200,23.038716
2016-01-15,22.620001,23.709999,22.620001,23.26,8099000,23.078405
2016-01-19,23.1,23.35,22.379999,22.700001,5368200,22.522777
2016-01-20,22.360001,22.790001,21.57,22.450001,5914300,22.274729
2016-01-21,22.610001,23.23,22.469999,23.0,5490400,22.820435
2016-01-22,23.34,23.700001,23.0,23.66,5186400,23.475282
2016-01-25,23.77,24.09,22.940001,23.059999,6190700,22.879966
2016-01-26,23.09,24.200001,23.040001,23.889999,5627200,23.703486
2016-01-27,23.75,24.290001,23.459999,23.76,4132900,23.574501
2016-01-28,24.120001,24.209999,23.75,24.01,3274600,23.822549
2016-01-29,24.26,24.809999,24.059999,24.719999,5833500,24.527005
2016-02-01,24.49,24.860001,24.15,24.74,5387500,24.54685
2016-02-02,24.5,25.059999,24.049999,24.290001,5907400,24.100364
2016-02-03,24.48,24.690001,23.790001,24.450001,5943500,24.259115
2016-02-04,23.870001,24.43,23.67,23.9,7390300,23.713408
2016-02-05,23.82,24.030001,23.129999,23.77,6167100,23.584423
2016-02-08,23.389999,24.08,23.33,23.99,8504200,23.802705
2016-02-09,23.870001,24.76,23.07,23.27,8994100,23.088327
2016-02-10,23.52,23.6,22.4,22.549999,8437100,22.373947
2016-02-11,22.23,22.780001,22.030001,22.43,5086300,22.254885
2016-02-12,22.68,23.77,22.58,23.73,3932200,23.544735
2016-02-16,24.02,24.540001,23.4,24.52,6177500,24.328568
2016-02-17,24.700001,25.75,24.66,25.450001,6088200,25.251308
2016-02-18,25.530001,26.190001,25.01,26.18,5542700,25.975608
2016-02-19,25.75,26.450001,25.16,26.24,6610500,26.035139
2016-02-22,26.459999,27.27,26.370001,27.059999,5652300,26.848737
2016-02-23,27.02,27.52,26.809999,27.26,4402500,27.047176
2016-02-24,26.9,27.51,26.33,27.280001,9701000,27.06702
2016-02-25,27.18,27.690001,26.639999,27.6,8379300,27.384522
2016-02-26,27.1,27.940001,26.200001,27.23,9843500,27.01741
2016-02-29,27.309999,27.91,27.15,27.65,6488700,27.434131
2016-03-01,27.709999,28.25,27.700001,28.16,5577200,27.940149
2016-03-02,28.200001,28.370001,27.93,28.370001,4126200,28.148511
2016-03-03,28.290001,28.58,27.99,28.540001,4738300,28.317184
2016-03-04,28.59,29.940001,28.549999,29.290001,8510900,29.061328
2016-03-07,28.98,30.17,28.950001,29.440001,7224400,29.210157
2016-03-08,29.780001,30.309999,29.59,29.68,10332100,29.448283
2016-03-09,29.889999,30.09,29.49,29.700001,4250300,29.468127
2016-03-10,29.92,30.25,29.139999,29.59,6023700,29.358985
2016-03-11,30.040001,30.23,29.65,30.17,4674500,29.934457
2016-03-14,30.030001,30.389999,29.940001,30.18,2943900,29.944379
2016-03-15,30.07,30.17,29.059999,29.709999,7417400,29.478047
2016-03-16,28.75,29.360001,28.65,29.280001,5996600,29.051406
2016-03-17,29.34,29.959999,29.24,29.9,4223500,29.666564
2016-03-18,30.040001,30.49,29.940001,30.389999,9182500,30.152739
2016-03-21,30.32,30.389999,29.68,29.83,3285800,29.597111
2016-03-22,29.82,29.92,29.040001,29.08,6690900,28.852967
2016-03-23,29.17,29.17,28.65,28.719999,4047000,28.495777
2016-03-24,28.73,28.799999,28.23,28.76,4748600,28.535465
2016-03-28,28.940001,29.33,28.860001,29.030001,3341700,28.803358
2016-03-29,29.08,29.59,28.879999,29.51,4454100,29.27961
2016-03-30,29.709999,29.91,29.469999,29.66,4846900,29.428438
2016-03-31,29.780001,30.0,29.33,29.4,5400700,29.170468
2016-04-01,29.24,29.620001,29.030001,29.459999,4944900,29.229999
2016-04-04,29.690001,30.1,29.35,29.52,6046100,29.52
2016-04-05,29.35,29.450001,28.68,28.690001,5401200,28.690001
2016-04-06,28.76,29.1,28.440001,28.860001,4532100,28.860001
2016-04-07,28.610001,28.860001,27.6,27.68,10302500,27.68
2016-04-08,27.68,27.68,23.51,23.85,33027800,23.85
2016-04-11,24.0,24.549999,23.530001,23.98,11029700,23.98
2016-04-12,23.940001,23.99,23.24,23.58,9255200,23.58
2016-04-13,23.74,24.059999,23.68,23.93,4806200,23.93
2016-04-14,23.719999,23.889999,23.469999,23.709999,3951100,23.709999
2016-04-15,23.74,24.040001,23.58,23.91,4915500,23.91
2016-04-18,23.77,23.940001,23.4,23.879999,3623900,23.879999
2016-04-19,24.0,24.110001,23.67,23.959999,5054900,23.959999
2016-04-20,24.030001,24.379999,23.940001,24.059999,4508700,24.059999
2016-04-21,24.16,24.27,23.75,23.83,3139000,23.83
2016-04-22,23.77,24.040001,23.75,23.959999,2779000,23.959999
2016-04-25,23.82,23.91,23.27,23.41,3482800,23.41
2016-04-26,23.459999,23.879999,23.16,23.870001,3774800,23.870001
2016-04-27,23.530001,24.02,23.25,23.969999,3464700,23.969999
2016-04-28,23.85,23.91,23.48,23.530001,3879000,23.530001
2016-04-29,23.530001,23.530001,23.0,23.18,3820300,23.18
2016-05-02,23.1,23.209999,22.700001,22.98,6286100,22.98
2016-05-03,22.85,22.889999,22.42,22.629999,6004800,22.629999
2016-05-04,22.48,22.9,22.440001,22.74,4845900,22.74
2016-05-05,22.459999,22.5,21.690001,21.870001,7819500,21.870001
2016-05-06,21.73,21.780001,21.110001,21.67,9917100,21.67
2016-05-09,21.700001,22.139999,21.700001,21.809999,4959300,21.809999
2016-05-10,19.49,19.66,18.98,19.299999,30905300,19.299999
2016-05-11,19.120001,19.43,18.549999,18.58,10056400,18.58
2016-05-12,18.120001,18.58,17.629999,17.860001,14305600,17.860001
2016-05-13,17.610001,18.299999,17.34,17.620001,10094700,17.620001
2016-05-16,17.57,17.879999,17.48,17.549999,9468300,17.549999
2016-05-17,17.57,17.700001,17.24,17.33,6743800,17.33
2016-05-18,17.18,17.25,17.0,17.09,6164500,17.09
2016-05-19,17.309999,17.49,17.0,17.280001,9465200,17.280001
2016-05-20,17.41,18.1,17.309999,18.01,15146600,18.01
2016-05-23,18.02,18.67,17.940001,18.41,17500800,18.41
2016-05-24,18.530001,18.73,18.0,18.09,9317300,18.09
2016-05-25,18.15,18.35,18.09,18.280001,8227200,18.280001
2016-05-26,18.440001,18.48,18.02,18.059999,5849700,18.059999
2016-05-27,18.1,18.280001,18.01,18.129999,4981400,18.129999
2016-05-31,18.23,18.299999,17.719999,17.99,10990000,17.99
2016-06-01,17.940001,18.200001,17.73,17.870001,9324200,17.870001
2016-06-02,17.879999,18.48,17.870001,18.33,8918200,18.33
2016-06-03,19.0,19.43,18.700001,19.09,10761300,19.09
