Date,Open_CVX,High_CVX,Low_CVX,Close_CVX,Volume_CVX,AdjClose_CVX
2016-02-26,86.970001,87.099998,84.279999,84.349998,9369900,83.467661
2016-02-29,84.940002,85.199997,83.07,83.440002,11549600,82.567184
2016-03-01,84.120003,86.529999,83.370003,86.129997,11614700,85.22904
2016-03-02,85.400002,87.18,84.400002,87.139999,9637600,86.228477
2016-03-03,87.0,87.57,86.050003,87.529999,8526100,86.614397
2016-03-04,87.419998,88.620003,86.699997,87.93,9328600,87.010214
2016-03-07,87.940002,90.760002,87.550003,90.669998,12784300,89.72155
2016-03-08,90.379997,91.080002,88.330002,88.739998,10508400,87.811739
2016-03-09,89.699997,94.639999,89.470001,92.82,19323100,91.849062
2016-03-10,92.790001,93.949997,92.019997,93.940002,12090900,92.957349
2016-03-11,94.949997,96.139999,93.379997,94.580002,14098800,93.590654
2016-03-14,93.57,94.830002,93.089996,94.260002,6898900,93.274001
2016-03-15,93.150002,94.400002,92.25,94.269997,7006300,93.283891
2016-03-16,94.720001,96.139999,93.720001,95.400002,9969200,94.402076
2016-03-17,96.25,97.739998,95.290001,96.889999,10679400,95.876488
2016-03-18,97.849998,97.910004,95.860001,97.690002,14436300,96.668122
2016-03-21,97.019997,97.540001,95.910004,96.440002,8040100,95.431198
2016-03-22,95.75,96.910004,95.32,95.5,7567100,94.501028
2016-03-23,94.720001,94.809998,93.040001,93.589996,10302800,92.611004
2016-03-24,92.540001,94.940002,92.25,94.849998,8159100,93.857826
2016-03-28,94.900002,95.080002,94.0,94.68,5054000,93.689606
2016-03-29,93.790001,95.389999,92.940002,95.32,6616600,94.322911
2016-03-30,96.349998,96.690002,95.160004,95.25,6182900,94.253643
2016-03-31,95.190002,96.199997,94.949997,95.400002,5943900,94.402076
2016-04-01,93.690002,94.779999,93.32,94.260002,7555900,93.274001
2016-04-04,94.440002,94.480003,93.040001,93.43,6552000,92.452682
2016-04-05,93.0,93.349998,92.43,92.669998,6662000,91.70063
2016-04-06,93.150002,95.0,92.82,94.839996,6836400,93.847929
2016-04-07,94.370003,95.029999,94.080002,94.790001,6817700,93.798456
2016-04-08,96.25,96.870003,95.760002,96.330002,7108500,95.322348
2016-04-11,96.870003,97.300003,95.150002,95.239998,6644200,94.243746
2016-04-12,95.690002,97.940002,95.43,97.510002,8783400,96.490005
2016-04-13,97.800003,97.910004,97.029999,97.599998,6406800,96.57906
2016-04-14,97.650002,98.269997,97.360001,97.980003,6162200,96.95509
2016-04-15,97.709999,97.800003,96.959999,97.230003,6551600,96.212935
2016-04-18,97.230003,98.760002,95.519997,98.699997,7770200,97.667552
2016-04-19,99.0,100.529999,98.160004,100.5,10584800,99.448726
2016-04-20,100.080002,102.540001,99.839996,101.690002,10150500,100.626281
2016-04-21,101.639999,102.800003,101.110001,101.400002,8278600,100.339313
2016-04-22,101.739998,102.5,101.5,102.010002,5754000,100.942933
2016-04-25,101.470001,101.769997,100.830002,101.510002,6612100,100.448163
2016-04-26,102.050003,102.980003,101.709999,102.290001,5650700,101.220003
2016-04-27,102.900002,103.940002,102.379997,103.849998,8383600,102.763682
2016-04-28,103.129997,104.260002,102.050003,102.400002,7598000,101.328853
2016-04-29,101.139999,102.629997,100.610001,102.18,8826900,101.111153
2016-05-02,101.830002,103.849998,101.800003,103.309998,6844500,102.22933
2016-05-03,102.260002,102.349998,101.050003,101.32,7033600,100.260148
2016-05-04,101.059998,102.300003,100.389999,100.589996,7444100,99.537781
2016-05-05,101.849998,102.599998,100.860001,101.419998,6474300,100.359101
2016-05-06,100.839996,102.699997,100.839996,101.860001,5966800,100.794501
2016-05-09,101.620003,101.800003,99.080002,100.349998,9342100,99.300294
2016-05-10,100.639999,101.290001,100.410004,101.269997,6698100,100.210668
2016-05-11,101.239998,101.739998,100.150002,101.139999,6850700,100.082031
2016-05-12,102.150002,102.419998,101.080002,102.120003,6532400,101.051783
2016-05-13,101.629997,102.040001,100.360001,100.739998,5665200,99.686214
2016-05-16,101.870003,102.599998,101.400002,102.290001,6779400,101.220003
2016-05-17,101.07,102.18,100.339996,100.75,7028000,100.75
2016-05-18,100.900002,101.269997,99.440002,100.059998,5927500,100.059998
2016-05-19,99.260002,100.080002,98.519997,99.849998,6241100,99.849998
2016-05-20,100.300003,100.400002,99.489998,99.790001,4681000,99.790001
2016-05-23,99.18,100.129997,99.07,99.379997,4157000,99.379997
2016-05-24,99.940002,100.760002,99.620003,100.190002,4367500,100.190002
2016-05-25,100.82,101.980003,100.82,101.769997,5428200,101.769997
2016-05-26,101.849998,102.370003,100.970001,101.5,4075200,101.5
2016-05-27,101.379997,102.110001,100.870003,102.019997,4997600,102.019997
2016-05-31,102.150002,102.279999,100.57,101.0,7249500,101.0
2016-06-01,100.239998,101.379997,99.889999,101.129997,4779800,101.129997
2016-06-02,100.400002,100.57,99.720001,100.529999,6687900,100.529999
2016-06-03,100.650002,101.139999,100.0,100.660004,4916100,100.660004
