Date,Open_ATVI,High_ATVI,Low_ATVI,Close_ATVI,Volume_ATVI,AdjClose_ATVI
2015-09-29,31.25,31.27,30.309999,30.66,11385200,30.412512
2015-09-30,31.01,31.24,30.43,30.889999,9411500,30.640655
2015-10-01,31.389999,31.459999,30.620001,30.9,8515700,30.650574
2015-10-02,30.57,31.459999,30.25,31.459999,9430200,31.206053
2015-10-05,31.82,32.060001,31.549999,31.969999,8559100,31.711937
2015-10-06,31.85,32.240002,31.51,31.91,6647200,31.652422
2015-10-07,32.080002,32.290001,31.379999,31.940001,6744300,31.68218
2015-10-08,31.76,31.85,31.01,31.73,8725400,31.473874
2015-10-09,31.629999,32.09,31.33,32.07,6321000,31.81113
2015-10-12,31.879999,32.900002,31.809999,32.580002,5199600,32.317015
2015-10-13,32.5,33.189999,32.200001,32.880001,12662700,32.614593
2015-10-14,32.77,33.41,32.68,33.02,9086800,32.753462
2015-10-15,33.18,33.810001,32.970001,33.799999,10559300,33.527165
2015-10-16,34.060001,34.310001,33.790001,34.169998,7476000,33.894177
2015-10-19,33.939999,34.169998,33.34,33.75,5443200,33.477569
2015-10-20,33.759998,33.849998,33.490002,33.82,5393700,33.547004
2015-10-21,34.0,34.110001,33.669998,33.779999,4699900,33.507326
2015-10-22,33.880001,35.130001,33.880001,34.75,9641600,34.469497
2015-10-23,35.259998,35.439999,34.75,34.900002,9147900,34.618288
2015-10-26,35.009998,35.049999,34.759998,34.880001,3783000,34.598449
2015-10-27,34.900002,35.130001,34.689999,34.880001,6001000,34.598449
2015-10-28,35.0,35.41,34.799999,35.279999,6129800,34.995218
2015-10-29,35.200001,35.389999,34.52,34.990002,5697400,34.707562
2015-10-30,34.84,35.200001,34.200001,34.759998,8679000,34.479415
2015-11-02,34.25,34.860001,33.830002,34.57,7385300,34.29095
2015-11-03,33.349998,37.799999,32.389999,35.82,43548400,35.53086
2015-11-04,36.150002,37.560001,36.009998,36.990002,17829500,36.691418
2015-11-05,37.450001,37.860001,36.759998,37.360001,10398100,37.05843
2015-11-06,37.77,37.77,34.849998,35.0,20663200,34.717479
2015-11-09,35.299999,35.869999,33.709999,34.049999,15949100,33.775147
2015-11-10,33.849998,33.950001,33.32,33.860001,8898400,33.586682
2015-11-11,34.349998,34.889999,33.580002,34.57,8541700,34.29095
2015-11-12,34.610001,35.509998,34.610001,35.009998,9767300,34.727397
2015-11-13,34.779999,35.009998,34.18,34.59,6818400,34.310789
2015-11-16,34.490002,35.099998,33.779999,34.950001,8677200,34.667884
2015-11-17,34.970001,36.240002,34.849998,36.119999,9977800,35.828438
2015-11-18,36.23,36.950001,35.82,36.869999,8259300,36.572384
2015-11-19,37.0,37.57,36.919998,37.009998,5263900,36.711253
2015-11-20,37.099998,38.029999,36.610001,37.509998,8262200,37.207217
2015-11-23,37.32,37.580002,36.529999,37.349998,8400800,37.048509
2015-11-24,37.18,37.279999,36.509998,36.84,5809900,36.542627
2015-11-25,37.02,37.459999,36.75,37.23,4218100,36.929478
2015-11-27,37.200001,37.400002,37.150002,37.240002,1369100,36.9394
2015-11-30,37.450001,37.68,36.689999,37.66,7971400,37.356008
2015-12-01,37.860001,38.759998,37.849998,38.57,8410300,38.258662
2015-12-02,38.57,39.0,38.279999,38.380001,5560600,38.070197
2015-12-03,38.630001,38.93,37.360001,37.619999,7660800,37.31633
2015-12-04,37.560001,38.98,37.540001,38.889999,5040600,38.576079
2015-12-07,38.919998,39.029999,38.389999,38.689999,6738400,38.377692
2015-12-08,38.330002,39.459999,38.130001,39.360001,5634200,39.042286
2015-12-09,39.200001,39.349998,37.860001,38.59,7247800,38.278501
2015-12-10,38.709999,38.82,38.080002,38.380001,5210000,38.070197
2015-12-11,37.759998,38.259998,36.759998,37.220001,10795300,36.919561
2015-12-14,37.27,38.0,36.889999,37.959999,5666400,37.653585
2015-12-15,38.330002,39.549999,38.240002,38.709999,7900500,38.397531
2015-12-16,38.939999,39.43,38.139999,39.209999,6277300,38.893495
2015-12-17,39.360001,39.799999,38.849998,38.869999,7383300,38.55624
2015-12-18,38.470001,39.130001,38.310001,38.470001,12539000,38.159471
2015-12-21,38.860001,39.290001,38.099998,38.740002,5771100,38.427292
2015-12-22,39.560001,39.779999,38.790001,39.209999,4134600,38.893495
2015-12-23,39.380001,39.450001,37.599998,38.84,5419200,38.526483
2015-12-24,38.939999,39.110001,38.529999,38.919998,1927400,38.605835
2015-12-28,38.759998,39.029999,38.259998,39.029999,3299400,38.714948
2015-12-29,39.34,39.93,39.23,39.580002,4996800,39.260511
2015-12-30,39.57,39.740002,39.349998,39.43,2852700,39.111721
2015-12-31,39.240002,39.380001,38.52,38.709999,5023600,38.397531
2016-01-04,38.049999,38.09,36.98,37.619999,8926100,37.31633
2016-01-05,37.790001,37.889999,36.939999,37.139999,11150200,36.840205
2016-01-06,36.32,36.799999,36.080002,36.790001,17867300,36.493031
2016-01-07,35.790001,37.009998,35.43,36.27,10489200,35.977228
2016-01-08,36.790001,36.790001,35.540001,35.709999,8412700,35.421747
2016-01-11,35.900002,36.650002,35.790001,36.209999,8151700,35.917711
2016-01-12,36.650002,37.830002,36.529999,37.119999,6984500,36.820366
2016-01-13,37.48,37.48,34.700001,34.860001,53119700,34.57861
2016-01-14,34.919998,35.66,34.169998,35.400002,9527700,35.114252
2016-01-15,34.310001,35.349998,33.509998,34.91,11935800,34.628206
2016-01-19,35.52,35.630001,34.700001,35.150002,5843600,34.86627
2016-01-20,34.529999,35.060001,33.459999,34.709999,8084300,34.429819
2016-01-21,34.790001,35.450001,34.380001,34.560001,8859500,34.281032
2016-01-22,35.080002,36.209999,34.82,35.919998,6601600,35.630051
2016-01-25,35.759998,35.869999,34.630001,34.73,8582500,34.449658
2016-01-26,34.849998,35.459999,34.830002,35.299999,5501700,35.015057
2016-01-27,35.25,35.400002,33.919998,34.07,7862600,33.794986
2016-01-28,34.529999,34.93,33.169998,33.790001,13813600,33.517247
2016-01-29,33.630001,34.880001,32.549999,34.82,20543900,34.538932
2016-02-01,34.599998,35.259998,34.43,34.669998,8915900,34.390141
2016-02-02,34.240002,34.57,33.119999,33.419998,8704700,33.150231
2016-02-03,33.810001,33.849998,32.330002,33.119999,10319100,32.852654
2016-02-04,33.139999,33.25,31.33,31.940001,17559800,31.68218
2016-02-05,31.77,31.799999,30.389999,30.530001,17261300,30.283562
2016-02-08,29.690001,29.889999,28.129999,28.719999,17084100,28.488171
2016-02-09,28.41,29.75,28.049999,28.809999,14216700,28.577445
2016-02-10,29.059999,30.549999,29.049999,30.15,14315500,29.906628
2016-02-11,29.6,30.719999,29.49,30.52,17176400,30.273642
2016-02-12,28.66,29.040001,26.49,28.120001,42849800,27.893016
2016-02-16,28.559999,29.65,28.549999,29.42,15564900,29.182521
2016-02-17,29.76,30.02,29.32,29.450001,15154900,29.21228
2016-02-18,29.879999,30.0,28.790001,28.879999,8244200,28.646879
2016-02-19,28.85,30.35,28.65,30.190001,11537100,29.946306
2016-02-22,30.51,31.85,30.48,31.52,10579000,31.26557
2016-02-23,31.35,31.91,30.549999,30.73,9504100,30.481946
2016-02-24,30.440001,31.77,30.24,31.709999,8306200,31.454035
2016-02-25,31.98,32.619999,31.75,32.32,8611400,32.059112
2016-02-26,32.380001,32.630001,31.65,31.889999,7114300,31.632583
2016-02-29,31.73,32.220001,31.32,31.67,7479300,31.414359
2016-03-01,31.959999,32.400002,31.450001,32.209999,7543600,31.949999
2016-03-02,32.0,32.209999,31.51,32.009998,8292800,31.751613
2016-03-03,31.809999,31.9,31.02,31.52,5454900,31.26557
2016-03-04,31.84,31.84,30.709999,31.190001,6125800,30.938234
2016-03-07,31.0,31.48,30.51,30.98,7751300,30.729928
2016-03-08,30.700001,31.15,30.51,30.780001,6958300,30.531544
2016-03-09,30.82,31.049999,30.370001,30.860001,6527100,30.610898
2016-03-10,30.9,31.51,30.700001,31.25,7588900,30.997749
2016-03-11,31.51,32.029999,31.48,31.52,7747200,31.26557
2016-03-14,31.65,32.669998,31.57,32.41,7123600,32.148386
2016-03-15,32.34,32.869999,32.18,32.48,5373400,32.21782
2016-03-16,32.490002,32.91,32.200001,32.790001,5080400,32.525319
2016-03-17,32.68,33.080002,32.02,32.599998,6275600,32.336851
2016-03-18,32.68,32.68,31.77,32.200001,11477100,31.940082
2016-03-21,32.23,32.32,31.809999,32.040001,3060500,31.781373
2016-03-22,31.889999,32.57,31.860001,32.540001,4683600,32.277337
2016-03-23,32.48,32.810001,32.419998,32.580002,4115900,32.317015
2016-03-24,32.439999,32.580002,31.91,32.209999,3764400,31.949999
2016-03-28,32.099998,32.34,31.709999,32.139999,3263300,32.139999
2016-03-29,32.27,33.349998,32.25,33.240002,6150600,33.240002
2016-03-30,33.599998,34.290001,33.509998,34.07,8354300,34.07
2016-03-31,33.98,34.5,33.700001,33.84,7040400,33.84
2016-04-01,33.810001,34.529999,33.549999,34.419998,4998000,34.419998
2016-04-04,34.419998,34.66,33.959999,34.23,4823200,34.23
2016-04-05,33.91,34.349998,33.599998,33.709999,5672900,33.709999
2016-04-06,33.889999,34.169998,33.540001,34.0,4550200,34.0
2016-04-07,33.869999,33.970001,33.310001,33.419998,5796000,33.419998
2016-04-08,33.700001,34.16,33.52,33.970001,4591900,33.970001
2016-04-11,34.299999,34.380001,33.41,33.41,4487200,33.41
2016-04-12,33.43,33.66,33.029999,33.48,5235900,33.48
2016-04-13,33.919998,35.299999,33.849998,35.16,8358500,35.16
2016-04-14,35.290001,35.290001,34.779999,34.91,3898200,34.91
2016-04-15,35.02,35.07,34.34,34.57,5357200,34.57
2016-04-18,34.560001,35.450001,34.130001,35.439999,4526700,35.439999
2016-04-19,35.48,35.599998,34.799999,35.209999,4159900,35.209999
2016-04-20,35.34,35.450001,34.93,35.25,3502300,35.25
2016-04-21,35.169998,35.439999,34.959999,35.189999,3113900,35.189999
2016-04-22,34.869999,35.43,34.52,34.650002,4673200,34.650002
2016-04-25,34.610001,34.959999,34.560001,34.919998,2743400,34.919998
2016-04-26,35.080002,35.43,34.990002,35.209999,3563400,35.209999
2016-04-27,34.93,35.130001,33.830002,34.369999,6866300,34.369999
2016-04-28,34.240002,34.869999,33.779999,33.900002,5248600,33.900002
2016-04-29,33.599998,34.580002,33.549999,34.470001,6439300,34.470001
2016-05-02,34.700001,34.75,33.939999,34.580002,7452900,34.580002
2016-05-03,34.16,34.59,33.939999,34.110001,4282600,34.110001
2016-05-04,33.82,34.34,33.610001,34.279999,5762900,34.279999
2016-05-05,34.34,35.209999,34.169998,34.91,9853800,34.91
2016-05-06,36.990002,38.0,36.66,37.869999,19054100,37.869999
2016-05-09,37.790001,37.869999,36.82,37.150002,10814800,37.150002
2016-05-10,37.23,37.27,36.060001,36.41,14271000,36.41
2016-05-11,36.610001,37.330002,36.459999,37.110001,10236300,37.110001
2016-05-12,37.169998,37.990002,37.049999,37.91,7601200,37.91
2016-05-13,38.0,38.98,37.990002,38.290001,10198700,38.290001
2016-05-16,38.450001,39.48,38.310001,39.389999,7783900,39.389999
2016-05-17,39.099998,39.349998,37.630001,38.119999,10667600,38.119999
2016-05-18,37.98,38.720001,37.860001,38.470001,7676300,38.470001
2016-05-19,38.23,38.369999,37.540001,37.799999,7493900,37.799999
2016-05-20,37.810001,37.939999,37.16,37.529999,11640100,37.529999
2016-05-23,37.630001,37.990002,37.310001,37.73,5624000,37.73
2016-05-24,37.919998,39.029999,37.779999,39.02,7618900,39.02
2016-05-25,39.189999,39.549999,38.599998,38.950001,7680700,38.950001
2016-05-26,38.91,39.400002,38.470001,39.099998,7995400,39.099998
2016-05-27,39.130001,39.990002,39.07,39.34,6265400,39.34
2016-05-31,39.540001,39.689999,39.130001,39.259998,8440900,39.259998
2016-06-01,39.259998,39.290001,38.509998,38.650002,8432100,38.650002
2016-06-02,38.720001,38.75,38.209999,38.689999,6580900,38.689999
2016-06-03,38.689999,38.91,37.630001,37.810001,9681500,37.810001
