Date,Open_HON,High_HON,Low_HON,Close_HON,Volume_HON,AdjClose_HON
2016-05-19,112.010002,112.559998,110.720001,112.32,3026100,112.32
2016-05-20,112.720001,114.089996,112.720001,113.220001,3983300,113.220001
2016-05-23,113.089996,113.389999,112.589996,112.800003,1699800,112.800003
2016-05-24,113.099998,114.709999,113.010002,114.370003,2083000,114.370003
2016-05-25,114.589996,115.25,114.43,114.720001,1590300,114.720001
2016-05-26,114.720001,115.279999,113.800003,114.190002,2005500,114.190002
2016-05-27,114.470001,114.599998,113.900002,114.330002,1760100,114.330002
2016-05-31,114.279999,114.589996,113.379997,113.830002,2713700,113.830002
2016-06-01,113.889999,114.139999,112.459999,113.940002,2228600,113.940002
2016-06-02,114.050003,114.529999,113.540001,114.529999,2138800,114.529999
2016-06-03,114.75,114.980003,113.730003,114.790001,2145500,114.790001
