Date,Open_HON,High_HON,Low_HON,Close_HON,Volume_HON,AdjClose_HON
2015-06-05,103.68,104.059998,103.370003,103.739998,1593900,101.528349
2015-06-08,103.769997,103.919998,103.25,103.260002,1473000,101.058587
2015-06-09,103.330002,103.989998,103.230003,103.559998,1524200,101.352186
2015-06-10,104.300003,105.010002,103.660004,104.769997,2103100,102.536389
2015-06-11,105.230003,105.230003,104.540001,104.900002,1631800,102.663623
2015-06-12,104.440002,104.800003,103.690002,104.050003,1249700,101.831745
2015-06-15,103.18,103.660004,102.330002,103.440002,2869400,101.234749
2015-06-16,103.18,104.330002,103.089996,104.099998,1816200,101.880675
2015-06-17,104.379997,104.699997,103.220001,104.199997,2669200,101.978541
2015-06-18,104.309998,105.919998,104.309998,105.529999,2227700,103.280189
2015-06-19,105.220001,105.889999,105.099998,105.339996,2782800,103.094237
2015-06-22,105.900002,106.209999,104.550003,105.370003,2188900,103.123604
2015-06-23,105.279999,105.349998,104.519997,104.760002,1809000,102.526608
2015-06-24,104.75,105.260002,104.099998,104.099998,2298900,101.880675
2015-06-25,105.07,105.07,103.220001,103.360001,1449600,101.156453
2015-06-26,103.730003,103.75,103.18,103.540001,2114500,101.332616
2015-06-29,102.93,103.150002,101.809998,101.849998,2139300,99.678643
2015-06-30,102.669998,103.120003,101.57,101.970001,2195500,99.796087
2015-07-01,102.980003,103.480003,102.480003,102.839996,2171100,100.647535
2015-07-02,103.139999,103.309998,102.190002,102.510002,1793100,100.324576
2015-07-06,101.5,102.959999,101.360001,102.379997,2262500,100.197343
2015-07-07,102.419998,102.980003,101.050003,102.839996,2364500,100.647535
2015-07-08,102.0,102.389999,100.75,100.970001,2346200,98.817407
2015-07-09,102.32,102.720001,101.139999,101.18,2720700,99.022929
2015-07-10,101.989998,102.669998,101.580002,102.410004,2574300,100.226709
2015-07-13,103.339996,103.870003,103.120003,103.769997,1608600,101.557708
2015-07-14,103.720001,104.410004,103.400002,104.080002,1443200,101.861105
2015-07-15,104.080002,104.459999,103.559998,103.839996,2735300,101.626216
2015-07-16,104.889999,104.889999,103.029999,103.57,4628400,101.361975
2015-07-17,104.919998,106.620003,104.269997,105.540001,5442500,103.289978
2015-07-20,105.699997,106.790001,105.529999,106.370003,4522600,104.102285
2015-07-21,106.019997,106.400002,105.190002,105.400002,3724400,103.152963
2015-07-22,105.360001,105.519997,104.510002,104.739998,3127700,102.50703
2015-07-23,104.779999,105.470001,104.209999,104.32,2369300,102.095986
2015-07-24,104.169998,104.519997,102.300003,102.769997,2803300,100.579028
2015-07-27,102.0,102.050003,101.360001,101.639999,3291300,99.473121
2015-07-28,102.699997,104.519997,102.300003,104.199997,3928800,101.978541
2015-07-29,104.199997,105.839996,103.949997,105.540001,2572900,103.289978
2015-07-30,105.019997,105.769997,104.620003,105.379997,2212400,103.133385
2015-07-31,105.760002,105.919998,104.93,105.050003,1979000,102.810426
2015-08-03,105.019997,105.019997,103.900002,104.699997,2348100,102.467882
2015-08-04,104.720001,105.400002,104.089996,104.620003,2876000,102.389593
2015-08-05,105.5,106.269997,105.25,105.730003,1956000,103.475929
2015-08-06,105.800003,106.300003,105.400002,105.790001,2124600,103.534648
2015-08-07,105.660004,105.940002,104.989998,105.459999,1821800,103.211681
2015-08-10,106.449997,107.410004,106.330002,107.300003,2215800,105.012458
2015-08-11,106.110001,106.459999,104.510002,105.370003,3234400,103.123604
2015-08-12,105.290001,105.779999,103.629997,105.540001,3655700,103.289978
2015-08-13,104.980003,105.900002,104.620003,105.519997,2072300,103.2704
2015-08-14,105.660004,106.209999,105.440002,106.080002,1577000,103.818466
2015-08-17,105.559998,106.349998,104.709999,106.279999,2282100,104.014199
2015-08-18,105.769997,106.669998,105.57,106.209999,3427000,104.454793
2015-08-19,105.5,105.989998,104.800003,105.040001,2489500,103.30413
2015-08-20,104.089996,104.309998,102.599998,102.639999,3997900,100.943791
2015-08-21,101.870003,102.050003,98.849998,98.879997,7356100,97.245926
2015-08-24,92.330002,98.489998,87.0,95.279999,7689700,93.70542
2015-08-25,98.349998,98.540001,93.809998,93.93,6085400,92.377731
2015-08-26,96.269997,97.879997,95.099998,97.830002,5264300,96.213282
2015-08-27,99.139999,100.5,98.370003,99.889999,5035200,98.239237
2015-08-28,99.519997,100.25,99.110001,100.019997,3456300,98.367086
2015-08-31,99.610001,100.379997,99.099998,99.269997,4241800,97.62948
2015-09-01,96.980003,97.440002,95.419998,95.959999,4275900,94.374183
2015-09-02,97.029999,98.010002,96.510002,98.010002,3819100,96.390308
2015-09-03,98.519997,99.660004,98.370003,98.57,3124300,96.941051
2015-09-04,97.309998,97.699997,96.059998,96.589996,3653700,94.993769
2015-09-08,98.809998,99.82,98.389999,99.809998,3715000,98.160557
2015-09-09,100.440002,101.019997,98.639999,98.860001,3293500,97.22626
2015-09-10,98.720001,100.150002,98.260002,99.550003,3524000,97.904859
2015-09-11,99.470001,99.639999,98.43,99.620003,2557000,97.973702
2015-09-14,100.010002,100.010002,98.93,99.220001,2505100,97.580311
2015-09-15,99.639999,100.739998,99.279999,100.32,2997900,98.662131
2015-09-16,100.690002,101.129997,100.379997,100.959999,3243600,99.291554
2015-09-17,100.93,102.290001,100.309998,100.529999,2701400,98.86866
2015-09-18,99.290001,99.360001,97.75,98.040001,4900700,96.419811
2015-09-21,98.18,98.589996,97.199997,97.739998,2683400,96.124766
2015-09-22,96.279999,96.400002,95.220001,96.040001,4581500,94.452863
2015-09-23,96.220001,96.449997,94.129997,94.589996,5715900,93.026821
2015-09-24,93.650002,93.949997,91.739998,93.620003,5575400,92.072857
2015-09-25,94.760002,94.790001,93.040001,93.519997,3898500,91.974503
2015-09-28,92.830002,93.389999,91.57,91.589996,4362900,90.076398
2015-09-29,91.970001,93.099998,91.709999,92.519997,3452000,90.991029
2015-09-30,93.650002,94.839996,93.480003,94.690002,4398200,93.125174
2015-10-01,94.739998,96.080002,93.599998,94.709999,3314800,93.14484
2015-10-02,93.370003,96.610001,93.010002,96.540001,3817500,94.9446
2015-10-05,97.080002,98.93,96.900002,98.379997,3706500,96.754189
2015-10-06,98.379997,99.080002,98.150002,98.209999,2605800,96.587
2015-10-07,99.029999,100.349998,98.760002,99.489998,2981400,97.845846
2015-10-08,99.07,101.400002,99.029999,101.07,3084500,99.399737
2015-10-09,101.120003,102.110001,101.010002,101.160004,3311500,99.488253
2015-10-12,101.290001,101.68,100.839996,101.5,1762100,99.822631
2015-10-13,100.68,101.089996,99.720001,99.82,3660200,98.170394
2015-10-14,99.860001,100.0,98.239998,98.260002,3551100,96.636177
2015-10-15,98.830002,98.830002,97.410004,98.5,6018200,96.872208
2015-10-16,100.0,100.849998,95.330002,97.029999,12645200,95.4265
2015-10-19,96.790001,97.529999,96.5,97.18,5948000,95.574023
2015-10-20,97.199997,98.839996,97.199997,98.279999,4649300,96.655843
2015-10-21,98.870003,99.910004,98.230003,98.769997,3633000,97.137743
2015-10-22,99.269997,102.900002,99.269997,102.580002,4416200,100.884785
2015-10-23,103.309998,103.800003,102.089996,103.129997,4108800,101.425691
2015-10-26,103.419998,103.419998,102.550003,102.779999,1901800,101.081477
2015-10-27,102.580002,102.989998,102.029999,102.449997,2452500,100.756928
2015-10-28,102.510002,103.650002,102.209999,103.580002,2515900,101.868259
2015-10-29,103.239998,103.839996,102.330002,102.940002,3129100,101.238836
2015-10-30,103.290001,104.0,102.940002,103.279999,2923300,101.573214
2015-11-02,103.269997,104.349998,103.0,104.18,2450500,102.458342
2015-11-03,103.970001,104.209999,103.389999,103.650002,2466400,101.937102
2015-11-04,103.690002,104.220001,103.209999,103.370003,1940600,101.66173
2015-11-05,103.379997,103.919998,102.860001,103.599998,2224100,101.887925
2015-11-06,102.870003,104.0,102.610001,104.0,2455100,102.281316
2015-11-09,103.349998,103.620003,102.019997,102.709999,3274500,101.012634
2015-11-10,102.269997,102.860001,101.309998,102.400002,2757400,100.707759
2015-11-11,102.879997,104.129997,102.449997,103.260002,2303600,101.553547
2015-11-12,102.459999,102.639999,101.629997,101.970001,3478200,100.284865
2015-11-13,101.75,102.510002,100.790001,101.080002,2446200,99.409573
2015-11-16,101.080002,102.989998,100.959999,102.959999,2297700,101.258502
2015-11-17,103.18,103.18,101.940002,102.290001,2423800,101.184317
2015-11-18,102.620003,104.150002,102.419998,104.059998,2535800,102.935182
2015-11-19,104.260002,105.18,104.07,105.040001,3408700,103.904592
2015-11-20,105.389999,106.139999,105.349998,105.629997,2562000,104.488211
2015-11-23,105.559998,105.93,103.839996,104.589996,3134600,103.459451
2015-11-24,103.300003,103.800003,102.089996,103.169998,5749200,102.054802
2015-11-25,103.480003,103.910004,102.910004,103.629997,3725100,102.509829
2015-11-27,103.660004,104.400002,103.43,104.059998,1144700,102.935182
2015-11-30,104.300003,104.540001,103.82,103.949997,2894500,102.82637
2015-12-01,103.900002,105.269997,103.769997,104.150002,3264600,103.024213
2015-12-02,103.910004,104.290001,102.919998,103.099998,2482900,101.985559
2015-12-03,103.410004,103.68,101.860001,102.400002,2702800,101.293129
2015-12-04,102.779999,104.709999,102.410004,104.550003,3552000,103.41989
2015-12-07,104.550003,104.849998,103.610001,104.18,2298400,103.053887
2015-12-08,103.029999,103.559998,102.389999,102.660004,2711900,101.550321
2015-12-09,102.099998,103.550003,101.410004,101.889999,2464600,100.78864
2015-12-10,102.160004,102.339996,101.300003,101.760002,2812300,100.660048
2015-12-11,100.269997,100.989998,97.910004,98.230003,5553700,97.168206
2015-12-14,98.339996,99.059998,97.660004,98.980003,5761200,97.910099
2015-12-15,99.43,99.949997,98.379997,98.470001,5083300,97.405609
2015-12-16,101.730003,104.400002,101.300003,104.080002,7361200,102.95497
2015-12-17,104.199997,104.529999,102.260002,102.309998,3747100,101.204098
2015-12-18,102.089996,102.989998,101.449997,101.830002,5489000,100.729291
2015-12-21,102.720001,103.75,101.93,102.599998,3062600,101.490964
2015-12-22,102.93,104.470001,102.510002,104.160004,2552200,103.034107
2015-12-23,104.690002,105.32,104.230003,104.959999,3650300,103.825455
2015-12-24,104.870003,104.989998,104.480003,104.650002,793900,103.518808
2015-12-28,104.230003,104.620003,103.830002,104.330002,1435100,103.202267
2015-12-29,105.199997,105.720001,104.239998,105.339996,2013700,104.201344
2015-12-30,105.400002,105.440002,104.190002,104.459999,2225100,103.330859
2015-12-31,104.07,104.580002,103.480003,103.57,2079400,102.45048
2016-01-04,101.620003,102.639999,100.989998,102.57,3341000,101.46129
2016-01-05,102.639999,103.589996,102.269997,103.410004,2553700,102.292214
2016-01-06,102.139999,102.5,101.480003,102.239998,2321600,101.134855
2016-01-07,100.540001,101.110001,98.709999,99.230003,3420500,98.157396
2016-01-08,99.919998,100.339996,98.18,98.43,4027200,97.366041
2016-01-11,98.82,99.419998,97.440002,98.419998,3130600,97.356147
2016-01-12,99.239998,99.589996,97.830002,99.169998,3146700,98.09804
2016-01-13,99.75,99.900002,96.720001,97.099998,2983300,96.050415
2016-01-14,97.339996,99.480003,96.519997,98.739998,5454000,97.672687
2016-01-15,96.309998,97.589996,95.900002,97.260002,4814500,96.208689
2016-01-19,98.419998,98.550003,96.209999,97.330002,3735900,96.277932
2016-01-20,95.489998,96.889999,93.709999,96.239998,4965500,95.199711
2016-01-21,96.82,97.639999,95.889999,96.580002,3042200,95.536039
2016-01-22,98.139999,98.529999,96.769997,97.82,3190300,96.762634
2016-01-25,97.580002,97.720001,96.370003,96.480003,2431800,95.437122
2016-01-26,96.75,98.639999,96.389999,98.510002,3257800,97.445178
2016-01-27,97.769997,98.779999,96.32,96.959999,5060200,95.911929
2016-01-28,97.919998,98.550003,97.099998,97.970001,4499400,96.911014
2016-01-29,100.989998,103.43,99.879997,103.199997,6639900,102.084477
2016-02-01,102.199997,103.199997,100.68,102.879997,5394300,101.767936
2016-02-02,101.800003,101.800003,100.089996,100.660004,3816300,99.571939
2016-02-03,101.449997,102.279999,99.419998,102.160004,3758700,101.055725
2016-02-04,101.690002,103.720001,101.620003,102.550003,5039900,101.441509
2016-02-05,102.660004,102.760002,101.220001,102.129997,3669700,101.026043
2016-02-08,101.0,101.639999,99.879997,101.529999,3449900,100.43253
2016-02-09,100.239998,103.550003,100.239998,102.720001,3707500,101.60967
2016-02-10,103.139999,104.57,102.470001,102.599998,4040800,101.490964
2016-02-11,100.410004,102.309998,99.93,101.540001,5051300,100.442424
2016-02-12,102.68,103.779999,101.900002,103.480003,4443800,102.361457
2016-02-16,104.470001,106.0,104.160004,104.949997,5281800,103.815561
2016-02-17,105.389999,106.599998,105.269997,106.129997,6038300,104.982806
2016-02-18,105.93,107.059998,105.730003,106.470001,4095400,105.319135
2016-02-19,106.139999,107.519997,105.400002,107.269997,4425000,106.110483
2016-02-22,108.0,111.860001,104.650002,105.169998,15118100,104.033184
2016-02-23,104.309998,105.800003,103.169998,103.639999,7837400,103.103027
2016-02-24,102.330002,103.730003,101.25,103.300003,6762000,102.764792
2016-02-25,103.620003,104.260002,103.040001,104.190002,4840700,103.65018
2016-02-26,104.089996,104.529999,102.709999,103.029999,7908400,102.496187
2016-02-29,102.589996,103.489998,101.279999,101.349998,5571600,100.824891
2016-03-01,103.610001,105.870003,103.300003,105.870003,8222400,105.321476
2016-03-02,105.800003,107.660004,105.379997,106.489998,4202900,105.938259
2016-03-03,106.599998,108.209999,106.199997,107.980003,5307700,107.420545
2016-03-04,107.849998,108.940002,107.660004,108.150002,2950200,107.589662
2016-03-07,107.82,108.239998,106.610001,107.470001,3882900,106.913185
2016-03-08,106.5,107.769997,106.089996,107.580002,3109700,107.022615
2016-03-09,107.779999,108.949997,107.760002,108.93,3562300,108.365619
2016-03-10,109.050003,109.330002,107.269997,108.360001,3139000,107.798573
2016-03-11,109.610001,109.889999,108.639999,109.029999,2798200,108.4651
2016-03-14,108.709999,109.489998,108.5,108.510002,2784700,107.947797
2016-03-15,107.779999,108.779999,107.580002,108.68,2021200,108.116915
2016-03-16,108.589996,109.660004,108.099998,109.230003,2653000,108.664068
2016-03-17,109.669998,111.349998,108.580002,111.019997,4211400,110.444787
2016-03-18,111.589996,112.139999,110.980003,112.099998,5403200,111.519193
2016-03-21,111.739998,112.779999,111.559998,112.68,2893000,112.09619
2016-03-22,111.980003,113.470001,111.830002,112.980003,3119200,112.394639
2016-03-23,112.470001,112.730003,111.93,112.209999,2201400,111.628624
2016-03-24,111.410004,111.980003,111.0,111.32,2367500,110.743236
2016-03-28,111.519997,111.870003,111.080002,111.599998,2133500,111.021784
2016-03-29,111.199997,112.190002,110.379997,111.900002,2469600,111.320233
2016-03-30,113.019997,113.019997,111.919998,112.169998,2220000,111.58883
2016-03-31,112.110001,112.519997,111.139999,112.050003,2498900,111.469457
2016-04-01,111.5,113.449997,110.830002,113.230003,2363200,112.643344
2016-04-04,113.419998,113.419998,112.209999,112.550003,2325000,111.966866
2016-04-05,111.959999,112.470001,111.330002,111.779999,3321700,111.200852
2016-04-06,111.809998,113.199997,111.269997,113.059998,2510000,112.474219
2016-04-07,112.57,112.610001,111.370003,111.669998,2751100,111.091421
2016-04-08,112.080002,112.989998,111.690002,112.120003,2072300,111.539094
2016-04-11,112.410004,112.870003,111.900002,111.940002,2154600,111.360026
2016-04-12,112.089996,113.349998,112.0,113.029999,2140300,112.444375
2016-04-13,113.93,114.949997,113.440002,114.739998,3457800,114.145515
2016-04-14,114.989998,114.989998,114.190002,114.519997,1766500,113.926653
2016-04-15,114.419998,114.900002,114.050003,114.629997,2093400,114.036084
2016-04-18,114.599998,115.519997,114.120003,115.459999,2586200,114.861785
2016-04-19,115.889999,116.559998,115.330002,115.800003,2206700,115.200028
2016-04-20,115.940002,115.989998,114.900002,115.18,2562900,114.583237
2016-04-21,115.309998,116.190002,114.709999,114.919998,2865600,114.324582
2016-04-22,114.0,115.589996,112.339996,114.169998,4900300,113.578468
2016-04-25,114.0,115.0,112.610001,113.25,3662400,112.663237
2016-04-26,113.620003,114.949997,113.620003,114.800003,2965400,114.205209
2016-04-27,114.860001,115.949997,114.419998,115.440002,3265300,114.841892
2016-04-28,115.120003,116.519997,114.220001,114.620003,2988800,114.026141
2016-04-29,114.410004,115.010002,113.690002,114.269997,2719100,113.677949
2016-05-02,114.459999,114.870003,113.830002,114.669998,3054100,114.075878
2016-05-03,113.800003,114.940002,113.68,114.510002,2628800,113.91671
2016-05-04,113.650002,113.980003,112.650002,112.93,3238700,112.344895
2016-05-05,113.279999,114.050003,113.050003,113.620003,2999400,113.031322
2016-05-06,113.580002,114.0,112.910004,113.779999,3352000,113.190489
2016-05-09,113.669998,114.0,112.980003,113.160004,2672800,112.573707
2016-05-10,113.940002,115.5,113.25,114.940002,2870600,114.344483
2016-05-11,115.0,115.309998,113.959999,114.110001,1718600,113.518781
2016-05-12,114.540001,114.790001,113.510002,114.190002,2365200,113.598369
2016-05-13,114.120003,114.5,112.860001,113.199997,2513000,112.613493
2016-05-16,113.620003,115.129997,112.989998,114.839996,2397600,114.244995
2016-05-17,114.099998,114.489998,113.040001,113.629997,2496200,113.629997
2016-05-18,113.160004,113.800003,112.110001,112.690002,2476000,112.690002
