Date,Open_DLPH,High_DLPH,Low_DLPH,Close_DLPH,Volume_DLPH,AdjClose_DLPH
2015-11-04,83.849998,83.849998,82.730003,82.82,1886000,81.82485
2015-11-05,82.75,83.510002,82.099998,83.279999,1189500,82.279321
2015-11-06,83.040001,83.790001,82.360001,83.300003,2306100,82.299085
2015-11-09,82.790001,83.050003,82.0,82.309998,1006600,81.565773
2015-11-10,82.190002,83.150002,81.779999,83.029999,1447200,82.279264
2015-11-11,83.5,84.419998,82.699997,83.910004,1421100,83.151312
2015-11-12,82.68,83.940002,82.639999,82.68,1968500,81.93243
2015-11-13,82.489998,82.769997,80.18,80.300003,2113000,79.573952
2015-11-16,80.339996,81.220001,79.959999,81.169998,1650600,80.436081
2015-11-17,81.370003,81.769997,80.339996,80.68,1511900,79.950514
2015-11-18,81.279999,82.080002,80.629997,82.07,2577400,81.327945
2015-11-19,82.040001,84.0,81.75,83.940002,2237400,83.18104
2015-11-20,84.459999,87.559998,84.370003,86.209999,3351600,85.430512
2015-11-23,86.089996,86.870003,85.860001,86.339996,1798400,85.559334
2015-11-24,85.650002,87.379997,85.389999,86.940002,2493500,86.153915
2015-11-25,87.290001,88.260002,87.169998,87.720001,2030200,86.926861
2015-11-27,87.639999,88.400002,87.410004,87.589996,618900,86.798032
2015-11-30,88.010002,88.620003,87.309998,87.879997,2961300,87.08541
2015-12-01,88.279999,88.889999,87.800003,88.629997,1700100,87.828629
2015-12-02,88.339996,88.339996,86.57,86.639999,2329600,85.856624
2015-12-03,86.980003,87.290001,85.230003,85.870003,2428600,85.09359
2015-12-04,85.949997,88.019997,85.769997,87.849998,1427100,87.055683
2015-12-07,87.779999,88.269997,86.120003,86.529999,1853000,85.747618
2015-12-08,85.760002,85.959999,84.18,85.5,2167100,84.726932
2015-12-09,84.900002,87.099998,83.660004,84.400002,3462800,83.63688
2015-12-10,84.360001,85.43,84.230003,84.419998,1657100,83.656696
2015-12-11,82.730003,83.510002,81.730003,82.0,1435600,81.258578
2015-12-14,82.160004,82.32,81.110001,82.150002,1762200,81.407224
2015-12-15,82.830002,84.589996,82.800003,83.669998,2224600,82.913477
2015-12-16,84.169998,85.949997,84.099998,85.760002,1195900,84.984584
2015-12-17,85.510002,85.800003,83.449997,83.459999,1619000,82.705377
2015-12-18,83.330002,84.199997,82.650002,83.510002,2996500,82.754928
2015-12-21,84.620003,85.260002,83.110001,84.050003,1493600,83.290046
2015-12-22,84.599998,85.519997,83.919998,84.709999,1190900,83.944074
2015-12-23,86.080002,87.830002,86.080002,87.120003,2096500,86.332288
2015-12-24,87.139999,87.459999,86.510002,86.839996,803200,86.054813
2015-12-28,86.449997,87.199997,86.029999,87.18,659400,86.391743
2015-12-29,87.75,88.059998,87.529999,87.629997,829300,86.837671
2015-12-30,87.440002,87.580002,86.309998,86.540001,1030700,85.75753
2015-12-31,85.980003,86.699997,85.540001,85.730003,921600,84.954856
2016-01-04,84.449997,84.800003,82.900002,83.989998,2195300,83.230583
2016-01-05,84.459999,84.690002,81.199997,81.660004,2391500,80.921656
2016-01-06,80.209999,80.370003,78.860001,79.489998,4116700,78.771271
2016-01-07,77.510002,78.139999,74.730003,75.040001,4654700,74.36151
2016-01-08,75.709999,76.489998,73.470001,73.580002,3174800,72.914712
2016-01-11,73.839996,76.129997,73.550003,75.839996,3439400,75.154272
2016-01-12,77.209999,77.449997,72.580002,74.949997,5933400,74.27232
2016-01-13,75.440002,75.550003,70.029999,70.150002,5131800,69.515724
2016-01-14,70.220001,70.589996,65.93,69.419998,7256200,68.792322
2016-01-15,67.089996,68.440002,65.760002,67.470001,4742300,66.859956
2016-01-19,68.32,68.940002,66.519997,67.339996,3350300,66.731127
2016-01-20,66.18,66.839996,63.470001,65.720001,5328300,65.125779
2016-01-21,66.099998,67.050003,64.93,65.099998,3768700,64.511382
2016-01-22,66.519997,67.610001,64.620003,65.040001,3454300,64.451927
2016-01-25,64.830002,65.190002,63.82,64.279999,2858400,63.698797
2016-01-26,65.370003,66.510002,65.0,66.370003,2683100,65.769903
2016-01-27,66.059998,66.940002,65.480003,66.230003,3587200,65.63117
2016-01-28,67.110001,67.980003,64.110001,64.139999,2740500,63.560063
2016-01-29,64.190002,65.080002,63.5,64.940002,3313000,64.352833
2016-02-01,64.699997,66.650002,64.57,66.400002,2855700,65.799631
2016-02-02,65.730003,65.989998,63.580002,63.970001,2580900,63.391602
2016-02-03,64.849998,64.900002,61.610001,62.549999,3920900,61.984439
2016-02-04,61.009998,62.540001,57.0,62.23,3581700,61.667333
2016-02-05,61.73,63.09,58.77,59.43,4668000,58.89265
2016-02-08,58.48,59.220001,56.139999,57.009998,4391400,56.49453
2016-02-09,56.02,58.310001,55.59,57.639999,4938900,57.118834
2016-02-10,58.18,59.380001,58.110001,58.959999,4160100,58.426899
2016-02-11,57.59,60.41,57.389999,58.630001,3486500,58.099885
2016-02-12,59.75,61.439999,58.950001,61.240002,3505000,60.987949
2016-02-16,62.369999,63.529999,61.779999,63.119999,4034000,62.860208
2016-02-17,63.540001,66.190002,63.400002,66.010002,3309800,65.738317
2016-02-18,66.18,67.150002,64.989998,65.370003,2560700,65.100952
2016-02-19,65.07,65.379997,63.880001,65.160004,2391000,64.891817
2016-02-22,66.110001,67.510002,65.699997,66.099998,2784700,65.827943
2016-02-23,65.599998,65.940002,64.190002,64.410004,2700600,64.144904
2016-02-24,63.48,64.019997,62.119999,63.689999,3484600,63.427862
2016-02-25,63.810001,66.720001,63.57,66.68,2882400,66.405557
2016-02-26,67.57,68.029999,66.449997,66.720001,2481100,66.445394
2016-02-29,66.709999,67.660004,66.389999,66.68,2709100,66.405557
2016-03-01,67.769997,69.089996,67.089996,68.870003,2601200,68.586546
2016-03-02,68.779999,69.419998,68.410004,68.940002,1793900,68.656258
2016-03-03,69.150002,70.949997,68.849998,70.790001,2409400,70.498642
2016-03-04,70.639999,72.470001,70.0,71.529999,3877800,71.235594
2016-03-07,70.809998,71.199997,69.949997,70.589996,1927100,70.299461
2016-03-08,69.849998,69.93,68.370003,68.940002,2194600,68.656258
2016-03-09,69.559998,70.209999,68.82,69.110001,1826800,68.825556
2016-03-10,69.239998,69.389999,67.160004,68.370003,2747800,68.088604
2016-03-11,69.459999,70.720001,69.260002,70.279999,2553700,69.990739
2016-03-14,69.57,70.349998,69.18,70.059998,1398200,69.771643
2016-03-15,70.309998,71.050003,69.339996,70.980003,1375600,70.687862
2016-03-16,70.769997,72.480003,70.730003,72.139999,2779800,71.843084
2016-03-17,72.410004,73.349998,71.870003,73.099998,2659900,72.799132
2016-03-18,73.379997,73.529999,72.209999,72.639999,2945900,72.341026
2016-03-21,72.559998,72.739998,71.650002,72.360001,1691100,72.06218
2016-03-22,71.620003,73.540001,71.620003,73.260002,2086700,72.958477
2016-03-23,72.870003,73.110001,72.290001,72.540001,1854100,72.241439
2016-03-24,71.849998,72.589996,70.949997,72.370003,2319700,72.072141
2016-03-28,72.480003,72.93,72.099998,72.260002,1121900,71.962593
2016-03-29,71.900002,73.970001,71.75,73.919998,1564900,73.615757
2016-03-30,74.620003,75.860001,74.330002,74.910004,2057700,74.601688
2016-03-31,74.910004,75.870003,74.629997,75.019997,2012100,74.711228
2016-04-01,74.18,74.669998,72.220001,73.690002,1810300,73.386708
2016-04-04,73.300003,73.480003,70.489998,70.830002,3611100,70.538478
2016-04-05,69.790001,71.540001,68.629997,71.010002,2166300,70.717738
2016-04-06,70.849998,71.690002,70.050003,71.660004,2217600,71.365064
2016-04-07,71.559998,72.870003,70.860001,71.199997,3194900,70.906951
2016-04-08,72.050003,73.150002,71.470001,71.589996,1651700,71.295345
2016-04-11,72.230003,73.239998,71.830002,72.620003,2299800,72.321112
2016-04-12,73.010002,73.18,71.82,72.349998,2140700,72.052219
2016-04-13,73.440002,76.480003,73.300003,76.419998,4166200,76.105467
2016-04-14,76.589996,77.699997,75.57,77.190002,2709500,76.872302
2016-04-15,77.089996,77.440002,75.910004,76.220001,3325800,75.906293
2016-04-18,76.970001,77.010002,75.970001,76.510002,1603200,76.195101
2016-04-19,77.18,77.410004,76.230003,76.769997,2457100,76.454025
2016-04-20,77.089996,77.370003,76.220001,76.629997,1973200,76.314602
2016-04-21,76.839996,77.309998,75.889999,76.0,1629700,75.687198
2016-04-22,75.980003,76.160004,74.900002,75.730003,1955200,75.418312
2016-04-25,75.389999,76.120003,75.190002,76.040001,1423100,75.727034
2016-04-26,76.349998,77.910004,76.220001,77.870003,1602500,77.549504
2016-04-27,77.769997,78.0,76.57,77.019997,1770000,76.702996
2016-04-28,76.0,76.190002,73.879997,74.989998,1859700,74.681353
2016-04-29,75.169998,75.169998,73.230003,73.629997,2170000,73.326949
2016-05-02,74.07,74.07,73.32,73.709999,2083000,73.406622
2016-05-03,72.940002,73.900002,71.620003,73.169998,2342800,72.868844
2016-05-04,72.599998,73.5,69.650002,70.089996,5090900,69.801519
2016-05-05,70.709999,71.07,69.300003,69.309998,2968900,69.02473
2016-05-06,69.190002,70.669998,68.839996,70.459999,1975400,70.169998
2016-05-09,69.93,70.669998,69.919998,70.019997,1168900,70.019997
2016-05-10,70.290001,71.449997,70.050003,71.300003,1320600,71.300003
2016-05-11,71.379997,71.650002,70.269997,70.279999,1392500,70.279999
2016-05-12,70.940002,71.239998,69.5,69.669998,1328500,69.669998
2016-05-13,69.400002,70.160004,68.290001,68.470001,1627200,68.470001
2016-05-16,68.709999,68.980003,67.970001,68.580002,1867200,68.580002
2016-05-17,68.129997,68.330002,66.690002,67.059998,2991700,67.059998
2016-05-18,66.860001,68.080002,66.43,67.309998,2714100,67.309998
2016-05-19,67.0,67.43,65.620003,65.860001,2221200,65.860001
2016-05-20,66.199997,67.129997,65.970001,66.760002,1696200,66.760002
2016-05-23,66.589996,66.910004,66.099998,66.199997,846200,66.199997
2016-05-24,66.629997,68.290001,66.349998,68.059998,2336200,68.059998
2016-05-25,68.440002,69.089996,67.940002,68.0,1869800,68.0
2016-05-26,67.93,68.360001,66.540001,67.190002,1991700,67.190002
2016-05-27,67.050003,67.839996,67.0,67.779999,1297700,67.779999
2016-05-31,68.019997,68.449997,67.610001,67.959999,2283200,67.959999
2016-06-01,67.220001,67.389999,65.879997,67.059998,2071800,67.059998
2016-06-02,67.019997,68.379997,66.75,68.339996,2233600,68.339996
2016-06-03,67.93,68.449997,66.150002,67.07,1757600,67.07
