Date,Open_AON,High_AON,Low_AON,Close_AON,Volume_AON,AdjClose_AON
2016-02-05,89.199997,92.889999,89.010002,92.870003,2260500,92.576196
2016-02-08,92.269997,93.699997,91.959999,92.980003,1982000,92.685848
2016-02-09,92.470001,93.5,92.110001,92.879997,2189000,92.586159
2016-02-10,93.040001,94.790001,92.650002,92.830002,1496300,92.536322
2016-02-11,91.309998,93.230003,90.860001,92.690002,1751200,92.396765
2016-02-12,93.760002,94.980003,93.720001,93.800003,1675500,93.503254
2016-02-16,94.650002,94.989998,93.900002,94.150002,1809800,93.852145
2016-02-17,95.089996,95.580002,94.709999,95.0,2141100,94.699455
2016-02-18,94.75,95.019997,93.989998,94.57,1754000,94.270815
2016-02-19,94.279999,94.419998,92.980003,93.580002,1243700,93.283949
2016-02-22,94.360001,94.690002,93.43,93.769997,1299400,93.473343
2016-02-23,93.209999,95.019997,92.879997,94.07,2367400,93.772396
2016-02-24,93.080002,95.120003,92.919998,94.660004,1643800,94.360534
2016-02-25,94.910004,95.449997,94.519997,95.309998,1171500,95.008471
2016-02-26,95.68,96.5,95.440002,95.760002,1462100,95.457052
2016-02-29,95.440002,96.449997,95.260002,95.290001,1819500,94.988538
2016-03-01,95.989998,96.809998,95.690002,95.949997,1751100,95.646446
2016-03-02,95.980003,97.410004,95.599998,97.389999,1332200,97.081893
2016-03-03,97.129997,98.349998,97.07,98.220001,1051700,97.909269
2016-03-04,98.0,99.459999,97.949997,98.93,1432400,98.617022
2016-03-07,98.330002,99.290001,98.040001,99.139999,1030000,98.826357
2016-03-08,98.470001,99.589996,98.199997,98.440002,1119300,98.128574
2016-03-09,98.739998,98.949997,98.300003,98.720001,966000,98.407687
2016-03-10,99.190002,99.540001,97.620003,98.559998,931500,98.24819
2016-03-11,99.629997,100.589996,98.919998,100.480003,1104300,100.162121
2016-03-14,99.93,100.639999,99.769997,99.769997,1420700,99.454361
2016-03-15,98.910004,99.93,98.910004,99.889999,990900,99.573984
2016-03-16,99.110001,100.550003,99.080002,99.790001,1308100,99.474302
2016-03-17,99.940002,102.580002,99.580002,102.0,1953000,101.677309
2016-03-18,102.169998,102.480003,100.980003,101.470001,3541900,101.148987
2016-03-21,101.080002,101.860001,100.93,101.589996,2093500,101.268603
2016-03-22,101.309998,102.230003,100.970001,101.459999,2534200,101.139017
2016-03-23,101.459999,101.459999,100.050003,100.510002,2463200,100.192025
2016-03-24,100.029999,101.32,99.669998,101.129997,2178000,100.810059
2016-03-28,101.510002,102.489998,101.25,102.139999,880900,101.816866
2016-03-29,102.050003,103.059998,101.739998,102.940002,1371800,102.614338
2016-03-30,103.199997,104.120003,102.93,103.959999,1441700,103.631108
2016-03-31,103.959999,104.760002,103.620003,104.449997,1441800,104.119555
2016-04-01,104.089996,105.010002,103.629997,104.870003,2170100,104.538232
2016-04-04,104.629997,105.239998,104.5,104.849998,989900,104.518291
2016-04-05,103.599998,104.059998,101.849998,101.910004,2410100,101.587598
2016-04-06,101.57,102.129997,100.980003,102.099998,1993500,101.776991
2016-04-07,101.669998,102.089996,100.68,101.029999,834900,100.710377
2016-04-08,102.0,102.260002,101.040001,101.309998,545500,100.98949
2016-04-11,101.959999,102.559998,101.459999,101.470001,800300,101.148987
2016-04-12,101.849998,102.540001,101.239998,102.510002,682900,102.185698
2016-04-13,103.080002,103.779999,102.529999,103.75,744300,103.421773
2016-04-14,103.75,104.400002,103.459999,103.900002,767100,103.5713
2016-04-15,103.470001,104.389999,103.32,104.300003,806600,103.970036
2016-04-18,103.889999,105.660004,103.769997,105.660004,792700,105.325734
2016-04-19,105.989998,106.169998,105.110001,105.190002,1109500,104.85722
2016-04-20,105.639999,105.699997,103.949997,104.43,902500,104.099622
2016-04-21,104.080002,104.660004,103.18,103.190002,1067700,102.863547
2016-04-22,103.360001,104.0,102.940002,103.230003,1011300,102.903421
2016-04-25,103.040001,103.510002,102.269997,103.449997,932200,103.122719
2016-04-26,103.900002,104.769997,103.720001,104.730003,736300,104.398676
2016-04-27,104.5,104.730003,103.970001,104.309998,843100,103.979999
2016-04-28,103.110001,104.160004,102.82,103.160004,1252100,103.160004
2016-04-29,102.660004,105.370003,102.559998,105.120003,1760600,105.120003
2016-05-02,105.550003,106.779999,105.110001,106.620003,892100,106.620003
2016-05-03,105.809998,106.139999,104.68,105.769997,1187000,105.769997
2016-05-04,105.32,106.209999,104.739998,105.970001,1150000,105.970001
2016-05-05,106.019997,106.690002,105.269997,105.410004,1018200,105.410004
2016-05-06,105.169998,105.339996,104.300003,104.779999,1447900,104.779999
2016-05-09,104.68,105.110001,104.360001,104.709999,843400,104.709999
2016-05-10,105.440002,106.309998,105.010002,106.120003,943300,106.120003
2016-05-11,106.07,106.419998,105.440002,105.510002,819800,105.510002
2016-05-12,105.809998,106.0,104.709999,105.720001,1086400,105.720001
2016-05-13,105.75,106.160004,105.160004,105.809998,1061200,105.809998
2016-05-16,105.599998,106.470001,105.540001,106.18,658800,106.18
2016-05-17,106.139999,106.5,105.400002,105.720001,1001500,105.720001
2016-05-18,105.739998,106.639999,104.910004,105.389999,1218400,105.389999
2016-05-19,104.949997,105.209999,103.940002,104.779999,772800,104.779999
2016-05-20,105.190002,105.779999,104.639999,105.389999,1020900,105.389999
2016-05-23,104.959999,105.489998,103.879997,105.129997,728300,105.129997
2016-05-24,105.529999,106.970001,105.120003,106.93,1369500,106.93
2016-05-25,107.0,107.470001,106.489998,106.720001,1046700,106.720001
2016-05-26,107.0,107.220001,106.290001,106.980003,861800,106.980003
2016-05-27,107.220001,109.0,106.870003,108.629997,1556400,108.629997
2016-05-31,108.870003,109.650002,108.510002,109.269997,2520900,109.269997
2016-06-01,108.620003,109.410004,108.07,109.339996,1203700,109.339996
2016-06-02,109.150002,109.440002,108.57,109.43,738200,109.43
2016-06-03,108.879997,108.900002,107.790001,108.720001,655000,108.720001
