Date,Open_MET,High_MET,Low_MET,Close_MET,Volume_MET,AdjClose_MET
2015-06-05,54.93,55.759998,54.34,54.450001,10286200,52.735002
2015-06-08,54.48,54.82,54.209999,54.34,6536900,52.628466
2015-06-09,54.540001,54.950001,54.200001,54.66,6214800,52.938387
2015-06-10,55.509998,56.27,55.110001,56.23,8815600,54.458937
2015-06-11,56.27,56.57,55.970001,56.07,6726500,54.303976
2015-06-12,55.970001,56.209999,55.5,55.77,5212500,54.013426
2015-06-15,55.349998,55.84,55.049999,55.57,5596700,53.819725
2015-06-16,55.310001,56.669998,55.310001,56.330002,8206400,54.555789
2015-06-17,56.459999,56.849998,55.939999,56.02,8208300,54.255552
2015-06-18,56.419998,56.990002,55.98,56.740002,5969600,54.952875
2015-06-19,56.509998,56.709999,56.110001,56.23,7666400,54.458937
2015-06-22,56.68,57.52,56.599998,57.34,8152500,55.533976
2015-06-23,57.639999,58.23,57.560001,57.700001,8314800,55.882638
2015-06-24,57.580002,57.900002,57.150002,57.169998,6482900,55.369328
2015-06-25,57.580002,57.610001,56.830002,56.860001,3600500,55.069095
2015-06-26,57.16,57.5,57.040001,57.369999,4163500,55.56303
2015-06-29,56.439999,56.610001,55.380001,55.470001,6914100,53.722876
2015-06-30,56.259998,56.650002,55.529999,55.990002,6858100,54.226498
2015-07-01,57.0,57.23,56.18,56.470001,4857300,54.691379
2015-07-02,56.389999,57.009998,55.880001,56.16,4033200,54.391142
2015-07-06,55.369999,56.110001,55.209999,55.91,5435200,54.149016
2015-07-07,55.740002,55.900002,53.950001,55.66,9565100,53.90689
2015-07-08,54.82,55.18,54.189999,54.439999,5329800,52.725315
2015-07-09,55.389999,55.639999,54.779999,55.02,6256400,53.287049
2015-07-10,55.98,56.279999,55.580002,55.959999,4413600,54.19744
2015-07-13,56.59,56.860001,56.5,56.599998,4505500,54.817282
2015-07-14,56.16,56.880001,56.130001,56.68,4425200,54.894764
2015-07-15,56.599998,57.48,56.040001,57.470001,9505900,55.659882
2015-07-16,57.740002,58.130001,57.439999,57.700001,5760800,55.882638
2015-07-17,57.41,57.52,56.959999,57.490002,3977300,55.679253
2015-07-20,57.740002,57.84,57.139999,57.349998,3693900,55.543659
2015-07-21,57.310001,57.900002,57.110001,57.48,2470200,55.669566
2015-07-22,57.52,57.68,57.139999,57.330002,3796100,55.524292
2015-07-23,57.25,57.549999,56.599998,56.75,4304000,54.962559
2015-07-24,56.610001,57.119999,55.810001,56.150002,8949500,54.381458
2015-07-27,55.740002,55.860001,54.84,55.599998,7235400,53.848778
2015-07-28,56.299999,56.490002,55.41,56.27,5434300,54.497678
2015-07-29,56.259998,57.470001,56.169998,57.220001,5287700,55.417756
2015-07-30,56.139999,56.869999,55.720001,56.830002,6703400,55.040041
2015-07-31,56.619999,56.669998,55.52,55.740002,6873600,53.984372
2015-08-03,55.849998,56.189999,55.360001,55.73,4526200,53.974685
2015-08-04,56.009998,56.150002,55.52,55.93,3866100,54.168386
2015-08-05,56.07,56.380001,55.450001,55.509998,4043900,54.124509
2015-08-06,55.669998,55.919998,55.240002,55.509998,3826200,54.124509
2015-08-07,55.279999,55.630001,54.360001,54.919998,4333900,53.549235
2015-08-10,55.419998,56.57,55.419998,56.360001,4774600,54.953296
2015-08-11,55.540001,55.75,54.720001,54.98,6281600,53.607739
2015-08-12,54.259998,54.439999,52.779999,54.18,6882800,52.827707
2015-08-13,54.439999,54.669998,54.07,54.369999,4410400,53.012964
2015-08-14,54.580002,54.900002,54.330002,54.759998,3414200,53.393229
2015-08-17,54.490002,54.669998,54.0,54.5,4768000,53.13972
2015-08-18,54.439999,54.66,54.150002,54.279999,5332900,52.92521
2015-08-19,53.950001,54.130001,53.07,53.630001,7421600,52.291436
2015-08-20,53.139999,53.290001,51.91,51.91,7402000,50.614364
2015-08-21,51.349998,51.470001,49.529999,49.549999,10517600,48.313268
2015-08-24,46.360001,48.869999,44.490002,47.400002,15504500,46.216932
2015-08-25,49.209999,49.369999,46.549999,46.59,12117200,45.427148
2015-08-26,47.93,48.990002,47.169998,48.790001,12102800,47.572238
2015-08-27,49.41,50.509998,49.23,50.400002,9397900,49.142054
2015-08-28,50.119999,50.400002,49.790001,50.32,7141100,49.064049
2015-08-31,49.790001,50.459999,49.5,50.099998,6434800,48.849539
2015-09-01,48.459999,48.830002,47.650002,47.990002,9153100,46.792206
2015-09-02,48.970001,48.98,48.029999,48.849998,7798900,47.630738
2015-09-03,49.049999,49.68,48.75,48.959999,5679200,47.737993
2015-09-04,48.360001,48.419998,47.5,47.860001,5156600,46.66545
2015-09-08,48.880001,49.209999,48.439999,49.07,6620900,47.845249
