Date,Open_KO,High_KO,Low_KO,Close_KO,Volume_KO,AdjClose_KO
2015-06-05,40.48,40.52,40.080002,40.099998,15975600,38.827379
2015-06-08,40.099998,40.259998,40.02,40.16,14339300,38.885477
2015-06-09,40.169998,40.419998,40.110001,40.200001,10772700,38.924208
2015-06-10,40.32,40.540001,40.279999,40.330002,11979900,39.050083
2015-06-11,40.110001,40.25,40.029999,40.099998,11944900,39.147704
2015-06-12,40.040001,40.119999,39.84,39.959999,15568600,39.01103
2015-06-15,39.830002,39.860001,39.57,39.59,11364800,38.649818
2015-06-16,39.630001,40.16,39.599998,40.080002,12517400,39.128183
2015-06-17,40.080002,40.32,40.009998,40.27,13898400,39.313669
2015-06-18,40.16,40.740002,40.16,40.650002,16314600,39.684646
2015-06-19,40.59,40.650002,40.400002,40.400002,23550600,39.440583
2015-06-22,40.509998,40.810001,40.459999,40.48,8775900,39.518681
2015-06-23,40.43,40.52,40.310001,40.380001,11094900,39.421058
2015-06-24,40.369999,40.450001,40.189999,40.189999,10385100,39.235567
2015-06-25,40.279999,40.34,40.02,40.02,10607600,39.069606
2015-06-26,40.099998,40.349998,40.0,40.0,16215600,39.050081
2015-06-29,39.799999,39.98,39.400002,39.400002,15500800,38.464331
2015-06-30,39.610001,39.610001,39.119999,39.23,14621300,38.298366
2015-07-01,39.380001,39.599998,39.279999,39.5,11177400,38.561955
2015-07-02,39.630001,39.810001,39.349998,39.490002,8975900,38.552194
2015-07-06,39.32,39.599998,39.220001,39.419998,10252600,38.483853
2015-07-07,39.490002,40.380001,39.400002,40.25,20335000,39.294144
2015-07-08,39.990002,40.23,39.84,39.860001,11383700,38.913406
2015-07-09,40.459999,40.580002,39.900002,39.919998,13392000,38.971979
2015-07-10,40.27,40.52,40.16,40.389999,13360400,39.430818
2015-07-13,40.560001,40.77,40.490002,40.66,9854200,39.694407
2015-07-14,40.900002,41.259998,40.84,41.169998,19531000,40.192294
2015-07-15,41.150002,41.360001,41.099998,41.130001,11252100,40.153247
2015-07-16,41.419998,41.599998,41.349998,41.48,10483700,40.494933
2015-07-17,41.310001,41.32,41.049999,41.25,9608300,40.270396
2015-07-20,41.349998,41.540001,41.220001,41.380001,10024200,40.39731
2015-07-21,41.380001,41.52,41.099998,41.189999,13653800,40.211819
2015-07-22,40.810001,41.59,40.59,40.900002,15528600,39.928709
2015-07-23,40.990002,41.02,40.48,40.84,13522200,39.870133
2015-07-24,40.759998,40.830002,40.41,40.439999,10912500,39.47963
2015-07-27,40.279999,40.580002,40.16,40.540001,10945700,39.577258
2015-07-28,40.650002,40.73,40.439999,40.549999,11021800,39.587019
2015-07-29,40.529999,40.709999,40.490002,40.59,8479900,39.62607
2015-07-30,40.549999,40.75,40.389999,40.560001,9095500,39.596783
2015-07-31,40.880001,41.220001,40.77,41.080002,15309500,40.104435
2015-08-03,40.849998,41.549999,40.84,41.540001,14672600,40.55351
2015-08-04,41.509998,41.869999,41.34,41.849998,17559900,40.856146
2015-08-05,41.919998,42.220001,41.82,42.119999,15329200,41.119734
2015-08-06,42.0,42.25,41.860001,41.919998,11378900,40.924483
2015-08-07,41.810001,41.970001,41.529999,41.77,10886700,40.778047
2015-08-10,41.889999,41.990002,41.580002,41.68,9501900,40.690184
2015-08-11,41.400002,41.57,41.169998,41.48,11254900,40.494933
2015-08-12,41.130001,41.259998,40.849998,41.259998,9602200,40.280157
2015-08-13,41.279999,41.380001,41.009998,41.099998,10270900,40.123957
2015-08-14,41.009998,41.25,40.959999,41.25,9904800,40.270396
2015-08-17,41.029999,41.450001,40.970001,41.349998,8272800,40.36802
2015-08-18,41.279999,41.529999,41.189999,41.299999,11199400,40.319208
2015-08-19,41.139999,41.240002,40.779999,40.779999,15796500,39.811556
2015-08-20,40.52,40.82,40.419998,40.549999,14218000,39.587019
2015-08-21,40.16,40.470001,39.509998,39.529999,28036200,38.591241
2015-08-24,37.990002,38.939999,36.560001,38.380001,44065300,37.468554
2015-08-25,39.130001,39.279999,37.93,37.990002,31363700,37.087816
2015-08-26,38.75,38.830002,37.889999,38.73,23523300,37.81024
2015-08-27,39.060001,39.380001,38.599998,39.27,18871600,38.337417
2015-08-28,39.110001,39.470001,39.049999,39.450001,14503900,38.513143
2015-08-31,39.150002,39.450001,39.060001,39.32,12673300,38.386229
2015-09-01,38.669998,39.029999,38.540001,38.75,23703200,37.829766
2015-09-02,39.029999,39.07,38.560001,38.900002,14054800,37.976205
2015-09-03,38.900002,39.34,38.84,39.16,13311600,38.230029
2015-09-04,38.68,38.790001,38.380001,38.52,15450500,37.605228
2015-09-08,38.869999,39.029999,38.599998,38.900002,15273900,37.976205
2015-09-09,39.119999,39.209999,38.200001,38.299999,13764600,37.390452
2015-09-10,38.310001,38.650002,38.25,38.419998,14952500,37.507601
2015-09-11,38.009998,38.189999,37.84,38.130001,11802300,37.546993
2015-09-14,38.220001,38.220001,37.849998,38.099998,8950000,37.517449
2015-09-15,38.07,38.630001,37.919998,38.5,13019800,37.911334
2015-09-16,38.669998,39.189999,38.470001,39.150002,22233400,38.551397
2015-09-17,39.150002,39.610001,39.040001,39.380001,21232500,38.77788
2015-09-18,38.860001,39.299999,38.709999,38.98,27527300,38.383994
2015-09-21,39.049999,39.310001,38.939999,39.189999,12935800,38.590783
2015-09-22,38.68,38.990002,38.580002,38.790001,15021300,38.196901
2015-09-23,38.790001,38.880001,38.549999,38.759998,8910800,38.167357
2015-09-24,38.52,39.200001,38.509998,39.150002,19385700,38.551397
2015-09-25,39.43,40.080002,39.330002,39.619999,22511300,39.014208
2015-09-28,39.52,39.82,39.330002,39.529999,19323100,38.925584
2015-09-29,39.52,39.709999,39.330002,39.66,14166900,39.053598
2015-09-30,39.880001,40.23,39.799999,40.119999,19752600,39.506563
2015-10-01,40.220001,40.470001,39.599998,39.799999,19606600,39.191456
2015-10-02,39.560001,40.389999,39.360001,40.389999,15537300,39.772435
2015-10-05,40.450001,41.049999,40.43,41.009998,15664000,40.382955
2015-10-06,41.040001,41.34,40.93,40.959999,14579400,40.33372
2015-10-07,41.139999,41.610001,41.099998,41.52,14329700,40.885159
2015-10-08,41.259998,41.990002,41.259998,41.98,11960200,41.338124
2015-10-09,41.82,42.119999,41.779999,42.02,13931200,41.377514
2015-10-12,41.830002,42.290001,41.810001,42.0,12299100,41.357819
2015-10-13,41.799999,41.91,41.540001,41.650002,12903600,41.013172
2015-10-14,41.560001,41.959999,41.560001,41.68,14180000,41.042712
2015-10-15,41.869999,42.029999,41.599998,41.919998,11801600,41.27904
2015-10-16,42.16,42.209999,41.880001,42.02,20294700,41.377514
2015-10-19,41.900002,42.060001,41.799999,41.990002,15553800,41.347974
2015-10-20,42.0,42.400002,42.0,42.290001,16199300,41.643386
2015-10-21,41.939999,42.52,41.709999,42.189999,19254900,41.544913
2015-10-22,42.439999,43.849998,42.41,43.240002,35920200,42.578861
2015-10-23,43.310001,43.310001,42.75,42.790001,18796100,42.135741
2015-10-26,42.759998,42.889999,42.459999,42.59,14788600,41.938798
