Date,Open_KO,High_KO,Low_KO,Close_KO,Volume_KO,AdjClose_KO
2015-10-27,42.5,42.77,42.48,42.610001,30166600,41.958493
2015-10-28,42.75,42.84,42.209999,42.73,13667300,42.076657
2015-10-29,42.66,42.900002,42.34,42.790001,9427400,42.135741
2015-10-30,42.799999,42.860001,42.349998,42.349998,15356200,41.702466
2015-11-02,42.32,42.360001,41.900002,42.240002,16252200,41.594151
2015-11-03,42.18,42.32,41.810001,42.16,9693100,41.515373
2015-11-04,42.27,42.389999,41.889999,41.970001,10488500,41.328279
2015-11-05,42.0,42.349998,41.98,42.330002,9625100,41.682775
2015-11-06,41.970001,42.220001,41.610001,41.959999,11926700,41.31843
2015-11-09,41.700001,41.790001,41.34,41.540001,10842700,40.904853
2015-11-10,41.439999,41.810001,41.43,41.77,8283100,41.131336
2015-11-11,41.939999,42.200001,41.919998,42.040001,9101200,41.397208
2015-11-12,42.009998,42.049999,41.57,41.580002,10725000,40.944243
2015-11-13,41.459999,41.779999,41.360001,41.380001,11619500,40.7473
2015-11-16,41.43,42.0,41.389999,41.959999,11244900,41.31843
2015-11-17,41.849998,42.150002,41.509998,41.669998,12739400,41.032863
2015-11-18,41.77,42.349998,41.68,42.279999,12966300,41.633537
2015-11-19,42.32,43.299999,42.32,43.110001,24090700,42.450848
2015-11-20,43.310001,43.580002,42.400002,42.43,19780800,41.781245
2015-11-23,42.549999,43.18,42.529999,42.959999,13338100,42.30314
2015-11-24,42.700001,43.599998,42.66,43.360001,15767200,42.697025
2015-11-25,43.32,43.5,43.240002,43.360001,10344900,42.697025
2015-11-27,43.040001,43.240002,42.799999,43.150002,7236700,42.816097
2015-11-30,43.119999,43.150002,42.610001,42.619999,16063000,42.290195
2015-12-01,42.73,43.099998,42.73,42.889999,11153000,42.558107
2015-12-02,42.830002,42.93,42.59,42.77,12598500,42.439036
2015-12-03,42.73,42.889999,42.32,42.459999,15004400,42.131434
2015-12-04,42.580002,43.48,42.580002,43.290001,16488000,42.955013
2015-12-07,43.310001,43.439999,43.0,43.200001,12030700,42.865709
2015-12-08,43.049999,43.25,42.799999,43.009998,10736200,42.677177
2015-12-09,42.779999,43.27,42.5,42.66,12945500,42.329887
2015-12-10,42.73,43.07,42.529999,42.759998,15483300,42.429112
2015-12-11,42.630001,42.830002,42.139999,42.27,17313400,41.942905
2015-12-14,42.310001,42.759998,41.970001,42.450001,20092900,42.121513
2015-12-15,42.84,43.240002,42.759998,43.07,17800200,42.736714
2015-12-16,43.25,43.91,43.25,43.84,21868600,43.500756
2015-12-17,43.810001,43.889999,43.419998,43.490002,14697000,43.153466
2015-12-18,43.360001,43.419998,42.5,42.5,24583700,42.171125
2015-12-21,42.82,42.939999,42.459999,42.779999,10444400,42.448957
2015-12-22,42.860001,43.389999,42.709999,43.290001,12280800,42.955013
2015-12-23,43.389999,43.73,43.349998,43.669998,9092300,43.33207
2015-12-24,43.490002,43.720001,43.419998,43.540001,3036600,43.203078
2015-12-28,43.439999,43.52,43.310001,43.490002,6326100,43.153466
2015-12-29,43.540001,43.779999,43.5,43.709999,7739800,43.371761
2015-12-30,43.75,43.77,43.450001,43.57,5112500,43.232845
2015-12-31,43.299999,43.34,42.869999,42.959999,9727900,42.627565
2016-01-04,42.34,42.5,41.970001,42.400002,16084100,42.0719
2016-01-05,42.310001,42.630001,42.169998,42.549999,15781900,42.220737
2016-01-06,42.200001,42.509998,42.040001,42.32,16245100,41.992518
2016-01-07,41.650002,42.110001,41.450001,41.619999,20563600,41.297934
2016-01-08,41.650002,42.119999,41.41,41.509998,14645900,41.188784
2016-01-11,41.580002,41.860001,41.290001,41.580002,15815200,41.258246
2016-01-12,42.299999,42.450001,41.869999,42.119999,21814800,41.794065
2016-01-13,42.169998,42.57,41.790001,41.849998,16854300,41.526153
2016-01-14,41.990002,42.169998,41.639999,41.880001,16028000,41.555924
2016-01-15,40.950001,41.59,40.93,41.5,21153600,41.178863
2016-01-19,41.77,42.119999,41.650002,41.919998,15462200,41.595611
2016-01-20,41.450001,41.619999,40.75,41.380001,19923500,41.059793
2016-01-21,41.450001,41.509998,41.09,41.389999,15568900,41.069714
2016-01-22,41.639999,42.240002,41.450001,42.060001,15209200,41.734531
2016-01-25,42.240002,42.5,41.93,42.16,12505200,41.833756
2016-01-26,42.16,42.5,41.93,42.080002,13018500,41.754377
2016-01-27,42.18,42.459999,41.810001,42.09,14167000,41.764298
2016-01-28,42.18,42.720001,42.060001,42.57,16622800,42.240583
2016-01-29,42.860001,43.259998,42.650002,42.919998,20457000,42.587873
2016-02-01,42.599998,43.150002,42.57,43.0,17097800,42.667256
2016-02-02,42.700001,42.790001,42.41,42.439999,12332900,42.111588
2016-02-03,42.799999,42.939999,42.279999,42.720001,15958300,42.389424
2016-02-04,42.52,42.889999,42.400002,42.529999,14413700,42.200892
2016-02-05,42.93,42.990002,42.259998,42.439999,17315700,42.111588
2016-02-08,42.169998,42.700001,41.900002,42.650002,17254400,42.319966
2016-02-09,42.259998,43.490002,42.259998,43.299999,24853800,42.964934
2016-02-10,43.34,43.389999,42.509998,42.549999,16729600,42.220737
2016-02-11,42.029999,42.610001,41.98,42.41,16825300,42.081821
2016-02-12,42.720001,43.139999,42.560001,43.110001,15222400,42.776405
2016-02-16,43.32,43.459999,43.02,43.360001,12675900,43.024471
2016-02-17,43.419998,43.619999,43.279999,43.490002,12332500,43.153466
2016-02-18,43.630001,43.73,43.299999,43.610001,11170300,43.272536
2016-02-19,43.580002,43.77,43.279999,43.77,12850000,43.431298
2016-02-22,43.77,44.16,43.630001,43.939999,20716100,43.599981
2016-02-23,43.740002,44.049999,43.66,43.689999,11166400,43.351915
2016-02-24,43.560001,43.939999,43.369999,43.91,10844200,43.570214
2016-02-25,43.959999,44.18,43.869999,44.16,10903300,43.818279
2016-02-26,44.040001,44.060001,43.110001,43.139999,18421000,42.806172
2016-02-29,43.169998,43.610001,42.919998,43.130001,15049800,42.796251
2016-03-01,43.380001,43.689999,43.169998,43.689999,12358300,43.351915
2016-03-02,43.470001,43.77,43.419998,43.77,12856300,43.431298
2016-03-03,43.610001,43.98,43.540001,43.959999,13134800,43.619826
2016-03-04,43.779999,44.150002,43.68,44.110001,13691500,43.768667
2016-03-07,43.91,44.139999,43.860001,44.009998,10695300,43.669439
2016-03-08,43.919998,44.470001,43.810001,44.32,18900200,43.977041
2016-03-09,44.389999,44.830002,44.290001,44.810001,18466600,44.463251
2016-03-10,44.84,45.259998,44.68,45.23,28908600,44.879999
2016-03-11,45.0,45.25,44.93,45.200001,16129300,45.200001
2016-03-14,45.040001,45.419998,45.040001,45.290001,13206700,45.290001
2016-03-15,45.080002,45.560001,45.07,45.240002,13686300,45.240002
2016-03-16,45.049999,45.169998,44.549999,45.049999,15292600,45.049999
2016-03-17,45.049999,45.91,44.970001,45.77,24059600,45.77
2016-03-18,45.84,45.869999,45.389999,45.599998,23356400,45.599998
2016-03-21,45.419998,45.869999,45.360001,45.669998,9728300,45.669998
2016-03-22,45.549999,45.73,45.389999,45.5,13744500,45.5
2016-03-23,45.400002,45.709999,45.349998,45.459999,9249600,45.459999
2016-03-24,45.450001,45.599998,45.189999,45.580002,10873300,45.580002
2016-03-28,45.560001,45.93,45.509998,45.799999,13283700,45.799999
2016-03-29,45.860001,46.509998,45.810001,46.48,24962500,46.48
2016-03-30,46.630001,46.73,46.330002,46.580002,14307700,46.580002
2016-03-31,46.549999,46.880001,46.32,46.389999,15349700,46.389999
2016-04-01,46.139999,46.869999,46.110001,46.830002,14913600,46.830002
2016-04-04,46.84,46.93,46.5,46.889999,10622300,46.889999
2016-04-05,46.619999,46.810001,46.439999,46.529999,10640300,46.529999
2016-04-06,46.57,46.73,46.380001,46.709999,9119600,46.709999
2016-04-07,46.5,46.580002,46.16,46.360001,9256300,46.360001
2016-04-08,46.439999,46.98,46.439999,46.869999,11858300,46.869999
2016-04-11,46.900002,47.130001,46.41,46.439999,11853400,46.439999
2016-04-12,46.41,46.759998,46.349998,46.650002,11142600,46.650002
2016-04-13,46.77,46.779999,45.82,46.040001,13220800,46.040001
2016-04-14,46.060001,46.220001,45.75,45.830002,12964300,45.830002
2016-04-15,45.82,46.16,45.68,46.099998,12611200,46.099998
2016-04-18,46.099998,46.279999,45.82,46.220001,11482300,46.220001
2016-04-19,46.310001,46.619999,46.150002,46.599998,14182600,46.599998
2016-04-20,45.34,45.380001,44.060001,44.369999,40284900,44.369999
2016-04-21,44.259998,44.279999,42.869999,43.66,36985500,43.66
2016-04-22,43.790001,44.66,43.790001,44.540001,25051600,44.540001
2016-04-25,44.5,44.720001,44.380001,44.709999,11134400,44.709999
2016-04-26,44.919998,44.959999,44.43,44.529999,13919500,44.529999
2016-04-27,44.639999,44.860001,44.25,44.68,11190700,44.68
2016-04-28,44.5,44.900002,44.459999,44.630001,10732100,44.630001
2016-04-29,44.529999,44.860001,44.5,44.799999,11676100,44.799999
2016-05-02,44.57,45.189999,44.57,44.98,12513200,44.98
2016-05-03,44.869999,45.07,44.650002,44.84,10330700,44.84
2016-05-04,44.720001,45.110001,44.509998,44.98,9273900,44.98
2016-05-05,44.93,45.490002,44.869999,45.060001,8724300,45.060001
2016-05-06,45.060001,45.41,44.919998,45.32,8524300,45.32
2016-05-09,45.32,45.5,45.169998,45.240002,8002700,45.240002
2016-05-10,45.439999,45.84,45.419998,45.75,8931400,45.75
2016-05-11,45.73,45.880001,45.450001,45.459999,8664200,45.459999
2016-05-12,45.549999,45.900002,45.490002,45.830002,10452100,45.830002
2016-05-13,45.75,45.830002,45.23,45.349998,10228100,45.349998
2016-05-16,45.16,45.73,45.139999,45.619999,9360900,45.619999
2016-05-17,45.450001,45.560001,44.709999,44.75,17381800,44.75
2016-05-18,44.560001,44.830002,44.23,44.48,12437500,44.48
2016-05-19,44.25,44.389999,44.040001,44.32,10561000,44.32
2016-05-20,44.509998,44.540001,43.939999,43.950001,12899200,43.950001
2016-05-23,44.07,44.16,43.939999,43.970001,13547600,43.970001
2016-05-24,44.099998,44.419998,44.0,44.369999,12632500,44.369999
2016-05-25,44.509998,44.630001,44.25,44.380001,9218100,44.380001
2016-05-26,44.529999,44.77,44.439999,44.689999,8611800,44.689999
2016-05-27,44.709999,44.959999,44.650002,44.779999,7802200,44.779999
2016-05-31,44.98,44.98,44.259998,44.599998,18399600,44.599998
2016-06-01,44.599998,44.779999,44.490002,44.700001,8888700,44.700001
2016-06-02,44.700001,44.720001,44.5,44.720001,6681300,44.720001
2016-06-03,44.75,45.049999,44.68,45.040001,13425700,45.040001
