Date,Open_LNC,High_LNC,Low_LNC,Close_LNC,Volume_LNC,AdjClose_LNC
2015-07-21,58.34,59.049999,58.009998,58.639999,1773600,57.712477
2015-07-22,58.59,58.810001,58.349998,58.669998,1605300,57.742002
2015-07-23,58.77,58.970001,57.830002,58.0,1606000,57.082601
2015-07-24,57.970001,58.709999,57.77,57.950001,1422300,57.033393
2015-07-27,57.25,57.299999,56.75,57.099998,1407400,56.196835
2015-07-28,58.009998,58.240002,56.84,57.41,1510600,56.501933
2015-07-29,57.439999,58.700001,57.25,58.650002,2285900,57.722321
2015-07-30,56.98,57.450001,56.599998,57.27,2266900,56.364148
2015-07-31,57.040001,57.23,56.16,56.32,2436400,55.429174
2015-08-03,56.490002,56.849998,56.029999,56.18,2017200,55.291389
2015-08-04,56.23,56.740002,55.93,56.240002,1759500,55.350441
2015-08-05,57.299999,57.299999,56.25,56.349998,2009600,55.458698
2015-08-06,56.52,56.77,56.02,56.200001,1573900,55.311073
2015-08-07,56.009998,56.509998,55.299999,55.75,1546800,54.86819
2015-08-10,56.470001,57.529999,56.470001,57.439999,1456900,56.531457
2015-08-11,56.439999,56.939999,55.82,56.07,1703500,55.183128
2015-08-12,55.41,55.41,54.09,55.029999,2469000,54.159577
2015-08-13,56.16,56.68,55.450001,56.18,2330100,55.291389
2015-08-14,56.290001,56.779999,55.990002,56.5,1253900,55.606327
2015-08-17,56.060001,56.470001,55.59,56.369999,1053300,55.478382
2015-08-18,56.330002,56.669998,56.060001,56.41,1580200,55.51775
2015-08-19,56.099998,56.459999,54.560001,55.360001,1950400,54.484359
2015-08-20,54.720001,54.720001,53.150002,53.16,2209500,52.319156
2015-08-21,52.52,52.610001,50.650002,50.68,3846700,49.878383
2015-08-24,47.32,49.220001,45.77,48.139999,4099400,47.378558
2015-08-25,49.93,49.990002,47.209999,47.27,4390100,46.52232
2015-08-26,48.59,49.59,47.84,49.48,3672400,48.697363
2015-08-27,50.139999,51.490002,49.860001,51.459999,3100400,50.646045
2015-08-28,50.689999,51.290001,50.639999,51.130001,1678400,50.321266
2015-08-31,50.540001,51.119999,50.330002,50.790001,1737000,49.986644
2015-09-01,49.220001,49.610001,47.98,48.299999,2481900,47.536027
2015-09-02,49.549999,49.549999,48.32,49.150002,1787000,48.372585
2015-09-03,49.25,50.099998,49.220001,49.41,1572800,48.628471
2015-09-04,49.029999,49.029999,47.970001,48.400002,1598500,47.634448
2015-09-08,49.32,49.57,48.73,49.52,1436900,48.736731
2015-09-09,50.360001,50.880001,49.07,49.18,2112800,48.402109
2015-09-10,49.419998,50.25,49.009998,49.740002,2159800,48.953253
2015-09-11,49.360001,49.950001,48.990002,49.93,1432200,49.140246
2015-09-14,49.720001,49.98,49.330002,49.549999,1287000,48.766256
2015-09-15,49.93,50.709999,49.810001,50.490002,1832900,49.69139
2015-09-16,50.490002,50.889999,50.18,50.740002,1454300,49.937436
2015-09-17,50.709999,50.919998,49.099998,49.330002,2247800,48.549738
2015-09-18,48.259998,48.470001,47.299999,47.599998,4394500,46.847099
2015-09-21,47.799999,48.709999,47.689999,48.279999,1883300,47.516343
2015-09-22,47.380001,47.84,47.119999,47.5,1253400,46.748682
2015-09-23,47.619999,48.02,47.25,47.43,1664700,46.679789
2015-09-24,46.77,47.299999,46.41,47.169998,2596100,46.4239
2015-09-25,48.580002,48.580002,47.630001,47.990002,1677300,47.230933
2015-09-28,47.369999,47.5,45.919998,46.07,1988500,45.3413
2015-09-29,46.639999,46.990002,45.889999,46.919998,2881900,46.177854
2015-09-30,47.66,47.830002,46.98,47.459999,1800300,46.709314
2015-10-01,47.41,47.900002,46.939999,47.529999,1609400,46.778206
2015-10-02,46.02,47.189999,45.560001,47.189999,2282500,46.443584
2015-10-05,47.66,48.91,47.400002,48.66,2182100,47.890334
2015-10-06,48.52,48.970001,48.330002,48.740002,1745900,47.96907
2015-10-07,49.009998,49.549999,48.599998,49.240002,2365400,48.660837
2015-10-08,48.869999,49.799999,48.700001,49.669998,2056900,49.085776
2015-10-09,49.669998,50.09,49.209999,49.470001,1813800,48.888131
2015-10-12,49.419998,49.75,49.220001,49.450001,1001700,48.868366
2015-10-13,48.959999,49.52,48.77,48.799999,1223400,48.22601
2015-10-14,48.66,49.0,48.040001,48.490002,1980700,47.919658
2015-10-15,48.970001,49.68,48.610001,49.669998,1481600,49.085776
2015-10-16,49.869999,50.130001,49.419998,50.09,1770100,49.500837
2015-10-19,49.790001,50.450001,49.639999,50.25,1828400,49.658955
2015-10-20,50.18,50.93,50.130001,50.68,1752900,50.083898
2015-10-21,50.779999,51.23,50.400002,50.450001,1721900,49.856604
2015-10-22,50.810001,51.630001,50.759998,51.389999,2042100,50.785546
2015-10-23,51.650002,52.349998,51.349998,52.34,1823900,51.724373
2015-10-26,52.119999,52.330002,51.740002,52.07,1317000,51.457548
2015-10-27,51.380001,51.75,50.950001,51.279999,1958100,50.676839
2015-10-28,52.830002,53.34,51.389999,53.209999,2568400,52.584139
2015-10-29,53.560001,55.240002,53.459999,53.849998,2849900,53.21661
2015-10-30,53.889999,54.110001,53.330002,53.509998,2293800,52.880609
2015-11-02,53.799999,54.799999,53.400002,54.650002,1753100,54.007204
2015-11-03,54.360001,55.150002,54.349998,54.790001,2178000,54.145556
2015-11-04,54.959999,55.209999,54.5,54.869999,2336200,54.224613
2015-11-05,54.77,55.259998,54.48,55.110001,1691900,54.461792
2015-11-06,56.459999,57.540001,56.380001,56.950001,2154900,56.28015
2015-11-09,57.220001,57.220001,55.509998,55.82,1856800,55.16344
2015-11-10,55.580002,56.07,55.380001,55.860001,1169400,55.202971
2015-11-11,56.040001,56.259998,55.540001,55.639999,913800,54.985557
2015-11-12,55.259998,55.360001,54.299999,54.32,1994300,53.681083
2015-11-13,54.099998,54.810001,53.919998,54.330002,1607300,53.690968
2015-11-16,54.389999,55.220001,53.970001,55.209999,1445900,54.560615
2015-11-17,54.389999,55.869999,54.389999,54.98,1365400,54.33332
2015-11-18,55.029999,55.950001,54.560001,55.849998,1421500,55.193086
2015-11-19,55.66,55.990002,55.400002,55.59,1041600,54.936146
2015-11-20,55.779999,56.049999,55.330002,55.41,1883200,54.758263
2015-11-23,55.450001,55.560001,54.73,54.759998,2005400,54.115907
2015-11-24,53.75,54.919998,53.68,54.75,2182100,54.106026
2015-11-25,54.830002,55.0,54.41,54.75,1323600,54.106026
2015-11-27,54.849998,54.990002,54.450001,54.93,646800,54.283909
2015-11-30,55.09,55.259998,54.57,54.990002,1802000,54.343205
2015-12-01,55.400002,55.73,55.060001,55.5,1946700,54.847204
2015-12-02,55.720001,55.830002,54.830002,54.93,1761200,54.283909
2015-12-03,55.369999,55.610001,54.290001,54.490002,2635100,53.849086
2015-12-04,54.669998,55.919998,54.32,55.799999,1990900,55.143675
2015-12-07,55.66,55.689999,54.360001,54.57,1841100,53.928143
2015-12-08,53.779999,54.02,53.099998,53.369999,2355700,52.742257
2015-12-09,53.259998,53.950001,51.900002,52.220001,2161100,51.605785
2015-12-10,52.200001,53.32,52.09,52.73,2178000,52.109785
2015-12-11,51.650002,51.919998,50.27,50.619999,2674300,50.024602
2015-12-14,50.66,51.32,49.860001,50.369999,2725900,49.777543
2015-12-15,51.07,51.529999,50.52,51.299999,3298600,50.696604
2015-12-16,51.93,52.130001,50.959999,51.939999,1831800,51.329076
2015-12-17,52.02,52.029999,50.240002,50.240002,1673700,49.649075
2015-12-18,49.630001,49.810001,48.52,48.669998,3395800,48.097538
2015-12-21,48.990002,49.330002,48.490002,49.0,1413400,48.423658
2015-12-22,49.52,50.029999,48.900002,49.799999,1311500,49.214248
2015-12-23,50.189999,50.790001,49.439999,50.73,1082600,50.133309
2015-12-24,50.720001,50.91,50.529999,50.650002,547400,50.054252
2015-12-28,50.48,50.709999,50.09,50.599998,912900,50.004837
2015-12-29,51.200001,51.27,50.48,51.110001,1096300,50.508841
2015-12-30,51.139999,51.23,50.799999,50.830002,1244500,50.232135
2015-12-31,50.380001,50.91,50.209999,50.259998,837100,49.668836
2016-01-04,49.169998,49.169998,47.970001,49.099998,1959000,48.52248
2016-01-05,49.299999,49.509998,48.490002,49.139999,2012900,48.562011
2016-01-06,48.02,48.240002,46.59,46.919998,2168400,46.368121
2016-01-07,45.540001,45.950001,45.130001,45.360001,3420800,45.066599
2016-01-08,45.860001,46.34,44.119999,44.240002,3202600,43.953844
2016-01-11,44.529999,44.700001,42.43,43.200001,4932400,42.92057
2016-01-12,43.779999,44.130001,42.720001,43.5,2697500,43.218629
2016-01-13,43.5,43.919998,41.52,41.779999,2665800,41.509753
2016-01-14,41.970001,42.139999,40.900002,41.509998,3287000,41.241499
2016-01-15,39.900002,40.619999,39.490002,40.419998,3154900,40.15855
2016-01-19,41.0,41.169998,39.400002,39.689999,2269500,39.433272
2016-01-20,38.34,38.650002,36.73,38.200001,4430600,37.952912
2016-01-21,38.189999,39.389999,37.66,38.57,2437600,38.320518
2016-01-22,39.650002,40.360001,39.380001,39.59,2814400,39.33392
2016-01-25,39.400002,39.619999,38.400002,38.529999,2698200,38.280775
2016-01-26,38.869999,39.59,38.669998,39.130001,1839800,38.876897
2016-01-27,39.080002,40.18,38.599998,38.880001,2201400,38.628514
2016-01-28,39.419998,39.630001,38.310001,38.57,2164200,38.320518
2016-01-29,38.849998,39.490002,38.41,39.459999,2300100,39.20476
2016-02-01,39.130001,39.419998,38.779999,39.23,2326600,38.976248
2016-02-02,38.450001,38.450001,37.299999,37.509998,3308100,37.267373
2016-02-03,38.0,38.189999,36.23,37.509998,3807300,37.267373
2016-02-04,37.060001,37.630001,35.220001,35.91,4308100,35.677723
2016-02-05,35.900002,36.849998,35.52,35.779999,3626900,35.548563
2016-02-08,34.900002,34.959999,33.029999,33.400002,3933500,33.18396
2016-02-09,32.610001,33.970001,32.470001,33.799999,4549200,33.581371
2016-02-10,34.139999,35.029999,34.040001,34.279999,3435200,34.058266
2016-02-11,33.009998,33.040001,30.389999,30.780001,5278900,30.580907
2016-02-12,31.620001,32.990002,31.5,32.650002,2882900,32.438812
2016-02-16,33.380001,34.240002,32.889999,33.919998,3664700,33.700594
2016-02-17,34.400002,36.099998,34.380001,35.880001,4814000,35.647919
2016-02-18,35.84,36.09,35.560001,35.919998,3835600,35.687657
2016-02-19,35.57,35.990002,35.290001,35.959999,2430200,35.727399
2016-02-22,36.720001,38.150002,36.509998,36.720001,2769900,36.482485
2016-02-23,36.470001,36.73,35.330002,35.869999,2775300,35.637981
2016-02-24,35.02,35.639999,34.16,35.5,2479300,35.270375
2016-02-25,35.330002,36.400002,35.27,36.400002,2007000,36.164556
2016-02-26,36.759998,38.09,36.759998,37.509998,3454400,37.267373
2016-02-29,37.380001,37.5,36.529999,36.529999,2350800,36.293712
2016-03-01,36.91,38.950001,36.91,38.889999,3042900,38.638447
2016-03-02,38.880001,39.830002,38.639999,39.240002,3015500,38.986186
2016-03-03,39.169998,40.0,39.009998,39.799999,1879700,39.542561
2016-03-04,40.119999,40.470001,39.049999,39.529999,3370500,39.274307
2016-03-07,39.240002,39.84,39.029999,39.439999,2488900,39.184889
2016-03-08,38.580002,39.18,37.419998,38.049999,2900200,37.803881
2016-03-09,38.490002,38.740002,37.630001,38.110001,2676100,37.863494
2016-03-10,38.470001,39.060001,37.580002,38.130001,2274700,37.883365
2016-03-11,38.880001,40.110001,38.799999,40.060001,3181800,39.800881
2016-03-14,39.759998,40.669998,39.66,40.389999,2800200,40.128745
2016-03-15,39.84,40.029999,39.369999,39.939999,2005500,39.681655
2016-03-16,39.869999,40.900002,39.68,40.290001,2861200,40.029393
2016-03-17,40.02,41.16,39.740002,40.849998,1911400,40.585769
2016-03-18,41.049999,41.959999,40.93,41.669998,4422600,41.400464
2016-03-21,41.439999,42.060001,41.0,41.470001,2024200,41.201761
2016-03-22,40.919998,41.41,40.689999,41.139999,1776800,40.873894
2016-03-23,41.040001,41.169998,40.220001,40.32,1866200,40.059198
2016-03-24,39.169998,39.619999,38.580002,39.27,2997200,39.01599
2016-03-28,39.560001,40.049999,39.279999,39.869999,1568000,39.612108
2016-03-29,39.5,39.709999,38.919998,39.59,1676300,39.33392
2016-03-30,39.98,41.23,39.560001,39.970001,2721200,39.711463
2016-03-31,39.889999,40.130001,38.939999,39.200001,2977800,38.946444
2016-04-01,39.049999,39.860001,38.380001,39.810001,2555700,39.552498
2016-04-04,39.75,40.060001,39.34,39.470001,1882900,39.214698
2016-04-05,38.970001,39.09,38.490002,38.580002,2178100,38.330455
2016-04-06,39.0,39.580002,38.330002,38.650002,3553200,38.400002
2016-04-07,38.220001,38.669998,37.119999,37.369999,2977600,37.369999
2016-04-08,37.98,38.220001,37.369999,37.52,2207500,37.52
2016-04-11,37.82,38.790001,37.790001,38.259998,2054100,38.259998
2016-04-12,38.490002,39.34,38.279999,39.27,2260100,39.27
2016-04-13,39.880001,41.110001,39.759998,40.990002,2057000,40.990002
2016-04-14,40.889999,41.450001,40.490002,40.990002,2436400,40.990002
2016-04-15,40.93,40.93,40.389999,40.700001,1352300,40.700001
2016-04-18,40.48,41.049999,40.25,41.02,1155100,41.02
2016-04-19,41.130001,41.849998,41.119999,41.779999,1423800,41.779999
2016-04-20,42.02,43.389999,41.82,43.209999,2210300,43.209999
2016-04-21,43.299999,43.810001,43.27,43.540001,2851800,43.540001
2016-04-22,43.759998,44.720001,43.580002,44.34,2134000,44.34
2016-04-25,44.0,44.189999,43.16,43.790001,1686500,43.790001
2016-04-26,44.049999,44.509998,43.869999,44.5,1317800,44.5
2016-04-27,44.209999,44.799999,44.080002,44.630001,1990600,44.630001
2016-04-28,43.950001,44.419998,43.599998,43.73,1705300,43.73
2016-04-29,43.529999,44.139999,43.009998,43.450001,2977600,43.450001
2016-05-02,43.560001,44.209999,43.040001,44.130001,1659700,44.130001
2016-05-03,43.16,43.220001,42.27,43.16,2179800,43.16
2016-05-04,42.150002,42.799999,41.950001,42.639999,2404900,42.639999
2016-05-05,40.650002,41.790001,40.16,40.869999,5402300,40.869999
2016-05-06,40.450001,41.740002,40.299999,41.419998,3622600,41.419998
2016-05-09,41.43,41.880001,41.23,41.599998,2706100,41.599998
2016-05-10,41.939999,43.299999,41.84,42.990002,2832400,42.990002
2016-05-11,42.889999,43.959999,42.779999,42.950001,3208500,42.950001
2016-05-12,43.52,43.889999,42.439999,43.040001,3063600,43.040001
2016-05-13,42.91,43.799999,42.509998,42.59,3234000,42.59
2016-05-16,42.720001,43.57,42.549999,43.139999,1909000,43.139999
2016-05-17,43.02,43.970001,42.900002,43.279999,1940600,43.279999
2016-05-18,43.310001,45.57,43.310001,45.07,2924100,45.07
2016-05-19,44.77,45.279999,43.919998,44.380001,2498100,44.380001
2016-05-20,44.740002,45.5,44.48,44.59,2325700,44.59
2016-05-23,44.41,44.740002,44.119999,44.259998,2637300,44.259998
2016-05-24,44.689999,45.34,44.470001,45.009998,3871500,45.009998
2016-05-25,45.369999,46.43,45.369999,45.84,2303900,45.84
2016-05-26,45.82,45.91,45.110001,45.27,2061700,45.27
2016-05-27,45.52,46.16,44.810001,46.16,1517900,46.16
2016-05-31,46.490002,46.689999,45.43,45.849998,2608100,45.849998
2016-06-01,45.310001,45.869999,44.369999,45.709999,2234100,45.709999
2016-06-02,45.48,46.049999,45.279999,46.049999,1964400,46.049999
2016-06-03,45.060001,45.060001,43.75,44.43,3356500,44.43
