Date,Open_APH,High_APH,Low_APH,Close_APH,Volume_APH,AdjClose_APH
2015-12-31,52.810001,52.810001,52.23,52.23,771500,52.098058
2016-01-04,51.07,51.27,50.41,50.869999,1593500,50.741493
2016-01-05,50.889999,51.189999,50.130001,50.299999,2080000,50.172933
2016-01-06,49.529999,49.740002,49.009998,49.110001,2097600,48.985941
2016-01-07,48.16,48.57,46.970001,47.34,2145200,47.220412
2016-01-08,47.529999,47.68,46.5,46.630001,1906700,46.512206
2016-01-11,47.029999,47.27,45.450001,46.27,2452100,46.153115
2016-01-12,46.860001,47.509998,46.290001,47.43,2841800,47.310184
2016-01-13,47.5,47.740002,46.360001,46.549999,3131400,46.432406
2016-01-14,46.869999,47.09,46.110001,46.709999,3348400,46.592002
2016-01-15,45.549999,45.939999,45.0,45.490002,3823300,45.375086
2016-01-19,46.02,46.59,45.139999,45.419998,3286800,45.30526
2016-01-20,44.540001,47.27,44.5,46.509998,4375100,46.392506
2016-01-21,46.93,49.049999,46.630001,47.779999,3917700,47.659299
2016-01-22,48.529999,48.939999,48.400002,48.700001,1921200,48.576977
2016-01-25,48.540001,48.709999,48.009998,48.18,1700200,48.05829
2016-01-26,48.34,48.98,48.299999,48.580002,1822900,48.457281
2016-01-27,48.389999,48.830002,48.02,48.389999,2257000,48.267758
2016-01-28,48.759998,48.900002,48.18,48.459999,1583900,48.337581
2016-01-29,48.790001,49.57,48.790001,49.57,2086000,49.444778
2016-02-01,49.099998,50.099998,49.040001,49.869999,1733900,49.744019
2016-02-02,49.189999,49.740002,49.09,49.200001,3035700,49.075713
2016-02-03,49.459999,49.610001,48.41,49.049999,2258500,48.926091
2016-02-04,49.040001,49.740002,48.790001,49.57,1573200,49.444778
2016-02-05,49.27,49.650002,49.040001,49.549999,2644700,49.424828
2016-02-08,48.959999,49.419998,48.18,48.98,3374500,48.856268
2016-02-09,48.490002,49.27,48.330002,49.040001,2515900,48.916118
2016-02-10,49.349998,50.25,49.310001,49.720001,1849400,49.5944
2016-02-11,48.759998,49.32,48.48,49.009998,1650200,48.886191
2016-02-12,49.459999,49.68,48.869999,49.540001,1613500,49.414855
2016-02-16,50.240002,50.900002,49.970001,50.73,1224600,50.601847
2016-02-17,51.009998,52.049999,50.950001,52.02,1419900,51.888589
2016-02-18,52.049999,52.490002,51.869999,52.099998,1092100,51.968385
2016-02-19,52.009998,52.240002,51.650002,52.099998,1667300,51.968385
2016-02-22,52.490002,52.790001,52.119999,52.5,1129200,52.367376
2016-02-23,52.439999,52.540001,52.080002,52.150002,1307500,52.018262
2016-02-24,51.799999,52.490002,51.470001,52.43,825800,52.297554
2016-02-25,52.43,52.790001,51.93,52.720001,1098400,52.586822
2016-02-26,52.869999,53.41,52.669998,52.939999,745300,52.806264
2016-02-29,52.91,53.66,52.889999,53.07,1608000,52.935936
2016-03-01,53.560001,55.369999,53.459999,54.860001,3133400,54.721415
2016-03-02,54.740002,55.299999,54.57,55.189999,1205500,55.05058
2016-03-03,55.110001,55.880001,54.950001,55.830002,1175300,55.688966
2016-03-04,56.0,56.57,55.75,56.200001,2200300,56.05803
2016-03-07,55.75,56.869999,55.68,56.73,1626300,56.58669
2016-03-08,56.41,56.459999,55.450001,55.68,1844900,55.539343
2016-03-09,55.810001,56.080002,55.52,55.779999,905100,55.639089
2016-03-10,55.82,56.060001,54.869999,55.419998,878300,55.279998
2016-03-11,55.970001,56.25,55.59,56.169998,857400,56.169998
2016-03-14,55.5,55.779999,55.16,55.669998,1373800,55.669998
2016-03-15,55.18,55.650002,54.98,55.52,1638300,55.52
2016-03-16,55.560001,56.57,55.5,56.41,1379700,56.41
2016-03-17,56.279999,57.360001,56.060001,57.110001,1236500,57.110001
2016-03-18,57.43,58.0,57.259998,57.639999,1661000,57.639999
2016-03-21,57.59,57.639999,57.0,57.189999,1265900,57.189999
2016-03-22,57.040001,57.57,56.900002,57.27,892100,57.27
2016-03-23,57.23,57.259998,56.759998,56.860001,661700,56.860001
2016-03-24,56.619999,57.43,56.32,57.169998,1454300,57.169998
2016-03-28,57.32,57.459999,56.970001,57.220001,781400,57.220001
2016-03-29,56.919998,57.810001,56.740002,57.790001,778400,57.790001
2016-03-30,58.07,58.349998,57.52,57.709999,1138900,57.709999
2016-03-31,57.709999,57.970001,57.540001,57.82,1422000,57.82
2016-04-01,57.419998,58.560001,56.970001,58.48,1259300,58.48
2016-04-04,58.619999,58.630001,58.080002,58.220001,926100,58.220001
2016-04-05,57.93,58.52,57.84,58.209999,1534700,58.209999
2016-04-06,58.02,58.52,57.849998,58.400002,923800,58.400002
2016-04-07,58.09,58.32,57.599998,57.779999,1864100,57.779999
2016-04-08,58.189999,58.880001,58.139999,58.369999,952600,58.369999
2016-04-11,58.48,59.119999,58.200001,58.43,901800,58.43
2016-04-12,58.240002,58.389999,57.779999,58.279999,1280600,58.279999
2016-04-13,58.799999,59.09,58.5,59.049999,1084000,59.049999
2016-04-14,59.130001,59.189999,58.59,58.77,684900,58.77
2016-04-15,58.77,58.849998,58.369999,58.740002,1312400,58.740002
2016-04-18,58.669998,58.759998,58.459999,58.5,1306500,58.5
2016-04-19,58.77,58.939999,58.169998,58.310001,1822400,58.310001
2016-04-20,58.889999,59.09,57.07,57.830002,1683900,57.830002
2016-04-21,57.860001,58.25,56.73,56.84,1347300,56.84
2016-04-22,56.740002,57.130001,56.529999,56.959999,1396700,56.959999
2016-04-25,56.709999,56.919998,56.259998,56.75,790400,56.75
2016-04-26,56.939999,57.27,56.599998,57.040001,1589000,57.040001
2016-04-27,56.720001,57.139999,56.470001,57.009998,1227100,57.009998
2016-04-28,56.66,57.040001,56.139999,56.41,947400,56.41
2016-04-29,56.099998,56.169998,55.389999,55.830002,1283300,55.830002
2016-05-02,55.91,56.349998,55.52,56.259998,899200,56.259998
2016-05-03,55.990002,56.09,55.5,55.740002,813300,55.740002
2016-05-04,55.509998,55.68,55.119999,55.380001,739500,55.380001
2016-05-05,55.540001,55.869999,55.349998,55.650002,1127100,55.650002
2016-05-06,55.389999,55.970001,55.150002,55.860001,829700,55.860001
2016-05-09,55.919998,56.349998,55.759998,56.169998,1414500,56.169998
2016-05-10,56.34,56.630001,56.099998,56.470001,1422400,56.470001
2016-05-11,56.450001,56.740002,56.080002,56.169998,690400,56.169998
2016-05-12,56.419998,56.43,55.23,55.799999,715800,55.799999
2016-05-13,55.689999,56.09,54.959999,55.080002,1134300,55.080002
2016-05-16,54.970001,55.900002,54.939999,55.639999,972100,55.639999
2016-05-17,55.459999,55.91,55.259998,55.419998,959000,55.419998
2016-05-18,55.32,55.919998,55.099998,55.66,1175600,55.66
2016-05-19,55.290001,55.59,54.990002,55.32,1086000,55.32
2016-05-20,55.720001,56.18,55.720001,56.040001,1196700,56.040001
2016-05-23,56.080002,56.52,55.98,56.369999,888800,56.369999
2016-05-24,56.470001,57.740002,56.419998,57.619999,1016900,57.619999
2016-05-25,57.75,57.959999,57.540001,57.66,1285500,57.66
2016-05-26,57.560001,58.150002,57.439999,57.990002,1026100,57.990002
2016-05-27,58.16,58.529999,57.860001,58.150002,1158200,58.150002
2016-05-31,58.169998,58.790001,58.169998,58.720001,2034300,58.720001
2016-06-01,58.439999,58.919998,58.330002,58.810001,1161700,58.810001
2016-06-02,58.68,59.099998,58.619999,59.09,760000,59.09
2016-06-03,59.07,59.360001,58.720001,59.259998,918400,59.259998
