Date,Open_COG,High_COG,Low_COG,Close_COG,Volume_COG,AdjClose_COG
2015-08-03,25.75,26.08,25.49,25.540001,4836100,25.46939
2015-08-04,25.940001,26.01,25.379999,25.5,3095800,25.4295
2015-08-05,25.83,26.1,25.129999,25.32,3672700,25.249997
2015-08-06,25.25,25.6,24.85,25.41,8149900,25.339749
2015-08-07,25.23,25.709999,24.82,24.9,4085100,24.831159
2015-08-10,25.09,25.85,24.92,25.84,4996300,25.76856
2015-08-11,25.16,26.110001,25.129999,26.07,5119600,25.997924
2015-08-12,26.08,27.09,26.030001,27.02,6010500,26.945298
2015-08-13,26.719999,27.120001,26.530001,26.969999,8334900,26.895435
2015-08-14,27.0,27.24,26.889999,26.98,5631000,26.905408
2015-08-17,26.809999,27.17,26.6,26.780001,5763400,26.705962
2015-08-18,26.57,26.85,26.360001,26.620001,2780600,26.546404
2015-08-19,26.450001,26.58,25.690001,25.82,3603000,25.748615
2015-08-20,25.75,25.85,24.85,24.860001,5496500,24.79127
2015-08-21,24.809999,25.049999,24.32,24.389999,4827900,24.322568
2015-08-24,23.09,23.299999,21.870001,22.0,16069300,21.939177
2015-08-25,22.950001,23.110001,21.27,21.299999,11696200,21.241111
2015-08-26,21.76,21.809999,20.940001,21.67,19090100,21.610089
2015-08-27,22.17,23.1,21.290001,23.08,12896900,23.016191
2015-08-28,23.01,23.719999,22.879999,23.299999,5872900,23.235582
2015-08-31,23.0,24.15,22.77,23.67,5636400,23.60456
2015-09-01,22.959999,23.639999,22.799999,23.030001,6012800,22.96633
2015-09-02,23.34,23.559999,22.51,23.32,3958900,23.255527
2015-09-03,23.389999,24.17,23.139999,23.41,7408900,23.345278
2015-09-04,23.1,23.33,22.74,22.780001,5001000,22.717021
2015-09-08,23.1,23.32,22.33,22.85,6323200,22.786827
2015-09-09,23.0,23.42,22.440001,22.5,5279800,22.437794
2015-09-10,22.559999,23.209999,22.370001,23.049999,4829000,22.986273
2015-09-11,22.58,23.33,22.5,23.15,4824800,23.085997
2015-09-14,22.99,23.02,22.040001,22.26,4553300,22.198458
2015-09-15,22.34,22.860001,22.280001,22.77,2963700,22.707048
2015-09-16,22.889999,23.75,22.74,23.719999,3954900,23.654421
2015-09-17,23.67,24.27,23.57,23.700001,6100900,23.634477
2015-09-18,23.299999,24.059999,23.299999,23.49,8619900,23.425057
2015-09-21,23.73,24.200001,23.549999,23.91,4406100,23.843896
2015-09-22,23.5,24.26,23.33,23.92,6325500,23.853868
2015-09-23,24.0,24.08,23.549999,23.58,5033500,23.514808
2015-09-24,23.41,24.43,23.26,24.120001,5076200,24.053316
2015-09-25,24.33,24.469999,23.75,23.82,5241700,23.754144
2015-09-28,23.549999,23.66,22.629999,22.700001,6153200,22.637242
2015-09-29,22.780001,22.85,21.309999,21.540001,13009200,21.480449
2015-09-30,21.75,22.030001,21.32,21.860001,5750900,21.799564
2015-10-01,22.139999,22.4,21.200001,21.219999,6498600,21.161332
2015-10-02,21.0,21.950001,20.860001,21.92,12370300,21.859398
2015-10-05,22.18,23.02,22.059999,22.9,8696100,22.836688
2015-10-06,22.93,23.719999,22.809999,23.5,9585900,23.43503
2015-10-07,23.959999,24.15,22.77,23.25,6245700,23.185721
2015-10-08,23.25,23.42,22.870001,23.15,8545000,23.085997
2015-10-09,23.24,23.530001,22.99,23.24,6789700,23.175748
2015-10-12,23.32,23.450001,22.389999,22.93,3629700,22.866606
2015-10-13,22.73,23.15,22.26,22.35,6223100,22.288209
2015-10-14,22.34,23.059999,22.219999,22.940001,4051300,22.876578
2015-10-15,22.969999,23.809999,22.889999,23.719999,4847300,23.654421
2015-10-16,23.84,23.93,23.09,23.209999,6281000,23.14583
2015-10-19,23.0,23.48,22.799999,23.110001,4988800,23.046108
2015-10-20,23.139999,24.059999,23.02,23.440001,4519300,23.375196
2015-10-21,23.299999,23.389999,22.33,22.34,4571600,22.278237
2015-10-22,22.43,22.75,21.780001,22.09,6676600,22.028928
2015-10-23,21.049999,21.709999,20.0,21.1,11113700,21.041665
2015-10-26,20.91,21.68,20.780001,20.83,8264100,20.772411
2015-10-27,20.469999,21.42,20.41,21.139999,9717400,21.081554
2015-10-28,21.25,21.98,20.690001,21.82,8273400,21.759674
2015-10-29,21.84,22.24,21.459999,21.530001,6022300,21.470477
2015-10-30,21.58,21.82,21.110001,21.709999,7645200,21.649977
2015-11-02,21.530001,22.43,21.42,22.290001,4495600,22.248872
2015-11-03,22.360001,22.639999,22.01,22.040001,4435800,21.999333
2015-11-04,22.18,23.040001,21.9,22.42,6828100,22.378631
2015-11-05,22.26,22.91,22.1,22.639999,4827400,22.598224
2015-11-06,22.34,22.98,22.129999,22.299999,4929400,22.258852
2015-11-09,22.25,22.780001,22.129999,22.57,4243000,22.528354
2015-11-10,22.440001,22.91,22.209999,22.639999,4811300,22.598224
2015-11-11,22.59,22.639999,20.68,20.879999,7111500,20.841472
2015-11-12,20.49,20.860001,20.27,20.33,4032000,20.292487
2015-11-13,20.290001,21.129999,20.01,20.74,5226200,20.701731
2015-11-16,20.77,22.59,20.68,22.559999,6209300,22.518372
2015-11-17,22.370001,22.370001,20.969999,21.0,6638500,20.961251
2015-11-18,21.120001,21.370001,20.49,20.870001,4897500,20.831492
2015-11-19,20.26,21.030001,20.110001,20.5,2813600,20.462174
2015-11-20,20.41,20.530001,19.860001,19.879999,3577400,19.843317
2015-11-23,19.639999,19.860001,19.17,19.379999,6439700,19.34424
2015-11-24,19.51,19.620001,18.91,19.200001,9647000,19.164573
2015-11-25,19.02,19.51,18.969999,19.34,5516300,19.304314
2015-11-27,19.110001,19.32,18.959999,19.08,2693800,19.044794
2015-11-30,19.190001,19.34,18.610001,18.83,5618800,18.795255
2015-12-01,18.780001,18.959999,18.309999,18.6,5837500,18.56568
2015-12-02,18.32,18.42,17.51,17.93,7453400,17.896916
2015-12-03,18.07,18.110001,16.959999,17.129999,8860300,17.098391
2015-12-04,16.84,17.42,16.67,17.219999,6483700,17.188225
2015-12-07,16.540001,17.030001,16.200001,16.799999,10307700,16.769
2015-12-08,16.24,17.709999,16.15,17.559999,10015000,17.527598
2015-12-09,17.59,18.049999,17.049999,17.370001,10066500,17.33795
2015-12-10,17.219999,18.0,17.040001,17.68,5147500,17.647378
2015-12-11,17.24,17.33,16.059999,16.1,7928500,16.070293
2015-12-14,15.91,16.23,15.55,15.65,9549300,15.621123
2015-12-15,15.86,15.94,14.94,15.03,13533300,15.002267
2015-12-16,15.16,15.58,14.95,15.39,12689400,15.361603
2015-12-17,15.43,15.48,15.1,15.35,10817000,15.321677
2015-12-18,15.29,15.79,15.28,15.49,17859600,15.461418
2015-12-21,15.7,16.360001,15.48,16.24,14996100,16.210034
2015-12-22,16.16,16.76,16.07,16.52,6525200,16.489518
2015-12-23,17.01,17.92,16.99,17.639999,9987100,17.60745
2015-12-24,17.68,18.09,17.379999,17.700001,4288400,17.667341
2015-12-28,17.4,17.65,17.059999,17.24,8086800,17.208189
2015-12-29,17.809999,18.120001,17.23,17.700001,6643500,17.667341
2015-12-30,17.200001,17.700001,16.969999,17.01,5881000,16.978614
2015-12-31,17.09,17.76,16.969999,17.690001,4892800,17.657359
2016-01-04,17.67,17.940001,17.309999,17.59,8618100,17.557543
2016-01-05,17.66,17.870001,17.07,17.57,11622200,17.53758
2016-01-06,17.02,17.030001,15.89,16.02,10378100,15.990441
2016-01-07,15.71,16.700001,15.68,16.58,8536800,16.549407
2016-01-08,16.780001,17.34,16.540001,17.200001,9737100,17.168264
2016-01-11,17.08,17.16,15.78,16.0,13468500,15.970477
2016-01-12,16.32,16.33,14.88,15.48,10973900,15.451436
2016-01-13,15.71,16.24,15.25,15.7,10984300,15.67103
2016-01-14,15.85,16.450001,15.65,16.309999,9906800,16.279905
2016-01-15,15.47,16.43,15.39,16.41,9172200,16.37972
2016-01-19,16.530001,16.77,16.15,16.43,11946100,16.399684
2016-01-20,16.049999,17.370001,15.82,17.15,13646200,17.118355
2016-01-21,16.950001,18.959999,16.870001,18.65,14184300,18.615587
2016-01-22,19.360001,19.559999,18.6,19.540001,11941000,19.503946
2016-01-25,18.940001,19.780001,18.379999,18.4,12120500,18.366048
2016-01-26,18.809999,19.5,18.58,19.43,6170300,19.394148
2016-01-27,19.27,20.450001,19.01,19.52,8959100,19.50406
2016-01-28,20.4,20.469999,19.32,19.389999,12925200,19.374165
2016-01-29,19.68,20.799999,19.6,20.75,9220300,20.733055
2016-02-01,20.24,20.870001,19.780001,20.559999,9388000,20.543209
2016-02-02,20.17,21.0,19.790001,20.389999,15546800,20.373348
2016-02-03,20.82,21.209999,19.879999,21.17,9322800,21.152712
2016-02-04,21.07,21.48,20.200001,20.9,10800800,20.882932
2016-02-05,20.790001,21.120001,20.07,20.66,8257900,20.643128
2016-02-08,20.309999,22.25,20.01,20.92,13119600,20.902916
2016-02-09,20.42,20.77,18.959999,19.59,12782100,19.574002
2016-02-10,19.49,20.0,18.860001,19.75,8300400,19.733871
2016-02-11,19.27,20.09,18.73,19.870001,8201900,19.853774
2016-02-12,20.209999,20.459999,19.07,19.75,7248400,19.733871
2016-02-16,20.09,20.09,18.48,19.26,8950000,19.244272
2016-02-17,19.41,20.540001,19.030001,20.49,6714800,20.473267
2016-02-18,20.530001,20.530001,19.309999,19.549999,9190800,19.534034
2016-02-19,19.35,20.48,18.73,19.91,11493800,19.89374
2016-02-22,20.440001,21.940001,20.17,21.540001,9209700,21.52241
2016-02-23,20.33,20.4,19.16,19.26,76176600,19.244272
2016-02-24,18.92,19.969999,18.809999,19.709999,14559000,19.693903
2016-02-25,19.709999,20.059999,19.02,19.41,12465500,19.394149
2016-02-26,20.129999,20.450001,19.620001,20.440001,10950100,20.423308
2016-02-29,20.35,20.43,19.01,20.129999,13897400,20.11356
2016-03-01,20.389999,21.17,19.58,20.99,11277400,20.972858
2016-03-02,20.860001,22.059999,20.799999,22.049999,9646400,22.031992
2016-03-03,21.889999,22.549999,21.68,22.17,10157200,22.151895
2016-03-04,22.52,22.700001,21.129999,21.469999,10682000,21.452466
2016-03-07,21.440001,22.49,21.01,22.389999,12308700,22.371715
2016-03-08,22.02,22.059999,21.26,21.370001,8914100,21.352549
2016-03-09,21.860001,21.98,19.77,21.25,22277900,21.232646
2016-03-10,20.68,22.16,20.450001,21.91,12204300,21.892107
2016-03-11,22.41,22.5,21.639999,21.959999,5833000,21.942066
2016-03-14,21.57,22.209999,21.469999,22.1,5385600,22.081953
2016-03-15,21.870001,22.6,21.65,22.58,5829600,22.56156
2016-03-16,22.6,23.02,22.27,22.940001,6480800,22.921267
2016-03-17,23.25,23.309999,22.42,22.76,6494800,22.741413
2016-03-18,22.889999,22.92,22.08,22.77,9133400,22.751405
2016-03-21,22.639999,22.690001,21.639999,21.790001,7292600,21.772206
2016-03-22,21.799999,22.08,21.42,21.77,5288200,21.752222
2016-03-23,21.629999,22.0,21.389999,21.469999,5256500,21.452466
2016-03-24,21.02,22.139999,20.93,21.969999,5672800,21.952058
2016-03-28,22.0,22.17,21.41,22.059999,5571600,22.041984
2016-03-29,21.67,22.719999,21.610001,22.639999,4779600,22.621511
2016-03-30,22.879999,22.9,22.33,22.709999,4798500,22.691453
2016-03-31,22.74,22.889999,22.51,22.709999,6860100,22.691453
2016-04-01,22.26,22.709999,22.200001,22.51,5176800,22.491618
2016-04-04,22.610001,23.34,22.5,22.700001,6589400,22.681463
2016-04-05,22.42,22.620001,22.1,22.32,7657900,22.301772
2016-04-06,22.35,22.690001,21.969999,22.35,6151700,22.331748
2016-04-07,22.299999,23.290001,22.23,23.27,5166700,23.250997
2016-04-08,23.709999,23.799999,22.969999,23.48,5596400,23.460825
2016-04-11,23.49,23.83,22.76,22.91,5525000,22.891291
2016-04-12,23.129999,23.99,22.98,23.790001,6140300,23.770573
2016-04-13,23.780001,23.780001,22.860001,23.200001,6176300,23.181055
2016-04-14,23.139999,23.290001,22.52,22.809999,6293400,22.791372
2016-04-15,22.6,23.23,22.33,23.030001,6105200,23.011193
2016-04-18,22.389999,23.66,22.200001,23.41,4518500,23.390882
2016-04-19,23.700001,23.940001,23.25,23.48,4796800,23.460825
2016-04-20,23.4,23.77,23.309999,23.52,4432000,23.500793
2016-04-21,23.459999,23.629999,22.709999,22.83,5989700,22.811356
2016-04-22,23.0,23.629999,22.93,23.26,5510800,23.241005
2016-04-25,22.879999,23.190001,21.940001,22.290001,12323900,22.271798
2016-04-26,22.41,22.85,21.9,22.809999,7699700,22.791372
2016-04-27,23.08,24.17,22.65,24.07,9105000,24.050343
2016-04-28,23.790001,24.1,23.450001,23.58,8760600,23.560743
2016-04-29,23.709999,24.0,22.780001,23.4,8403200,23.38089
2016-05-02,23.33,24.620001,23.280001,24.24,7860700,24.220204
2016-05-03,24.030001,24.4,23.75,23.879999,6052800,23.860498
2016-05-04,24.290001,24.530001,23.559999,23.84,6109600,23.820531
2016-05-05,24.370001,24.74,23.85,24.190001,5736800,24.170246
2016-05-06,23.790001,24.450001,23.75,23.809999,5618600,23.790555
2016-05-09,23.65,24.18,23.33,24.01,4809400,23.990393
2016-05-10,24.139999,24.639999,24.049999,24.620001,4799200,24.599895
2016-05-11,24.370001,24.700001,24.17,24.49,3658300,24.47
2016-05-12,24.799999,25.040001,24.24,24.4,3069800,24.4
2016-05-13,24.190001,24.67,23.77,23.809999,3843500,23.809999
2016-05-16,24.110001,24.200001,23.51,23.77,4983800,23.77
2016-05-17,23.91,24.110001,23.610001,23.870001,4361300,23.870001
2016-05-18,23.780001,23.92,23.09,23.17,6748900,23.17
2016-05-19,22.809999,23.299999,22.700001,23.190001,6565600,23.190001
2016-05-20,23.379999,23.42,22.84,23.17,3282900,23.17
2016-05-23,22.889999,23.58,22.889999,23.34,3302500,23.34
2016-05-24,23.43,23.5,22.950001,23.299999,2805600,23.299999
2016-05-25,23.57,24.1,23.5,23.99,3625200,23.99
2016-05-26,24.23,24.24,23.639999,23.690001,3257800,23.690001
2016-05-27,23.690001,24.16,23.48,23.610001,4366200,23.610001
2016-05-31,24.02,24.190001,23.709999,23.969999,5582800,23.969999
2016-06-01,23.969999,24.73,23.82,24.67,5279700,24.67
2016-06-02,24.360001,24.790001,24.120001,24.74,3578400,24.74
2016-06-03,24.790001,24.85,23.969999,24.23,5293600,24.23
